TIME, FX_2
2.E-04, -0.809017007
4.E-04, -1.61803408
7.E-04, -2.8315598
1.15E-03, -4.65184915
1.825E-03, -7.38228665
2.8375E-03, -11.4779594
4.35625E-03, -17.6215471
6.35625E-03, -25.7120415
8.35625E-03, -33.8023588
1.035625E-02, -41.8925372
1.235625E-02, -49.9827139
1.435625E-02, -58.0728928
1.635625E-02, -66.1630716
1.835625E-02, -74.2532502
2.035625E-02, -82.3434286
2.235625E-02, -90.4336068
2.435625E-02, -98.5237849
2.635625E-02, -106.613963
2.835625E-02, -114.70414
3.035625E-02, -122.794318
3.235625E-02, -130.884495
3.435625E-02, -138.974672
3.635625E-02, -147.064849
3.835625E-02, -155.155026
4.035625E-02, -163.245203
4.235625E-02, -171.335379
4.435625E-02, -179.425555
4.635625E-02, -187.515732
4.835625E-02, -195.605908
5.035625E-02, -203.696083
5.235625E-02, -211.786259
5.435625E-02, -219.876435
5.635625E-02, -227.96661
5.835625E-02, -236.056785
6.035625E-02, -244.146961
6.235625E-02, -252.237136
6.435625E-02, -260.32731
6.635625E-02, -268.417485
6.835625E-02, -276.50766
7.035625E-02, -284.597834
7.235625E-02, -292.688009
7.435625E-02, -300.778183
7.635625E-02, -308.868357
7.835625E-02, -316.958531
8.035625E-02, -325.048705
8.235625E-02, -333.138878
8.435625E-02, -341.229052
8.635625E-02, -349.319226
8.835625E-02, -357.409399
9.035625E-02, -365.499572
9.235625E-02, -373.589746
9.435625E-02, -381.679919
9.635625E-02, -389.770092
9.835625E-02, -397.860265
0.10035625, -405.950437
0.10235625, -414.04061
0.10435625, -422.130783
0.10635625, -430.220955
0.10835625, -438.311128
0.11035625, -446.4013
0.11235625, -454.491472
0.11435625, -462.581644
0.11635625, -470.671816
0.11835625, -478.761988
0.12035625, -486.85216
0.12235625, -494.942332
0.12435625, -503.032504
0.12635625, -511.122676
0.12835625, -519.212847
0.13035625, -527.303019
0.13235625, -535.39319
0.13435625, -543.483362
0.13635625, -551.573533
0.13835625, -559.663704
0.14035625, -567.753875
0.14235625, -575.844046
0.14435625, -583.934217
0.14635625, -592.024388
0.14835625, -600.114559
0.15035625, -608.20473
0.15235625, -616.294901
0.15435625, -624.385072
0.15635625, -632.475242
0.15835625, -640.565413
0.16035625, -648.655583
0.16235625, -656.745754
0.16435625, -664.835924
0.16635625, -672.926095
0.16835625, -681.016265
0.17035625, -689.106435
0.17235625, -697.196606
0.17435625, -705.286776
0.17635625, -713.376946
0.17835625, -721.467116
0.18035625, -729.557286
0.18235625, -737.647456
0.18435625, -745.737626
0.18635625, -753.827796
0.18835625, -761.917965
0.19035625, -770.008135
0.19235625, -778.098305
0.19435625, -786.188475
0.19635625, -794.278644
0.19835625, -802.368814
0.20035625, -810.458984
0.20235625, -818.549153
0.20435625, -826.639323
0.20635625, -834.729492
0.20835625, -842.819662
0.21035625, -850.909831
0.21235625, -859
0.21435625, -867.09017
0.21635625, -875.180339
0.21835625, -883.270508
0.22035625, -891.360677
0.22235625, -899.450847
0.22435625, -907.541016
0.22635625, -915.631185
0.22835625, -923.721354
0.23035625, -931.811523
0.23235625, -939.901692
0.23435625, -947.991861
0.23635625, -956.08203
0.23835625, -964.172199
0.24035625, -972.262368
0.24235625, -980.352537
0.24435625, -988.442706
0.24635625, -996.532875
0.24835625, -1004.62304
0.25035625, -1012.71321
0.25235625, -1020.80338
0.25435625, -1028.89355
0.25635625, -1036.98372
0.25835625, -1045.07389
0.26035625, -1053.16406
0.26235625, -1061.25422
0.26435625, -1069.34439
0.26635625, -1077.43456
0.26835625, -1085.52473
0.27035625, -1093.6149
0.27235625, -1101.70507
0.27435625, -1109.79524
0.27635625, -1117.88541
0.27835625, -1125.97557
0.28035625, -1134.06574
0.28235625, -1142.15591
0.28435625, -1150.24608
0.28635625, -1158.33625
0.28835625, -1166.42642
0.29035625, -1174.51658
0.29235625, -1182.60675
0.29435625, -1190.69692
0.29635625, -1198.78709
0.29835625, -1206.87726
0.30035625, -1214.96743
0.30235625, -1223.05759
0.30435625, -1231.14776
0.30635625, -1239.23793
0.30835625, -1247.3281
0.31035625, -1255.41827
0.31235625, -1263.50844
0.31435625, -1271.5986
0.31635625, -1279.68877
0.31835625, -1287.77894
0.32035625, -1295.86911
0.32235625, -1303.95928
0.32435625, -1312.04945
0.32635625, -1320.13961
0.32835625, -1328.22978
0.33035625, -1336.31995
0.33235625, -1344.41012
0.33435625, -1352.50029
0.33635625, -1360.59045
0.33835625, -1368.68062
0.34035625, -1376.77079
0.34235625, -1384.86096
0.34435625, -1392.95113
0.34635625, -1401.0413
0.34835625, -1409.13146
0.35035625, -1417.22163
0.35235625, -1425.3118
0.35435625, -1433.40197
0.35635625, -1441.49214
0.35835625, -1449.5823
0.36035625, -1457.67247
0.36235625, -1465.76264
0.36435625, -1473.85281
0.36635625, -1481.94298
0.36835625, -1490.03314
0.37035625, -1498.12331
0.37235625, -1506.21348
0.37435625, -1514.30365
0.37635625, -1522.39382
0.37835625, -1530.48398
0.38035625, -1538.57415
0.38235625, -1546.66432
0.38435625, -1554.75449
0.38635625, -1562.84466
0.38835625, -1570.93483
0.39035625, -1579.02499
0.39235625, -1587.11516
0.39435625, -1595.20533
0.39635625, -1603.2955
0.39835625, -1611.38567
0.40035625, -1619.47583
0.40235625, -1627.566
0.40435625, -1635.65617
0.40635625, -1643.74634
0.40835625, -1651.83651
0.41035625, -1659.92667
0.41235625, -1668.01684
0.41435625, -1676.10701
0.41635625, -1684.19718
0.41835625, -1692.28735
0.42035625, -1700.37751
0.42235625, -1708.46768
0.42435625, -1716.55785
0.42635625, -1724.64802
0.42835625, -1732.73819
0.43035625, -1740.82835
0.43235625, -1748.91852
0.43435625, -1757.00869
0.43635625, -1765.09886
0.43835625, -1773.18903
0.44035625, -1781.27919
0.44235625, -1789.36936
0.44435625, -1797.45953
0.44635625, -1805.5497
0.44835625, -1813.63987
0.45035625, -1821.73003
0.45235625, -1829.8202
0.45435625, -1837.91037
0.45635625, -1846.00054
0.45835625, -1854.0907
0.46035625, -1862.18087
0.46235625, -1870.27104
0.46435625, -1878.36121
0.46635625, -1886.45138
0.46835625, -1894.54154
0.47035625, -1902.63171
0.47235625, -1910.72188
0.47435625, -1918.81205
0.47635625, -1926.90222
0.47835625, -1934.99238
0.48035625, -1943.08255
0.48235625, -1951.17272
0.48435625, -1959.26289
0.48635625, -1967.35306
0.48835625, -1975.44323
0.49035625, -1983.53339
0.49235625, -1991.62356
0.49435625, -1999.71373
0.49635625, -2007.8039
0.49835625, -2015.89407
0.50035625, -2023.98423
0.50235625, -2032.0744
0.50435625, -2040.16457
0.50635625, -2048.25474
0.50835625, -2056.34491
0.51035625, -2064.43507
0.51235625, -2072.52524
0.51435625, -2080.61541
0.51635625, -2088.70558
0.51835625, -2096.79575
0.52035625, -2104.88591
0.52235625, -2112.97608
0.52435625, -2121.06625
0.52635625, -2129.15642
0.52835625, -2137.24659
0.53035625, -2145.33675
0.53235625, -2153.42692
0.53435625, -2161.51709
0.53635625, -2169.60726
0.53835625, -2177.69743
0.54035625, -2185.78759
0.54235625, -2193.87776
0.54435625, -2201.96793
0.54635625, -2210.0581
0.54835625, -2218.14827
0.55035625, -2226.23843
0.55235625, -2234.3286
0.55435625, -2242.41877
0.55635625, -2250.50894
0.55835625, -2258.59911
0.56035625, -2266.68928
0.56235625, -2274.77944
0.56435625, -2282.86961
0.56635625, -2290.95978
0.56835625, -2299.04995
0.57035625, -2307.14012
0.57235625, -2315.23028
0.57435625, -2323.32045
0.57635625, -2331.41062
0.57835625, -2339.50079
0.58035625, -2347.59096
0.58235625, -2355.68112
0.58435625, -2363.77129
0.58635625, -2371.86146
0.58835625, -2379.95163
0.59035625, -2388.0418
0.59235625, -2396.13197
0.59435625, -2404.22213
0.59635625, -2412.3123
0.59835625, -2420.40247
0.60035625, -2428.49264
0.60235625, -2436.58281
0.60435625, -2444.67298
0.60635625, -2452.76314
0.60835625, -2460.85331
0.61035625, -2468.94348
0.61235625, -2477.03365
0.61435625, -2485.12382
0.61635625, -2493.21398
0.61835625, -2501.30415
0.62035625, -2509.39432
0.62235625, -2517.48449
0.62435625, -2525.57466
0.62635625, -2533.66483
0.62835625, -2541.75499
0.63035625, -2549.84516
0.63235625, -2557.93533
0.63435625, -2566.0255
0.63635625, -2574.11567
0.63835625, -2582.20584
0.64035625, -2590.296
0.64235625, -2598.38617
0.64435625, -2606.47634
0.64635625, -2614.56651
0.64835625, -2622.65668
0.65035625, -2630.74684
0.65235625, -2638.83701
0.65435625, -2646.92718
0.65635625, -2655.01735
0.65835625, -2663.10752
0.66035625, -2671.19769
0.66235625, -2679.28785
0.66435625, -2687.37802
0.66635625, -2695.46819
0.66835625, -2703.55836
0.67035625, -2711.64853
0.67235625, -2719.7387
0.67435625, -2727.82886
0.67635625, -2735.91903
0.67835625, -2744.0092
0.68035625, -2752.09937
0.68235625, -2760.18954
0.68435625, -2768.27971
0.68635625, -2776.36988
0.68835625, -2784.46004
0.69035625, -2792.55021
0.69235625, -2800.64038
0.69435625, -2808.73055
0.69635625, -2816.82072
0.69835625, -2824.91089
0.70035625, -2833.00105
0.70235625, -2841.09122
0.70435625, -2849.18139
0.70635625, -2857.27156
0.70835625, -2865.36173
0.71035625, -2873.4519
0.71235625, -2881.54206
0.71435625, -2889.63223
0.71635625, -2897.7224
0.71835625, -2905.81257
0.72035625, -2913.90274
0.72235625, -2921.99291
0.72435625, -2930.08308
0.72635625, -2938.17324
0.72835625, -2946.26341
0.73035625, -2954.35358
0.73235625, -2962.44375
0.73435625, -2970.53392
0.73635625, -2978.62409
0.73835625, -2986.71425
0.74035625, -2994.80442
0.74235625, -3002.89459
0.74435625, -3010.98476
0.74635625, -3019.07493
0.74835625, -3027.1651
0.75035625, -3035.25527
0.75235625, -3043.34543
0.75435625, -3051.4356
0.75635625, -3059.52577
0.75835625, -3067.61594
0.76035625, -3075.70611
0.76235625, -3083.79628
0.76435625, -3091.88645
0.76635625, -3099.97661
0.76835625, -3108.06678
0.77035625, -3116.15695
0.77235625, -3124.24712
0.77435625, -3132.33729
0.77635625, -3140.42746
0.77835625, -3148.51763
0.78035625, -3156.60779
0.78235625, -3164.69796
0.78435625, -3172.78813
0.78635625, -3180.8783
0.78835625, -3188.96847
0.79035625, -3197.05864
0.79235625, -3205.14881
0.79435625, -3213.23897
0.79635625, -3221.32914
0.79835625, -3229.41931
0.80035625, -3237.50948
0.80235625, -3245.59965
0.80435625, -3253.68982
0.80635625, -3261.77999
0.80835625, -3269.87015
0.81035625, -3277.96032
0.81235625, -3286.05049
0.81435625, -3294.14066
0.81635625, -3302.23083
0.81835625, -3310.321
0.82035625, -3318.41117
0.82235625, -3326.50133
0.82435625, -3334.5915
0.82635625, -3342.68167
0.82835625, -3350.77184
0.83035625, -3358.86201
0.83235625, -3366.95218
0.83435625, -3375.04235
0.83635625, -3383.13252
0.83835625, -3391.22268
0.84035625, -3399.31285
0.84235625, -3407.40302
0.84435625, -3415.49319
0.84635625, -3423.58336
0.84835625, -3431.67353
0.85035625, -3439.7637
0.85235625, -3447.85387
0.85435625, -3455.94403
0.85635625, -3464.0342
0.85835625, -3472.12437
0.86035625, -3480.21454
0.86235625, -3488.30471
0.86435625, -3496.39488
0.86635625, -3504.48505
0.86835625, -3512.57522
0.87035625, -3520.66538
0.87235625, -3528.75555
0.87435625, -3536.84572
0.87635625, -3544.93589
0.87835625, -3553.02606
0.88035625, -3561.11623
0.88235625, -3569.2064
0.88435625, -3577.29657
0.88635625, -3585.38673
0.88835625, -3593.4769
0.89035625, -3601.56707
0.89235625, -3609.65724
0.89435625, -3617.74741
0.89635625, -3625.83758
0.89835625, -3633.92775
0.90035625, -3642.01792
0.90235625, -3650.10808
0.90435625, -3658.19825
0.90635625, -3666.28842
0.90835625, -3674.37859
0.91035625, -3682.46876
0.91235625, -3690.55893
0.91435625, -3698.6491
0.91635625, -3706.73927
0.91835625, -3714.82944
0.92035625, -3722.9196
0.92235625, -3731.00977
0.92435625, -3739.09994
0.92635625, -3747.19011
0.92835625, -3755.28028
0.93035625, -3763.37045
0.93235625, -3771.46062
0.93435625, -3779.55079
0.93635625, -3787.64095
0.93835625, -3795.73112
0.94035625, -3803.82129
0.94235625, -3811.91146
0.94435625, -3820.00163
0.94635625, -3828.0918
0.94835625, -3836.18197
0.95035625, -3844.27214
0.95235625, -3852.36231
0.95435625, -3860.45247
0.95635625, -3868.54264
0.95835625, -3876.63281
0.96035625, -3884.72298
0.96235625, -3892.81315
0.96435625, -3900.90332
0.96635625, -3908.99349
0.96835625, -3917.08366
0.97035625, -3925.17383
0.97235625, -3933.264
0.97435625, -3941.35416
0.97635625, -3949.44433
0.97835625, -3957.5345
0.98035625, -3965.62467
0.98235625, -3973.71484
0.98435625, -3981.80501
0.98635625, -3989.89518
0.98835625, -3997.98535
0.99035625, -4006.07552
0.99235625, -4014.16568
0.99435625, -4022.25585
0.99635625, -4030.34602
0.99835625, -4038.43619
1, -4045.08522
