TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,,,
0.89435625,0.33210219,2992.22717,-1715.35612,-1607.86028,3323.22,-2992.23,332.10,,,,,
0.89635625,0.332623884,2998.91841,-1719.32333,-1611.32455,3330.65,-2998.92,332.62,,,,,
0.89835625,0.33314284,3005.60965,-1723.29158,-1614.78778,3338.08,-3005.61,333.14,,,,,
0.90035625,0.333659066,3012.30089,-1727.26087,-1618.24996,3345.51,-3012.30,333.66,,,,,
0.90235625,0.33417257,3018.99213,-1731.23121,-1621.7111,3352.94,-3018.99,334.17,,,,,
0.90435625,0.334683362,3025.68337,-1735.20259,-1625.17119,3360.37,-3025.68,334.68,,,,,
0.90635625,0.33519145,3032.37461,-1739.17502,-1628.63023,3367.81,-3032.37,335.19,,,,,
0.90835625,0.335696842,3039.06585,-1743.1485,-1632.08822,3375.24,-3039.07,335.70,,,,,
0.91035625,0.336199547,3045.7571,-1747.12304,-1635.54515,3382.67,-3045.76,336.20,,,,,
0.91235625,0.336699575,3052.44834,-1751.09864,-1639.00102,3390.10,-3052.45,336.70,,,,,
0.91435625,0.337196934,3059.13958,-1755.0753,-1642.45582,3397.53,-3059.14,337.20,,,,,
0.91635625,0.337691633,3065.83082,-1759.05302,-1645.90957,3404.96,-3065.83,337.69,,,,,
0.91835625,0.338183682,3072.52207,-1763.03181,-1649.36224,3412.39,-3072.52,338.18,,,,,
0.92035625,0.338673088,3079.21331,-1767.01167,-1652.81385,3419.83,-3079.21,338.67,,,,,
0.92235625,0.339159862,3085.90455,-1770.9926,-1656.26438,3427.26,-3085.90,339.16,,,,,
0.92435625,0.339644013,3092.59579,-1774.97461,-1659.71383,3434.69,-3092.60,339.64,,,,,
0.92635625,0.34012555,3099.28704,-1778.9577,-1663.16221,3442.12,-3099.29,340.13,,,,,
0.92835625,0.340604482,3105.97828,-1782.94186,-1666.6095,3449.55,-3105.98,340.60,,,,,
0.93035625,0.341080819,3112.66952,-1786.92711,-1670.05571,3456.98,-3112.67,341.08,,,,,
0.93235625,0.34155457,3119.36077,-1790.91344,-1673.50084,3464.41,-3119.36,341.55,,,,,
0.93435625,0.342025744,3126.05201,-1794.90087,-1676.94487,3471.85,-3126.05,342.03,,,,,
0.93635625,0.342494351,3132.74326,-1798.88938,-1680.38781,3479.28,-3132.74,342.49,,,,,
0.93835625,0.342960401,3139.4345,-1802.87899,-1683.82965,3486.71,-3139.43,342.96,,,,,
0.94035625,0.343423903,3146.12574,-1806.8697,-1687.2704,3494.14,-3146.13,343.42,,,,,
0.94235625,0.343884867,3152.81699,-1810.86151,-1690.71005,3501.57,-3152.82,343.88,,,,,
0.94435625,0.344343302,3159.50823,-1814.85442,-1694.14859,3509.00,-3159.51,344.34,,,,,
0.94635625,0.344799218,3166.19948,-1818.84843,-1697.58602,3516.43,-3166.20,344.80,,,,,
0.94835625,0.345252625,3172.89072,-1822.84356,-1701.02235,3523.87,-3172.89,345.25,,,,,
0.95035625,0.345703532,3179.58197,-1826.83979,-1704.45756,3531.30,-3179.58,345.70,,,,,
0.95235625,0.34615195,3186.27322,-1830.83714,-1707.89166,3538.73,-3186.27,346.15,,,,,
0.95435625,0.346597888,3192.96446,-1834.8356,-1711.32464,3546.16,-3192.96,346.60,,,,,
0.95635625,0.347041356,3199.65571,-1838.83519,-1714.75651,3553.59,-3199.66,347.04,,,,,
0.95835625,0.347482363,3206.34695,-1842.83589,-1718.18724,3561.02,-3206.35,347.48,,,,,
0.96035625,0.34792092,3213.0382,-1846.83773,-1721.61686,3568.45,-3213.04,347.92,,,,,
0.96235625,0.348357037,3219.72945,-1850.84068,-1725.04534,3575.89,-3219.73,348.36,,,,,
0.96435625,0.348790723,3226.42069,-1854.84477,-1728.4727,3583.32,-3226.42,348.79,,,,,
0.96635625,0.349221988,3233.11194,-1858.84999,-1731.89892,3590.75,-3233.11,349.22,,,,,
0.96835625,0.349650842,3239.80319,-1862.85635,-1735.324,3598.18,-3239.80,349.65,,,,,
0.97035625,0.350077296,3246.49444,-1866.86384,-1738.74795,3605.61,-3246.49,350.08,,,,,
0.97235625,0.350501359,3253.18568,-1870.87248,-1742.17075,3613.04,-3253.19,350.50,,,,,
0.97435625,0.350923041,3259.87693,-1874.88226,-1745.59241,3620.47,-3259.88,350.92,,,,,
0.97635625,0.351342353,3266.56818,-1878.89318,-1749.01292,3627.91,-3266.57,351.34,,,,,
0.97835625,0.351759303,3273.25943,-1882.90526,-1752.43228,3635.34,-3273.26,351.76,,,,,
0.98035625,0.352173903,3279.95068,-1886.91849,-1755.85049,3642.77,-3279.95,352.17,,,,,
0.98235625,0.352586162,3286.64193,-1890.93287,-1759.26754,3650.20,-3286.64,352.59,,,,,
0.98435625,0.35299609,3293.33318,-1894.9484,-1762.68344,3657.63,-3293.33,353.00,,,,,
0.98635625,0.353403698,3300.02443,-1898.9651,-1766.09818,3665.06,-3300.02,353.40,,,,,
0.98835625,0.353808995,3306.71568,-1902.98296,-1769.51175,3672.49,-3306.72,353.81,,,,,
0.99035625,0.354211991,3313.40693,-1907.00198,-1772.92416,3679.93,-3313.41,354.21,,,,,
0.99235625,0.354612697,3320.09818,-1911.02217,-1776.3354,3687.36,-3320.10,354.61,,,,,
0.99435625,0.355011122,3326.78943,-1915.04354,-1779.74546,3694.79,-3326.79,355.01,,,,,
0.99635625,0.355407277,3333.48068,-1919.06607,-1783.15436,3702.22,-3333.48,355.41,,,,,
0.99835625,0.355801171,3340.17193,-1923.08978,-1786.56208,3709.65,-3340.17,355.80,,,,,
1,0.356123149,3345.66663,-1926.39278,-1789.35755,3715.75,-3345.67,356.12,,,,,
