TIME, FY_6
2.E-04, -34.3712136
4.E-04, -68.4034613
7.E-04, -119.731146
1.15E-03, -196.664187
1.825E-03, -312.089035
2.8375E-03, -485.232524
4.35625E-03, -744.948617
6.35625E-03, -1086.96169
8.35625E-03, -1428.97304
1.035625E-02, -1770.98539
1.235625E-02, -2112.99816
1.435625E-02, -2455.0109
1.635625E-02, -2797.02357
1.835625E-02, -3139.03622
2.035625E-02, -3481.04885
2.235625E-02, -3823.06148
2.435625E-02, -4165.0741
2.635625E-02, -4507.08671
2.835625E-02, -4849.09931
3.035625E-02, -5191.11191
3.235625E-02, -5533.12451
3.435625E-02, -5875.1371
3.635625E-02, -6217.14969
3.835625E-02, -6559.16228
4.035625E-02, -6901.17486
4.235625E-02, -7243.18744
4.435625E-02, -7585.20002
4.635625E-02, -7927.21259
4.835625E-02, -8269.22516
5.035625E-02, -8611.23773
5.235625E-02, -8953.2503
5.435625E-02, -9295.26287
5.635625E-02, -9637.27543
5.835625E-02, -9979.28799
6.035625E-02, -10321.3006
6.235625E-02, -10663.3131
6.435625E-02, -11005.3257
6.635625E-02, -11347.3382
6.835625E-02, -11689.3508
7.035625E-02, -12031.3633
7.235625E-02, -12373.3759
7.435625E-02, -12715.3884
7.635625E-02, -13057.401
7.835625E-02, -13399.4135
8.035625E-02, -13741.4261
8.235625E-02, -14083.4386
8.435625E-02, -14425.4512
8.635625E-02, -14767.4637
8.835625E-02, -15109.4763
9.035625E-02, -15451.4888
9.235625E-02, -15793.5013
9.435625E-02, -16135.5139
9.635625E-02, -16477.5264
9.835625E-02, -16819.5389
0.10035625, -17161.5515
0.10235625, -17503.564
0.10435625, -17845.5766
0.10635625, -18187.5891
0.10835625, -18529.6016
0.11035625, -18871.6142
0.11235625, -19213.6267
0.11435625, -19555.6392
0.11635625, -19897.6517
0.11835625, -20239.6643
0.12035625, -20581.6768
0.12235625, -20923.6893
0.12435625, -21265.7019
0.12635625, -21607.7144
0.12835625, -21949.7269
0.13035625, -22291.7394
0.13235625, -22633.752
0.13435625, -22975.7645
0.13635625, -23317.777
0.13835625, -23659.7895
0.14035625, -24001.802
0.14235625, -24343.8146
0.14435625, -24685.8271
0.14635625, -25027.8396
0.14835625, -25369.8521
0.15035625, -25711.8646
0.15235625, -26053.8771
0.15435625, -26395.8897
0.15635625, -26737.9022
0.15835625, -27079.9147
0.16035625, -27421.9272
0.16235625, -27763.9397
0.16435625, -28105.9522
0.16635625, -28447.9647
0.16835625, -28789.9772
0.17035625, -29131.9897
0.17235625, -29474.0023
0.17435625, -29816.0148
0.17635625, -30158.0273
0.17835625, -30500.0398
0.18035625, -30842.0523
0.18235625, -31184.0648
0.18435625, -31526.0773
0.18635625, -31868.0898
0.18835625, -32210.1023
0.19035625, -32552.1148
0.19235625, -32894.1273
0.19435625, -33236.1398
0.19635625, -33578.1523
0.19835625, -33920.1648
0.20035625, -34262.1773
0.20235625, -34604.1898
0.20435625, -34946.2023
0.20635625, -35288.2148
0.20835625, -35630.2273
0.21035625, -35972.2398
0.21235625, -36314.2523
0.21435625, -36656.2647
0.21635625, -36998.2772
0.21835625, -37340.2897
0.22035625, -37682.3022
0.22235625, -38024.3147
0.22435625, -38366.3272
0.22635625, -38708.3397
