TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,,
0.56435625,0.196919736,1410.89692,-1249.7481,-1194.00855,2443.76,-1410.90,196.92,,,,
0.56635625,0.197684182,1415.897,-1254.20872,-1198.20822,2452.42,-1415.90,197.68,,,,
0.56835625,0.198447716,1420.89708,-1258.66975,-1202.40749,2461.08,-1420.90,198.45,,,,
0.57035625,0.199210321,1425.89716,-1263.13119,-1206.60634,2469.74,-1425.90,199.21,,,,
0.57235625,0.199971983,1430.89724,-1267.59303,-1210.80479,2478.40,-1430.90,199.97,,,,
0.57435625,0.200732686,1435.89733,-1272.05529,-1215.00282,2487.06,-1435.90,200.73,,,,
0.57635625,0.201492416,1440.89741,-1276.51796,-1219.20044,2495.72,-1440.90,201.49,,,,
0.57835625,0.202251157,1445.89749,-1280.98105,-1223.39763,2504.38,-1445.90,202.25,,,,
0.58035625,0.203008893,1450.89758,-1285.44456,-1227.59441,2513.04,-1450.90,203.01,,,,
0.58235625,0.203765611,1455.89766,-1289.90848,-1231.79077,2521.70,-1455.90,203.77,,,,
0.58435625,0.204521295,1460.89774,-1294.37283,-1235.9867,2530.36,-1460.90,204.52,,,,
0.58635625,0.20527593,1465.89782,-1298.8376,-1240.18221,2539.02,-1465.90,205.28,,,,
0.58835625,0.206029503,1470.89791,-1303.3028,-1244.37728,2547.68,-1470.90,206.03,,,,
0.59035625,0.206781998,1475.89799,-1307.76843,-1248.57193,2556.34,-1475.90,206.78,,,,
0.59235625,0.207533402,1480.89807,-1312.23449,-1252.76614,2565.00,-1480.90,207.53,,,,
0.59435625,0.2082837,1485.89815,-1316.70098,-1256.95992,2573.66,-1485.90,208.28,,,,
0.59635625,0.209032877,1490.89824,-1321.1679,-1261.15326,2582.32,-1490.90,209.03,,,,
0.59835625,0.209780921,1495.89832,-1325.63527,-1265.34617,2590.98,-1495.90,209.78,,,,
0.60035625,0.210527816,1500.8984,-1330.10307,-1269.53863,2599.64,-1500.90,210.53,,,,
0.60235625,0.21127355,1505.89849,-1334.57131,-1273.73065,2608.30,-1505.90,211.27,,,,
0.60435625,0.212018108,1510.89857,-1339.04,-1277.92222,2616.96,-1510.90,212.02,,,,
0.60635625,0.212761477,1515.89865,-1343.50913,-1282.11334,2625.62,-1515.90,212.76,,,,
0.60835625,0.213503644,1520.89873,-1347.97871,-1286.30402,2634.28,-1520.90,213.50,,,,
0.61035625,0.214244596,1525.89881,-1352.44874,-1290.49424,2642.94,-1525.90,214.24,,,,
0.61235625,0.214984318,1530.8989,-1356.91922,-1294.68401,2651.60,-1530.90,214.98,,,,
0.61435625,0.215722799,1535.89898,-1361.39016,-1298.87333,2660.26,-1535.90,215.72,,,,
0.61635625,0.216460025,1540.89906,-1365.86155,-1303.06218,2668.92,-1540.90,216.46,,,,
0.61835625,0.217195983,1545.89914,-1370.3334,-1307.25058,2677.58,-1545.90,217.20,,,,
0.62035625,0.217930662,1550.89922,-1374.80571,-1311.43851,2686.24,-1550.90,217.93,,,,
0.62235625,0.218664047,1555.8993,-1379.27849,-1315.62598,2694.90,-1555.90,218.66,,,,
0.62435625,0.219396128,1560.89938,-1383.75172,-1319.81299,2703.56,-1560.90,219.40,,,,
0.62635625,0.220126891,1565.89946,-1388.22543,-1323.99952,2712.22,-1565.90,220.13,,,,
0.62835625,0.220856325,1570.89954,-1392.6996,-1328.18559,2720.89,-1570.90,220.86,,,,
0.63035625,0.221584417,1575.89962,-1397.17424,-1332.37118,2729.55,-1575.90,221.58,,,,
0.63235625,0.222311156,1580.8997,-1401.64936,-1336.5563,2738.21,-1580.90,222.31,,,,
0.63435625,0.22303653,1585.89978,-1406.12495,-1340.74094,2746.87,-1585.90,223.04,,,,
0.63635625,0.223760528,1590.89986,-1410.60102,-1344.9251,2755.53,-1590.90,223.76,,,,
0.63835625,0.224483137,1595.89994,-1415.07756,-1349.10878,2764.19,-1595.90,224.48,,,,
0.64035625,0.225204347,1600.90001,-1419.55459,-1353.29198,2772.85,-1600.90,225.20,,,,
0.64235625,0.225924146,1605.90009,-1424.0321,-1357.4747,2781.51,-1605.90,225.92,,,,
0.64435625,0.226642524,1610.90017,-1428.5101,-1361.65692,2790.17,-1610.90,226.64,,,,
0.64635625,0.227359469,1615.90024,-1432.98858,-1365.83866,2798.83,-1615.90,227.36,,,,
0.64835625,0.22807497,1620.90032,-1437.46755,-1370.01991,2807.49,-1620.90,228.07,,,,
0.65035625,0.228789018,1625.9004,-1441.94701,-1374.20066,2816.15,-1625.90,228.79,,,,
0.65235625,0.229501601,1630.90047,-1446.42697,-1378.38092,2824.81,-1630.90,229.50,,,,
0.65435625,0.23021271,1635.90055,-1450.90742,-1382.56068,2833.47,-1635.90,230.21,,,,
0.65635625,0.230922333,1640.90062,-1455.38837,-1386.73995,2842.13,-1640.90,230.92,,,,
0.65835625,0.231630461,1645.9007,-1459.86982,-1390.91871,2850.79,-1645.90,231.63,,,,
0.66035625,0.232337084,1650.90077,-1464.35177,-1395.09697,2859.45,-1650.90,232.34,,,,
0.66235625,0.233042192,1655.90084,-1468.83422,-1399.27472,2868.11,-1655.90,233.04,,,,
0.66435625,0.233745776,1660.90092,-1473.31718,-1403.45197,2876.77,-1660.90,233.75,,,,
0.66635625,0.234447825,1665.90099,-1477.80065,-1407.62871,2885.43,-1665.90,234.45,,,,
0.66835625,0.235148331,1670.90106,-1482.28462,-1411.80494,2894.09,-1670.90,235.15,,,,
0.67035625,0.235847285,1675.90113,-1486.76911,-1415.98065,2902.75,-1675.90,235.85,,,,
0.67235625,0.236544676,1680.9012,-1491.25411,-1420.15585,2911.41,-1680.90,236.54,,,,
0.67435625,0.237240497,1685.90127,-1495.73962,-1424.33053,2920.07,-1685.90,237.24,,,,
0.67635625,0.237934738,1690.90134,-1500.22566,-1428.50469,2928.73,-1690.90,237.93,,,,
0.67835625,0.238627391,1695.90141,-1504.71221,-1432.67833,2937.39,-1695.90,238.63,,,,
0.68035625,0.239318447,1700.90148,-1509.19928,-1436.85145,2946.05,-1700.90,239.32,,,,
0.68235625,0.240007898,1705.90155,-1513.68688,-1441.02405,2954.71,-1705.90,240.01,,,,
0.68435625,0.240695736,1710.90161,-1518.175,-1445.19611,2963.37,-1710.90,240.70,,,,
0.68635625,0.241381952,1715.90168,-1522.66365,-1449.36765,2972.03,-1715.90,241.38,,,,
0.68835625,0.242066538,1720.90174,-1527.15283,-1453.53866,2980.69,-1720.90,242.07,,,,
0.69035625,0.242749487,1725.90181,-1531.64254,-1457.70914,2989.35,-1725.90,242.75,,,,
0.69235625,0.243430791,1730.90187,-1536.13279,-1461.87908,2998.01,-1730.90,243.43,,,,
0.69435625,0.244110442,1735.90194,-1540.62357,-1466.04848,3006.67,-1735.90,244.11,,,,
0.69635625,0.244788434,1740.902,-1545.11488,-1470.21734,3015.33,-1740.90,244.79,,,,
0.69835625,0.245464758,1745.90207,-1549.60674,-1474.38567,3023.99,-1745.90,245.46,,,,
0.70035625,0.246139407,1750.90213,-1554.09913,-1478.55345,3032.65,-1750.90,246.14,,,,
0.70235625,0.246812376,1755.90219,-1558.59207,-1482.72069,3041.31,-1755.90,246.81,,,,
0.70435625,0.247483655,1760.90218,-1563.08563,-1486.88745,3049.97,-1760.90,247.48,,,,
0.70635625,0.24815324,1765.90217,-1567.57974,-1491.05367,3058.63,-1765.90,248.15,,,,
0.70835625,0.248821123,1770.90216,-1572.0744,-1495.21934,3067.29,-1770.90,248.82,,,,
0.71035625,0.249487298,1775.90214,-1576.56961,-1499.38446,3075.95,-1775.90,249.49,,,,
0.71235625,0.250151759,1780.90213,-1581.06537,-1503.54902,3084.61,-1780.90,250.15,,,,
0.71435625,0.250814499,1785.90211,-1585.56169,-1507.71303,3093.27,-1785.90,250.81,,,,
0.71635625,0.251475513,1790.9021,-1590.05856,-1511.87648,3101.94,-1790.90,251.48,,,,
0.71835625,0.252134794,1795.90209,-1594.55599,-1516.03937,3110.60,-1795.90,252.13,,,,
0.72035625,0.252792337,1800.90207,-1599.05399,-1520.20171,3119.26,-1800.90,252.79,,,,
0.72235625,0.253448136,1805.90206,-1603.55254,-1524.36347,3127.92,-1805.90,253.45,,,,
0.72435625,0.254102185,1810.90204,-1608.05166,-1528.52468,3136.58,-1810.90,254.10,,,,
0.72635625,0.25475448,1815.90202,-1612.55135,-1532.68531,3145.24,-1815.90,254.75,,,,
0.72835625,0.255405015,1820.90201,-1617.05161,-1536.84538,3153.90,-1820.90,255.41,,,,
0.73035625,0.256053784,1825.90199,-1621.55243,-1541.00488,3162.56,-1825.90,256.05,,,,
0.73235625,0.256700783,1830.90198,-1626.05383,-1545.1638,3171.22,-1830.90,256.70,,,,
0.73435625,0.257346008,1835.90196,-1630.5558,-1549.32215,3179.88,-1835.90,257.35,,,,
0.73635625,0.257989453,1840.90194,-1635.05835,-1553.47993,3188.54,-1840.90,257.99,,,,
0.73835625,0.258631113,1845.90193,-1639.56147,-1557.63712,3197.20,-1845.90,258.63,,,,
0.74035625,0.259270985,1850.90191,-1644.06518,-1561.79374,3205.86,-1850.90,259.27,,,,
0.74235625,0.259909064,1855.90189,-1648.56946,-1565.94977,3214.52,-1855.90,259.91,,,,
0.74435625,0.260545345,1860.90187,-1653.07433,-1570.10522,3223.18,-1860.90,260.55,,,,
0.74635625,0.261179826,1865.90186,-1657.57978,-1574.26008,3231.84,-1865.90,261.18,,,,
0.74835625,0.261812501,1870.90184,-1662.08582,-1578.41436,3240.50,-1870.90,261.81,,,,
0.75035625,0.262443366,1875.90182,-1666.59245,-1582.56805,3249.16,-1875.90,262.44,,,,
0.75235625,0.263072419,1880.9018,-1671.09967,-1586.72115,3257.82,-1880.90,263.07,,,,
0.75435625,0.263699656,1885.90178,-1675.60748,-1590.87365,3266.48,-1885.90,263.70,,,,
0.75635625,0.264325073,1890.90176,-1680.11589,-1595.02556,3275.14,-1890.90,264.33,,,,
0.75835625,0.264948667,1895.90175,-1684.62489,-1599.17687,3283.80,-1895.90,264.95,,,,
0.76035625,0.265570434,1900.90173,-1689.13449,-1603.32759,3292.46,-1900.90,265.57,,,,
0.76235625,0.266190371,1905.90171,-1693.64469,-1607.4777,3301.12,-1905.90,266.19,,,,
0.76435625,0.266808477,1910.90169,-1698.15549,-1611.62721,3309.78,-1910.90,266.81,,,,
0.76635625,0.267424747,1915.90167,-1702.66689,-1615.77612,3318.44,-1915.90,267.42,,,,
0.76835625,0.268039178,1920.90165,-1707.1789,-1619.92443,3327.10,-1920.90,268.04,,,,
0.77035625,0.26865177,1925.90163,-1711.69152,-1624.07212,3335.76,-1925.90,268.65,,,,
0.77235625,0.269262517,1930.90161,-1716.20474,-1628.21921,3344.42,-1930.90,269.26,,,,
0.77435625,0.26987142,1935.90159,-1720.71858,-1632.36568,3353.08,-1935.90,269.87,,,,
0.77635625,0.270478474,1940.90157,-1725.23302,-1636.51154,3361.74,-1940.90,270.48,,,,
0.77835625,0.271083678,1945.90155,-1729.74808,-1640.65679,3370.40,-1945.90,271.08,,,,
0.78035625,0.271687031,1950.90153,-1734.26376,-1644.80142,3379.07,-1950.90,271.69,,,,
0.78235625,0.272288529,1955.90151,-1738.78005,-1648.94544,3387.73,-1955.90,272.29,,,,
0.78435625,0.272888171,1960.90149,-1743.29697,-1653.08883,3396.39,-1960.90,272.89,,,,
0.78635625,0.273485956,1965.90147,-1747.8145,-1657.2316,3405.05,-1965.90,273.49,,,,
0.78835625,0.274081881,1970.90145,-1752.33266,-1661.37375,3413.71,-1970.90,274.08,,,,
0.79035625,0.274675945,1975.90143,-1756.85144,-1665.51527,3422.37,-1975.90,274.68,,,,
0.79235625,0.275268148,1980.90141,-1761.37085,-1669.65617,3431.03,-1980.90,275.27,,,,
0.79435625,0.275858487,1985.90138,-1765.89088,-1673.79644,3439.69,-1985.90,275.86,,,,
0.79635625,0.276446961,1990.90136,-1770.41155,-1677.93607,3448.35,-1990.90,276.45,,,,
0.79835625,0.277033569,1995.90134,-1774.93285,-1682.07508,3457.01,-1995.90,277.03,,,,
0.80035625,0.277618311,2000.90132,-1779.45478,-1686.21345,3465.67,-2000.90,277.62,,,,
0.80235625,0.278201185,2005.9013,-1783.97734,-1690.35119,3474.33,-2005.90,278.20,,,,
0.80435625,0.27878219,2010.90128,-1788.50055,-1694.48828,3482.99,-2010.90,278.78,,,,
0.80635625,0.279361326,2015.90126,-1793.02439,-1698.62474,3491.65,-2015.90,279.36,,,,
0.80835625,0.279938593,2020.90124,-1797.54887,-1702.76056,3500.31,-2020.90,279.94,,,,
0.81035625,0.280513989,2025.90121,-1802.07399,-1706.89574,3508.97,-2025.90,280.51,,,,
0.81235625,0.281087515,2030.90119,-1806.59976,-1711.03027,3517.63,-2030.90,281.09,,,,
0.81435625,0.281659169,2035.90117,-1811.12617,-1715.16415,3526.29,-2035.90,281.66,,,,
0.81635625,0.282228953,2040.90115,-1815.65323,-1719.29739,3534.95,-2040.90,282.23,,,,
0.81835625,0.282796865,2045.90113,-1820.18094,-1723.42998,3543.61,-2045.90,282.80,,,,
0.82035625,0.283362906,2050.9011,-1824.7093,-1727.56191,3552.27,-2050.90,283.36,,,,
0.82235625,0.283927075,2055.90108,-1829.23831,-1731.6932,3560.93,-2055.90,283.93,,,,
0.82435625,0.284489373,2060.90106,-1833.76797,-1735.82383,3569.59,-2060.90,284.49,,,,
0.82635625,0.285049801,2065.90104,-1838.2983,-1739.9538,3578.25,-2065.90,285.05,,,,
0.82835625,0.285608358,2070.90102,-1842.82927,-1744.08312,3586.91,-2070.90,285.61,,,,
0.83035625,0.286165045,2075.90099,-1847.36091,-1748.21177,3595.57,-2075.90,286.17,,,,
0.83235625,0.286719862,2080.90097,-1851.89321,-1752.33977,3604.23,-2080.90,286.72,,,,
0.83435625,0.28727281,2085.90095,-1856.42617,-1756.4671,3612.89,-2085.90,287.27,,,,
0.83635625,0.28782389,2090.90093,-1860.95979,-1760.59376,3621.55,-2090.90,287.82,,,,
0.83835625,0.288373102,2095.9009,-1865.49408,-1764.71976,3630.21,-2095.90,288.37,,,,
0.84035625,0.288920447,2100.90088,-1870.02904,-1768.8451,3638.87,-2100.90,288.92,,,,
0.84235625,0.289465926,2105.90086,-1874.56467,-1772.96976,3647.53,-2105.90,289.47,,,,
0.84435625,0.290009541,2110.90084,-1879.10096,-1777.09375,3656.19,-2110.90,290.01,,,,
0.84635625,0.290551292,2115.90081,-1883.63793,-1781.21707,3664.86,-2115.90,290.55,,,,
0.84835625,0.29109118,2120.90079,-1888.17558,-1785.33971,3673.52,-2120.90,291.09,,,,
0.85035625,0.291629206,2125.90077,-1892.7139,-1789.46168,3682.18,-2125.90,291.63,,,,
0.85235625,0.292165373,2130.90075,-1897.25289,-1793.58297,3690.84,-2130.90,292.17,,,,
0.85435625,0.29269968,2135.90072,-1901.79257,-1797.70358,3699.50,-2135.90,292.70,,,,
0.85635625,0.293232131,2140.9007,-1906.33292,-1801.82351,3708.16,-2140.90,293.23,,,,
0.85835625,0.293762726,2145.90068,-1910.87396,-1805.94275,3716.82,-2145.90,293.76,,,,
0.86035625,0.294291466,2150.90066,-1915.41568,-1810.06132,3725.48,-2150.90,294.29,,,,
0.86235625,0.294818354,2155.90063,-1919.95809,-1814.17919,3734.14,-2155.90,294.82,,,,
0.86435625,0.295343392,2160.90061,-1924.50119,-1818.29638,3742.80,-2160.90,295.34,,,,
0.86635625,0.29586658,2165.90059,-1929.04497,-1822.41288,3751.46,-2165.90,295.87,,,,
0.86835625,0.296387921,2170.90057,-1933.58944,-1826.52868,3760.12,-2170.90,296.39,,,,
0.87035625,0.296907418,2175.90054,-1938.13461,-1830.6438,3768.78,-2175.90,296.91,,,,
0.87235625,0.297425071,2180.90052,-1942.68047,-1834.75822,3777.44,-2180.90,297.43,,,,
0.87435625,0.297940883,2185.9005,-1947.22702,-1838.87194,3786.10,-2185.90,297.94,,,,
0.87635625,0.298454856,2190.90048,-1951.77428,-1842.98497,3794.76,-2190.90,298.45,,,,
0.87835625,0.298966992,2195.90046,-1956.32223,-1847.0973,3803.42,-2195.90,298.97,,,,
0.88035625,0.299477294,2200.90043,-1960.87088,-1851.20893,3812.08,-2200.90,299.48,,,,
0.88235625,0.299985764,2205.90041,-1965.42023,-1855.31986,3820.74,-2205.90,299.99,,,,
0.88435625,0.300492405,2210.90039,-1969.97028,-1859.43008,3829.40,-2210.90,300.49,,,,
0.88635625,0.300997218,2215.90037,-1974.52104,-1863.5396,3838.06,-2215.90,301.00,,,,
0.88835625,0.301500206,2220.90034,-1979.07251,-1867.64841,3846.72,-2220.90,301.50,,,,
0.89035625,0.302001372,2225.90032,-1983.62468,-1871.75651,3855.38,-2225.90,302.00,,,,
0.89235625,0.302500718,2230.9003,-1988.17756,-1875.8639,3864.04,-2230.90,302.50,,,,
0.89435625,0.302998248,2235.90028,-1992.73116,-1879.97058,3872.70,-2235.90,303.00,,,,
0.89635625,0.303493964,2240.90025,-1997.28547,-1884.07654,3881.36,-2240.90,303.49,,,,
0.89835625,0.303987868,2245.90023,-2001.84049,-1888.1818,3890.02,-2245.90,303.99,,,,
0.90035625,0.304479963,2250.90021,-2006.39622,-1892.28633,3898.68,-2250.90,304.48,,,,
0.90235625,0.304970253,2255.90019,-2010.95268,-1896.39015,3907.34,-2255.90,304.97,,,,
0.90435625,0.30545874,2260.90016,-2015.50985,-1900.49325,3916.00,-2260.90,305.46,,,,
0.90635625,0.305945428,2265.90014,-2020.06775,-1904.59562,3924.66,-2265.90,305.95,,,,
0.90835625,0.306430319,2270.90012,-2024.62636,-1908.69728,3933.32,-2270.90,306.43,,,,
0.91035625,0.306913416,2275.9001,-2029.1857,-1912.79821,3941.98,-2275.90,306.91,,,,
0.91235625,0.307394723,2280.90008,-2033.74576,-1916.89841,3950.64,-2280.90,307.39,,,,
0.91435625,0.307874242,2285.90005,-2038.30656,-1920.99789,3959.30,-2285.90,307.87,,,,
0.91635625,0.308351978,2290.90003,-2042.86807,-1925.09664,3967.96,-2290.90,308.35,,,,
0.91835625,0.308827932,2295.90001,-2047.43032,-1929.19466,3976.62,-2295.90,308.83,,,,
0.92035625,0.30930211,2300.89999,-2051.9933,-1933.29195,3985.29,-2300.90,309.30,,,,
0.92235625,0.309774513,2305.89997,-2056.55702,-1937.3885,3993.95,-2305.90,309.77,,,,
0.92435625,0.310245146,2310.89995,-2061.12146,-1941.48432,4002.61,-2310.90,310.25,,,,
0.92635625,0.310714012,2315.89992,-2065.68665,-1945.5794,4011.27,-2315.90,310.71,,,,
0.92835625,0.311181113,2320.8999,-2070.25257,-1949.67375,4019.93,-2320.90,311.18,,,,
0.93035625,0.311646455,2325.89988,-2074.81923,-1953.76735,4028.59,-2325.90,311.65,,,,
0.93235625,0.31211004,2330.89986,-2079.38663,-1957.86022,4037.25,-2330.90,312.11,,,,
0.93435625,0.312571873,2335.89984,-2083.95477,-1961.95234,4045.91,-2335.90,312.57,,,,
0.93635625,0.313031955,2340.89982,-2088.52365,-1966.04372,4054.57,-2340.90,313.03,,,,
0.93835625,0.313490293,2345.89979,-2093.09328,-1970.13435,4063.23,-2345.90,313.49,,,,
0.94035625,0.313946888,2350.89977,-2097.66366,-1974.22424,4071.89,-2350.90,313.95,,,,
0.94235625,0.314401745,2355.89975,-2102.23478,-1978.31337,4080.55,-2355.90,314.40,,,,
0.94435625,0.314854868,2360.89973,-2106.80665,-1982.40176,4089.21,-2360.90,314.85,,,,
0.94635625,0.315306261,2365.89971,-2111.37928,-1986.4894,4097.87,-2365.90,315.31,,,,
0.94835625,0.315755927,2370.89969,-2115.95265,-1990.57628,4106.53,-2370.90,315.76,,,,
0.95035625,0.31620387,2375.89967,-2120.52678,-1994.66241,4115.19,-2375.90,316.20,,,,
0.95235625,0.316650094,2380.89965,-2125.10167,-1998.74779,4123.85,-2380.90,316.65,,,,
0.95435625,0.317094604,2385.89962,-2129.67731,-2002.83241,4132.51,-2385.90,317.09,,,,
0.95635625,0.317537402,2390.8996,-2134.25371,-2006.91626,4141.17,-2390.90,317.54,,,,
0.95835625,0.317978494,2395.89958,-2138.83087,-2010.99936,4149.83,-2395.90,317.98,,,,
0.96035625,0.318417883,2400.89956,-2143.40879,-2015.0817,4158.49,-2400.90,318.42,,,,
0.96235625,0.318855574,2405.89954,-2147.98747,-2019.16327,4167.15,-2405.90,318.86,,,,
0.96435625,0.31929157,2410.89952,-2152.56692,-2023.24408,4175.81,-2410.90,319.29,,,,
0.96635625,0.319725875,2415.8995,-2157.14713,-2027.32413,4184.47,-2415.90,319.73,,,,
0.96835625,0.320158494,2420.89948,-2161.72811,-2031.4034,4193.13,-2420.90,320.16,,,,
0.97035625,0.320589432,2425.89946,-2166.30986,-2035.48191,4201.79,-2425.90,320.59,,,,
0.97235625,0.321018691,2430.89944,-2170.89237,-2039.55965,4210.45,-2430.90,321.02,,,,
0.97435625,0.321446277,2435.89942,-2175.47566,-2043.63661,4219.11,-2435.90,321.45,,,,
0.97635625,0.321872193,2440.8994,-2180.05972,-2047.71281,4227.77,-2440.90,321.87,,,,
0.97835625,0.322296445,2445.89938,-2184.64456,-2051.78822,4236.43,-2445.90,322.30,,,,
0.98035625,0.322719036,2450.89936,-2189.23017,-2055.86287,4245.09,-2450.90,322.72,,,,
0.98235625,0.32313997,2455.89934,-2193.81655,-2059.93673,4253.75,-2455.90,323.14,,,,
0.98435625,0.323559253,2460.89932,-2198.40372,-2064.00982,4262.41,-2460.90,323.56,,,,
0.98635625,0.323976887,2465.89929,-2202.99167,-2068.08212,4271.07,-2465.90,323.98,,,,
0.98835625,0.324392879,2470.89927,-2207.58039,-2072.15365,4279.73,-2470.90,324.39,,,,
0.99035625,0.324807232,2475.89925,-2212.1699,-2076.22439,4288.39,-2475.90,324.81,,,,
0.99235625,0.32521995,2480.89923,-2216.76019,-2080.29435,4297.05,-2480.90,325.22,,,,
0.99435625,0.325631039,2485.89922,-2221.35127,-2084.36352,4305.71,-2485.90,325.63,,,,
0.99635625,0.326040502,2490.8992,-2225.94314,-2088.4319,4314.38,-2490.90,326.04,,,,
0.99835625,0.326448344,2495.89918,-2230.53579,-2092.4995,4323.04,-2495.90,326.45,,,,
1,0.326782279,2500.00637,-2234.30743,-2095.8388,4330.15,-2500.01,326.78,,,,
