TIME, FY_4
2.E-04, -0.44939794
4.E-04, -0.898765022
7.E-04, -1.57275853
1.1E-03, -2.47131169
1.5E-03, -3.36974743
1.9E-03, -4.26806831
2.3E-03, -5.1662768
2.7E-03, -6.06437532
3.1E-03, -6.96236621
3.5E-03, -7.86025177
3.9E-03, -8.75803421
4.3E-03, -9.6557157
4.7E-03, -10.5532983
5.1E-03, -11.4507842
5.5E-03, -12.3481752
5.9E-03, -13.2454733
6.3E-03, -14.1426805
6.7E-03, -15.0397985
7.1E-03, -15.9368291
7.5E-03, -16.8337742
7.9E-03, -17.7306353
8.3E-03, -18.6274142
8.7E-03, -19.5241125
9.1E-03, -20.4207316
9.5E-03, -21.3172733
9.9E-03, -22.213739
1.03E-02, -23.1101301
1.07E-02, -24.006448
1.11E-02, -24.9026942
1.15E-02, -25.79887
1.19E-02, -26.6949767
1.23E-02, -27.5910156
1.27E-02, -28.486988
1.31E-02, -29.3828951
1.35E-02, -30.2787382
1.39E-02, -31.1745183
1.43E-02, -32.0702366
1.47E-02, -32.9658942
1.51E-02, -33.8614923
1.55E-02, -34.7570319
1.59E-02, -35.6525141
1.63E-02, -36.5479398
1.67E-02, -37.44331
1.71E-02, -38.3386258
1.75E-02, -39.2338881
1.79E-02, -40.1290978
1.83E-02, -41.0242558
1.87E-02, -41.919363
1.91E-02, -42.8144203
1.95E-02, -43.7094285
1.99E-02, -44.6043884
2.03E-02, -45.499301
2.07E-02, -46.3941669
2.11E-02, -47.2889869
2.15E-02, -48.1837619
2.19E-02, -49.0784925
2.23E-02, -49.9731795
2.27E-02, -50.8678236
2.31E-02, -51.7624255
2.35E-02, -52.6569858
2.39E-02, -53.5515054
2.43E-02, -54.4459847
2.47E-02, -55.3404245
2.51E-02, -56.2348253
2.55E-02, -57.1291879
2.59E-02, -58.0235128
2.63E-02, -58.9178005
2.67E-02, -59.8120517
2.71E-02, -60.706267
2.75E-02, -61.6004469
2.79E-02, -62.4945919
2.83E-02, -63.3887026
2.87E-02, -64.2827795
2.91E-02, -65.1768231
2.95E-02, -66.070834
2.99E-02, -66.9648125
3.03E-02, -67.8587593
3.07E-02, -68.7526747
3.11E-02, -69.6465593
3.15E-02, -70.5404135
3.19E-02, -71.4342377
3.23E-02, -72.3280324
3.27E-02, -73.221798
3.31E-02, -74.115535
3.35E-02, -75.0092437
3.39E-02, -75.9029246
3.43E-02, -76.7965781
3.47E-02, -77.6902045
3.51E-02, -78.5838043
3.55E-02, -79.4773777
3.59E-02, -80.3709253
3.63E-02, -81.2644473
3.67E-02, -82.1579442
3.71E-02, -83.0514162
3.75E-02, -83.9448637
3.79E-02, -84.8382871
3.83E-02, -85.7316867
3.87E-02, -86.6250627
3.91E-02, -87.5184156
3.95E-02, -88.4117457
3.99E-02, -89.3050532
4.03E-02, -90.1983384
4.07E-02, -91.0916017
4.11E-02, -91.9848434
4.15E-02, -92.8780637
4.19E-02, -93.7712629
4.23E-02, -94.6644414
4.27E-02, -95.5575993
4.31E-02, -96.4507369
4.35E-02, -97.3438546
4.39E-02, -98.2369526
4.43E-02, -99.130031
4.47E-02, -100.02309
4.51E-02, -100.916131
4.55E-02, -101.809152
4.59E-02, -102.702155
4.63E-02, -103.59514
4.67E-02, -104.488107
4.71E-02, -105.381056
4.75E-02, -106.273987
4.79E-02, -107.166901
4.83E-02, -108.059798
4.87E-02, -108.952678
4.91E-02, -109.845541
4.95E-02, -110.738388
4.99E-02, -111.631218
5.03E-02, -112.524033
5.07E-02, -113.416831
5.11E-02, -114.309614
5.15E-02, -115.202381
5.19E-02, -116.095133
5.23E-02, -116.987869
5.27E-02, -117.880591
5.31E-02, -118.773298
5.35E-02, -119.66599
5.39E-02, -120.558668
5.43E-02, -121.451331
5.47E-02, -122.343981
5.51E-02, -123.236616
5.55E-02, -124.129238
5.59E-02, -125.021846
5.63E-02, -125.91444
5.67E-02, -126.807022
5.71E-02, -127.69959
5.75E-02, -128.592145
5.79E-02, -129.484687
5.83E-02, -130.377216
5.87E-02, -131.269733
5.91E-02, -132.162238
5.95E-02, -133.05473
5.99E-02, -133.94721
6.03E-02, -134.839678
6.07E-02, -135.732134
6.11E-02, -136.624578
6.15E-02, -137.517011
6.19E-02, -138.409432
6.23E-02, -139.301842
6.27E-02, -140.194241
6.31E-02, -141.086628
6.35E-02, -141.979005
6.39E-02, -142.87137
6.43E-02, -143.763725
6.47E-02, -144.656069
6.51E-02, -145.548403
6.55E-02, -146.440726
6.59E-02, -147.333039
6.63E-02, -148.225341
6.67E-02, -149.117634
6.71E-02, -150.009916
6.75E-02, -150.902189
6.79E-02, -151.794452
6.83E-02, -152.686705
6.87E-02, -153.578948
6.91E-02, -154.471182
6.95E-02, -155.363407
6.99E-02, -156.255622
7.03E-02, -157.147829
7.07E-02, -158.040026
7.11E-02, -158.932214
7.15E-02, -159.824393
7.19E-02, -160.716563
7.23E-02, -161.608724
7.27E-02, -162.500877
7.31E-02, -163.393021
7.35E-02, -164.285157
7.39E-02, -165.177284
7.43E-02, -166.069403
7.47E-02, -166.961514
7.51E-02, -167.853617
7.55E-02, -168.745711
7.59E-02, -169.637798
7.63E-02, -170.529876
7.67E-02, -171.421947
7.71E-02, -172.31401
7.75E-02, -173.206065
7.79E-02, -174.098112
7.83E-02, -174.990152
7.87E-02, -175.882185
7.91E-02, -176.77421
7.95E-02, -177.666228
7.99E-02, -178.558238
8.03E-02, -179.450241
8.07E-02, -180.342238
8.11E-02, -181.234227
8.15E-02, -182.126209
8.19E-02, -183.018184
8.23E-02, -183.910152
8.27E-02, -184.802113
8.31E-02, -185.694068
8.35E-02, -186.586016
8.39E-02, -187.477957
8.43E-02, -188.369891
8.47E-02, -189.26182
8.51E-02, -190.153741
8.55E-02, -191.045657
8.59E-02, -191.937565
8.63E-02, -192.829468
8.67E-02, -193.721364
8.71E-02, -194.613255
8.75E-02, -195.505139
8.79E-02, -196.397017
8.83E-02, -197.288889
8.87E-02, -198.180755
8.91E-02, -199.072615
8.95E-02, -199.964469
8.99E-02, -200.856317
9.03E-02, -201.74816
9.07E-02, -202.639997
9.11E-02, -203.531828
9.15E-02, -204.423654
9.19E-02, -205.315474
9.23E-02, -206.207289
9.27E-02, -207.099098
9.31E-02, -207.990901
9.35E-02, -208.882699
9.39E-02, -209.774492
9.43E-02, -210.66628
9.47E-02, -211.558062
9.51E-02, -212.449839
9.55E-02, -213.341611
9.59E-02, -214.233378
9.63E-02, -215.12514
9.67E-02, -216.016897
9.71E-02, -216.908648
9.75E-02, -217.800395
9.79E-02, -218.692137
9.83E-02, -219.583874
9.87E-02, -220.475606
9.91E-02, -221.367333
9.95E-02, -222.259055
9.99E-02, -223.150773
0.1003, -224.042486
0.1007, -224.934195
0.1011, -225.825898
0.1015, -226.717598
0.1019, -227.609292
0.1023, -228.500982
0.1027, -229.392668
0.1031, -230.284349
0.1035, -231.176026
0.1039, -232.067698
0.1043, -232.959366
0.1047, -233.85103
0.1051, -234.74269
0.1055, -235.634345
0.1059, -236.525996
0.1063, -237.417643
0.1067, -238.309285
