TIME, UY_5, FX_2,Reaction, FY_3, FY_4,Load,Deflection
0.75635625,1.14E-02,-3761.06427,3761.06427,-201.606769,-193.697014,395.30,11.40
0.75835625,1.14E-02,-3771.00949,3771.00949,-202.139874,-194.209194,396.35,11.42
0.76035625,1.14E-02,-3780.95471,3780.95471,-202.672979,-194.721373,397.39,11.43
0.76235625,1.14E-02,-3790.89993,3790.89993,-203.206085,-195.233553,398.44,11.45
0.76435625,1.15E-02,-3800.84515,3800.84515,-203.73919,-195.745732,399.48,11.46
0.76635625,1.15E-02,-3810.79037,3810.79037,-204.272295,-196.257911,400.53,11.47
0.76835625,1.15E-02,-3820.73559,3820.73559,-204.8054,-196.770091,401.58,11.49
0.77035625,1.15E-02,-3830.6808,3830.6808,-205.338506,-197.28227,402.62,11.50
0.77235625,1.15E-02,-3840.62602,3840.62602,-205.871611,-197.794449,403.67,11.52
0.77435625,1.15E-02,-3850.57124,3850.57124,-206.404716,-198.306629,404.71,11.53
0.77635625,1.15E-02,-3860.51646,3860.51646,-206.937822,-198.818808,405.76,11.55
0.77835625,1.16E-02,-3870.46168,3870.46168,-207.470927,-199.330987,406.80,11.56
0.78035625,1.16E-02,-3880.4069,3880.4069,-208.004032,-199.843166,407.85,11.58
0.78235625,1.16E-02,-3890.35212,3890.35212,-208.537138,-200.355346,408.89,11.59
0.78435625,1.16E-02,-3900.29734,3900.29734,-209.070243,-200.867525,409.94,11.60
0.78635625,1.16E-02,-3910.24256,3910.24256,-209.603349,-201.379704,410.98,11.62
0.78835625,1.16E-02,-3920.18777,3920.18777,-210.136454,-201.891883,412.03,11.63
0.79035625,1.16E-02,-3930.13299,3930.13299,-210.66956,-202.404062,413.07,11.65
0.79235625,1.17E-02,-3940.07821,3940.07821,-211.202665,-202.916241,414.12,11.66
0.79435625,1.17E-02,-3950.02343,3950.02343,-211.735771,-203.42842,415.16,11.68
0.79635625,1.17E-02,-3959.96865,3959.96865,-212.268876,-203.940599,416.21,11.69
0.79835625,1.17E-02,-3969.91387,3969.91387,-212.801982,-204.452778,417.25,11.70
0.80035625,1.17E-02,-3979.85909,3979.85909,-213.335088,-204.964957,418.30,11.72
0.80235625,1.17E-02,-3989.80431,3989.80431,-213.868193,-205.477136,419.35,11.73
0.80435625,1.17E-02,-3999.74953,3999.74953,-214.401299,-205.989315,420.39,11.74
0.80635625,1.18E-02,-4009.69474,4009.69474,-214.934405,-206.501494,421.44,11.76
0.80835625,1.18E-02,-4019.63996,4019.63996,-215.46751,-207.013673,422.48,11.77
0.81035625,1.18E-02,-4029.58518,4029.58518,-216.000616,-207.525852,423.53,11.79
0.81235625,1.18E-02,-4039.5304,4039.5304,-216.533722,-208.038031,424.57,11.80
0.81435625,1.18E-02,-4049.47562,4049.47562,-217.066828,-208.55021,425.62,11.81
0.81635625,1.18E-02,-4059.42084,4059.42084,-217.599933,-209.062389,426.66,11.83
0.81835625,1.18E-02,-4069.36606,4069.36606,-218.133039,-209.574568,427.71,11.84
0.82035625,1.19E-02,-4079.31128,4079.31128,-218.666145,-210.086746,428.75,11.85
0.82235625,1.19E-02,-4089.2565,4089.2565,-219.199251,-210.598925,429.80,11.87
0.82435625,1.19E-02,-4099.20171,4099.20171,-219.732357,-211.111104,430.84,11.88
0.82635625,1.19E-02,-4109.14693,4109.14693,-220.265462,-211.623283,431.89,11.90
0.82835625,1.19E-02,-4119.09215,4119.09215,-220.798568,-212.135461,432.93,11.91
0.83035625,1.19E-02,-4129.03737,4129.03737,-221.331674,-212.64764,433.98,11.92
0.83235625,1.19E-02,-4138.98259,4138.98259,-221.86478,-213.159819,435.02,11.94
0.83435625,1.19E-02,-4148.92781,4148.92781,-222.397886,-213.671998,436.07,11.95
0.83635625,1.20E-02,-4158.87303,4158.87303,-222.930992,-214.184176,437.12,11.96
0.83835625,1.20E-02,-4168.81825,4168.81825,-223.464098,-214.696355,438.16,11.98
0.84035625,1.20E-02,-4178.76347,4178.76347,-223.997204,-215.208533,439.21,11.99
0.84235625,1.20E-02,-4188.70869,4188.70869,-224.53031,-215.720712,440.25,12.00
0.84435625,1.20E-02,-4198.6539,4198.6539,-225.063416,-216.232891,441.30,12.02
0.84635625,1.20E-02,-4208.59912,4208.59912,-225.596522,-216.745069,442.34,12.03
0.84835625,1.20E-02,-4218.54434,4218.54434,-226.129629,-217.257248,443.39,12.04
0.85035625,1.21E-02,-4228.48956,4228.48956,-226.662735,-217.769426,444.43,12.06
0.85235625,1.21E-02,-4238.43478,4238.43478,-227.195841,-218.281605,445.48,12.07
0.85435625,1.21E-02,-4248.38,4248.38,-227.728947,-218.793783,446.52,12.08
0.85635625,1.21E-02,-4258.32522,4258.32522,-228.262053,-219.305962,447.57,12.09
0.85835625,1.21E-02,-4268.27044,4268.27044,-228.795159,-219.81814,448.61,12.11
0.86035625,1.21E-02,-4278.21566,4278.21566,-229.328266,-220.330318,449.66,12.12
0.86235625,1.21E-02,-4288.16087,4288.16087,-229.861372,-220.842497,450.70,12.13
0.86435625,1.21E-02,-4298.10609,4298.10609,-230.394478,-221.354675,451.75,12.15
0.86635625,1.22E-02,-4308.05131,4308.05131,-230.927584,-221.866853,452.79,12.16
0.86835625,1.22E-02,-4317.99653,4317.99653,-231.460691,-222.379032,453.84,12.17
0.87035625,1.22E-02,-4327.94175,4327.94175,-231.993797,-222.89121,454.89,12.18
0.87235625,1.22E-02,-4337.88697,4337.88697,-232.526903,-223.403388,455.93,12.20
0.87435625,1.22E-02,-4347.83219,4347.83219,-233.06001,-223.915567,456.98,12.21
0.87635625,1.22E-02,-4357.77741,4357.77741,-233.593116,-224.427745,458.02,12.22
0.87835625,1.22E-02,-4367.72263,4367.72263,-234.126222,-224.939923,459.07,12.24
0.88035625,1.22E-02,-4377.66784,4377.66784,-234.659329,-225.452101,460.11,12.25
0.88235625,1.23E-02,-4387.61306,4387.61306,-235.192435,-225.96428,461.16,12.26
0.88435625,1.23E-02,-4397.55828,4397.55828,-235.725542,-226.476458,462.20,12.27
0.88635625,1.23E-02,-4407.5035,4407.5035,-236.258648,-226.988636,463.25,12.29
0.88835625,1.23E-02,-4417.44872,4417.44872,-236.791755,-227.500814,464.29,12.30
0.89035625,1.23E-02,-4427.39394,4427.39394,-237.324861,-228.012992,465.34,12.31
0.89235625,1.23E-02,-4437.33916,4437.33916,-237.857968,-228.52517,466.38,12.32
0.89435625,1.23E-02,-4447.28438,4447.28438,-238.391074,-229.037348,467.43,12.34
0.89635625,1.23E-02,-4457.2296,4457.2296,-238.924181,-229.549526,468.47,12.35
0.89835625,1.24E-02,-4467.17482,4467.17482,-239.457287,-230.061705,469.52,12.36
0.90035625,1.24E-02,-4477.12003,4477.12003,-239.990394,-230.573882,470.56,12.37
0.90235625,1.24E-02,-4487.06525,4487.06525,-240.523501,-231.08606,471.61,12.39
0.90435625,1.24E-02,-4497.01047,4497.01047,-241.056607,-231.598238,472.65,12.40
0.90635625,1.24E-02,-4506.95569,4506.95569,-241.589714,-232.110416,473.70,12.41
0.90835625,1.24E-02,-4516.90091,4516.90091,-242.122821,-232.622594,474.75,12.42
0.91035625,1.24E-02,-4526.84613,4526.84613,-242.655927,-233.134772,475.79,12.43
0.91235625,1.24E-02,-4536.79135,4536.79135,-243.189034,-233.64695,476.84,12.45
0.91435625,1.25E-02,-4546.73657,4546.73657,-243.722141,-234.159128,477.88,12.46
0.91635625,1.25E-02,-4556.68179,4556.68179,-244.255248,-234.671306,478.93,12.47
0.91835625,1.25E-02,-4566.627,4566.627,-244.788354,-235.183484,479.97,12.48
0.92035625,1.25E-02,-4576.57222,4576.57222,-245.321461,-235.695662,481.02,12.49
0.92235625,1.25E-02,-4586.51744,4586.51744,-245.854568,-236.207839,482.06,12.51
0.92435625,1.25E-02,-4596.46266,4596.46266,-246.387675,-236.720017,483.11,12.52
0.92635625,1.25E-02,-4606.40788,4606.40788,-246.920782,-237.232195,484.15,12.53
0.92835625,1.25E-02,-4616.3531,4616.3531,-247.453889,-237.744373,485.20,12.54
0.93035625,1.26E-02,-4626.29832,4626.29832,-247.986995,-238.256551,486.24,12.55
0.93235625,1.26E-02,-4636.24354,4636.24354,-248.520102,-238.768728,487.29,12.57
0.93435625,1.26E-02,-4646.18876,4646.18876,-249.053209,-239.280906,488.33,12.58
0.93635625,1.26E-02,-4656.13397,4656.13397,-249.586316,-239.793084,489.38,12.59
0.93835625,1.26E-02,-4666.07919,4666.07919,-250.119423,-240.305261,490.42,12.60
0.94035625,1.26E-02,-4676.02441,4676.02441,-250.65253,-240.817439,491.47,12.61
0.94235625,1.26E-02,-4685.96963,4685.96963,-251.185637,-241.329617,492.52,12.63
0.94435625,1.26E-02,-4695.91485,4695.91485,-251.718744,-241.841794,493.56,12.64
0.94635625,1.26E-02,-4705.86007,4705.86007,-252.251851,-242.353972,494.61,12.65
0.94835625,1.27E-02,-4715.80529,4715.80529,-252.784958,-242.866149,495.65,12.66
0.95035625,1.27E-02,-4725.75051,4725.75051,-253.318065,-243.378327,496.70,12.67
0.95235625,1.27E-02,-4735.69573,4735.69573,-253.851172,-243.890505,497.74,12.68
0.95435625,1.27E-02,-4745.64095,4745.64095,-254.384279,-244.402682,498.79,12.70
0.95635625,1.27E-02,-4755.58616,4755.58616,-254.917387,-244.91486,499.83,12.71
0.95835625,1.27E-02,-4765.53138,4765.53138,-255.450494,-245.427037,500.88,12.72
0.96035625,1.27E-02,-4775.4766,4775.4766,-255.983601,-245.939215,501.92,12.73
0.96235625,1.27E-02,-4785.42182,4785.42182,-256.516708,-246.451392,502.97,12.74
0.96435625,1.28E-02,-4795.36704,4795.36704,-257.049815,-246.963569,504.01,12.75
0.96635625,1.28E-02,-4805.31226,4805.31226,-257.582922,-247.475747,505.06,12.76
0.96835625,1.28E-02,-4815.25748,4815.25748,-258.11603,-247.987924,506.10,12.78
0.97035625,1.28E-02,-4825.2027,4825.2027,-258.649137,-248.500102,507.15,12.79
0.97235625,1.28E-02,-4835.14792,4835.14792,-259.182244,-249.012279,508.19,12.80
0.97435625,1.28E-02,-4845.09313,4845.09313,-259.715352,-249.524456,509.24,12.81
0.97635625,1.28E-02,-4855.03835,4855.03835,-260.248459,-250.036634,510.29,12.82
0.97835625,1.28E-02,-4864.98357,4864.98357,-260.781566,-250.548811,511.33,12.83
0.98035625,1.28E-02,-4874.92879,4874.92879,-261.314673,-251.060988,512.38,12.84
0.98235625,1.29E-02,-4884.87401,4884.87401,-261.847781,-251.573166,513.42,12.85
0.98435625,1.29E-02,-4894.81923,4894.81923,-262.380888,-252.085343,514.47,12.87
0.98635625,1.29E-02,-4904.76445,4904.76445,-262.913996,-252.59752,515.51,12.88
0.98835625,1.29E-02,-4914.70967,4914.70967,-263.447103,-253.109697,516.56,12.89
0.99035625,1.29E-02,-4924.65489,4924.65489,-263.98021,-253.621874,517.60,12.90
0.99235625,1.29E-02,-4934.6001,4934.6001,-264.513318,-254.134052,518.65,12.91
0.99435625,1.29E-02,-4944.54532,4944.54532,-265.046425,-254.646229,519.69,12.92
0.99635625,1.29E-02,-4954.49054,4954.49054,-265.579533,-255.158406,520.74,12.93
0.99835625,1.29E-02,-4964.43576,4964.43576,-266.11264,-255.670583,521.78,12.94
1,1.30E-02,-4972.60949,4972.60949,-266.550788,-256.091529,522.64,12.95
