TIME, FY_3,,
2.00E-04,-1.75233589,,
4.00E-04,-3.50455156,,
7.00E-04,-6.13265244,,
1.15E-03,-10.0743116,,
1.83E-03,-15.9857214,,
2.83E-03,-24.7410788,,
3.83E-03,-33.4938312,,
4.83E-03,-42.2441146,,
5.83E-03,-50.9920518,,
6.83E-03,-59.7377681,,
7.83E-03,-68.48137,,
8.83E-03,-77.2229608,,
9.83E-03,-85.9626378,,
1.08E-02,-94.7004919,,
1.18E-02,-103.436609,,
1.28E-02,-112.171069,,
1.38E-02,-120.903947,,
1.48E-02,-129.635316,,
1.58E-02,-138.365243,,
1.68E-02,-147.093789,,
1.78E-02,-155.821017,,
1.88E-02,-164.546982,,
1.98E-02,-173.271737,,
2.08E-02,-181.995333,,
2.18E-02,-190.717818,,
2.28E-02,-199.439237,,
2.38E-02,-208.159634,,
2.48E-02,-216.879049,,
2.58E-02,-225.59752,,
2.68E-02,-234.315085,,
2.78E-02,-243.031779,,
2.88E-02,-251.747634,,
2.98E-02,-260.462682,,
3.08E-02,-269.176953,,
3.18E-02,-277.890476,,
3.28E-02,-286.603279,,
3.38E-02,-295.315386,,
3.48E-02,-304.026824,,
3.58E-02,-312.737614,,
3.68E-02,-321.447781,,
3.78E-02,-330.157346,,
3.88E-02,-338.866329,,
3.98E-02,-347.57475,,
4.08E-02,-356.282628,,
4.18E-02,-364.989981,,
4.28E-02,-373.696825,,
4.38E-02,-382.403179,,
4.48E-02,-391.109057,,
4.58E-02,-399.814474,,
4.68E-02,-408.519446,,
4.78E-02,-417.223986,,
4.88E-02,-425.928107,,
4.98E-02,-434.631822,,
5.08E-02,-443.335144,,
5.18E-02,-452.038085,,
5.28E-02,-460.740655,,
5.38E-02,-469.442867,,
5.48E-02,-478.144729,,
5.58E-02,-486.846253,,
5.68E-02,-495.547448,,
5.78E-02,-504.248323,,
5.88E-02,-512.948888,,
5.98E-02,-521.649151,,
6.08E-02,-530.34912,,
6.18E-02,-539.048804,,
6.28E-02,-547.748211,,
6.38E-02,-556.447347,,
6.48E-02,-565.14622,,
6.58E-02,-573.844837,,
6.68E-02,-582.543204,,
6.78E-02,-591.241329,,
6.88E-02,-599.939217,,
6.98E-02,-608.636874,,
7.08E-02,-617.334307,,
7.18E-02,-626.031521,,
7.28E-02,-634.728521,,
7.38E-02,-643.425312,,
7.48E-02,-652.121901,,
7.58E-02,-660.81829,,
7.68E-02,-669.514487,,
7.78E-02,-678.210494,,
7.88E-02,-686.906317,,
7.98E-02,-695.601959,,
8.08E-02,-704.297425,,
8.18E-02,-712.99272,,
8.28E-02,-721.687846,,
8.38E-02,-730.382808,,
8.48E-02,-739.077609,,
8.58E-02,-747.772254,,
8.68E-02,-756.466744,,
8.78E-02,-765.161085,,
8.88E-02,-773.855278,,
8.98E-02,-782.549328,,
9.08E-02,-791.243237,,
9.18E-02,-799.937008,,
9.28E-02,-808.630645,,
9.38E-02,-817.324149,,
9.48E-02,-826.017524,,
9.58E-02,-834.710772,,
9.68E-02,-843.403896,,
9.78E-02,-852.096899,,
9.88E-02,-860.789782,,
9.98E-02,-869.482548,,
0.100825,-878.1752,,
0.101825,-886.86774,,
0.102825,-895.560169,,
0.103825,-904.25249,,
0.104825,-912.944705,,
0.105825,-921.636816,,
0.106825,-930.328825,,
0.107825,-939.020734,,
0.108825,-947.712545,,
0.109825,-956.404259,,
0.110825,-965.095878,,
0.111825,-973.787404,,
0.112825,-982.478839,,
0.113825,-991.170184,,
0.114825,-999.86144,,
0.115825,-1008.55261,,
0.116825,-1017.24369,,
0.117825,-1025.9347,,
0.118825,-1034.62561,,
0.119825,-1043.31645,,
0.120825,-1052.00721,,
0.121825,-1060.69789,,
0.122825,-1069.38849,,
0.123825,-1078.07902,,
0.124825,-1086.76947,,
0.125825,-1095.45985,,
0.126825,-1104.15016,,
0.127825,-1112.84039,,
0.128825,-1121.53056,,
0.129825,-1130.22065,,
0.130825,-1138.91068,,
0.131825,-1147.60065,,
0.132825,-1156.29054,,
0.133825,-1164.98037,,
0.134825,-1173.67014,,
0.135825,-1182.35985,,
0.136825,-1191.04949,,
0.137825,-1199.73907,,
0.138825,-1208.4286,,
0.139825,-1217.11806,,
0.140825,-1225.80746,,
0.141825,-1234.49681,,
0.142825,-1243.1861,,
0.143825,-1251.87533,,
0.144825,-1260.56451,,
0.145825,-1269.25364,,
0.146825,-1277.94271,,
0.147825,-1286.63173,,
0.148825,-1295.32069,,
0.149825,-1304.00961,,
0.150825,-1312.69847,,
0.151825,-1321.38728,,
0.152825,-1330.07605,,
0.153825,-1338.76476,,
0.154825,-1347.45343,,
0.155825,-1356.14205,,
0.156825,-1364.83062,,
0.157825,-1373.51914,,
0.158825,-1382.20762,,
0.159825,-1390.89606,,
0.160825,-1399.58445,,
0.161825,-1408.27279,,
0.162825,-1416.96109,,
0.163825,-1425.64935,,
0.164825,-1434.33757,,
0.165825,-1443.02574,,
0.166825,-1451.71387,,
