TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
2.00E-04,1.24E-05,0.978147606,-0.106034962,-0.101876728,0.21,-0.98,0.01,,,
4.00E-04,2.48E-05,1.95629508,-0.212069923,-0.203753456,0.42,-1.96,0.02,,,
7.00E-04,4.33E-05,3.42351657,-0.371122365,-0.356568546,0.73,-3.42,0.04,,,
1.15E-03,7.12E-05,5.62434858,-0.609701019,-0.585791175,1.20,-5.62,0.07,,,
1.83E-03,1.13E-04,8.92559619,-0.967568964,-0.929625079,1.90,-8.93,0.11,,,
2.84E-03,1.76E-04,13.8774653,-1.50437068,-1.44537573,2.95,-13.88,0.18,,,
4.36E-03,2.71E-04,21.3052569,-2.30957218,-2.21900065,4.53,-21.31,0.27,,,
6.36E-03,3.97E-04,31.0866818,-3.36991731,-3.23776346,6.61,-31.09,0.40,,,
8.36E-03,5.23E-04,40.8681367,-4.43026508,-4.25652883,8.69,-40.87,0.52,,,
1.04E-02,6.50E-04,50.6496139,-5.49061478,-5.27529605,10.77,-50.65,0.65,,,
1.24E-02,7.78E-04,60.4310912,-6.55096452,-6.29406324,12.85,-60.43,0.78,,,
1.44E-02,9.06E-04,70.2125685,-7.6113143,-7.31283038,14.92,-70.21,0.91,,,
1.64E-02,1.04E-03,79.9940458,-8.67166412,-8.33159748,17.00,-79.99,1.04,,,
1.84E-02,1.17E-03,89.7755231,-9.732014,-9.35036451,19.08,-89.78,1.17,,,
2.04E-02,1.30E-03,99.5570004,-10.7923639,-10.3691315,21.16,-99.56,1.30,,,
2.24E-02,1.43E-03,109.338478,-11.852714,-11.3878984,23.24,-109.34,1.43,,,
2.44E-02,1.56E-03,119.119955,-12.913064,-12.4066652,25.32,-119.12,1.56,,,
2.64E-02,1.69E-03,128.901433,-13.9734142,-13.425432,27.40,-128.90,1.69,,,
2.84E-02,1.83E-03,138.68291,-15.0337645,-14.4441986,29.48,-138.68,1.83,,,
3.04E-02,1.96E-03,148.464388,-16.0941148,-15.4629652,31.56,-148.46,1.96,,,
3.24E-02,2.10E-03,158.245865,-17.1544653,-16.4817317,33.64,-158.25,2.10,,,
3.44E-02,2.23E-03,168.027343,-18.2148159,-17.500498,35.72,-168.03,2.23,,,
3.64E-02,2.37E-03,177.808821,-19.2751666,-18.5192642,37.79,-177.81,2.37,,,
3.84E-02,2.51E-03,187.590298,-20.3355175,-19.5380302,39.87,-187.59,2.51,,,
4.04E-02,2.65E-03,197.371776,-21.3958684,-20.5567962,41.95,-197.37,2.65,,,
4.24E-02,2.78E-03,207.153254,-22.4562196,-21.5755619,44.03,-207.15,2.78,,,
4.44E-02,2.92E-03,216.934732,-23.5165709,-22.5943275,46.11,-216.93,2.92,,,
4.64E-02,3.07E-03,226.71621,-24.5769224,-23.6130929,48.19,-226.72,3.07,,,
4.84E-02,3.21E-03,236.497688,-25.637274,-24.6318582,50.27,-236.50,3.21,,,
5.04E-02,3.35E-03,246.279166,-26.6976259,-25.6506233,52.35,-246.28,3.35,,,
5.24E-02,3.49E-03,256.060644,-27.7579779,-26.6693881,54.43,-256.06,3.49,,,
5.44E-02,3.64E-03,265.842122,-28.8183302,-27.6881528,56.51,-265.84,3.64,,,
5.64E-02,3.78E-03,275.6236,-29.8786827,-28.7069172,58.59,-275.62,3.78,,,
5.84E-02,3.93E-03,285.405078,-30.9390354,-29.7256814,60.66,-285.41,3.93,,,
6.04E-02,4.08E-03,295.186556,-31.9993883,-30.7444453,62.74,-295.19,4.08,,,
6.24E-02,4.22E-03,304.968034,-33.0597415,-31.763209,64.82,-304.97,4.22,,,
6.44E-02,4.37E-03,314.749513,-34.120095,-32.7819724,66.90,-314.75,4.37,,,
6.64E-02,4.52E-03,324.530991,-35.1804488,-33.8007355,68.98,-324.53,4.52,,,
6.84E-02,4.67E-03,334.31247,-36.2408028,-34.8194984,71.06,-334.31,4.67,,,
7.04E-02,4.83E-03,344.093948,-37.3011572,-35.8382609,73.14,-344.09,4.83,,,
7.24E-02,4.98E-03,353.875427,-38.3615118,-36.8570231,75.22,-353.88,4.98,,,
7.44E-02,5.13E-03,363.656905,-39.4218668,-37.875785,77.30,-363.66,5.13,,,
7.64E-02,5.29E-03,373.438384,-40.4822221,-38.8945465,79.38,-373.44,5.29,,,
7.84E-02,5.44E-03,383.219863,-41.5425778,-39.9133077,81.46,-383.22,5.44,,,
8.04E-02,5.60E-03,393.001342,-42.6029338,-40.9320685,83.54,-393.00,5.60,,,
8.24E-02,5.76E-03,402.78282,-43.6632903,-41.950829,85.61,-402.78,5.76,,,
8.44E-02,5.91E-03,412.564299,-44.7236471,-42.969589,87.69,-412.56,5.91,,,
8.64E-02,6.07E-03,422.345778,-45.7840043,-43.9883486,89.77,-422.35,6.07,,,
8.84E-02,6.23E-03,432.127258,-46.844362,-45.0071078,91.85,-432.13,6.23,,,
9.04E-02,6.40E-03,441.908737,-47.90472,-46.0258666,93.93,-441.91,6.40,,,
9.24E-02,6.56E-03,451.690216,-48.9650786,-47.0446248,96.01,-451.69,6.56,,,
9.44E-02,6.72E-03,461.471695,-50.0254376,-48.0633826,98.09,-461.47,6.72,,,
9.64E-02,6.89E-03,471.253175,-51.0857971,-49.08214,100.17,-471.25,6.89,,,
9.84E-02,7.05E-03,481.034654,-52.1461571,-50.1008968,102.25,-481.03,7.05,,,
0.10035625,7.22E-03,490.816134,-53.2065176,-51.1196531,104.33,-490.82,7.22,,,
0.10235625,7.39E-03,500.597613,-54.2668786,-52.1384089,106.41,-500.60,7.39,,,
0.10435625,7.56E-03,510.379093,-55.3272402,-53.157164,108.48,-510.38,7.56,,,
0.10635625,7.73E-03,520.160573,-56.3876024,-54.1759187,110.56,-520.16,7.73,,,
0.10835625,7.90E-03,529.942053,-57.4479652,-55.1946727,112.64,-529.94,7.90,,,
0.11035625,8.07E-03,539.723533,-58.5083285,-56.2134261,114.72,-539.72,8.07,,,
0.11235625,8.24E-03,549.505013,-59.5686925,-57.2321789,116.80,-549.51,8.24,,,
0.11435625,8.42E-03,559.286493,-60.6290571,-58.250931,118.88,-559.29,8.42,,,
0.11635625,8.59E-03,569.067973,-61.6894224,-59.2696825,120.96,-569.07,8.59,,,
0.11835625,8.77E-03,578.849453,-62.7497884,-60.2884332,123.04,-578.85,8.77,,,
0.12035625,8.95E-03,588.630934,-63.8101551,-61.3071833,125.12,-588.63,8.95,,,
0.12235625,9.13E-03,598.412414,-64.8705225,-62.3259325,127.20,-598.41,9.13,,,
0.12435625,9.31E-03,608.193895,-65.9308906,-63.3446812,129.28,-608.19,9.31,,,
0.12635625,9.49E-03,617.975375,-66.9912595,-64.3634288,131.35,-617.98,9.49,,,
0.12835625,9.67E-03,627.756856,-68.0516292,-65.3821759,133.43,-627.76,9.67,,,
0.13035625,9.86E-03,637.538337,-69.1119998,-66.400922,135.51,-637.54,9.86,,,
0.13235625,1.00E-02,647.319818,-70.1723711,-67.4196674,137.59,-647.32,10.04,,-645.0089544,137.1008496
0.13435625,1.02E-02,657.101299,-71.2327433,-68.4384117,139.67,-657.10,10.23,,,
0.13635625,1.04E-02,666.88278,-72.2931164,-69.4571552,141.75,-666.88,10.42,,,
0.13835625,1.06E-02,676.664262,-73.3534904,-70.4758978,143.83,-676.66,10.61,,,
0.14035625,1.08E-02,686.445743,-74.4138654,-71.4946395,145.91,-686.45,10.80,,,
0.14235625,1.10E-02,696.227225,-75.4742413,-72.5133802,147.99,-696.23,10.99,,,
0.14435625,1.12E-02,706.008707,-76.5346182,-73.5321199,150.07,-706.01,11.18,,,
0.14635625,1.14E-02,715.790188,-77.5949961,-74.5508585,152.15,-715.79,11.38,,,
0.14835625,1.16E-02,725.57167,-78.655375,-75.5695961,154.22,-725.57,11.58,,,
0.15035625,1.18E-02,735.353152,-79.715755,-76.5883326,156.30,-735.35,11.77,,,
0.15235625,1.20E-02,745.134635,-80.7761361,-77.6070679,158.38,-745.13,11.97,,,
0.15435625,1.22E-02,754.916117,-81.8365183,-78.6258022,160.46,-754.92,12.17,,,
0.15635625,1.24E-02,764.697599,-82.8969017,-79.6445353,162.54,-764.70,12.37,,,
0.15835625,1.26E-02,774.479082,-83.9572863,-80.6632671,164.62,-774.48,12.58,,,
