TIME, UX_5
2.E-05, 2.379773759E-07
4.E-05, 4.758824161E-07
7.E-05, 8.326050367E-07
1.15E-04, 1.367387426E-06
1.825E-04, 2.168889518E-06
2.8375E-04, 3.369654992E-06
4.35625E-04, 5.16753276E-06
6.35625E-04, 7.529314599E-06
8.35625E-04, 9.884767828E-06
1.035625E-03, 1.223416212E-05
1.235625E-03, 1.457775599E-05
1.435625E-03, 1.691579706E-05
1.635625E-03, 1.924852273E-05
1.835625E-03, 2.157616061E-05
2.035625E-03, 2.3898929E-05
2.235625E-03, 2.621703729E-05
2.435625E-03, 2.853068634E-05
2.635625E-03, 3.08400689E-05
2.835625E-03, 3.314536992E-05
3.035625E-03, 3.544676694E-05
3.235625E-03, 3.774443037E-05
3.435625E-03, 4.003852382E-05
3.635625E-03, 4.232920441E-05
3.835625E-03, 4.461662303E-05
4.035625E-03, 4.690092459E-05
4.235625E-03, 4.918224832E-05
4.435625E-03, 5.146072798E-05
4.635625E-03, 5.373649208E-05
4.835625E-03, 5.600966414E-05
5.035625E-03, 5.828036287E-05
5.235625E-03, 6.054870237E-05
5.435625E-03, 6.281479232E-05
5.635625E-03, 6.507873819E-05
5.835625E-03, 6.734064138E-05
6.035625E-03, 6.96005994E-05
6.235625E-03, 7.185870603E-05
6.435625E-03, 7.411505147E-05
6.635625E-03, 7.636972248E-05
6.835625E-03, 7.862280251E-05
7.035625E-03, 8.087437187E-05
7.235625E-03, 8.31245078E-05
7.435625E-03, 8.537328465E-05
7.635625E-03, 8.762077394E-05
7.835625E-03, 8.98670445E-05
8.035625E-03, 9.211216258E-05
8.235625E-03, 9.435619195E-05
8.435625E-03, 9.659919397E-05
8.635625E-03, 9.884122771E-05
8.835625E-03, 1.0108235E-04
9.035625E-03, 1.033226157E-04
9.235625E-03, 1.055620774E-04
9.435625E-03, 1.078007858E-04
9.635625E-03, 1.100387898E-04
9.835625E-03, 1.122761365E-04
1.0035625E-02, 1.14512871E-04
1.0235625E-02, 1.16749037E-04
1.0435625E-02, 1.189846765E-04
1.0635625E-02, 1.212198299E-04
1.0835625E-02, 1.23454536E-04
1.1035625E-02, 1.256888324E-04
1.1235625E-02, 1.279227551E-04
1.1435625E-02, 1.301563388E-04
1.1635625E-02, 1.323896171E-04
1.1835625E-02, 1.34622622E-04
1.2035625E-02, 1.368553846E-04
1.2235625E-02, 1.390879348E-04
1.2435625E-02, 1.413203012E-04
1.2635625E-02, 1.435525116E-04
1.2835625E-02, 1.457845925E-04
1.3035625E-02, 1.480165697E-04
1.3235625E-02, 1.502484677E-04
1.3435625E-02, 1.524803103E-04
1.3635625E-02, 1.547121204E-04
1.3835625E-02, 1.5694392E-04
1.4035625E-02, 1.591757302E-04
1.4235625E-02, 1.614075714E-04
1.4435625E-02, 1.636394632E-04
1.4635625E-02, 1.658714244E-04
1.4835625E-02, 1.681034733E-04
1.5035625E-02, 1.703356271E-04
1.5235625E-02, 1.725679027E-04
1.5435625E-02, 1.748003163E-04
1.5635625E-02, 1.770328832E-04
1.5835625E-02, 1.792656185E-04
1.6035625E-02, 1.814985364E-04
1.6235625E-02, 1.837316507E-04
1.6435625E-02, 1.859649746E-04
1.6635625E-02, 1.881985208E-04
1.6835625E-02, 1.904323016E-04
1.7035625E-02, 1.926663286E-04
1.7235625E-02, 1.94900613E-04
1.7435625E-02, 1.971351657E-04
1.7635625E-02, 1.993699971E-04
1.7835625E-02, 2.016051169E-04
1.8035625E-02, 2.038405349E-04
1.8235625E-02, 2.0607626E-04
1.8435625E-02, 2.083123011E-04
1.8635625E-02, 2.105486665E-04
1.8835625E-02, 2.127853643E-04
1.9035625E-02, 2.150224021E-04
1.9235625E-02, 2.172597872E-04
1.9435625E-02, 2.194975268E-04
1.9635625E-02, 2.217356275E-04
1.9835625E-02, 2.239740958E-04
2.0035625E-02, 2.262129378E-04
2.0235625E-02, 2.284521593E-04
2.0435625E-02, 2.306917659E-04
2.0635625E-02, 2.329317631E-04
2.0835625E-02, 2.351721558E-04
2.1035625E-02, 2.374129488E-04
2.1235625E-02, 2.396541469E-04
2.1435625E-02, 2.418957543E-04
2.1635625E-02, 2.441377752E-04
2.1835625E-02, 2.463802135E-04
2.2035625E-02, 2.486230731E-04
2.2235625E-02, 2.508663574E-04
2.2435625E-02, 2.531100698E-04
2.2635625E-02, 2.553542134E-04
2.2835625E-02, 2.575987913E-04
2.3035625E-02, 2.598438062E-04
2.3235625E-02, 2.620892608E-04
2.3435625E-02, 2.643351577E-04
2.3635625E-02, 2.66581499E-04
2.3835625E-02, 2.688282871E-04
2.4035625E-02, 2.71075524E-04
2.4235625E-02, 2.733232115E-04
2.4435625E-02, 2.755713514E-04
2.4635625E-02, 2.778199454E-04
2.4835625E-02, 2.80068995E-04
2.5035625E-02, 2.823185015E-04
2.5235625E-02, 2.845684662E-04
2.5435625E-02, 2.868188904E-04
2.5635625E-02, 2.890697749E-04
2.5835625E-02, 2.913211209E-04
2.6035625E-02, 2.93572929E-04
2.6235625E-02, 2.958252001E-04
2.6435625E-02, 2.980779349E-04
2.6635625E-02, 3.003311337E-04
2.6835625E-02, 3.025847972E-04
2.7035625E-02, 3.048389257E-04
2.7235625E-02, 3.070935195E-04
2.7435625E-02, 3.093485788E-04
2.7635625E-02, 3.116041037E-04
2.7835625E-02, 3.138600944E-04
2.8035625E-02, 3.161165507E-04
2.8235625E-02, 3.183734727E-04
2.8435625E-02, 3.206308602E-04
2.8635625E-02, 3.22888713E-04
2.8835625E-02, 3.251470308E-04
2.9035625E-02, 3.274058133E-04
