TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,,
0.15635625,3.71E-02,580.978323,-266.810692,-256.303245,523.11,-580.98,37.10,,,,
0.15835625,3.77E-02,588.409823,-270.224248,-259.581006,529.81,-588.41,37.67,,,,
0.16035625,3.82E-02,595.841296,-273.637839,-262.858738,536.50,-595.84,38.23,,,,
0.16235625,3.88E-02,603.272754,-277.051463,-266.136441,543.19,-603.27,38.80,,,,
0.16435625,3.94E-02,610.704211,-280.465121,-269.414111,549.88,-610.70,39.38,,,,
0.16635625,3.99E-02,618.135669,-283.878812,-272.691748,556.57,-618.14,39.95,,,,
0.16835625,4.05E-02,625.567126,-287.292538,-275.969351,563.26,-625.57,40.53,,,,
0.17035625,4.11E-02,632.998584,-290.706299,-279.246919,569.95,-633.00,41.11,,,,
0.17235625,4.17E-02,640.430042,-294.120096,-282.524453,576.64,-640.43,41.69,,,,
0.17435625,4.23E-02,647.861499,-297.533929,-285.80195,583.34,-647.86,42.27,,,,
0.17635625,4.29E-02,655.292957,-300.9478,-289.079411,590.03,-655.29,42.86,,,,
0.17835625,4.34E-02,662.724415,-304.36171,-292.356834,596.72,-662.72,43.45,,,,
0.18035625,4.40E-02,670.155872,-307.775658,-295.634218,603.41,-670.16,44.04,,,,
0.18235625,4.46E-02,677.58733,-311.189646,-298.911564,610.10,-677.59,44.64,,,,
0.18435625,4.52E-02,685.018788,-314.603674,-302.188869,616.79,-685.02,45.23,,,,
0.18635625,4.58E-02,692.450246,-318.017744,-305.466135,623.48,-692.45,45.84,,,,
0.18835625,4.64E-02,699.881704,-321.431856,-308.743358,630.18,-699.88,46.44,,,,
0.19035625,4.70E-02,707.313161,-324.846012,-312.020539,636.87,-707.31,47.05,,,,
0.19235625,4.77E-02,714.744619,-328.260211,-315.297678,643.56,-714.74,47.65,,,,
0.19435625,4.83E-02,722.176077,-331.674455,-318.574772,650.25,-722.18,48.27,,,,
0.19635625,4.89E-02,729.607535,-335.088745,-321.851821,656.94,-729.61,48.88,,,,
0.19835625,4.95E-02,737.038992,-338.503081,-325.128825,663.63,-737.04,49.50,,,,
0.20035625,5.01E-02,744.47045,-341.917465,-328.405782,670.32,-744.47,50.12,,,,
0.20235625,5.07E-02,751.901908,-345.331897,-331.682691,677.01,-751.90,50.74,,,,
0.20435625,5.14E-02,759.333366,-348.746378,-334.959552,683.71,-759.33,51.37,,,,
0.20635625,5.20E-02,766.764823,-352.16091,-338.236364,690.40,-766.76,51.99,,,,
0.20835625,5.26E-02,774.196281,-355.575493,-341.513125,697.09,-774.20,52.63,,,,
0.21035625,5.33E-02,781.627739,-358.990128,-344.789836,703.78,-781.63,53.26,,,,
0.21235625,5.39E-02,789.059196,-362.404817,-348.066494,710.47,-789.06,53.90,,,,
0.21435625,5.45E-02,796.490654,-365.819559,-351.343098,717.16,-796.49,54.54,,,,
0.21635625,5.52E-02,803.922112,-369.234357,-354.619649,723.85,-803.92,55.18,,,,
0.21835625,5.58E-02,811.353569,-372.649211,-357.896144,730.55,-811.35,55.83,,,,
0.22035625,5.65E-02,818.785027,-376.064122,-361.172584,737.24,-818.79,56.47,,,,
0.22235625,5.71E-02,826.216484,-379.479092,-364.448966,743.93,-826.22,57.13,,,,
0.22435625,5.78E-02,833.647942,-382.894121,-367.72529,750.62,-833.65,57.78,,,,
0.22635625,5.84E-02,841.079399,-386.309211,-371.001554,757.31,-841.08,58.44,,,,
0.22835625,5.91E-02,848.510857,-389.724362,-374.277758,764.00,-848.51,59.10,,,,
0.23035625,5.98E-02,855.942314,-393.139576,-377.553901,770.69,-855.94,59.76,,,,
0.23235625,6.04E-02,863.373771,-396.554854,-380.829981,777.38,-863.37,60.43,,,,
0.23435625,6.11E-02,870.805228,-399.970197,-384.105997,784.08,-870.81,61.10,,,,
0.23635625,6.18E-02,878.236685,-403.385606,-387.381948,790.77,-878.24,61.77,,,,
0.23835625,6.24E-02,885.668142,-406.801082,-390.657833,797.46,-885.67,62.45,,,,
0.24035625,6.31E-02,893.0996,-410.216627,-393.933651,804.15,-893.10,63.12,,,,
0.24235625,6.38E-02,900.531057,-413.632242,-397.209401,810.84,-900.53,63.81,,,,
0.24435625,6.45E-02,907.962513,-417.047928,-400.485081,817.53,-907.96,64.49,,,,
0.24635625,6.52E-02,915.39397,-420.463686,-403.760691,824.22,-915.39,65.18,,,,
0.24835625,6.59E-02,922.825427,-423.879518,-407.036228,830.92,-922.83,65.87,,,,
0.25035625,6.66E-02,930.256884,-427.295425,-410.311691,837.61,-930.26,66.56,,,,
0.25235625,6.73E-02,937.68834,-430.711407,-413.587081,844.30,-937.69,67.26,,,,
0.25435625,6.80E-02,945.119797,-434.127468,-416.862394,850.99,-945.12,67.96,,,,
0.25635625,6.87E-02,952.551253,-437.543607,-420.13763,857.68,-952.55,68.66,,,,
0.25835625,6.94E-02,959.982709,-440.959826,-423.412788,864.37,-959.98,69.37,,,,
0.26035625,7.01E-02,967.414166,-444.376127,-426.687866,871.06,-967.41,70.08,,,,
0.26235625,7.08E-02,974.845622,-447.792511,-429.962863,877.76,-974.85,70.79,,,,
0.26435625,7.15E-02,982.277078,-451.208979,-433.237777,884.45,-982.28,71.50,,,,
0.26635625,7.22E-02,989.708534,-454.625533,-436.512607,891.14,-989.71,72.22,,,,
0.26835625,7.29E-02,997.139989,-458.042174,-439.787351,897.83,-997.14,72.94,,,,
0.27035625,7.37E-02,1004.57145,-461.458904,-443.062009,904.52,-1004.57,73.67,,,,
0.27235625,7.44E-02,1012.0029,-464.875724,-446.336579,911.21,-1012.00,74.40,,,,
0.27435625,7.51E-02,1019.43436,-468.292636,-449.611059,917.90,-1019.43,75.13,,,,
0.27635625,7.59E-02,1026.86581,-471.709641,-452.885448,924.60,-1026.87,75.86,,,,
0.27835625,7.66E-02,1034.29727,-475.126741,-456.159743,931.29,-1034.30,76.60,,,,
0.28035625,7.73E-02,1041.72872,-478.543937,-459.433945,937.98,-1041.73,77.34,,,,
0.28235625,7.81E-02,1049.16018,-481.961232,-462.708051,944.67,-1049.16,78.08,,,,
0.28435625,7.88E-02,1056.59163,-485.378626,-465.982059,951.36,-1056.59,78.83,,,,
0.28635625,7.96E-02,1064.02309,-488.796121,-469.255969,958.05,-1064.02,79.58,,,,
0.28835625,8.03E-02,1071.45454,-492.213719,-472.529778,964.74,-1071.45,80.33,,,,
0.29035625,8.11E-02,1078.886,-495.631422,-475.803484,971.43,-1078.89,81.09,,,,
0.29235625,8.18E-02,1086.31745,-499.049231,-479.077087,978.13,-1086.32,81.85,,,,
0.29435625,8.26E-02,1093.7489,-502.467148,-482.350584,984.82,-1093.75,82.61,,,,
0.29635625,8.34E-02,1101.18036,-505.885174,-485.623974,991.51,-1101.18,83.38,,,,
0.29835625,8.41E-02,1108.61181,-509.303313,-488.897255,998.20,-1108.61,84.15,,,,
0.30035625,8.49E-02,1116.04327,-512.721564,-492.170426,1004.89,-1116.04,84.92,,,,
0.30235625,8.57E-02,1123.47472,-516.139931,-495.443483,1011.58,-1123.47,85.69,,,,
0.30435625,8.65E-02,1130.90617,-519.558414,-498.716427,1018.27,-1130.91,86.47,,,,
0.30635625,8.73E-02,1138.33763,-522.977017,-501.989254,1024.97,-1138.34,87.25,,,,
0.30835625,8.80E-02,1145.76908,-526.39574,-505.261964,1031.66,-1145.77,88.04,,,,
0.31035625,8.88E-02,1153.20053,-529.814585,-508.534554,1038.35,-1153.20,88.83,,,,
0.31235625,8.96E-02,1160.63199,-533.233556,-511.807022,1045.04,-1160.63,89.62,,,,
0.31435625,9.04E-02,1168.06344,-536.652652,-515.079366,1051.73,-1168.06,90.41,,,,
0.31635625,9.12E-02,1175.49489,-540.071877,-518.351586,1058.42,-1175.49,91.21,,,,
0.31835625,9.20E-02,1182.92635,-543.491233,-521.623678,1065.11,-1182.93,92.01,,,,
0.32035625,9.28E-02,1190.3578,-546.910721,-524.89564,1071.81,-1190.36,92.82,,,,
0.32235625,9.36E-02,1197.78925,-550.330343,-528.167472,1078.50,-1197.79,93.63,,,,
0.32435625,9.44E-02,1205.2207,-553.750102,-531.43917,1085.19,-1205.22,94.44,,,,
0.32635625,9.53E-02,1212.65216,-557.17,-534.710732,1091.88,-1212.65,95.25,,,,
0.32835625,9.61E-02,1220.08361,-560.590039,-537.982158,1098.57,-1220.08,96.07,,,,
0.33035625,9.69E-02,1227.51506,-564.01022,-541.253443,1105.26,-1227.52,96.89,,,,
0.33235625,9.77E-02,1234.94651,-567.430546,-544.524587,1111.96,-1234.95,97.71,,,,
0.33435625,9.85E-02,1242.37796,-570.85102,-547.795588,1118.65,-1242.38,98.54,,,,
0.33635625,9.94E-02,1249.80942,-574.271644,-551.066441,1125.34,-1249.81,99.37,,,,
0.33835625,0.100205972,1257.24087,-577.692419,-554.337147,1132.03,-1257.24,100.21,,,,
0.34035625,0.101042801,1264.67232,-581.113348,-557.607704,1138.72,-1264.67,101.04,,,,
0.34235625,0.101882829,1272.10377,-584.534433,-560.878106,1145.41,-1272.10,101.88,,,,
0.34435625,0.10272605,1279.53523,-587.955677,-564.148355,1152.10,-1279.54,102.73,,,,
0.34635625,0.103572458,1286.96668,-591.377082,-567.418447,1158.80,-1286.97,103.57,,,,
0.34835625,0.104422048,1294.39813,-594.79865,-570.688378,1165.49,-1294.40,104.42,,,,
0.35035625,0.105274812,1301.82958,-598.220384,-573.958148,1172.18,-1301.83,105.27,,,,
0.35235625,0.106130743,1309.26103,-601.642287,-577.227755,1178.87,-1309.26,106.13,,,,
0.35435625,0.106989834,1316.69249,-605.064359,-580.497193,1185.56,-1316.69,106.99,,,,
0.35635625,0.107852077,1324.12394,-608.486605,-583.766463,1192.25,-1324.12,107.85,,,,
0.35835625,0.108717462,1331.55539,-611.909027,-587.035563,1198.94,-1331.56,108.72,,,,
0.36035625,0.10958598,1338.98685,-615.331626,-590.304487,1205.64,-1338.99,109.59,,,,
0.36235625,0.110457622,1346.4183,-618.754407,-593.573236,1212.33,-1346.42,110.46,,,,
0.36435625,0.111332378,1353.84975,-622.17737,-596.841806,1219.02,-1353.85,111.33,,,,
0.36635625,0.112210236,1361.2812,-625.600519,-600.110194,1225.71,-1361.28,112.21,,,,
0.36835625,0.113091185,1368.71266,-629.023857,-603.378399,1232.40,-1368.71,113.09,,,,
0.37035625,0.113975213,1376.14411,-632.447386,-606.646416,1239.09,-1376.14,113.98,,,,
0.37235625,0.114862308,1383.57557,-635.871109,-609.914244,1245.79,-1383.58,114.86,,,,
0.37435625,0.115752457,1391.00702,-639.295028,-613.18188,1252.48,-1391.01,115.75,,,,
0.37635625,0.116645646,1398.43848,-642.719147,-616.449322,1259.17,-1398.44,116.65,,,,
0.37835625,0.117541861,1405.86993,-646.143467,-619.716565,1265.86,-1405.87,117.54,,,,
0.38035625,0.118441087,1413.30139,-649.567993,-622.983609,1272.55,-1413.30,118.44,,,,
0.38235625,0.119343309,1420.73284,-652.992725,-626.250451,1279.24,-1420.73,119.34,,,,
0.38435625,0.120248512,1428.1643,-656.417669,-629.517086,1285.93,-1428.16,120.25,,,,
0.38635625,0.121156677,1435.59576,-659.842826,-632.783513,1292.63,-1435.60,121.16,,,,
0.38835625,0.12206779,1443.02722,-663.268198,-636.049728,1299.32,-1443.03,122.07,,,,
0.39035625,0.122981831,1450.45867,-666.69379,-639.315729,1306.01,-1450.46,122.98,,,,
0.39235625,0.123898782,1457.89013,-670.119605,-642.581513,1312.70,-1457.89,123.90,,,,
0.39435625,0.124818625,1465.32159,-673.545644,-645.847076,1319.39,-1465.32,124.82,,,,
0.39635625,0.12574134,1472.75305,-676.971911,-649.112416,1326.08,-1472.75,125.74,,,,
0.39835625,0.126666907,1480.18451,-680.398409,-652.377531,1332.78,-1480.18,126.67,,,,
0.40035625,0.127595305,1487.61598,-683.825141,-655.642416,1339.47,-1487.62,127.60,,,,
0.40235625,0.128526513,1495.04744,-687.252111,-658.907069,1346.16,-1495.05,128.53,,,,
0.40435625,0.129460508,1502.4789,-690.67932,-662.171487,1352.85,-1502.48,129.46,,,,
0.40635625,0.130397269,1509.91037,-694.106773,-665.435665,1359.54,-1509.91,130.40,,,,
0.40835625,0.131336771,1517.34184,-697.534473,-668.699602,1366.23,-1517.34,131.34,,,,
0.41035625,0.132278991,1524.7733,-700.962422,-671.963296,1372.93,-1524.77,132.28,,,,
0.41235625,0.133223904,1532.20477,-704.390624,-675.22674,1379.62,-1532.20,133.22,,,,
0.41435625,0.134171485,1539.63624,-707.819082,-678.489933,1386.31,-1539.64,134.17,,,,
0.41635625,0.135121709,1547.06771,-711.247799,-681.752873,1393.00,-1547.07,135.12,,,,
0.41835625,0.136074548,1554.49918,-714.676779,-685.015554,1399.69,-1554.50,136.07,,,,
0.42035625,0.137029975,1561.93066,-718.106025,-688.277976,1406.38,-1561.93,137.03,,,,
0.42235625,0.137987964,1569.36213,-721.53554,-691.540131,1413.08,-1569.36,137.99,,,,
0.42435625,0.138948484,1576.79361,-724.965328,-694.802019,1419.77,-1576.79,138.95,,,,
0.42635625,0.139911508,1584.22508,-728.395391,-698.063636,1426.46,-1584.23,139.91,,,,
0.42835625,0.140877005,1591.65656,-731.825734,-701.324978,1433.15,-1591.66,140.88,,,,
0.43035625,0.141844946,1599.08804,-735.256359,-704.586043,1439.84,-1599.09,141.84,,,,
0.43235625,0.142815298,1606.51953,-738.68727,-707.846826,1446.53,-1606.52,142.82,,,,
0.43435625,0.143788031,1613.95101,-742.118471,-711.107324,1453.23,-1613.95,143.79,,,,
0.43635625,0.144763112,1621.3825,-745.549965,-714.367534,1459.92,-1621.38,144.76,,,,
0.43835625,0.145740508,1628.81399,-748.981755,-717.62745,1466.61,-1628.81,145.74,,,,
0.44035625,0.146720186,1636.24548,-752.413845,-720.887073,1473.30,-1636.25,146.72,,,,
0.44235625,0.147702111,1643.67697,-755.846239,-724.146395,1479.99,-1643.68,147.70,,,,
0.44435625,0.148686248,1651.10846,-759.27894,-727.405415,1486.68,-1651.11,148.69,,,,
0.44635625,0.149672563,1658.53996,-762.711951,-730.664128,1493.38,-1658.54,149.67,,,,
0.44835625,0.150661018,1665.97146,-766.145277,-733.922531,1500.07,-1665.97,150.66,,,,
0.45035625,0.151651577,1673.40296,-769.57892,-737.180619,1506.76,-1673.40,151.65,,,,
0.45235625,0.152644203,1680.83446,-773.012885,-740.438391,1513.45,-1680.83,152.64,,,,
0.45435625,0.153638858,1688.26597,-776.447175,-743.69584,1520.14,-1688.27,153.64,,,,
0.45635625,0.154635503,1695.69748,-779.881794,-746.952965,1526.83,-1695.70,154.64,,,,
0.45835625,0.155634099,1703.12899,-783.316745,-750.20976,1533.53,-1703.13,155.63,,,,
0.46035625,0.156634606,1710.56051,-786.752033,-753.466223,1540.22,-1710.56,156.63,,,,
0.46235625,0.157636983,1717.99202,-790.18766,-756.722349,1546.91,-1717.99,157.64,,,,
0.46435625,0.158641191,1725.42354,-793.623631,-759.978134,1553.60,-1725.42,158.64,,,,
0.46635625,0.159647187,1732.85506,-797.059949,-763.233574,1560.29,-1732.86,159.65,,,,
0.46835625,0.160654929,1740.28659,-800.496619,-766.488668,1566.99,-1740.29,160.65,,,,
0.47035625,0.161664375,1747.71812,-803.933643,-769.743407,1573.68,-1747.72,161.66,,,,
0.47235625,0.162675481,1755.14965,-807.371026,-772.997791,1580.37,-1755.15,162.68,,,,
0.47435625,0.163688204,1762.58119,-810.808772,-776.251814,1587.06,-1762.58,163.69,,,,
0.47635625,0.164702498,1770.01272,-814.246884,-779.505473,1593.75,-1770.01,164.70,,,,
0.47835625,0.165718321,1777.44426,-817.685366,-782.758764,1600.44,-1777.44,165.72,,,,
0.48035625,0.166735625,1784.87581,-821.124223,-786.011682,1607.14,-1784.88,166.74,,,,
0.48235625,0.167754365,1792.30736,-824.563457,-789.264224,1613.83,-1792.31,167.75,,,,
0.48435625,0.168774496,1799.73891,-828.003073,-792.516385,1620.52,-1799.74,168.77,,,,
0.48635625,0.169795969,1807.17046,-831.443076,-795.768162,1627.21,-1807.17,169.80,,,,
0.48835625,0.170818738,1814.60202,-834.883467,-799.019549,1633.90,-1814.60,170.82,,,,
0.49035625,0.171842755,1822.03359,-838.324253,-802.270545,1640.59,-1822.03,171.84,,,,
0.49235625,0.172867971,1829.46515,-841.765436,-805.521142,1647.29,-1829.47,172.87,,,,
0.49435625,0.173894339,1836.89672,-845.20702,-808.771339,1653.98,-1836.90,173.89,,,,
0.49635625,0.174921808,1844.32829,-848.64901,-812.021129,1660.67,-1844.33,174.92,,,,
0.49835625,0.17595033,1851.75987,-852.09141,-815.270511,1667.36,-1851.76,175.95,,,,
0.50035625,0.176979855,1859.19145,-855.534223,-818.519479,1674.05,-1859.19,176.98,,,,
0.50235625,0.178010331,1866.62304,-858.977453,-821.768027,1680.75,-1866.62,178.01,,,,
0.50435625,0.17904171,1874.05463,-862.421105,-825.016154,1687.44,-1874.05,179.04,,,,
0.50635625,0.180073938,1881.48622,-865.865183,-828.263855,1694.13,-1881.49,180.07,,,,
0.50835625,0.181106966,1888.91782,-869.30969,-831.511124,1700.82,-1888.92,181.11,,,,
0.51035625,0.182140741,1896.34942,-872.75463,-834.757959,1707.51,-1896.35,182.14,,,,
0.51235625,0.183175212,1903.78102,-876.200009,-838.004354,1714.20,-1903.78,183.18,,,,
0.51435625,0.184210326,1911.21263,-879.645829,-841.250306,1720.90,-1911.21,184.21,,,,
0.51635625,0.18524603,1918.64424,-883.092094,-844.495808,1727.59,-1918.64,185.25,,,,
0.51835625,0.186282272,1926.07586,-886.53881,-847.740859,1734.28,-1926.08,186.28,,,,
0.52035625,0.187318999,1933.50748,-889.985979,-850.985453,1740.97,-1933.51,187.32,,,,
0.52235625,0.188356156,1940.93911,-893.433607,-854.229585,1747.66,-1940.94,188.36,,,,
0.52435625,0.189393691,1948.37074,-896.881696,-857.473253,1754.35,-1948.37,189.39,,,,
0.52635625,0.19043155,1955.80237,-900.330252,-860.71645,1761.05,-1955.80,190.43,,,,
0.52835625,0.191469679,1963.23401,-903.779278,-863.959174,1767.74,-1963.23,191.47,,,,
0.53035625,0.192508023,1970.66565,-907.228778,-867.201418,1774.43,-1970.67,192.51,,,,
0.53235625,0.193546529,1978.09729,-910.678757,-870.44318,1781.12,-1978.10,193.55,,,,
0.53435625,0.194585141,1985.52894,-914.129219,-873.684455,1787.81,-1985.53,194.59,,,,
0.53635625,0.195623806,1992.9606,-917.580168,-876.925238,1794.51,-1992.96,195.62,,,,
0.53835625,0.196662469,2000.39226,-921.031607,-880.165524,1801.20,-2000.39,196.66,,,,
0.54035625,0.197701074,2007.82392,-924.483542,-883.40531,1807.89,-2007.82,197.70,,,,
0.54235625,0.198739567,2015.25558,-927.935975,-886.644592,1814.58,-2015.26,198.74,,,,
0.54435625,0.199777894,2022.68725,-931.388913,-889.883365,1821.27,-2022.69,199.78,,,,
0.54635625,0.200815998,2030.11892,-934.842357,-893.121622,1827.96,-2030.12,200.82,,,,
0.54835625,0.201853826,2037.5506,-938.296314,-896.359363,1834.66,-2037.55,201.85,,,,
0.55035625,0.202891323,2044.98228,-941.750786,-899.596582,1841.35,-2044.98,202.89,,,,
0.55235625,0.203928433,2052.41397,-945.205778,-902.833273,1848.04,-2052.41,203.93,,,,
0.55435625,0.204965101,2059.84566,-948.661295,-906.069432,1854.73,-2059.85,204.97,,,,
0.55635625,0.206001273,2067.27735,-952.117339,-909.305057,1861.42,-2067.28,206.00,,,,
0.55835625,0.207036894,2074.70904,-955.573917,-912.54014,1868.11,-2074.71,207.04,,,,
0.56035625,0.20807191,2082.14074,-959.031031,-915.77468,1874.81,-2082.14,208.07,,,,
0.56235625,0.209106265,2089.57244,-962.488686,-919.008671,1881.50,-2089.57,209.11,,,,
