TIME, UY_5
2.E-04, 5.949279225E-05
4.E-04, 1.189820309E-04
7.E-04, 2.082092071E-04
1.15E-03, 3.420349209E-04
1.825E-03, 5.427395518E-04
2.8375E-03, 8.43719934E-04
4.35625E-03, 1.295017819E-03
6.35625E-03, 1.88900089E-03
8.35625E-03, 2.482610014E-03
1.035625E-02, 3.075840822E-03
1.235625E-02, 3.668691261E-03
1.435625E-02, 4.261156719E-03
1.635625E-02, 4.853232381E-03
1.835625E-02, 5.444913522E-03
2.035625E-02, 6.036195445E-03
2.235625E-02, 6.627073477E-03
2.435625E-02, 7.217542966E-03
2.635625E-02, 7.807599281E-03
2.835625E-02, 8.397237817E-03
3.035625E-02, 8.986453989E-03
3.235625E-02, 9.575243236E-03
3.435625E-02, 1.016360102E-02
3.635625E-02, 1.075152283E-02
3.835625E-02, 1.133900417E-02
4.035625E-02, 1.192604058E-02
4.235625E-02, 1.251262761E-02
4.435625E-02, 1.309876085E-02
4.635625E-02, 1.36844359E-02
4.835625E-02, 1.42696484E-02
5.035625E-02, 1.485439398E-02
5.235625E-02, 1.543866834E-02
5.435625E-02, 1.602246719E-02
5.635625E-02, 1.660578624E-02
5.835625E-02, 1.718862125E-02
6.035625E-02, 1.777096801E-02
6.235625E-02, 1.835282231E-02
6.435625E-02, 1.893418E-02
6.635625E-02, 1.951503692E-02
6.835625E-02, 2.009538895E-02
7.035625E-02, 2.067523201E-02
7.235625E-02, 2.125456203E-02
7.435625E-02, 2.183337497E-02
7.635625E-02, 2.241166681E-02
7.835625E-02, 2.298943357E-02
8.035625E-02, 2.356667129E-02
8.235625E-02, 2.414337603E-02
8.435625E-02, 2.471954388E-02
8.635625E-02, 2.529517097E-02
8.835625E-02, 2.587025344E-02
9.035625E-02, 2.644478747E-02
9.235625E-02, 2.701876925E-02
9.435625E-02, 2.7592195E-02
9.635625E-02, 2.8165061E-02
9.835625E-02, 2.873736351E-02
0.10035625, 2.930909885E-02
0.10235625, 2.988026334E-02
0.10435625, 3.045085337E-02
0.10635625, 3.102086531E-02
0.10835625, 3.159029559E-02
0.11035625, 3.215914065E-02
0.11235625, 3.272739697E-02
0.11435625, 3.329506105E-02
0.11635625, 3.386212942E-02
0.11835625, 3.442859864E-02
0.12035625, 3.499446529E-02
0.12235625, 3.555972599E-02
0.12435625, 3.612437738E-02
0.12635625, 3.668841614E-02
0.12835625, 3.725183895E-02
0.13035625, 3.781464255E-02
0.13235625, 3.837682369E-02
0.13435625, 3.893837915E-02
0.13635625, 3.949930574E-02
0.13835625, 4.005960031E-02
0.14035625, 4.061925973E-02
0.14235625, 4.117828087E-02
0.14435625, 4.173666068E-02
0.14635625, 4.229439611E-02
0.14835625, 4.285148412E-02
0.15035625, 4.340792175E-02
0.15235625, 4.396370601E-02
0.15435625, 4.451883398E-02
0.15635625, 4.507330275E-02
0.15835625, 4.562710945E-02
0.16035625, 4.618025122E-02
0.16235625, 4.673272525E-02
0.16435625, 4.728452873E-02
0.16635625, 4.783565892E-02
0.16835625, 4.838611307E-02
0.17035625, 4.893588847E-02
