TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
2.00E-04,5.82E-05,0.20791158,-0.498855275,-0.479292323,0.98,-0.21,0.06,,,
4.00E-04,1.16E-04,0.415823375,-0.997710565,-0.958584657,1.96,-0.42,0.12,,,
7.00E-04,2.04E-04,0.72769088,-1.74599351,-1.67752316,3.42,-0.73,0.20,,,
1.15E-03,3.35E-04,1.19549199,-2.8684179,-2.75593086,5.62,-1.20,0.33,,,
1.83E-03,5.31E-04,1.89719259,-4.55205412,-4.37354196,8.93,-1.90,0.53,,,
2.84E-03,8.26E-04,2.94973735,-7.07750566,-6.79995552,13.88,-2.95,0.83,,,
4.36E-03,1.27E-03,4.52852097,-10.8656658,-10.4395577,21.31,-4.53,1.27,,,
6.36E-03,1.85E-03,6.60749805,-15.8541477,-15.2324054,31.09,-6.61,1.85,,,
8.36E-03,2.44E-03,8.68656101,-20.8426818,-20.0253005,40.87,-8.69,2.44,,,
1.04E-02,3.02E-03,10.7656905,-25.8312583,-24.8182324,50.65,-10.77,3.02,,,
1.24E-02,3.61E-03,12.8448209,-30.8198391,-29.6111619,60.43,-12.84,3.61,,,
1.44E-02,4.19E-03,14.9239501,-35.8084229,-34.4040864,70.21,-14.92,4.19,,,
1.64E-02,4.78E-03,17.0030793,-40.7970112,-39.1970062,79.99,-17.00,4.78,,,
1.84E-02,5.37E-03,19.0822084,-45.7856049,-43.9899207,89.78,-19.08,5.37,,,
2.04E-02,5.96E-03,21.1613376,-50.7742046,-48.7828294,99.56,-21.16,5.96,,,
2.24E-02,6.55E-03,23.2404668,-55.762811,-53.5757315,109.34,-23.24,6.55,,,
2.44E-02,7.14E-03,25.3195959,-60.7514248,-58.3686264,119.12,-25.32,7.14,,,
2.64E-02,7.73E-03,27.3987251,-65.7400466,-63.1615134,128.90,-27.40,7.73,,,
2.84E-02,8.32E-03,29.4778543,-70.7286771,-67.9543918,138.68,-29.48,8.32,,-35.38034066,166.4520135
3.04E-02,8.91E-03,31.5569835,-75.717317,-72.747261,148.46,-31.56,8.91,,,
3.24E-02,9.50E-03,33.6361127,-80.7059668,-77.5401203,158.25,-33.64,9.50,,,
3.44E-02,1.01E-02,35.715242,-85.6946275,-82.3329689,168.03,-35.72,10.10,,,
3.64E-02,1.07E-02,37.7943712,-90.6832995,-87.1258063,177.81,-37.79,10.69,,,
3.84E-02,1.13E-02,39.8735004,-95.6719836,-91.9186318,187.59,-39.87,11.28,,,
4.04E-02,1.19E-02,41.9526296,-100.66068,-96.7114446,197.37,-41.95,11.88,,,
4.24E-02,1.25E-02,44.0317588,-105.649391,-101.504244,207.15,-44.03,12.47,,,
4.44E-02,1.31E-02,46.110888,-110.638115,-106.29703,216.94,-46.11,13.07,,,
4.64E-02,1.37E-02,48.1900172,-115.626855,-111.0898,226.72,-48.19,13.67,,,
4.84E-02,1.43E-02,50.2691464,-120.615609,-115.882556,236.50,-50.27,14.26,,,
5.04E-02,1.49E-02,52.3482756,-125.604381,-120.675295,246.28,-52.35,14.86,,,
5.24E-02,1.55E-02,54.4274021,-130.593169,-125.468017,256.06,-54.43,15.46,,,
5.44E-02,1.61E-02,56.5065149,-135.581975,-130.260723,265.84,-56.51,16.06,,,
5.64E-02,1.67E-02,58.5856278,-140.5708,-135.05341,275.62,-58.59,16.66,,,
5.84E-02,1.73E-02,60.6647407,-145.559644,-139.846079,285.41,-60.66,17.26,,,
6.04E-02,1.79E-02,62.7438538,-150.548508,-144.638727,295.19,-62.74,17.86,,,
6.24E-02,1.85E-02,64.822967,-155.537393,-149.431356,304.97,-64.82,18.46,,,
6.44E-02,1.91E-02,66.9020803,-160.526299,-154.223963,314.75,-66.90,19.06,,,
6.64E-02,1.97E-02,68.9811938,-165.515226,-159.016549,324.53,-68.98,19.66,,,
6.84E-02,2.03E-02,71.0603073,-170.504177,-163.809112,334.31,-71.06,20.27,,,
7.04E-02,2.09E-02,73.1394207,-175.493151,-168.601652,344.09,-73.14,20.87,,,
