TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
6.04E-02,3.43E-04,301.78125,-2.68607262,-2.5807364,5.27,-301.78,0.34,,,
6.24E-02,3.55E-04,311.78125,-2.7750799,-2.66625319,5.44,-311.78,0.36,,,
6.44E-02,3.68E-04,321.78125,-2.86408717,-2.75176998,5.62,-321.78,0.37,,,
6.64E-02,3.81E-04,331.78125,-2.95309445,-2.83728677,5.79,-331.78,0.38,,,
6.84E-02,3.93E-04,341.78125,-3.04210172,-2.92280356,5.96,-341.78,0.39,,,
7.04E-02,4.06E-04,351.78125,-3.131109,-3.00832034,6.14,-351.78,0.41,,,
7.24E-02,4.19E-04,361.78125,-3.22011627,-3.09383713,6.31,-361.78,0.42,,,
7.44E-02,4.32E-04,371.78125,-3.30912355,-3.17935392,6.49,-371.78,0.43,,,
7.64E-02,4.45E-04,381.78125,-3.39813082,-3.26487071,6.66,-381.78,0.45,,,
7.84E-02,4.58E-04,391.78125,-3.4871381,-3.3503875,6.84,-391.78,0.46,,,
8.04E-02,4.71E-04,401.78125,-3.57614538,-3.43590429,7.01,-401.78,0.47,,,
8.24E-02,4.85E-04,411.78125,-3.66515265,-3.52142107,7.19,-411.78,0.48,,,
8.44E-02,4.98E-04,421.78125,-3.75415993,-3.60693786,7.36,-421.78,0.50,,,
8.64E-02,5.12E-04,431.78125,-3.84316721,-3.69245465,7.54,-431.78,0.51,,,
8.84E-02,5.25E-04,441.78125,-3.93217449,-3.77797143,7.71,-441.78,0.53,,,
9.04E-02,5.39E-04,451.78125,-4.02118176,-3.86348822,7.88,-451.78,0.54,,,
9.24E-02,5.52E-04,461.78125,-4.11018904,-3.94900501,8.06,-461.78,0.55,,,
9.44E-02,5.66E-04,471.78125,-4.19919632,-4.0345218,8.23,-471.78,0.57,,,
9.64E-02,5.80E-04,481.78125,-4.2882036,-4.12003858,8.41,-481.78,0.58,,,
9.84E-02,5.94E-04,491.78125,-4.37721088,-4.20555537,8.58,-491.78,0.59,,,
0.10035625,6.08E-04,501.78125,-4.46621816,-4.29107215,8.76,-501.78,0.61,,,
0.10235625,6.23E-04,511.78125,-4.55522544,-4.37658894,8.93,-511.78,0.62,,,
0.10435625,6.37E-04,521.78125,-4.64423272,-4.46210572,9.11,-521.78,0.64,,,
0.10635625,6.51E-04,531.78125,-4.73324,-4.5476225,9.28,-531.78,0.65,,,
0.10835625,6.66E-04,541.78125,-4.82224728,-4.63313929,9.46,-541.78,0.67,,,
0.11035625,6.80E-04,551.78125,-4.91125456,-4.71865607,9.63,-551.78,0.68,,,
0.11235625,6.95E-04,561.78125,-5.00026184,-4.80417285,9.80,-561.78,0.70,,,
0.11435625,7.10E-04,571.78125,-5.08926912,-4.88968963,9.98,-571.78,0.71,,,
0.11635625,7.25E-04,581.78125,-5.17827641,-4.97520642,10.15,-581.78,0.72,,,
0.11835625,7.40E-04,591.78125,-5.26728369,-5.0607232,10.33,-591.78,0.74,,,
0.12035625,7.55E-04,601.78125,-5.35629097,-5.14623998,10.50,-601.78,0.75,,,
0.12235625,7.70E-04,611.78125,-5.44529825,-5.23175676,10.68,-611.78,0.77,,,
0.12435625,7.85E-04,621.78125,-5.53430554,-5.31727354,10.85,-621.78,0.79,,,
0.12635625,8.01E-04,631.78125,-5.62331282,-5.40279032,11.03,-631.78,0.80,,,
0.12835625,8.16E-04,641.78125,-5.71232011,-5.4883071,11.20,-641.78,0.82,,,
0.13035625,8.32E-04,651.78125,-5.80132739,-5.57382388,11.38,-651.78,0.83,,,
0.13235625,8.48E-04,661.78125,-5.89033468,-5.65934066,11.55,-661.78,0.85,,,
0.13435625,8.64E-04,671.781251,-5.97934197,-5.74485743,11.72,-671.78,0.86,,,
0.13635625,8.80E-04,681.781251,-6.06834925,-5.83037421,11.90,-681.78,0.88,,,
0.13835625,8.96E-04,691.781251,-6.15735654,-5.91589099,12.07,-691.78,0.90,,,
0.14035625,9.12E-04,701.781251,-6.24636383,-6.00140776,12.25,-701.78,0.91,,,
0.14235625,9.28E-04,711.781251,-6.33537112,-6.08692454,12.42,-711.78,0.93,,,
0.14435625,9.45E-04,721.781251,-6.42437841,-6.17244132,12.60,-721.78,0.94,,,
0.14635625,9.61E-04,731.781251,-6.5133857,-6.25795809,12.77,-731.78,0.96,,,
0.14835625,9.78E-04,741.781251,-6.60239299,-6.34347486,12.95,-741.78,0.98,,,
0.15035625,9.95E-04,751.781251,-6.69140028,-6.42899164,13.12,-751.78,0.99,,,
0.15235625,1.01E-03,761.781251,-6.78040757,-6.51450841,13.29,-761.78,1.01,,,
0.15435625,1.03E-03,771.781251,-6.86941486,-6.60002518,13.47,-771.78,1.03,,,
0.15635625,1.05E-03,781.781251,-6.95842215,-6.68554195,13.64,-781.78,1.05,,,
0.15835625,1.06E-03,791.781251,-7.04742945,-6.77105872,13.82,-791.78,1.06,,,
0.16035625,1.08E-03,801.781251,-7.13643674,-6.85657549,13.99,-801.78,1.08,,,
0.16235625,1.10E-03,811.781251,-7.22544404,-6.94209226,14.17,-811.78,1.10,,,
0.16435625,1.12E-03,821.781251,-7.31445133,-7.02760903,14.34,-821.78,1.12,,,
0.16635625,1.13E-03,831.781251,-7.40345863,-7.1131258,14.52,-831.78,1.13,,,
0.16835625,1.15E-03,841.781251,-7.49246593,-7.19864256,14.69,-841.78,1.15,,,
0.17035625,1.17E-03,851.781251,-7.58147323,-7.28415933,14.87,-851.78,1.17,,,
0.17235625,1.19E-03,861.781251,-7.67048053,-7.36967609,15.04,-861.78,1.19,,,
0.17435625,1.21E-03,871.781251,-7.75948783,-7.45519286,15.21,-871.78,1.21,,,
0.17635625,1.23E-03,881.781251,-7.84849513,-7.54070962,15.39,-881.78,1.23,,,
0.17835625,1.24E-03,891.781252,-7.93750243,-7.62622638,15.56,-891.78,1.24,,,
0.18035625,1.26E-03,901.781252,-8.02650973,-7.71174314,15.74,-901.78,1.26,,,
0.18235625,1.28E-03,911.781252,-8.11551704,-7.7972599,15.91,-911.78,1.28,,,
0.18435625,1.30E-03,921.781252,-8.20452434,-7.88277666,16.09,-921.78,1.30,,,
0.18635625,1.32E-03,931.781252,-8.29353165,-7.96829341,16.26,-931.78,1.32,,,
0.18835625,1.34E-03,941.781252,-8.38253896,-8.05381017,16.44,-941.78,1.34,,,
0.19035625,1.36E-03,951.781252,-8.47154626,-8.13932692,16.61,-951.78,1.36,,,
0.19235625,1.38E-03,961.781252,-8.56055357,-8.22484368,16.79,-961.78,1.38,,,
0.19435625,1.40E-03,971.781252,-8.64956088,-8.31036044,16.96,-971.78,1.40,,,
0.19635625,1.42E-03,981.781252,-8.7385682,-8.39587718,17.13,-981.78,1.42,,,
0.19835625,1.44E-03,991.781252,-8.82757551,-8.48139393,17.31,-991.78,1.44,,,
0.20035625,1.46E-03,1001.78125,-8.91658282,-8.56691069,17.48,-1001.78,1.46,,,
0.20235625,1.48E-03,1011.78125,-9.00559014,-8.65242743,17.66,-1011.78,1.48,,,
0.20435625,1.50E-03,1021.78125,-9.09459746,-8.73794418,17.83,-1021.78,1.50,,,
0.20635625,1.52E-03,1031.78125,-9.18360477,-8.82346093,18.01,-1031.78,1.52,,,
0.20835625,1.54E-03,1041.78125,-9.27261209,-8.90897767,18.18,-1041.78,1.54,,,
0.21035625,1.56E-03,1051.78125,-9.36161941,-8.99449441,18.36,-1051.78,1.56,,,
0.21235625,1.59E-03,1061.78125,-9.45062674,-9.08001115,18.53,-1061.78,1.59,,,
0.21435625,1.61E-03,1071.78125,-9.53963406,-9.1655279,18.71,-1071.78,1.61,,,
0.21635625,1.63E-03,1081.78125,-9.62864139,-9.25104463,18.88,-1081.78,1.63,,,
0.21835625,1.65E-03,1091.78125,-9.71764871,-9.33656137,19.05,-1091.78,1.65,,,
0.22035625,1.67E-03,1101.78125,-9.80665604,-9.42207811,19.23,-1101.78,1.67,,,
0.22235625,1.69E-03,1111.78125,-9.89566337,-9.50759484,19.40,-1111.78,1.69,,,
0.22435625,1.72E-03,1121.78125,-9.9846707,-9.59311156,19.58,-1121.78,1.72,,,
0.22635625,1.74E-03,1131.78125,-10.073678,-9.6786283,19.75,-1131.78,1.74,,,
0.22835625,1.76E-03,1141.78125,-10.1626854,-9.76414501,19.93,-1141.78,1.76,,,
0.23035625,1.79E-03,1151.78125,-10.2516927,-9.84966176,20.10,-1151.78,1.79,,,
0.23235625,1.81E-03,1161.78125,-10.3407,-9.93517846,20.28,-1161.78,1.81,,,
0.23435625,1.83E-03,1171.78125,-10.4297074,-10.0206952,20.45,-1171.78,1.83,,,
0.23635625,1.86E-03,1181.78125,-10.5187147,-10.1062119,20.62,-1181.78,1.86,,,
0.23835625,1.88E-03,1191.78125,-10.6077221,-10.1917286,20.80,-1191.78,1.88,,,
0.24035625,1.90E-03,1201.78125,-10.6967294,-10.2772453,20.97,-1201.78,1.90,,,
0.24235625,1.93E-03,1211.78125,-10.7857368,-10.3627621,21.15,-1211.78,1.93,,,
0.24435625,1.95E-03,1221.78125,-10.8747441,-10.4482788,21.32,-1221.78,1.95,,,
0.24635625,1.98E-03,1231.78125,-10.9637515,-10.5337955,21.50,-1231.78,1.98,,,
0.24835625,2.00E-03,1241.78125,-11.0527588,-10.6193122,21.67,-1241.78,2.00,,,
0.25035625,2.03E-03,1251.78125,-11.1417662,-10.7048289,21.85,-1251.78,2.03,,,
0.25235625,2.05E-03,1261.78125,-11.2307735,-10.7903456,22.02,-1261.78,2.05,,,
0.25435625,2.08E-03,1271.78125,-11.3197809,-10.8758623,22.20,-1271.78,2.08,,,
0.25635625,2.11E-03,1281.78125,-11.4087883,-10.961379,22.37,-1281.78,2.11,,,
0.25835625,2.13E-03,1291.78125,-11.4977956,-11.0468957,22.54,-1291.78,2.13,,,
0.26035625,2.16E-03,1301.78125,-11.586803,-11.1324124,22.72,-1301.78,2.16,,,
0.26235625,2.18E-03,1311.78126,-11.6758104,-11.2179291,22.89,-1311.78,2.18,,,
0.26435625,2.21E-03,1321.78126,-11.7648178,-11.3034458,23.07,-1321.78,2.21,,,
0.26635625,2.24E-03,1331.78126,-11.8538251,-11.3889624,23.24,-1331.78,2.24,,,
0.26835625,2.27E-03,1341.78126,-11.9428325,-11.4744791,23.42,-1341.78,2.27,,,
0.27035625,2.29E-03,1351.78126,-12.0318399,-11.5599958,23.59,-1351.78,2.29,,,
0.27235625,2.32E-03,1361.78126,-12.1208473,-11.6455125,23.77,-1361.78,2.32,,,
0.27435625,2.35E-03,1371.78126,-12.2098547,-11.7310291,23.94,-1371.78,2.35,,,
0.27635625,2.38E-03,1381.78126,-12.2988621,-11.8165458,24.12,-1381.78,2.38,,,
0.27835625,2.41E-03,1391.78126,-12.3878695,-11.9020625,24.29,-1391.78,2.41,,,
0.28035625,2.44E-03,1401.78126,-12.4768769,-11.9875791,24.46,-1401.78,2.44,,,
0.28235625,2.47E-03,1411.78126,-12.5658843,-12.0730958,24.64,-1411.78,2.47,,,
0.28435625,2.49E-03,1421.78126,-12.6548917,-12.1586124,24.81,-1421.78,2.49,,,
0.28635625,2.52E-03,1431.78126,-12.7438991,-12.2441291,24.99,-1431.78,2.52,,,
0.28835625,2.55E-03,1441.78126,-12.8329065,-12.3296457,25.16,-1441.78,2.55,,,
0.29035625,2.59E-03,1451.78126,-12.9219139,-12.4151624,25.34,-1451.78,2.59,,,
0.29235625,2.62E-03,1461.78126,-13.0109213,-12.500679,25.51,-1461.78,2.62,,,
0.29435625,2.65E-03,1471.78126,-13.0999288,-12.5861956,25.69,-1471.78,2.65,,,
0.29635625,2.68E-03,1481.78126,-13.1889362,-12.6717123,25.86,-1481.78,2.68,,,
0.29835625,2.71E-03,1491.78126,-13.2779436,-12.7572289,26.04,-1491.78,2.71,,,
0.30035625,2.74E-03,1501.78126,-13.3669511,-12.8427455,26.21,-1501.78,2.74,,,
0.30235625,2.77E-03,1511.78126,-13.4559585,-12.9282621,26.38,-1511.78,2.77,,,
0.30435625,2.81E-03,1521.78126,-13.544966,-13.0137787,26.56,-1521.78,2.81,,,
0.30635625,2.84E-03,1531.78126,-13.6339734,-13.0992953,26.73,-1531.78,2.84,,,
0.30835625,2.87E-03,1541.78126,-13.7229809,-13.1848119,26.91,-1541.78,2.87,,,
0.31035625,2.91E-03,1551.78126,-13.8119883,-13.2703285,27.08,-1551.78,2.91,,,
0.31235625,2.94E-03,1561.78126,-13.9009958,-13.3558451,27.26,-1561.78,2.94,,,
0.31435625,2.98E-03,1571.78126,-13.9900033,-13.4413617,27.43,-1571.78,2.98,,,
0.31635625,3.01E-03,1581.78126,-14.0790108,-13.5268783,27.61,-1581.78,3.01,,,
0.31835625,3.05E-03,1591.78126,-14.1680182,-13.6123949,27.78,-1591.78,3.05,,,
0.32035625,3.08E-03,1601.78126,-14.2570257,-13.6979114,27.95,-1601.78,3.08,,,
0.32235625,3.12E-03,1611.78126,-14.3460332,-13.783428,28.13,-1611.78,3.12,,,
0.32435625,3.15E-03,1621.78126,-14.4350407,-13.8689445,28.30,-1621.78,3.15,,,
0.32635625,3.19E-03,1631.78126,-14.5240482,-13.9544611,28.48,-1631.78,3.19,,,
0.32835625,3.23E-03,1641.78126,-14.6130557,-14.0399776,28.65,-1641.78,3.23,,,
0.33035625,3.26E-03,1651.78126,-14.7020633,-14.1254941,28.83,-1651.78,3.26,,,
0.33235625,3.30E-03,1661.78126,-14.7910708,-14.2110107,29.00,-1661.78,3.30,,,
0.33435625,3.34E-03,1671.78126,-14.8800783,-14.2965272,29.18,-1671.78,3.34,,,
0.33635625,3.38E-03,1681.78126,-14.9690859,-14.3820437,29.35,-1681.78,3.38,,,
0.33835625,3.42E-03,1691.78126,-15.0580934,-14.4675602,29.53,-1691.78,3.42,,,
0.34035625,3.46E-03,1701.78126,-15.147101,-14.5530767,29.70,-1701.78,3.46,,,
0.34235625,3.50E-03,1711.78126,-15.2361085,-14.6385932,29.87,-1711.78,3.50,,,
0.34435625,3.54E-03,1721.78126,-15.3251161,-14.7241096,30.05,-1721.78,3.54,,,
0.34635625,3.58E-03,1731.78126,-15.4141237,-14.8096261,30.22,-1731.78,3.58,,,
0.34835625,3.62E-03,1741.78126,-15.5031312,-14.8951426,30.40,-1741.78,3.62,,,
0.35035625,3.66E-03,1751.78126,-15.5921388,-14.980659,30.57,-1751.78,3.66,,,
0.35235625,3.71E-03,1761.78126,-15.6811464,-15.0661755,30.75,-1761.78,3.71,,,
0.35435625,3.75E-03,1771.78126,-15.7701541,-15.1516919,30.92,-1771.78,3.75,,,
0.35635625,3.79E-03,1781.78126,-15.8591617,-15.2372083,31.10,-1781.78,3.79,,,
0.35835625,3.84E-03,1791.78126,-15.9481693,-15.3227248,31.27,-1791.78,3.84,,,
0.36035625,3.88E-03,1801.78126,-16.0371769,-15.4082412,31.45,-1801.78,3.88,,,
0.36235625,3.93E-03,1811.78126,-16.1261846,-15.4937576,31.62,-1811.78,3.93,,,
0.36435625,3.97E-03,1821.78126,-16.2151922,-15.5792739,31.79,-1821.78,3.97,,,
0.36635625,4.02E-03,1831.78126,-16.3041999,-15.6647903,31.97,-1831.78,4.02,,,
0.36835625,4.07E-03,1841.78126,-16.3932076,-15.7503067,32.14,-1841.78,4.07,,,
0.37035625,4.11E-03,1851.78126,-16.4822153,-15.835823,32.32,-1851.78,4.11,,,
0.37235625,4.16E-03,1861.78126,-16.571223,-15.9213393,32.49,-1861.78,4.16,,,
0.37435625,4.21E-03,1871.78126,-16.6602307,-16.0068557,32.67,-1871.78,4.21,,,
0.37635625,4.26E-03,1881.78126,-16.7492384,-16.092372,32.84,-1881.78,4.26,,,
0.37835625,4.31E-03,1891.78126,-16.8382462,-16.1778883,33.02,-1891.78,4.31,,,
0.38035625,4.36E-03,1901.78126,-16.9272539,-16.2634045,33.19,-1901.78,4.36,,,
0.38235625,4.41E-03,1911.78126,-17.0162617,-16.3489208,33.37,-1911.78,4.41,,,
0.38435625,4.46E-03,1921.78126,-17.1052695,-16.434437,33.54,-1921.78,4.46,,,
0.38635625,4.51E-03,1931.78126,-17.1942773,-16.5199533,33.71,-1931.78,4.51,,,
0.38835625,4.57E-03,1941.78125,-17.2832851,-16.6054695,33.89,-1941.78,4.57,,,
0.39035625,4.62E-03,1951.78125,-17.3722929,-16.6909857,34.06,-1951.78,4.62,,,
0.39235625,4.68E-03,1961.78125,-17.4613007,-16.7765019,34.24,-1961.78,4.68,,,
0.39435625,4.73E-03,1971.78125,-17.5503086,-16.862018,34.41,-1971.78,4.73,,,
0.39635625,4.79E-03,1981.78125,-17.6393164,-16.9475342,34.59,-1981.78,4.79,,,
0.39835625,4.84E-03,1991.78125,-17.7283243,-17.0330503,34.76,-1991.78,4.84,,,
0.40035625,4.90E-03,2001.78125,-17.8173322,-17.1185664,34.94,-2001.78,4.90,,,
0.40235625,4.96E-03,2011.78125,-17.9063402,-17.2040825,35.11,-2011.78,4.96,,,
0.40435625,5.02E-03,2021.78125,-17.9953481,-17.2895985,35.28,-2021.78,5.02,,,
0.40635625,5.08E-03,2031.78125,-18.0843561,-17.3751146,35.46,-2031.78,5.08,,,
0.40835625,5.14E-03,2041.78124,-18.173364,-17.4606306,35.63,-2041.78,5.14,,,
0.41035625,5.20E-03,2051.78124,-18.262372,-17.5461466,35.81,-2051.78,5.20,,,
0.41235625,5.27E-03,2061.78124,-18.3513801,-17.6316626,35.98,-2061.78,5.27,,,
0.41435625,5.33E-03,2071.78124,-18.4403881,-17.7171785,36.16,-2071.78,5.33,,,
0.41635625,5.39E-03,2081.78124,-18.5293962,-17.8026945,36.33,-2081.78,5.39,,,
0.41835625,5.46E-03,2091.78123,-18.6184042,-17.8882104,36.51,-2091.78,5.46,,,
0.42035625,5.53E-03,2101.78123,-18.7074124,-17.9737262,36.68,-2101.78,5.53,,,
0.42235625,5.59E-03,2111.78123,-18.7964205,-18.0592421,36.86,-2111.78,5.59,,,
0.42435625,5.66E-03,2121.78123,-18.8854287,-18.1447579,37.03,-2121.78,5.66,,,
0.42635625,5.73E-03,2131.78122,-18.9744368,-18.2302737,37.20,-2131.78,5.73,,,
0.42835625,5.80E-03,2141.78122,-19.0634451,-18.3157894,37.38,-2141.78,5.80,,,
0.43035625,5.87E-03,2151.78122,-19.1524533,-18.4013052,37.55,-2151.78,5.87,,,
0.43235625,5.94E-03,2161.78121,-19.2414616,-18.4868208,37.73,-2161.78,5.94,,,
0.43435625,6.02E-03,2171.78121,-19.3304699,-18.5723365,37.90,-2171.78,6.02,,,
0.43635625,6.09E-03,2181.7812,-19.4194782,-18.6578521,38.08,-2181.78,6.09,,,
0.43835625,6.17E-03,2191.7812,-19.5084866,-18.7433677,38.25,-2191.78,6.17,,,
0.44035625,6.25E-03,2201.78119,-19.597495,-18.8288832,38.43,-2201.78,6.25,,,
0.44235625,6.33E-03,2211.78119,-19.6865034,-18.9143987,38.60,-2211.78,6.33,,,
0.44435625,6.41E-03,2221.78118,-19.7755119,-18.9999142,38.78,-2221.78,6.41,,,
0.44635625,6.49E-03,2231.78118,-19.8645204,-19.0854296,38.95,-2231.78,6.49,,,
0.44835625,6.57E-03,2241.78117,-19.9535289,-19.170945,39.12,-2241.78,6.57,,,
0.45035625,6.65E-03,2251.78116,-20.0425375,-19.2564603,39.30,-2251.78,6.65,,,
0.45235625,6.74E-03,2261.78115,-20.1315461,-19.3419756,39.47,-2261.78,6.74,,,
0.45435625,6.82E-03,2271.78114,-20.2205548,-19.4274908,39.65,-2271.78,6.82,,,
0.45635625,6.91E-03,2281.78113,-20.3095635,-19.513006,39.82,-2281.78,6.91,,,
0.45835625,7.00E-03,2291.78112,-20.3985723,-19.5985211,40.00,-2291.78,7.00,,,
0.46035625,7.09E-03,2301.78111,-20.4875811,-19.6840362,40.17,-2301.78,7.09,,,
0.46235625,7.19E-03,2311.7811,-20.57659,-19.7695512,40.35,-2311.78,7.19,,,
0.46435625,7.28E-03,2321.78109,-20.6655989,-19.8550662,40.52,-2321.78,7.28,,,
0.46635625,7.38E-03,2331.78107,-20.7546079,-19.940581,40.70,-2331.78,7.38,,,
0.46835625,7.47E-03,2341.78106,-20.8436169,-20.0260959,40.87,-2341.78,7.47,,,
0.47035625,7.57E-03,2351.78104,-20.932626,-20.1116106,41.04,-2351.78,7.57,,,
0.47235625,7.68E-03,2361.78102,-21.0216352,-20.1971253,41.22,-2361.78,7.68,,,
0.47435625,7.78E-03,2371.781,-21.1106444,-20.28264,41.39,-2371.78,7.78,,,
0.47635625,7.88E-03,2381.78098,-21.1996537,-20.3681546,41.57,-2381.78,7.88,,,
0.47835625,7.99E-03,2391.78096,-21.288663,-20.453669,41.74,-2391.78,7.99,,,
0.48035625,8.10E-03,2401.78094,-21.3776725,-20.5391835,41.92,-2401.78,8.10,,,
0.48235625,8.21E-03,2411.78091,-21.466682,-20.6246978,42.09,-2411.78,8.21,,,
0.48435625,8.33E-03,2421.78088,-21.5556916,-20.710212,42.27,-2421.78,8.33,,,
0.48635625,8.44E-03,2431.78085,-21.6447013,-20.7957262,42.44,-2431.78,8.44,,,
0.48835625,8.56E-03,2441.78082,-21.7337111,-20.8812402,42.61,-2441.78,8.56,,,
0.49035625,8.68E-03,2451.78078,-21.8227209,-20.9667542,42.79,-2451.78,8.68,,,
0.49235625,8.80E-03,2461.78074,-21.9117309,-21.052268,42.96,-2461.78,8.80,,,
0.49435625,8.93E-03,2471.7807,-22.000741,-21.1377818,43.14,-2471.78,8.93,,,
0.49635625,9.05E-03,2481.78065,-22.0897512,-21.2232955,43.31,-2481.78,9.05,,,
0.49835625,9.19E-03,2491.7806,-22.1787615,-21.308809,43.49,-2491.78,9.19,,,
0.50035625,9.32E-03,2501.78054,-22.267772,-21.3943225,43.66,-2501.78,9.32,,,
0.50235625,9.45E-03,2511.78048,-22.3567826,-21.4798358,43.84,-2511.78,9.45,,,
0.50435625,9.59E-03,2521.78042,-22.4457933,-21.5653491,44.01,-2521.78,9.59,,,
0.50635625,9.73E-03,2531.78034,-22.5348042,-21.6508621,44.19,-2531.78,9.73,,,
0.50835625,9.88E-03,2541.78027,-22.6238152,-21.7363752,44.36,-2541.78,9.88,,,
0.51035625,1.00E-02,2551.78018,-22.7128265,-21.821888,44.53,-2551.78,10.03,,, 
0.51235625,1.02E-02,2561.78009,-22.8018379,-21.9074008,44.71,-2561.78,10.18,,,
0.51435625,1.03E-02,2571.77999,-22.8908495,-21.9929134,44.88,-2571.78,10.33,,,
0.51635625,1.05E-02,2581.77988,-22.9798613,-22.0784259,45.06,-2581.78,10.49,,,
0.51835625,1.07E-02,2591.77976,-23.0688733,-22.1639382,45.23,-2591.78,10.65,,,
0.52035625,1.08E-02,2601.77963,-23.1578856,-22.2494504,45.41,-2601.78,10.82,,,
0.52235625,1.10E-02,2611.77948,-23.2468982,-22.3349626,45.58,-2611.78,10.99,,,
0.52435625,1.12E-02,2621.77932,-23.335911,-22.4204744,45.76,-2621.78,11.16,,,
0.52635625,1.13E-02,2631.77915,-23.4249242,-22.5059863,45.93,-2631.78,11.34,,,
0.52835625,1.15E-02,2641.77896,-23.5139377,-22.591498,46.11,-2641.78,11.52,,,
0.53035625,1.17E-02,2651.77875,-23.6029516,-22.6770095,46.28,-2651.78,11.71,,,
0.53235625,1.19E-02,2661.77852,-23.6919659,-22.7625211,46.45,-2661.78,11.90,,,
0.53435625,1.21E-02,2671.77827,-23.7809806,-22.8480325,46.63,-2671.78,12.10,,,
0.53635625,1.23E-02,2681.77799,-23.8699959,-22.9335437,46.80,-2681.78,12.30,,,
0.53835625,1.25E-02,2691.77769,-23.9590116,-23.019055,46.98,-2691.78,12.51,,,
0.54035625,1.27E-02,2701.77735,-24.048028,-23.1045661,47.15,-2701.78,12.72,,,
0.54235625,1.29E-02,2711.77698,-24.137045,-23.1900773,47.33,-2711.78,12.93,,,
0.54435625,1.32E-02,2721.77657,-24.2260627,-23.2755885,47.50,-2721.78,13.16,,,
0.54635625,1.34E-02,2731.77611,-24.3150813,-23.3610997,47.68,-2731.78,13.39,,,
0.54835625,1.36E-02,2741.77561,-24.4041007,-23.4466111,47.85,-2741.78,13.62,,,
0.55035625,1.39E-02,2751.77506,-24.4931212,-23.5321225,48.03,-2751.78,13.87,,,
0.55235625,1.41E-02,2761.77444,-24.5821428,-23.6176342,48.20,-2761.77,14.12,,,
