TIME, UY_5, FX_2, FY_3, FY_4,Load,Reacrion,Deflection,,,
3.64E-02,9.02E-03,106.8481,-75.0029125,-72.0608613,147.06,-106.85,9.02,,,
3.84E-02,9.53E-03,112.725977,-79.1289748,-76.0249838,155.15,-112.73,9.53,,,
4.04E-02,1.00E-02,118.603854,-83.255045,-79.9890985,163.24,-118.60,10.05,,,
4.24E-02,1.06E-02,124.481731,-87.3811236,-83.9532051,171.33,-124.48,10.56,,,
4.44E-02,1.11E-02,130.359609,-91.5072109,-87.9173031,179.42,-130.36,11.08,,,
4.64E-02,1.16E-02,136.237487,-95.6333074,-91.881392,187.51,-136.24,11.60,,,
4.84E-02,1.21E-02,142.115366,-99.7594137,-95.8454713,195.60,-142.12,12.12,,,
5.04E-02,1.26E-02,147.993244,-103.88553,-99.8095406,203.70,-147.99,12.65,,,
5.24E-02,1.32E-02,153.871124,-108.011657,-103.773599,211.79,-153.87,13.17,,,
5.44E-02,1.37E-02,159.749003,-112.137796,-107.737647,219.88,-159.75,13.70,,,
5.64E-02,1.42E-02,165.626883,-116.263946,-111.701683,227.97,-165.63,14.22,,,
5.84E-02,1.48E-02,171.504763,-120.390108,-115.665707,236.06,-171.50,14.75,,,
6.04E-02,1.53E-02,177.382644,-124.516283,-119.629719,244.15,-177.38,15.29,,,
6.24E-02,1.58E-02,183.260524,-128.642471,-123.593718,252.24,-183.26,15.82,,,
6.44E-02,1.64E-02,189.138406,-132.768673,-127.557702,260.33,-189.14,16.35,,,
6.64E-02,1.69E-02,195.016287,-136.89489,-131.521673,268.42,-195.02,16.89,,,
6.84E-02,1.74E-02,200.894169,-141.021121,-135.48563,276.51,-200.89,17.43,,,
7.04E-02,1.80E-02,206.772052,-145.147367,-139.449571,284.60,-206.77,17.97,,,
7.24E-02,1.85E-02,212.649934,-149.273629,-143.413496,292.69,-212.65,18.51,,,
7.44E-02,1.91E-02,218.527817,-153.399908,-147.377405,300.78,-218.53,19.06,,,
7.64E-02,1.96E-02,224.405701,-157.526204,-151.341298,308.87,-224.41,19.60,,,
7.84E-02,2.02E-02,230.283585,-161.652517,-155.305173,316.96,-230.28,20.15,,,
8.04E-02,2.07E-02,236.161469,-165.778848,-159.26903,325.05,-236.16,20.70,,,
8.24E-02,2.13E-02,242.039354,-169.905199,-163.232868,333.14,-242.04,21.25,,,
8.44E-02,2.18E-02,247.917239,-174.031568,-167.196687,341.23,-247.92,21.81,,,
8.64E-02,2.24E-02,253.795124,-178.157957,-171.160487,349.32,-253.80,22.36,,,
8.84E-02,2.29E-02,259.67301,-182.284367,-175.124266,357.41,-259.67,22.92,,,
9.04E-02,2.35E-02,265.550896,-186.410798,-179.088024,365.50,-265.55,23.48,,,
9.24E-02,2.40E-02,271.428783,-190.537251,-183.051761,373.59,-271.43,24.04,,,
9.44E-02,2.46E-02,277.30667,-194.663726,-187.015476,381.68,-277.31,24.60,,,
9.64E-02,2.52E-02,283.184557,-198.790224,-190.979168,389.77,-283.18,25.16,,,
9.84E-02,2.57E-02,289.062445,-202.916746,-194.942836,397.86,-289.06,25.73,,,
0.10035625,2.63E-02,294.940333,-207.043292,-198.90648,405.95,-294.94,26.30,,,
0.10235625,2.69E-02,300.818222,-211.169863,-202.8701,414.04,-300.82,26.87,,,
0.10435625,2.74E-02,306.696111,-215.296459,-206.833694,422.13,-306.70,27.44,,,
0.10635625,2.80E-02,312.574,-219.423082,-210.797263,430.22,-312.57,28.01,,,
0.10835625,2.86E-02,318.45189,-223.549731,-214.760804,438.31,-318.45,28.59,,,
0.11035625,2.92E-02,324.329763,-227.67641,-218.72432,446.40,-324.33,29.17,,,
0.11235625,2.97E-02,330.207611,-231.803119,-222.68781,454.49,-330.21,29.75,,,
0.11435625,3.03E-02,336.08546,-235.929857,-226.651271,462.58,-336.09,30.33,,,
0.11635625,3.09E-02,341.963308,-240.056626,-230.614703,470.67,-341.96,30.91,,,
0.11835625,3.15E-02,347.841157,-244.183425,-234.578105,478.76,-347.84,31.50,,,
0.12035625,3.21E-02,353.719005,-248.310255,-238.541476,486.85,-353.72,32.08,,,
0.12235625,3.27E-02,359.596853,-252.437117,-242.504816,494.94,-359.60,32.67,,,
0.12435625,3.33E-02,365.474701,-256.564012,-246.468124,503.03,-365.47,33.26,,,
0.12635625,3.39E-02,371.352549,-260.69094,-250.431399,511.12,-371.35,33.86,,,
0.12835625,3.45E-02,377.230398,-264.817903,-254.39464,519.21,-377.23,34.45,,,
0.13035625,3.50E-02,383.108245,-268.944901,-258.357847,527.30,-383.11,35.05,,,
0.13235625,3.56E-02,388.986093,-273.071935,-262.321019,535.39,-388.99,35.65,,,
0.13435625,3.62E-02,394.863941,-277.199005,-266.284154,543.48,-394.86,36.25,,,
0.13635625,3.68E-02,400.741789,-281.326113,-270.247253,551.57,-400.74,36.85,,,
0.13835625,3.75E-02,406.619637,-285.453259,-274.210315,559.66,-406.62,37.45,,,
0.14035625,3.81E-02,412.497485,-289.580443,-278.173338,567.75,-412.50,38.06,,,
0.14235625,3.87E-02,418.375332,-293.707668,-282.136323,575.84,-418.38,38.67,,,
0.14435625,3.93E-02,424.25318,-297.834933,-286.099267,583.93,-424.25,39.28,,,
0.14635625,3.99E-02,430.131028,-301.96224,-290.06217,592.02,-430.13,39.89,,,
0.14835625,4.05E-02,436.008875,-306.089589,-294.025032,600.11,-436.01,40.50,,,
0.15035625,4.11E-02,441.886722,-310.216982,-297.987852,608.20,-441.89,41.12,,,
0.15235625,4.17E-02,447.76457,-314.344418,-301.950628,616.30,-447.76,41.74,,,
0.15435625,4.24E-02,453.642417,-318.471899,-305.913361,624.39,-453.64,42.36,,,
0.15635625,4.30E-02,459.520264,-322.599426,-309.876048,632.48,-459.52,42.98,,,
0.15835625,4.36E-02,465.398112,-326.727,-313.838689,640.57,-465.40,43.60,,,
0.16035625,4.42E-02,471.275959,-330.854622,-317.801284,648.66,-471.28,44.23,,,
0.16235625,4.49E-02,477.153806,-334.982291,-321.763831,656.75,-477.15,44.86,,,
0.16435625,4.55E-02,483.031653,-339.110011,-325.726329,664.84,-483.03,45.49,,,
0.16635625,4.61E-02,488.9095,-343.23778,-329.688778,672.93,-488.91,46.12,,,
0.16835625,4.68E-02,494.787347,-347.365601,-333.651177,681.02,-494.79,46.75,,,
0.17035625,4.74E-02,500.665194,-351.493474,-337.613524,689.11,-500.67,47.39,,,
0.17235625,4.80E-02,506.543041,-355.6214,-341.575819,697.20,-506.54,48.02,,,
0.17435625,4.87E-02,512.420888,-359.749381,-345.53806,705.29,-512.42,48.66,,,
0.17635625,4.93E-02,518.298735,-363.877416,-349.500248,713.38,-518.30,49.31,,,
0.17835625,4.99E-02,524.176582,-368.005508,-353.46238,721.47,-524.18,49.95,,,
0.18035625,5.06E-02,530.054429,-372.133656,-357.424456,729.56,-530.05,50.59,,,
0.18235625,5.12E-02,535.932276,-376.261863,-361.386476,737.65,-535.93,51.24,,,
0.18435625,5.19E-02,541.810122,-380.390129,-365.348436,745.74,-541.81,51.89,,,
0.18635625,5.25E-02,547.687969,-384.518455,-369.310338,753.83,-547.69,52.54,,,
0.18835625,5.32E-02,553.565816,-388.646843,-373.272179,761.92,-553.57,53.20,,,
0.19035625,5.39E-02,559.443662,-392.775292,-377.233959,770.01,-559.44,53.85,,,
0.19235625,5.45E-02,565.321509,-396.903805,-381.195677,778.10,-565.32,54.51,,,
0.19435625,5.52E-02,571.199356,-401.032383,-385.157331,786.19,-571.20,55.17,,,
0.19635625,5.58E-02,577.077202,-405.161025,-389.118921,794.28,-577.08,55.83,,,
0.19835625,5.65E-02,582.955049,-409.289735,-393.080446,802.37,-582.96,56.49,,,
0.20035625,5.72E-02,588.832896,-413.418512,-397.041904,810.46,-588.83,57.16,,,
0.20235625,5.78E-02,594.710742,-417.547358,-401.003294,818.55,-594.71,57.83,,,
0.20435625,5.85E-02,600.588589,-421.676273,-404.964615,826.64,-600.59,58.50,,,
0.20635625,5.92E-02,606.466436,-425.80526,-408.925866,834.73,-606.47,59.17,,,
0.20835625,5.98E-02,612.344282,-429.934319,-412.887047,842.82,-612.34,59.84,,,
0.21035625,6.05E-02,618.222129,-434.063452,-416.848155,850.91,-618.22,60.52,,,
0.21235625,6.12E-02,624.099976,-438.192658,-420.809189,859.00,-624.10,61.19,,,
0.21435625,6.19E-02,629.977822,-442.321941,-424.770149,867.09,-629.98,61.87,,,
0.21635625,6.26E-02,635.855669,-446.4513,-428.731034,875.18,-635.86,62.55,,,
0.21835625,6.32E-02,641.733516,-450.580738,-432.691841,883.27,-641.73,63.24,,,
0.22035625,6.39E-02,647.611363,-454.710255,-436.65257,891.36,-647.61,63.92,,,
0.22235625,6.46E-02,653.489209,-458.839853,-440.61322,899.45,-653.49,64.61,,,
0.22435625,6.53E-02,659.367056,-462.969532,-444.573789,907.54,-659.37,65.30,,,
0.22635625,6.60E-02,665.244903,-467.099294,-448.534277,915.63,-665.24,65.99,,,
0.22835625,6.67E-02,671.12275,-471.229141,-452.494681,923.72,-671.12,66.68,,,
0.23035625,6.74E-02,677.000597,-475.359073,-456.455,931.81,-677.00,67.38,,,
0.23235625,6.81E-02,682.878444,-479.489092,-460.415235,939.90,-682.88,68.08,,,
0.23435625,6.88E-02,688.756291,-483.6192,-464.375382,947.99,-688.76,68.78,,,
0.23635625,6.95E-02,694.634138,-487.749397,-468.335441,956.08,-694.63,69.48,,,
0.23835625,7.02E-02,700.511986,-491.879684,-472.295411,964.18,-700.51,70.18,,,
0.24035625,7.09E-02,706.389833,-496.010064,-476.255289,972.27,-706.39,70.89,,,
0.24235625,7.16E-02,712.26768,-500.140538,-480.215076,980.36,-712.27,71.59,,,
0.24435625,7.23E-02,718.145528,-504.271106,-484.174769,988.45,-718.15,72.30,,,
0.24635625,7.30E-02,724.023376,-508.40177,-488.134367,996.54,-724.02,73.01,,,
0.24835625,7.37E-02,729.901223,-512.532532,-492.093868,1004.63,-729.90,73.73,,,
0.25035625,7.44E-02,735.779071,-516.663394,-496.053272,1012.72,-735.78,74.44,,,
0.25235625,7.52E-02,741.656919,-520.794355,-500.012577,1020.81,-741.66,75.16,,,
0.25435625,7.59E-02,747.534767,-524.925419,-503.971782,1028.90,-747.53,75.88,,,
0.25635625,7.66E-02,753.412615,-529.056585,-507.930884,1036.99,-753.41,76.60,,,
0.25835625,7.73E-02,759.290464,-533.187857,-511.889883,1045.08,-759.29,77.32,,,
0.26035625,7.80E-02,765.168312,-537.319235,-515.848777,1053.17,-765.17,78.04,,,
0.26235625,7.88E-02,771.046161,-541.45072,-519.807565,1061.26,-771.05,78.77,,,
0.26435625,7.95E-02,776.924009,-545.582315,-523.766245,1069.35,-776.92,79.50,,,
0.26635625,8.02E-02,782.801858,-549.71402,-527.724816,1077.44,-782.80,80.23,,,
0.26835625,8.10E-02,788.679708,-553.845837,-531.683277,1085.53,-788.68,80.96,,,
0.27035625,8.17E-02,794.557557,-557.977769,-535.641624,1093.62,-794.56,81.69,,,
0.27235625,8.24E-02,800.435406,-562.109815,-539.599859,1101.71,-800.44,82.43,,,
0.27435625,8.32E-02,806.313256,-566.241978,-543.557977,1109.80,-806.31,83.17,,,
0.27635625,8.39E-02,812.191106,-570.37426,-547.515979,1117.89,-812.19,83.91,,,
0.27835625,8.46E-02,818.068956,-574.506662,-551.473862,1125.98,-818.07,84.65,,,
0.28035625,8.54E-02,823.946806,-578.639185,-555.431625,1134.07,-823.95,85.39,,,
0.28235625,8.61E-02,829.824657,-582.771831,-559.389267,1142.16,-829.82,86.14,,,
0.28435625,8.69E-02,835.702508,-586.904602,-563.346786,1150.25,-835.70,86.89,,,
0.28635625,8.76E-02,841.580359,-591.0375,-567.304179,1158.34,-841.58,87.63,,,
0.28835625,8.84E-02,847.45821,-595.170525,-571.261446,1166.43,-847.46,88.39,,,
0.29035625,8.91E-02,853.336062,-599.30368,-575.218584,1174.52,-853.34,89.14,,,
0.29235625,8.99E-02,859.213914,-603.436967,-579.175594,1182.61,-859.21,89.89,,,
0.29435625,9.06E-02,865.091766,-607.570386,-583.13247,1190.70,-865.09,90.65,,,
0.29635625,9.14E-02,870.969619,-611.703941,-587.089214,1198.79,-870.97,91.41,,,
0.29835625,9.22E-02,876.847471,-615.837632,-591.045824,1206.88,-876.85,92.17,,,
0.30035625,9.29E-02,882.725325,-619.971461,-595.002296,1214.97,-882.73,92.93,,,
0.30235625,9.37E-02,888.603178,-624.10543,-598.95863,1223.06,-888.60,93.69,,,
0.30435625,9.45E-02,894.481032,-628.23954,-602.914824,1231.15,-894.48,94.46,,,
0.30635625,9.52E-02,900.358886,-632.373794,-606.870876,1239.24,-900.36,95.23,,,
0.30835625,9.60E-02,906.236741,-636.508193,-610.826784,1247.33,-906.24,95.99,,,
0.31035625,9.68E-02,912.114596,-640.64274,-614.782546,1255.43,-912.11,96.77,,,
0.31235625,9.75E-02,917.992451,-644.777435,-618.738162,1263.52,-917.99,97.54,,,
0.31435625,9.83E-02,923.870307,-648.91228,-622.693629,1271.61,-923.87,98.31,,,
0.31635625,9.91E-02,929.748163,-653.047278,-626.648944,1279.70,-929.75,99.09,,,
0.31835625,9.99E-02,935.62602,-657.182431,-630.604107,1287.79,-935.63,99.87,,,
0.32035625,0.100644987,941.503877,-661.317739,-634.559115,1295.88,-941.50,100.64,,,
0.32235625,0.101425983,947.381734,-665.453206,-638.513966,1303.97,-947.38,101.43,,,
0.32435625,0.10220866,953.259592,-669.588832,-642.468659,1312.06,-953.26,102.21,,,
0.32635625,0.102993006,959.137451,-673.72462,-646.423193,1320.15,-959.14,102.99,,,
0.32835625,0.10377901,965.01531,-677.860572,-650.377563,1328.24,-965.02,103.78,,,
0.33035625,0.10456666,970.893169,-681.99669,-654.33177,1336.33,-970.89,104.57,,,
0.33235625,0.105355945,976.771029,-686.132975,-658.28581,1344.42,-976.77,105.36,,,
0.33435625,0.106146852,982.64889,-690.269429,-662.239683,1352.51,-982.65,106.15,,,
0.33635625,0.10693937,988.526751,-694.406055,-666.193385,1360.60,-988.53,106.94,,,
0.33835625,0.107733484,994.404613,-698.542855,-670.146916,1368.69,-994.40,107.73,,,
0.34035625,0.108529184,1000.28248,-702.67983,-674.100273,1376.78,-1000.28,108.53,,,
0.34235625,0.109326456,1006.16034,-706.816982,-678.053453,1384.87,-1006.16,109.33,,,
0.34435625,0.110125286,1012.0382,-710.954314,-682.006455,1392.96,-1012.04,110.13,,,
0.34635625,0.110925661,1017.91607,-715.091827,-685.959278,1401.05,-1017.92,110.93,,,
0.34835625,0.111727568,1023.79393,-719.229524,-689.911918,1409.14,-1023.79,111.73,,,
0.35035625,0.112530993,1029.6718,-723.367406,-693.864374,1417.23,-1029.67,112.53,,,
0.35235625,0.113335921,1035.54966,-727.505476,-697.816644,1425.32,-1035.55,113.34,,,
0.35435625,0.114142338,1041.42753,-731.643736,-701.768725,1433.41,-1041.43,114.14,,,
0.35635625,0.11495023,1047.3054,-735.782187,-705.720616,1441.50,-1047.31,114.95,,,
0.35835625,0.115759581,1053.18326,-739.920833,-709.672315,1449.59,-1053.18,115.76,,,
0.36035625,0.116570378,1059.06113,-744.059674,-713.623819,1457.68,-1059.06,116.57,,,
0.36235625,0.117382604,1064.939,-748.198714,-717.575127,1465.77,-1064.94,117.38,,,
0.36435625,0.118196244,1070.81687,-752.337954,-721.526234,1473.86,-1070.82,118.20,,,
0.36635625,0.119011282,1076.69474,-756.477396,-725.477141,1481.95,-1076.69,119.01,,,
0.36835625,0.119827703,1082.57262,-760.617043,-729.427845,1490.04,-1082.57,119.83,,,
0.37035625,0.12064549,1088.45049,-764.756896,-733.378343,1498.14,-1088.45,120.65,,,
0.37235625,0.121464627,1094.32836,-768.896959,-737.328632,1506.23,-1094.33,121.46,,,
0.37435625,0.122285098,1100.20624,-773.037233,-741.278713,1514.32,-1100.21,122.29,,,
0.37635625,0.123106885,1106.08411,-777.17772,-745.228581,1522.41,-1106.08,123.11,,,
0.37835625,0.123929972,1111.96199,-781.318423,-749.178234,1530.50,-1111.96,123.93,,,
0.38035625,0.124754341,1117.83986,-785.459343,-753.127671,1538.59,-1117.84,124.75,,,
0.38235625,0.125579975,1123.71774,-789.600484,-757.076888,1546.68,-1123.72,125.58,,,
0.38435625,0.126406857,1129.59562,-793.741847,-761.025885,1554.77,-1129.60,126.41,,,
0.38635625,0.127234968,1135.4735,-797.883435,-764.974657,1562.86,-1135.47,127.23,,,
0.38835625,0.12806429,1141.35138,-802.02525,-768.923203,1570.95,-1141.35,128.06,,,
0.39035625,0.128894805,1147.22926,-806.167293,-772.871522,1579.04,-1147.23,128.89,,,
0.39235625,0.129726495,1153.10715,-810.309569,-776.81961,1587.13,-1153.11,129.73,,,
0.39435625,0.13055934,1158.98503,-814.452078,-780.767465,1595.22,-1158.99,130.56,,,
0.39635625,0.131393322,1164.86291,-818.594823,-784.715084,1603.31,-1164.86,131.39,,,
0.39835625,0.132228422,1170.7408,-822.737807,-788.662466,1611.40,-1170.74,132.23,,,
0.40035625,0.133064621,1176.61869,-826.881032,-792.609607,1619.49,-1176.62,133.06,,,
0.40235625,0.133901898,1182.49657,-831.0245,-796.556507,1627.58,-1182.50,133.90,,,
0.40435625,0.134740234,1188.37446,-835.168214,-800.503161,1635.67,-1188.37,134.74,,,
0.40635625,0.13557961,1194.25235,-839.312176,-804.449569,1643.76,-1194.25,135.58,,,
0.40835625,0.136420005,1200.13024,-843.456388,-808.395725,1651.85,-1200.13,136.42,,,
0.41035625,0.137261398,1206.00813,-847.600853,-812.341631,1659.94,-1206.01,137.26,,,
0.41235625,0.138103769,1211.88603,-851.745573,-816.287281,1668.03,-1211.89,138.10,,,
0.41435625,0.138947098,1217.76392,-855.890551,-820.232674,1676.12,-1217.76,138.95,,,
0.41635625,0.139791364,1223.64181,-860.035789,-824.177808,1684.21,-1223.64,139.79,,,
0.41835625,0.140636545,1229.51971,-864.181289,-828.12268,1692.30,-1229.52,140.64,,,
0.42035625,0.14148262,1235.39761,-868.327054,-832.067286,1700.39,-1235.40,141.48,,,
0.42235625,0.142329569,1241.27551,-872.473087,-836.011626,1708.48,-1241.28,142.33,,,
0.42435625,0.143177368,1247.15341,-876.61939,-839.955696,1716.58,-1247.15,143.18,,,
0.42635625,0.144025997,1253.03131,-880.765965,-843.899494,1724.67,-1253.03,144.03,,,
0.42835625,0.144875434,1258.90921,-884.912815,-847.843017,1732.76,-1258.91,144.88,,,
0.43035625,0.145725655,1264.78711,-889.059943,-851.786264,1740.85,-1264.79,145.73,,,
0.43235625,0.14657664,1270.66502,-893.20735,-855.72923,1748.94,-1270.67,146.58,,,
0.43435625,0.147428366,1276.54292,-897.35504,-859.671914,1757.03,-1276.54,147.43,,,
0.43635625,0.148280809,1282.42083,-901.503015,-863.614313,1765.12,-1282.42,148.28,,,
0.43835625,0.149133948,1288.29874,-905.651277,-867.556424,1773.21,-1288.30,149.13,,,
0.44035625,0.149987759,1294.17665,-909.79983,-871.498246,1781.30,-1294.18,149.99,,,
0.44235625,0.15084222,1300.05456,-913.948675,-875.439773,1789.39,-1300.05,150.84,,,
0.44435625,0.151697306,1305.93247,-918.097815,-879.381007,1797.48,-1305.93,151.70,,,
0.44635625,0.152552996,1311.81038,-922.247253,-883.321941,1805.57,-1311.81,152.55,,,
0.44835625,0.153409264,1317.6883,-926.396992,-887.262576,1813.66,-1317.69,153.41,,,
0.45035625,0.154266088,1323.56621,-930.547033,-891.202907,1821.75,-1323.57,154.27,,,
0.45235625,0.155123444,1329.44413,-934.69738,-895.142932,1829.84,-1329.44,155.12,,,
0.45435625,0.155981308,1335.32205,-938.848035,-899.082648,1837.93,-1335.32,155.98,,,
0.45635625,0.156839656,1341.19997,-942.999001,-903.022054,1846.02,-1341.20,156.84,,,
0.45835625,0.157698463,1347.07789,-947.150281,-906.961145,1854.11,-1347.08,157.70,,,
0.46035625,0.158557706,1352.95581,-951.301876,-910.899919,1862.20,-1352.96,158.56,,,
0.46235625,0.15941736,1358.83373,-955.45379,-914.838374,1870.29,-1358.83,159.42,,,
0.46435625,0.160277401,1364.71166,-959.606025,-918.776508,1878.38,-1364.71,160.28,,,
0.46635625,0.161137804,1370.58958,-963.758585,-922.714316,1886.47,-1370.59,161.14,,,
0.46835625,0.161998545,1376.46751,-967.91147,-926.651797,1894.56,-1376.47,162.00,,,
0.47035625,0.162859598,1382.34544,-972.064686,-930.588948,1902.65,-1382.35,162.86,,,
0.47235625,0.163720939,1388.22337,-976.218233,-934.525765,1910.74,-1388.22,163.72,,,
0.47435625,0.164582543,1394.1013,-980.372114,-938.462248,1918.83,-1394.10,164.58,,,
0.47635625,0.165444385,1399.97923,-984.526333,-942.398391,1926.92,-1399.98,165.44,,,
0.47835625,0.166306439,1405.85716,-988.680892,-946.334194,1935.02,-1405.86,166.31,,,
0.48035625,0.167168681,1411.7351,-992.835794,-950.269653,1943.11,-1411.74,167.17,,,
0.48235625,0.168031085,1417.61304,-996.991041,-954.204766,1951.20,-1417.61,168.03,,,
0.48435625,0.168893626,1423.49097,-1001.14664,-958.139529,1959.29,-1423.49,168.89,,,
0.48635625,0.169756278,1429.36891,-1005.30258,-962.073939,1967.38,-1429.37,169.76,,,
0.48835625,0.170619017,1435.24685,-1009.45888,-966.007995,1975.47,-1435.25,170.62,,,
