TIME, UX_2
2.E-04, 3.08737388E-05
4.E-04, 5.947082219E-05
7.E-04, 1.107708636E-04
1.15E-03, 1.996704911E-04
1.825E-03, 3.451927112E-04
2.8375E-03, 5.742404743E-04
4.35625E-03, 9.267970796E-04
6.35625E-03, 1.39746501E-03
8.35625E-03, 1.87155929E-03
1.035625E-02, 2.347619536E-03
1.235625E-02, 2.825148674E-03
1.435625E-02, 3.303859995E-03
1.635625E-02, 3.78359799E-03
1.835625E-02, 4.264270314E-03
2.035625E-02, 4.745818003E-03
2.235625E-02, 5.228201647E-03
2.435625E-02, 5.711393967E-03
2.635625E-02, 6.195375582E-03
2.835625E-02, 6.68013245E-03
3.035625E-02, 7.165654256E-03
3.235625E-02, 7.651933359E-03
3.435625E-02, 8.138964085E-03
3.635625E-02, 8.626742233E-03
3.835625E-02, 9.115264722E-03
4.035625E-02, 9.604529349E-03
4.235625E-02, 1.009453459E-02
4.435625E-02, 1.058527947E-02
4.635625E-02, 1.107676346E-02
4.835625E-02, 1.156898639E-02
5.035625E-02, 1.206194836E-02
5.235625E-02, 1.255564976E-02
5.435625E-02, 1.305009115E-02
5.635625E-02, 1.354527328E-02
5.835625E-02, 1.404119703E-02
6.035625E-02, 1.453786344E-02
6.235625E-02, 1.503527363E-02
6.435625E-02, 1.553342883E-02
6.635625E-02, 1.603233035E-02
6.835625E-02, 1.653197956E-02
7.035625E-02, 1.703237792E-02
7.235625E-02, 1.753352692E-02
7.435625E-02, 1.803542813E-02
7.635625E-02, 1.853808314E-02
7.835625E-02, 1.904149361E-02
8.035625E-02, 1.95456612E-02
8.235625E-02, 2.005058765E-02
8.435625E-02, 2.055627469E-02
8.635625E-02, 2.106272411E-02
8.835625E-02, 2.156993772E-02
9.035625E-02, 2.207791734E-02
9.235625E-02, 2.258666483E-02
9.435625E-02, 2.309618206E-02
9.635625E-02, 2.360647095E-02
9.835625E-02, 2.411753339E-02
0.10035625, 2.462937134E-02
0.10235625, 2.514198675E-02
0.10435625, 2.565538159E-02
0.10635625, 2.616955784E-02
0.10835625, 2.668451752E-02
0.11035625, 2.720026264E-02
0.11235625, 2.771679524E-02
0.11435625, 2.823411736E-02
0.11635625, 2.875223108E-02
0.11835625, 2.927113846E-02
0.12035625, 2.97908416E-02
0.12235625, 3.03113426E-02
0.12435625, 3.083264357E-02
0.12635625, 3.135474664E-02
0.12835625, 3.187765395E-02
0.13035625, 3.240136766E-02
0.13235625, 3.292588992E-02
0.13435625, 3.345122291E-02
0.13635625, 3.397736882E-02
0.13835625, 3.450432985E-02
0.14035625, 3.503210821E-02
0.14235625, 3.556070612E-02
0.14435625, 3.60901258E-02
0.14635625, 3.662036951E-02
0.14835625, 3.71514395E-02
0.15035625, 3.768333803E-02
0.15235625, 3.821606738E-02
0.15435625, 3.874962984E-02
0.15635625, 3.928402771E-02
0.15835625, 3.981926329E-02
0.16035625, 4.03553389E-02
0.16235625, 4.089225688E-02
0.16435625, 4.143001956E-02
0.16635625, 4.19686293E-02
0.16835625, 4.250808846E-02
0.17035625, 4.304839942E-02
0.17235625, 4.358956456E-02
0.17435625, 4.413158627E-02
0.17635625, 4.467446697E-02
0.17835625, 4.521820906E-02
0.18035625, 4.576281498E-02
0.18235625, 4.630828717E-02
0.18435625, 4.685462807E-02
0.18635625, 4.740184015E-02
0.18835625, 4.794992587E-02
0.19035625, 4.849888773E-02
0.19235625, 4.904872821E-02
0.19435625, 4.959944982E-02
0.19635625, 5.015105508E-02
0.19835625, 5.070354651E-02
0.20035625, 5.125692665E-02
0.20235625, 5.181119805E-02
0.20435625, 5.236636327E-02
0.20635625, 5.292242488E-02
0.20835625, 5.347938548E-02
0.21035625, 5.403724764E-02
0.21235625, 5.459601398E-02
0.21435625, 5.515568712E-02
0.21635625, 5.571626968E-02
0.21835625, 5.627776431E-02
0.22035625, 5.684017366E-02
0.22235625, 5.74035004E-02
0.22435625, 5.796774719E-02
0.22635625, 5.853291673E-02
0.22835625, 5.909901172E-02
0.23035625, 5.966603486E-02
0.23235625, 6.023398889E-02
0.23435625, 6.080287654E-02
0.23635625, 6.137270056E-02
0.23835625, 6.19434637E-02
0.24035625, 6.251516875E-02
0.24235625, 6.308781847E-02
0.24435625, 6.366141568E-02
0.24635625, 6.423596318E-02
0.24835625, 6.481146379E-02
0.25035625, 6.538792035E-02
0.25235625, 6.596533571E-02
0.25435625, 6.654371271E-02
0.25635625, 6.712305425E-02
0.25835625, 6.77033632E-02
0.26035625, 6.828464246E-02
0.26235625, 6.886689494E-02
0.26435625, 6.945012356E-02
0.26635625, 7.003433128E-02
0.26835625, 7.061952102E-02
0.27035625, 7.120569577E-02
0.27235625, 7.179285849E-02
0.27435625, 7.238101218E-02
0.27635625, 7.297015984E-02
