TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,,
0.11635625,1.27E-02,553.306953,-91.6888298,-88.0914123,179.78,-553.31,12.70,,,,
0.11835625,1.30E-02,562.817528,-93.2648695,-89.6055422,182.87,-562.82,12.96,,,,
0.12035625,1.32E-02,572.328103,-94.8409115,-91.1196699,185.96,-572.33,13.22,,,,
0.12235625,1.35E-02,581.838678,-96.4169559,-92.6337951,189.05,-581.84,13.48,,,,
0.12435625,1.37E-02,591.349254,-97.9930026,-94.147918,192.14,-591.35,13.75,,,,
0.12635625,1.40E-02,600.859829,-99.5690518,-95.6620383,195.23,-600.86,14.02,,,,
0.12835625,1.43E-02,610.370405,-101.145103,-97.1761561,198.32,-610.37,14.28,,,,
0.13035625,1.46E-02,619.880981,-102.721158,-98.6902713,201.41,-619.88,14.55,,,,
0.13235625,1.48E-02,629.391557,-104.297215,-100.204384,204.50,-629.39,14.83,,,,
0.13435625,1.51E-02,638.902134,-105.873275,-101.718493,207.59,-638.90,15.10,,,,
0.13635625,1.54E-02,648.412711,-107.449337,-103.2326,210.68,-648.41,15.38,,,,
0.13835625,1.57E-02,657.923288,-109.025403,-104.746704,213.77,-657.92,15.65,,,,
0.14035625,1.59E-02,667.433865,-110.601471,-106.260805,216.86,-667.43,15.93,,,,
0.14235625,1.62E-02,676.944443,-112.177543,-107.774902,219.95,-676.94,16.21,,,,
0.14435625,1.65E-02,686.45502,-113.753618,-109.288997,223.04,-686.46,16.50,,,,
0.14635625,1.68E-02,695.965599,-115.329695,-110.803088,226.13,-695.97,16.78,,,,
0.14835625,1.71E-02,705.476177,-116.905777,-112.317176,229.22,-705.48,17.07,,,,
0.15035625,1.74E-02,714.986756,-118.481861,-113.83126,232.31,-714.99,17.36,,,,
0.15235625,1.76E-02,724.497334,-120.05795,-115.345341,235.40,-724.50,17.65,,,,
0.15435625,1.79E-02,734.007914,-121.634041,-116.859418,238.49,-734.01,17.94,,,,
0.15635625,1.82E-02,743.518493,-123.210137,-118.373492,241.58,-743.52,18.23,,,,
0.15835625,1.85E-02,753.029073,-124.786236,-119.887561,244.67,-753.03,18.53,,,,
0.16035625,1.88E-02,762.539653,-126.362339,-121.401627,247.76,-762.54,18.83,,,,
0.16235625,1.91E-02,772.050233,-127.938447,-122.915689,250.85,-772.05,19.13,,,,
0.16435625,1.94E-02,781.560814,-129.514558,-124.429746,253.94,-781.56,19.43,,,,
0.16635625,1.97E-02,791.071395,-131.090673,-125.943799,257.03,-791.07,19.74,,,,
0.16835625,2.00E-02,800.581977,-132.666793,-127.457848,260.12,-800.58,20.05,,,,
0.17035625,2.04E-02,810.092558,-134.242917,-128.971893,263.21,-810.09,20.35,,,,
0.17235625,2.07E-02,819.60314,-135.819046,-130.485933,266.30,-819.60,20.67,,,,
0.17435625,2.10E-02,829.113723,-137.395179,-131.999968,269.40,-829.11,20.98,,,,
0.17635625,2.13E-02,838.624305,-138.971317,-133.513998,272.49,-838.62,21.29,,,,
0.17835625,2.16E-02,848.134889,-140.54746,-135.028023,275.58,-848.13,21.61,,,,
0.18035625,2.19E-02,857.645472,-142.123608,-136.542044,278.67,-857.65,21.93,,,,
0.18235625,2.23E-02,867.156056,-143.69976,-138.056059,281.76,-867.16,22.25,,,,
0.18435625,2.26E-02,876.66664,-145.275919,-139.570069,284.85,-876.67,22.58,,,,
0.18635625,2.29E-02,886.177225,-146.852082,-141.084073,287.94,-886.18,22.91,,,,
0.18835625,2.32E-02,895.68781,-148.428251,-142.598072,291.03,-895.69,23.24,,,,
0.19035625,2.36E-02,905.198395,-150.004426,-144.112065,294.12,-905.20,23.57,,,,
0.19235625,2.39E-02,914.708981,-151.580606,-145.626052,297.21,-914.71,23.90,,,,
0.19435625,2.42E-02,924.219568,-153.156793,-147.140033,300.30,-924.22,24.24,,,,
0.19635625,2.46E-02,933.730154,-154.732985,-148.654008,303.39,-933.73,24.58,,,,
0.19835625,2.49E-02,943.240742,-156.309183,-150.167977,306.48,-943.24,24.92,,,,
0.20035625,2.53E-02,952.751329,-157.885388,-151.681939,309.57,-952.75,25.26,,,,
0.20235625,2.56E-02,962.261917,-159.4616,-153.195894,312.66,-962.26,25.61,,,,
0.20435625,2.60E-02,971.772506,-161.037818,-154.709843,315.75,-971.77,25.96,,,,
0.20635625,2.63E-02,981.283095,-162.614043,-156.223785,318.84,-981.28,26.31,,,,
0.20835625,2.67E-02,990.793684,-164.190274,-157.73772,321.93,-990.79,26.66,,,,
0.21035625,2.70E-02,1000.30427,-165.766513,-159.251648,325.02,-1000.30,27.02,,,,
0.21235625,2.74E-02,1009.81486,-167.34276,-160.765568,328.11,-1009.81,27.38,,,,
0.21435625,2.77E-02,1019.32546,-168.919013,-162.27948,331.20,-1019.33,27.74,,,,
0.21635625,2.81E-02,1028.83605,-170.495275,-163.793384,334.29,-1028.84,28.11,,,,
0.21835625,2.85E-02,1038.34664,-172.071544,-165.307281,337.38,-1038.35,28.47,,,,
0.22035625,2.88E-02,1047.85723,-173.647821,-166.821169,340.47,-1047.86,28.84,,,,
0.22235625,2.92E-02,1057.36783,-175.224107,-168.335049,343.56,-1057.37,29.22,,,,
0.22435625,2.96E-02,1066.87842,-176.800401,-169.848921,346.65,-1066.88,29.59,,,,
0.22635625,3.00E-02,1076.38901,-178.376703,-171.362783,349.74,-1076.39,29.97,,,,
0.22835625,3.04E-02,1085.89961,-179.953015,-172.876637,352.83,-1085.90,30.35,,,,
0.23035625,3.07E-02,1095.4102,-181.529335,-174.390481,355.92,-1095.41,30.74,,,,
0.23235625,3.11E-02,1104.9208,-183.105664,-175.904316,359.01,-1104.92,31.12,,,,
0.23435625,3.15E-02,1114.4314,-184.682003,-177.418141,362.10,-1114.43,31.51,,,,
0.23635625,3.19E-02,1123.94199,-186.258352,-178.931957,365.19,-1123.94,31.91,,,,
0.23835625,3.23E-02,1133.45259,-187.834711,-180.445762,368.28,-1133.45,32.30,,,,
0.24035625,3.27E-02,1142.96319,-189.411079,-181.959556,371.37,-1142.96,32.70,,,,
0.24235625,3.31E-02,1152.47379,-190.987459,-183.473341,374.46,-1152.47,33.11,,,,
0.24435625,3.35E-02,1161.98439,-192.563848,-184.987114,377.55,-1161.98,33.51,,,,
0.24635625,3.39E-02,1171.49499,-194.140249,-186.500876,380.64,-1171.49,33.92,,,,
0.24835625,3.43E-02,1181.00559,-195.71666,-188.014627,383.73,-1181.01,34.33,,,,
0.25035625,3.47E-02,1190.51619,-197.293083,-189.528366,386.82,-1190.52,34.75,,,,
0.25235625,3.52E-02,1200.0268,-198.869518,-191.042093,389.91,-1200.03,35.17,,,,
0.25435625,3.56E-02,1209.5374,-200.445965,-192.555808,393.00,-1209.54,35.59,,,,
0.25635625,3.60E-02,1219.04801,-202.022423,-194.06951,396.09,-1219.05,36.01,,,,
0.25835625,3.64E-02,1228.55861,-203.598895,-195.5832,399.18,-1228.56,36.44,,,,
0.26035625,3.69E-02,1238.06922,-205.175379,-197.096877,402.27,-1238.07,36.87,,,,
0.26235625,3.73E-02,1247.57982,-206.751876,-198.61054,405.36,-1247.58,37.31,,,,
0.26435625,3.77E-02,1257.09043,-208.328386,-200.124189,408.45,-1257.09,37.75,,,,
0.26635625,3.82E-02,1266.60104,-209.90491,-201.637824,411.54,-1266.60,38.19,,,,
0.26835625,3.86E-02,1276.11165,-211.481448,-203.151445,414.63,-1276.11,38.64,,,,
0.27035625,3.91E-02,1285.62226,-213.058,-204.665051,417.72,-1285.62,39.09,,,,
0.27235625,3.95E-02,1295.13287,-214.634567,-206.178643,420.81,-1295.13,39.54,,,,
0.27435625,4.00E-02,1304.64348,-216.211149,-207.692218,423.90,-1304.64,40.00,,,,
0.27635625,4.05E-02,1314.1541,-217.787746,-209.205778,426.99,-1314.15,40.46,,,,
0.27835625,4.09E-02,1323.66471,-219.364359,-210.719322,430.08,-1323.66,40.92,,,,
0.28035625,4.14E-02,1333.17533,-220.940988,-212.232849,433.17,-1333.18,41.39,,,,
0.28235625,4.19E-02,1342.68594,-222.517634,-213.746359,436.26,-1342.69,41.87,,,,
0.28435625,4.23E-02,1352.19656,-224.094296,-215.259852,439.35,-1352.20,42.34,,,,
0.28635625,4.28E-02,1361.70718,-225.670976,-216.773327,442.44,-1361.71,42.82,,,,
0.28835625,4.33E-02,1371.2178,-227.247673,-218.286784,445.53,-1371.22,43.31,,,,
0.29035625,4.38E-02,1380.72842,-228.824388,-219.800222,448.62,-1380.73,43.80,,,,
0.29235625,4.43E-02,1390.23904,-230.401121,-221.313641,451.71,-1390.24,44.29,,,,
0.29435625,4.48E-02,1399.74966,-231.977874,-222.827041,454.80,-1399.75,44.78,,,,
0.29635625,4.53E-02,1409.26028,-233.554645,-224.340421,457.90,-1409.26,45.29,,,,
0.29835625,4.58E-02,1418.77091,-235.131437,-225.85378,460.99,-1418.77,45.79,,,,
0.30035625,4.63E-02,1428.28153,-236.708248,-227.367118,464.08,-1428.28,46.30,,,,
0.30235625,4.68E-02,1437.79216,-238.28508,-228.880435,467.17,-1437.79,46.81,,,,
0.30435625,4.73E-02,1447.30279,-239.861934,-230.39373,470.26,-1447.30,47.33,,,,
0.30635625,4.79E-02,1456.81342,-241.438809,-231.907003,473.35,-1456.81,47.86,,,,
0.30835625,4.84E-02,1466.32405,-243.015706,-233.420252,476.44,-1466.32,48.38,,,,
0.31035625,4.89E-02,1475.83468,-244.592626,-234.933478,479.53,-1475.83,48.91,,,,
0.31235625,4.95E-02,1485.34532,-246.169569,-236.44668,482.62,-1485.35,49.45,,,,
0.31435625,5.00E-02,1494.85595,-247.746536,-237.959857,485.71,-1494.86,49.99,,,,
0.31635625,5.05E-02,1504.36659,-249.323527,-239.473009,488.80,-1504.37,50.54,,,,
0.31835625,5.11E-02,1513.87723,-250.900543,-240.986135,491.89,-1513.88,51.09,,,,
0.32035625,5.16E-02,1523.38787,-252.477585,-242.499235,494.98,-1523.39,51.64,,,,
0.32235625,5.22E-02,1532.89851,-254.054653,-244.012308,498.07,-1532.90,52.20,,,,
0.32435625,5.28E-02,1542.40915,-255.631747,-245.525352,501.16,-1542.41,52.77,,,,
0.32635625,5.33E-02,1551.91979,-257.208868,-247.038368,504.25,-1551.92,53.34,,,,
0.32835625,5.39E-02,1561.43044,-258.786018,-248.551356,507.34,-1561.43,53.91,,,,
0.33035625,5.45E-02,1570.94109,-260.363196,-250.064313,510.43,-1570.94,54.49,,,,
0.33235625,5.51E-02,1580.45174,-261.940404,-251.57724,513.52,-1580.45,55.08,,,,
0.33435625,5.57E-02,1589.96239,-263.517641,-253.090135,516.61,-1589.96,55.67,,,,
0.33635625,5.63E-02,1599.47304,-265.094909,-254.602999,519.70,-1599.47,56.26,,,,
0.33835625,5.69E-02,1608.98369,-266.672209,-256.115829,522.79,-1608.98,56.87,,,,
0.34035625,5.75E-02,1618.49435,-268.24954,-257.628626,525.88,-1618.49,57.47,,,,
0.34235625,5.81E-02,1628.00501,-269.826905,-259.141389,528.97,-1628.01,58.08,,,,
0.34435625,5.87E-02,1637.51567,-271.404303,-260.654116,532.06,-1637.52,58.70,,,,
0.34635625,5.93E-02,1647.02633,-272.981736,-262.166808,535.15,-1647.03,59.32,,,,
0.34835625,6.00E-02,1656.537,-274.559204,-263.679462,538.24,-1656.54,59.95,,,,
0.35035625,6.06E-02,1666.04766,-276.136708,-265.192078,541.33,-1666.05,60.59,,,,
0.35235625,6.12E-02,1675.55833,-277.714249,-266.704656,544.42,-1675.56,61.23,,,,
0.35435625,6.19E-02,1685.069,-279.291828,-268.217194,547.51,-1685.07,61.87,,,,
0.35635625,6.25E-02,1694.57968,-280.869446,-269.729691,550.60,-1694.58,62.53,,,,
0.35835625,6.32E-02,1704.09035,-282.447103,-271.242147,553.69,-1704.09,63.18,,,,
0.36035625,6.38E-02,1713.60103,-284.024801,-272.75456,556.78,-1713.60,63.85,,,,
0.36235625,6.45E-02,1723.11171,-285.602541,-274.266929,559.87,-1723.11,64.52,,,,
0.36435625,6.52E-02,1732.62239,-287.180323,-275.779253,562.96,-1732.62,65.19,,,,
0.36635625,6.59E-02,1742.13308,-288.758149,-277.291531,566.05,-1742.13,65.88,,,,
0.36835625,6.66E-02,1751.64377,-290.33602,-278.803763,569.14,-1751.64,66.57,,,,
0.37035625,6.73E-02,1761.15446,-291.913936,-280.315946,572.23,-1761.15,67.26,,,,
0.37235625,6.80E-02,1770.66515,-293.491899,-281.82808,575.32,-1770.67,67.96,,,,
0.37435625,6.87E-02,1780.17585,-295.069911,-283.340163,578.41,-1780.18,68.67,,,,
0.37635625,6.94E-02,1789.68655,-296.647971,-284.852194,581.50,-1789.69,69.39,,,,
0.37835625,7.01E-02,1799.19726,-298.226082,-286.364173,584.59,-1799.20,70.11,,,,
0.38035625,7.08E-02,1808.70796,-299.804244,-287.876097,587.68,-1808.71,70.84,,,,
0.38235625,7.16E-02,1818.21867,-301.382458,-289.387964,590.77,-1818.22,71.57,,,,
0.38435625,7.23E-02,1827.72939,-302.960727,-290.899775,593.86,-1827.73,72.31,,,,
0.38635625,7.31E-02,1837.24011,-304.539051,-292.411528,596.95,-1837.24,73.06,,,,
0.38835625,7.38E-02,1846.75083,-306.117432,-293.92322,600.04,-1846.75,73.82,,,,
0.39035625,7.46E-02,1856.26155,-307.695871,-295.434851,603.13,-1856.26,74.58,,,,
0.39235625,7.54E-02,1865.77228,-309.274369,-296.946419,606.22,-1865.77,75.35,,,,
0.39435625,7.61E-02,1875.28302,-310.852928,-298.457923,609.31,-1875.28,76.13,,,,
0.39635625,7.69E-02,1884.79375,-312.431549,-299.96936,612.40,-1884.79,76.92,,,,
0.39835625,7.77E-02,1894.3045,-314.010234,-301.48073,615.49,-1894.30,77.71,,,,
0.40035625,7.85E-02,1903.81524,-315.588985,-302.992029,618.58,-1903.82,78.51,,,,
0.40235625,7.93E-02,1913.326,-317.167802,-304.503259,621.67,-1913.33,79.32,,,,
0.40435625,8.01E-02,1922.83675,-318.746688,-306.014415,624.76,-1922.84,80.13,,,,
0.40635625,8.10E-02,1932.34752,-320.325644,-307.525496,627.85,-1932.35,80.96,,,,
0.40835625,8.18E-02,1941.85828,-321.904672,-309.036501,630.94,-1941.86,81.79,,,,
0.41035625,8.26E-02,1951.36906,-323.483773,-310.547427,634.03,-1951.37,82.63,,,,
0.41235625,8.35E-02,1960.87984,-325.06295,-312.058273,637.12,-1960.88,83.47,,,,
0.41435625,8.43E-02,1970.39062,-326.642204,-313.569036,640.21,-1970.39,84.33,,,,
0.41635625,8.52E-02,1979.90141,-328.221538,-315.079716,643.30,-1979.90,85.19,,,,
0.41835625,8.61E-02,1989.41221,-329.800952,-316.590308,646.39,-1989.41,86.06,,,,
0.42035625,8.69E-02,1998.92302,-331.380449,-318.100812,649.48,-1998.92,86.94,,,,
0.42235625,8.78E-02,2008.43383,-332.960032,-319.611224,652.57,-2008.43,87.83,,,,
0.42435625,8.87E-02,2017.94465,-334.539701,-321.121544,655.66,-2017.94,88.73,,,,
0.42635625,8.96E-02,2027.45548,-336.11946,-322.631768,658.75,-2027.46,89.63,,,,
0.42835625,9.05E-02,2036.96632,-337.699309,-324.141895,661.84,-2036.97,90.55,,,,
0.43035625,9.15E-02,2046.47716,-339.279253,-325.651921,664.93,-2046.48,91.47,,,,
0.43235625,9.24E-02,2055.98802,-340.859292,-327.161845,668.02,-2055.99,92.40,,,,
0.43435625,9.33E-02,2065.49888,-342.439429,-328.671663,671.11,-2065.50,93.34,,,,
0.43635625,9.43E-02,2075.00975,-344.019667,-330.181374,674.20,-2075.01,94.29,,,,
0.43835625,9.52E-02,2084.52064,-345.600008,-331.690974,677.29,-2084.52,95.25,,,,
0.44035625,9.62E-02,2094.03153,-347.180454,-333.20046,680.38,-2094.03,96.22,,,,
0.44235625,9.72E-02,2103.54243,-348.761008,-334.709831,683.47,-2103.54,97.19,,,,
0.44435625,9.82E-02,2113.05335,-350.341672,-336.219084,686.56,-2113.05,98.18,,,,
0.44635625,9.92E-02,2122.56428,-351.92245,-337.728214,689.65,-2122.56,99.17,,,,
0.44835625,0.100176141,2132.07521,-353.503344,-339.23722,692.74,-2132.08,100.18,,,,
0.45035625,0.1011896,2141.58617,-355.084356,-340.746098,695.83,-2141.59,101.19,,,,
0.45235625,0.10221253,2151.09713,-356.66549,-342.254845,698.92,-2151.10,102.21,,,,
0.45435625,0.103244995,2160.60811,-358.246748,-343.763459,702.01,-2160.61,103.24,,,,
0.45635625,0.104287055,2170.11911,-359.828134,-345.271935,705.10,-2170.12,104.29,,,,
0.45835625,0.105338771,2179.63012,-361.409651,-346.780271,708.19,-2179.63,105.34,,,,
0.46035625,0.1064002,2189.14114,-362.991301,-348.288464,711.28,-2189.14,106.40,,,,
0.46235625,0.107471395,2198.65218,-364.573089,-349.796507,714.37,-2198.65,107.47,,,,
0.46435625,0.10855241,2208.16324,-366.155016,-351.304402,717.46,-2208.16,108.55,,,,
0.46635625,0.109643296,2217.67432,-367.737087,-352.812141,720.55,-2217.67,109.64,,,,
0.46835625,0.1107441,2227.18541,-369.319305,-354.319722,723.64,-2227.19,110.74,,,,
0.47035625,0.111854866,2236.69652,-370.901673,-355.827143,726.73,-2236.70,111.85,,,,
0.47235625,0.112975638,2246.20766,-372.484195,-357.334397,729.82,-2246.21,112.98,,,,
0.47435625,0.114106453,2255.71881,-374.066876,-358.841482,732.91,-2255.72,114.11,,,,
0.47635625,0.115247349,2265.22998,-375.649717,-360.348393,736.00,-2265.23,115.25,,,,
0.47835625,0.116398357,2274.74118,-377.232724,-361.855127,739.09,-2274.74,116.40,,,,
0.48035625,0.117559508,2284.2524,-378.8159,-363.36168,742.18,-2284.25,117.56,,,,
0.48235625,0.118730826,2293.76364,-380.399249,-364.868048,745.27,-2293.76,118.73,,,,
0.48435625,0.119912333,2303.27491,-381.982776,-366.374226,748.36,-2303.27,119.91,,,,
0.48635625,0.121104047,2312.7862,-383.566484,-367.880209,751.45,-2312.79,121.10,,,,
0.48835625,0.122305982,2322.29751,-385.150377,-369.385995,754.54,-2322.30,122.31,,,,
0.49035625,0.123518148,2331.80886,-386.734461,-370.891578,757.63,-2331.81,123.52,,,,
0.49235625,0.124740548,2341.32023,-388.318739,-372.396954,760.72,-2341.32,124.74,,,,
0.49435625,0.125973183,2350.83162,-389.903217,-373.902118,763.81,-2350.83,125.97,,,,
0.49635625,0.12721605,2360.34305,-391.487898,-375.407066,766.89,-2360.34,127.22,,,,
0.49835625,0.128469139,2369.8545,-393.072787,-376.911793,769.98,-2369.85,128.47,,,,
0.50035625,0.129732434,2379.36599,-394.65789,-378.416294,773.07,-2379.37,129.73,,,,
0.50235625,0.131005917,2388.8775,-396.243211,-379.920566,776.16,-2388.88,131.01,,,,
0.50435625,0.132289562,2398.38905,-397.828756,-381.424601,779.25,-2398.39,132.29,,,,
0.50635625,0.133583339,2407.90063,-399.414528,-382.928397,782.34,-2407.90,133.58,,,,
0.50835625,0.134887211,2417.41224,-401.000535,-384.431949,785.43,-2417.41,134.89,,,,
0.51035625,0.136201135,2426.92388,-402.58678,-385.935251,788.52,-2426.92,136.20,,,,
0.51235625,0.137525063,2436.43556,-404.17327,-387.438297,791.61,-2436.44,137.53,,,,
0.51435625,0.138858941,2445.94727,-405.76001,-388.941085,794.70,-2445.95,138.86,,,,
0.51635625,0.140202707,2455.45901,-407.347005,-390.443607,797.79,-2455.46,140.20,,,,
0.51835625,0.141556295,2464.97011,-408.934585,-391.94618,800.88,-2464.97,141.56,,,,
0.52035625,0.14291963,2474.48046,-410.522824,-393.448865,803.97,-2474.48,142.92,,,,
0.52235625,0.144292631,2483.99077,-412.111386,-394.951321,807.06,-2483.99,144.29,,,,
0.52435625,0.145675211,2493.50105,-413.700279,-396.453542,810.15,-2493.50,145.68,,,,
0.52635625,0.147067277,2503.01129,-415.28951,-397.955526,813.25,-2503.01,147.07,,,,
0.52835625,0.148468725,2512.5215,-416.879088,-399.457267,816.34,-2512.52,148.47,,,,
0.53035625,0.149879449,2522.03168,-418.469018,-400.958763,819.43,-2522.03,149.88,,,,
0.53235625,0.151299332,2531.54183,-420.059309,-402.460008,822.52,-2531.54,151.30,,,,
0.53435625,0.152728251,2541.05195,-421.649967,-403.960997,825.61,-2541.05,152.73,,,,
0.53635625,0.154166077,2550.56204,-423.241,-405.461727,828.70,-2550.56,154.17,,,,
0.53835625,0.155612673,2560.07211,-424.832415,-406.962192,831.79,-2560.07,155.61,,,,
0.54035625,0.157067894,2569.58216,-426.424218,-408.462385,834.89,-2569.58,157.07,,,,
0.54235625,0.158531587,2579.09218,-428.016416,-409.962305,837.98,-2579.09,158.53,,,,
0.54435625,0.160003595,2588.60219,-429.609016,-411.461943,841.07,-2588.60,160.00,,,,
0.54635625,0.161483749,2598.11218,-431.202024,-412.961293,844.16,-2598.11,161.48,,,,
0.54835625,0.162971878,2607.62215,-432.795447,-414.460351,847.26,-2607.62,162.97,,,,
0.55035625,0.164467799,2617.13212,-434.38929,-415.959109,850.35,-2617.13,164.47,,,,
0.55235625,0.165971324,2626.64208,-435.983559,-417.45756,853.44,-2626.64,165.97,,,,
0.55435625,0.16748226,2636.15204,-437.57826,-418.955698,856.53,-2636.15,167.48,,,,
0.55635625,0.169000403,2645.662,-439.173399,-420.453517,859.63,-2645.66,169.00,,,,
0.55835625,0.170525545,2655.17196,-440.76898,-421.951008,862.72,-2655.17,170.53,,,,
0.56035625,0.172057471,2664.68193,-442.365008,-423.448164,865.81,-2664.68,172.06,,,,
