TIME, UY_6
2.E-05, 3.892738073E-06
4.E-05, 7.779928279E-06
7.E-05, 1.360033754E-05
1.15E-04, 2.23076852E-05
1.825E-04, 3.531662541E-05
2.8375E-04, 5.471374883E-05
4.35625E-04, 8.355077329E-05
6.35625E-04, 1.210595253E-04
8.35625E-04, 1.580488623E-04
1.035625E-03, 1.945296381E-04
1.235625E-03, 2.305124077E-04
1.435625E-03, 2.660074321E-04
1.635625E-03, 3.010246921E-04
1.835625E-03, 3.355738977E-04
2.035625E-03, 3.69664497E-04
2.235625E-03, 4.033056853E-04
2.435625E-03, 4.365064136E-04
2.635625E-03, 4.692753961E-04
2.835625E-03, 5.016211185E-04
3.035625E-03, 5.335518452E-04
3.235625E-03, 5.650756266E-04
3.435625E-03, 5.962003059E-04
3.635625E-03, 6.269335256E-04
3.835625E-03, 6.572827342E-04
4.035625E-03, 6.872551921E-04
4.235625E-03, 7.168579773E-04
4.435625E-03, 7.460979918E-04
4.635625E-03, 7.74981966E-04
4.835625E-03, 8.035164651E-04
5.035625E-03, 8.317078932E-04
5.235625E-03, 8.595624988E-04
5.435625E-03, 8.870863793E-04
5.635625E-03, 9.142854855E-04
5.835625E-03, 9.411656261E-04
6.035625E-03, 9.677324719E-04
6.235625E-03, 9.939915596E-04
6.435625E-03, 1.019948296E-03
6.635625E-03, 1.045607962E-03
6.835625E-03, 1.070975717E-03
7.035625E-03, 1.096056598E-03
7.235625E-03, 1.12085553E-03
7.435625E-03, 1.145377324E-03
7.635625E-03, 1.169626684E-03
7.835625E-03, 1.193608204E-03
8.035625E-03, 1.217326379E-03
8.235625E-03, 1.240785601E-03
8.435625E-03, 1.263990168E-03
8.635625E-03, 1.286944278E-03
8.835625E-03, 1.309652042E-03
9.035625E-03, 1.33211748E-03
9.235625E-03, 1.354344522E-03
9.435625E-03, 1.376337017E-03
9.635625E-03, 1.39809873E-03
9.835625E-03, 1.419633345E-03
1.0035625E-02, 1.440944468E-03
1.0235625E-02, 1.46203563E-03
1.0435625E-02, 1.482910287E-03
1.0635625E-02, 1.503571822E-03
1.0835625E-02, 1.524023549E-03
1.1035625E-02, 1.544268714E-03
1.1235625E-02, 1.564310494E-03
1.1435625E-02, 1.584152003E-03
1.1635625E-02, 1.60379629E-03
1.1835625E-02, 1.623246344E-03
1.2035625E-02, 1.642505092E-03
1.2235625E-02, 1.661575404E-03
1.2435625E-02, 1.680460092E-03
1.2635625E-02, 1.699161911E-03
1.2835625E-02, 1.717683564E-03
1.3035625E-02, 1.736027698E-03
1.3235625E-02, 1.75419691E-03
1.3435625E-02, 1.772193748E-03
1.3635625E-02, 1.790020707E-03
1.3835625E-02, 1.807680236E-03
1.4035625E-02, 1.825174737E-03
1.4235625E-02, 1.842506566E-03
1.4435625E-02, 1.859678034E-03
1.4635625E-02, 1.876691408E-03
1.4835625E-02, 1.893548913E-03
