TIME, FY_4,
0.401235625,-2568.53423,
0.401435625,-2569.81585,
0.401635625,-2571.09748,
0.401835625,-2572.3791,
0.402035625,-2573.66073,
0.402235625,-2574.94235,
0.402435625,-2576.22398,
0.402635625,-2577.5056,
0.402835625,-2578.78723,
0.403035625,-2580.06886,
0.403235625,-2581.35048,
0.403435625,-2582.63211,
0.403635625,-2583.91374,
0.403835625,-2585.19536,
0.404035625,-2586.47699,
0.404235625,-2587.75862,
0.404435625,-2589.04025,
0.404635625,-2590.32188,
0.404835625,-2591.60351,
0.405035625,-2592.88514,
0.405235625,-2594.16677,
0.405435625,-2595.4484,
0.405635625,-2596.73003,
0.405835625,-2598.01166,
0.406035625,-2599.29329,
0.406235625,-2600.57492,
0.406435625,-2601.85655,
0.406635625,-2603.13818,
0.406835625,-2604.41981,
0.407035625,-2605.70144,
0.407235625,-2606.98308,
0.407435625,-2608.26471,
0.407635625,-2609.54634,
0.407835625,-2610.82797,
0.408035625,-2612.10961,
0.408235625,-2613.39124,
0.408435625,-2614.67288,
0.408635625,-2615.95451,
0.408835625,-2617.23614,
0.409035625,-2618.51778,
0.409235625,-2619.79941,
0.409435625,-2621.08105,
0.409635625,-2622.36268,
0.409835625,-2623.64432,
0.410035625,-2624.92596,
0.410235625,-2626.20759,
0.410435625,-2627.48923,
0.410635625,-2628.77087,
0.410835625,-2630.0525,
0.411035625,-2631.33414,
0.411235625,-2632.61578,
0.411435625,-2633.89742,
0.411635625,-2635.17905,
0.411835625,-2636.46069,
0.412035625,-2637.74233,
0.412235625,-2639.02397,
0.412435625,-2640.30561,
0.412635625,-2641.58725,
0.412835625,-2642.86889,
0.413035625,-2644.15053,
0.413235625,-2645.43217,
0.413435625,-2646.71381,
0.413635625,-2647.99545,
0.413835625,-2649.27709,
0.414035625,-2650.55873,
0.414235625,-2651.84038,
0.414435625,-2653.12202,
0.414635625,-2654.40366,
0.414835625,-2655.6853,
0.415035625,-2656.96695,
0.415235625,-2658.24859,
0.415435625,-2659.53023,
0.415635625,-2660.81188,
0.415835625,-2662.09352,
0.416035625,-2663.37516,
0.416235625,-2664.65681,
0.416435625,-2665.93845,
0.416635625,-2667.2201,
0.416835625,-2668.50174,
0.417035625,-2669.78339,
0.417235625,-2671.06503,
0.417435625,-2672.34668,
0.417635625,-2673.62833,
0.417835625,-2674.90997,
0.418035625,-2676.19162,
0.418235625,-2677.47327,
0.418435625,-2678.75491,
0.418635625,-2680.03656,
0.418835625,-2681.31821,
0.419035625,-2682.59986,
0.419235625,-2683.88151,
0.419435625,-2685.16315,
0.419635625,-2686.4448,
0.419835625,-2687.72645,
0.420035625,-2689.0081,
0.420235625,-2690.28975,
0.420435625,-2691.5714,
0.420635625,-2692.85305,
0.420835625,-2694.1347,
0.421035625,-2695.41635,
0.421235625,-2696.698,
0.421435625,-2697.97966,
0.421635625,-2699.26131,
0.421835625,-2700.54296,
0.422035625,-2701.82461,
0.422235625,-2703.10626,
0.422435625,-2704.38792,
0.422635625,-2705.66957,
0.422835625,-2706.95122,
0.423035625,-2708.23287,
0.423235625,-2709.51453,
0.423435625,-2710.79618,
0.423635625,-2712.07784,
0.423835625,-2713.35949,
0.424035625,-2714.64114,
0.424235625,-2715.9228,
0.424435625,-2717.20445,
0.424635625,-2718.48611,
0.424835625,-2719.76777,
0.425035625,-2721.04942,
0.425235625,-2722.33108,
0.425435625,-2723.61273,
0.425635625,-2724.89439,
0.425835625,-2726.17605,
0.426035625,-2727.4577,
0.426235625,-2728.73936,
0.426435625,-2730.02102,
0.426635625,-2731.30268,
0.426835625,-2732.58434,
0.427035625,-2733.86599,
0.427235625,-2735.14765,
0.427435625,-2736.42931,
0.427635625,-2737.71097,
0.427835625,-2738.99263,
0.428035625,-2740.27429,
0.428235625,-2741.55595,
0.428435625,-2742.83761,
0.428635625,-2744.11927,
0.428835625,-2745.40093,
0.429035625,-2746.68259,
0.429235625,-2747.96425,
0.429435625,-2749.24591,
0.429635625,-2750.52758,
0.429835625,-2751.80924,
0.430035625,-2753.0909,
0.430235625,-2754.37256,
0.430435625,-2755.65423,
0.430635625,-2756.93589,
0.430835625,-2758.21755,
0.431035625,-2759.49922,
0.431235625,-2760.78088,
0.431435625,-2762.06254,
0.431635625,-2763.34421,
0.431835625,-2764.62587,
0.432035625,-2765.90754,
0.432235625,-2767.1892,
0.432435625,-2768.47087,
0.432635625,-2769.75253,
0.432835625,-2771.0342,
0.433035625,-2772.31586,
0.433235625,-2773.59753,
0.433435625,-2774.8792,
0.433635625,-2776.16086,
0.433835625,-2777.44253,
0.434035625,-2778.7242,
0.434235625,-2780.00587,
0.434435625,-2781.28753,
0.434635625,-2782.5692,
0.434835625,-2783.85087,
0.435035625,-2785.13254,
0.435235625,-2786.41421,
0.435435625,-2787.69588,
0.435635625,-2788.97754,
0.435835625,-2790.25921,
0.436035625,-2791.54088,
0.436235625,-2792.82255,
0.436435625,-2794.10422,
0.436635625,-2795.38589,
0.436835625,-2796.66756,
0.437035625,-2797.94924,
0.437235625,-2799.23091,
0.437435625,-2800.51258,
0.437635625,-2801.79425,
0.437835625,-2803.07592,
0.438035625,-2804.35759,
0.438235625,-2805.63927,
0.438435625,-2806.92094,
0.438635625,-2808.20261,
0.438835625,-2809.48429,
0.439035625,-2810.76596,
0.439235625,-2812.04763,
0.439435625,-2813.32931,
0.439635625,-2814.61098,
0.439835625,-2815.89265,
0.440035625,-2817.17433,
0.440235625,-2818.456,
0.440435625,-2819.73768,
0.440635625,-2821.01935,
0.440835625,-2822.30103,
0.441035625,-2823.58271,
0.441235625,-2824.86438,
0.441435625,-2826.14606,
0.441635625,-2827.42773,
0.441835625,-2828.70941,
0.442035625,-2829.99109,
0.442235625,-2831.27277,
0.442435625,-2832.55444,
0.442635625,-2833.83612,
0.442835625,-2835.1178,
0.443035625,-2836.39948,
0.443235625,-2837.68116,
0.443435625,-2838.96283,
0.443635625,-2840.24451,
0.443835625,-2841.52619,
0.444035625,-2842.80787,
0.444235625,-2844.08955,
0.444435625,-2845.37123,
0.444635625,-2846.65291,
0.444835625,-2847.93459,
0.445035625,-2849.21627,
0.445235625,-2850.49795,
0.445435625,-2851.77964,
0.445635625,-2853.06132,
0.445835625,-2854.343,
0.446035625,-2855.62468,
0.446235625,-2856.90636,
0.446435625,-2858.18804,
0.446635625,-2859.46973,
0.446835625,-2860.75141,
0.447035625,-2862.03309,
0.447235625,-2863.31478,
0.447435625,-2864.59646,
0.447635625,-2865.87814,
0.447835625,-2867.15983,
0.448035625,-2868.44151,
0.448235625,-2869.7232,
0.448435625,-2871.00488,
0.448635625,-2872.28657,
0.448835625,-2873.56825,
0.449035625,-2874.84994,
0.449235625,-2876.13162,
0.449435625,-2877.41331,
0.449635625,-2878.69499,
0.449835625,-2879.97668,
0.450035625,-2881.25837,
0.450235625,-2882.54005,
0.450435625,-2883.82174,
0.450635625,-2885.10343,
0.450835625,-2886.38512,
0.451035625,-2887.6668,
0.451235625,-2888.94849,
0.451435625,-2890.23018,
0.451635625,-2891.51187,
0.451835625,-2892.79356,
0.452035625,-2894.07525,
0.452235625,-2895.35693,
0.452435625,-2896.63862,
0.452635625,-2897.92031,
0.452835625,-2899.202,
0.453035625,-2900.48369,
0.453235625,-2901.76538,
0.453435625,-2903.04707,
0.453635625,-2904.32877,
0.453835625,-2905.61046,
0.454035625,-2906.89215,
0.454235625,-2908.17384,
0.454435625,-2909.45553,
0.454635625,-2910.73722,
0.454835625,-2912.01892,
0.455035625,-2913.30061,
0.455235625,-2914.5823,
0.455435625,-2915.86399,
0.455635625,-2917.14569,
0.455835625,-2918.42738,
0.456035625,-2919.70907,
0.456235625,-2920.99077,
0.456435625,-2922.27246,
0.456635625,-2923.55416,
0.456835625,-2924.83585,
0.457035625,-2926.11754,
0.457235625,-2927.39924,
0.457435625,-2928.68094,
0.457635625,-2929.96263,
0.457835625,-2931.24433,
0.458035625,-2932.52602,
0.458235625,-2933.80772,
0.458435625,-2935.08941,
0.458635625,-2936.37111,
0.458835625,-2937.65281,
0.459035625,-2938.9345,
0.459235625,-2940.2162,
0.459435625,-2941.4979,
0.459635625,-2942.7796,
0.459835625,-2944.0613,
0.460035625,-2945.34299,
0.460235625,-2946.62469,
0.460435625,-2947.90639,
0.460635625,-2949.18809,
0.460835625,-2950.46979,
0.461035625,-2951.75149,
0.461235625,-2953.03319,
0.461435625,-2954.31489,
0.461635625,-2955.59659,
0.461835625,-2956.87829,
0.462035625,-2958.15999,
0.462235625,-2959.44169,
0.462435625,-2960.72339,
0.462635625,-2962.00509,
0.462835625,-2963.28679,
0.463035625,-2964.56849,
0.463235625,-2965.8502,
0.463435625,-2967.1319,
0.463635625,-2968.4136,
0.463835625,-2969.6953,
0.464035625,-2970.977,
0.464235625,-2972.25871,
0.464435625,-2973.54041,
0.464635625,-2974.82211,
0.464835625,-2976.10382,
0.465035625,-2977.38552,
0.465235625,-2978.66723,
0.465435625,-2979.94893,
0.465635625,-2981.23063,
0.465835625,-2982.51234,
0.466035625,-2983.79404,
0.466235625,-2985.07575,
0.466435625,-2986.35745,
0.466635625,-2987.63916,
0.466835625,-2988.92087,
0.467035625,-2990.20257,
0.467235625,-2991.48428,
0.467435625,-2992.76599,
0.467635625,-2994.04769,
0.467835625,-2995.3294,
0.468035625,-2996.61111,
0.468235625,-2997.89281,
0.468435625,-2999.17452,
0.468635625,-3000.45623,
0.468835625,-3001.73794,
0.469035625,-3003.01965,
0.469235625,-3004.30135,
0.469435625,-3005.58306,
0.469635625,-3006.86477,
0.469835625,-3008.14648,
0.470035625,-3009.42819,
0.470235625,-3010.7099,
0.470435625,-3011.99161,
0.470635625,-3013.27332,
0.470835625,-3014.55503,
0.471035625,-3015.83674,
0.471235625,-3017.11845,
0.471435625,-3018.40016,
0.471635625,-3019.68187,
0.471835625,-3020.96358,
0.472035625,-3022.2453,
0.472235625,-3023.52701,
0.472435625,-3024.80872,
0.472635625,-3026.09043,
0.472835625,-3027.37214,
0.473035625,-3028.65386,
0.473235625,-3029.93557,
0.473435625,-3031.21728,
0.473635625,-3032.499,
0.473835625,-3033.78071,
0.474035625,-3035.06242,
0.474235625,-3036.34414,
0.474435625,-3037.62585,
0.474635625,-3038.90757,
0.474835625,-3040.18928,
0.475035625,-3041.471,
0.475235625,-3042.75271,
0.475435625,-3044.03443,
0.475635625,-3045.31614,
0.475835625,-3046.59786,
0.476035625,-3047.87957,
0.476235625,-3049.16129,
0.476435625,-3050.44301,
0.476635625,-3051.72472,
0.476835625,-3053.00644,
0.477035625,-3054.28816,
0.477235625,-3055.56987,
0.477435625,-3056.85159,
0.477635625,-3058.13331,
0.477835625,-3059.41503,
0.478035625,-3060.69675,
0.478235625,-3061.97846,
0.478435625,-3063.26018,
0.478635625,-3064.5419,
0.478835625,-3065.82362,
0.479035625,-3067.10534,
0.479235625,-3068.38706,
0.479435625,-3069.66878,
0.479635625,-3070.9505,
0.479835625,-3072.23222,
0.480035625,-3073.51394,
0.480235625,-3074.79566,
0.480435625,-3076.07738,
0.480635625,-3077.3591,
0.480835625,-3078.64082,
0.481035625,-3079.92254,
0.481235625,-3081.20426,
0.481435625,-3082.48599,
0.481635625,-3083.76771,
0.481835625,-3085.04943,
0.482035625,-3086.33115,
0.482235625,-3087.61288,
0.482435625,-3088.8946,
0.482635625,-3090.17632,
0.482835625,-3091.45805,
0.483035625,-3092.73977,
0.483235625,-3094.02149,
0.483435625,-3095.30322,
0.483635625,-3096.58494,
0.483835625,-3097.86666,
0.484035625,-3099.14839,
0.484235625,-3100.43011,
0.484435625,-3101.71184,
0.484635625,-3102.99356,
0.484835625,-3104.27529,
0.485035625,-3105.55701,
0.485235625,-3106.83874,
0.485435625,-3108.12047,
0.485635625,-3109.40219,
0.485835625,-3110.68392,
0.486035625,-3111.96565,
0.486235625,-3113.24737,
0.486435625,-3114.5291,
0.486635625,-3115.81083,
0.486835625,-3117.09255,
0.487035625,-3118.37428,
0.487235625,-3119.65601,
0.487435625,-3120.93774,
0.487635625,-3122.21947,
0.487835625,-3123.5012,
0.488035625,-3124.78292,
0.488235625,-3126.06465,
0.488435625,-3127.34638,
0.488635625,-3128.62811,
0.488835625,-3129.90984,
0.489035625,-3131.19157,
0.489235625,-3132.4733,
0.489435625,-3133.75503,
0.489635625,-3135.03676,
0.489835625,-3136.31849,
0.490035625,-3137.60022,
0.490235625,-3138.88195,
0.490435625,-3140.16368,
0.490635625,-3141.44542,
0.490835625,-3142.72715,
0.491035625,-3144.00888,
0.491235625,-3145.29061,
0.491435625,-3146.57234,
0.491635625,-3147.85408,
0.491835625,-3149.13581,
0.492035625,-3150.41754,
0.492235625,-3151.69928,
0.492435625,-3152.98101,
0.492635625,-3154.26274,
0.492835625,-3155.54448,
0.493035625,-3156.82621,
0.493235625,-3158.10794,
0.493435625,-3159.38968,
0.493635625,-3160.67141,
0.493835625,-3161.95315,
0.494035625,-3163.23488,
0.494235625,-3164.51662,
0.494435625,-3165.79835,
0.494635625,-3167.08009,
0.494835625,-3168.36182,
0.495035625,-3169.64356,
0.495235625,-3170.9253,
0.495435625,-3172.20703,
0.495635625,-3173.48877,
0.495835625,-3174.77051,
0.496035625,-3176.05224,
0.496235625,-3177.33398,
0.496435625,-3178.61572,
0.496635625,-3179.89746,
0.496835625,-3181.17919,
0.497035625,-3182.46093,
0.497235625,-3183.74267,
0.497435625,-3185.02441,
0.497635625,-3186.30615,
0.497835625,-3187.58789,
0.498035625,-3188.86962,
0.498235625,-3190.15136,
0.498435625,-3191.4331,
0.498635625,-3192.71484,
0.498835625,-3193.99658,
0.499035625,-3195.27832,
0.499235625,-3196.56006,
0.499435625,-3197.8418,
0.499635625,-3199.12354,
0.499835625,-3200.40528,
0.500035625,-3201.68703,
0.500235625,-3202.96877,
0.500435625,-3204.25051,
0.500635625,-3205.53225,
0.500835625,-3206.81399,
0.501035625,-3208.09573,
0.501235625,-3209.37748,
0.501435625,-3210.65922,
0.501635625,-3211.94096,
0.501835625,-3213.2227,
0.502035625,-3214.50445,
0.502235625,-3215.78619,
0.502435625,-3217.06793,
0.502635625,-3218.34968,
0.502835625,-3219.63142,
0.503035625,-3220.91317,
0.503235625,-3222.19491,
0.503435625,-3223.47665,
0.503635625,-3224.7584,
0.503835625,-3226.04014,
0.504035625,-3227.32189,
0.504235625,-3228.60363,
0.504435625,-3229.88538,
0.504635625,-3231.16713,
0.504835625,-3232.44887,
0.505035625,-3233.73062,
0.505235625,-3235.01236,
0.505435625,-3236.29411,
0.505635625,-3237.57586,
0.505835625,-3238.8576,
0.506035625,-3240.13935,
0.506235625,-3241.4211,
0.506435625,-3242.70285,
0.506635625,-3243.98459,
0.506835625,-3245.26634,
0.507035625,-3246.54809,
0.507235625,-3247.82984,
0.507435625,-3249.11159,
0.507635625,-3250.39333,
0.507835625,-3251.67508,
0.508035625,-3252.95683,
0.508235625,-3254.23858,
0.508435625,-3255.52033,
0.508635625,-3256.80208,
0.508835625,-3258.08383,
0.509035625,-3259.36558,
0.509235625,-3260.64733,
0.509435625,-3261.92908,
0.509635625,-3263.21083,
0.509835625,-3264.49258,
0.510035625,-3265.77433,
0.510235625,-3267.05608,
0.510435625,-3268.33784,
0.510635625,-3269.61959,
0.510835625,-3270.90134,
0.511035625,-3272.18309,
0.511235625,-3273.46484,
0.511435625,-3274.7466,
0.511635625,-3276.02835,
0.511835625,-3277.3101,
0.512035625,-3278.59185,
0.512235625,-3279.87361,
0.512435625,-3281.15536,
0.512635625,-3282.43711,
0.512835625,-3283.71887,
0.513035625,-3285.00062,
0.513235625,-3286.28238,
0.513435625,-3287.56413,
0.513635625,-3288.84588,
0.513835625,-3290.12764,
0.514035625,-3291.40939,
0.514235625,-3292.69115,
0.514435625,-3293.9729,
0.514635625,-3295.25466,
0.514835625,-3296.53642,
0.515035625,-3297.81817,
0.515235625,-3299.09993,
0.515435625,-3300.38168,
0.515635625,-3301.66344,
0.515835625,-3302.9452,
0.516035625,-3304.22695,
0.516235625,-3305.50871,
0.516435625,-3306.79047,
0.516635625,-3308.07222,
0.516835625,-3309.35398,
0.517035625,-3310.63574,
0.517235625,-3311.9175,
0.517435625,-3313.19926,
0.517635625,-3314.48101,
0.517835625,-3315.76277,
0.518035625,-3317.04453,
0.518235625,-3318.32629,
0.518435625,-3319.60805,
0.518635625,-3320.88981,
0.518835625,-3322.17157,
0.519035625,-3323.45333,
0.519235625,-3324.73509,
0.519435625,-3326.01685,
0.519635625,-3327.29861,
0.519835625,-3328.58037,
0.520035625,-3329.86213,
0.520235625,-3331.14389,
0.520435625,-3332.42565,
0.520635625,-3333.70741,
0.520835625,-3334.98917,
0.521035625,-3336.27094,
0.521235625,-3337.5527,
0.521435625,-3338.83446,
0.521635625,-3340.11622,
0.521835625,-3341.39798,
0.522035625,-3342.67975,
0.522235625,-3343.96151,
0.522435625,-3345.24327,
0.522635625,-3346.52504,
0.522835625,-3347.8068,
0.523035625,-3349.08856,
0.523235625,-3350.37033,
0.523435625,-3351.65209,
0.523635625,-3352.93385,
0.523835625,-3354.21562,
0.524035625,-3355.49738,
0.524235625,-3356.77915,
0.524435625,-3358.06091,
0.524635625,-3359.34268,
0.524835625,-3360.62444,
0.525035625,-3361.90621,
0.525235625,-3363.18797,
0.525435625,-3364.46974,
0.525635625,-3365.7515,
0.525835625,-3367.03327,
0.526035625,-3368.31504,
0.526235625,-3369.5968,
0.526435625,-3370.87857,
0.526635625,-3372.16034,
0.526835625,-3373.4421,
0.527035625,-3374.72387,
0.527235625,-3376.00564,
0.527435625,-3377.28741,
0.527635625,-3378.56917,
0.527835625,-3379.85094,
0.528035625,-3381.13271,
0.528235625,-3382.41448,
0.528435625,-3383.69625,
0.528635625,-3384.97802,
0.528835625,-3386.25978,
0.529035625,-3387.54155,
0.529235625,-3388.82332,
0.529435625,-3390.10509,
0.529635625,-3391.38686,
0.529835625,-3392.66863,
0.530035625,-3393.9504,
0.530235625,-3395.23217,
0.530435625,-3396.51394,
0.530635625,-3397.79571,
0.530835625,-3399.07748,
0.531035625,-3400.35925,
0.531235625,-3401.64103,
0.531435625,-3402.9228,
0.531635625,-3404.20457,
0.531835625,-3405.48634,
0.532035625,-3406.76811,
0.532235625,-3408.04988,
0.532435625,-3409.33166,
0.532635625,-3410.61343,
0.532835625,-3411.8952,
0.533035625,-3413.17697,
0.533235625,-3414.45875,
0.533435625,-3415.74052,
0.533635625,-3417.02229,
0.533835625,-3418.30407,
0.534035625,-3419.58584,
0.534235625,-3420.86762,
0.534435625,-3422.14939,
0.534635625,-3423.43116,
0.534835625,-3424.71294,
0.535035625,-3425.99471,
0.535235625,-3427.27649,
0.535435625,-3428.55826,
0.535635625,-3429.84004,
0.535835625,-3431.12181,
0.536035625,-3432.40359,
0.536235625,-3433.68536,
0.536435625,-3434.96714,
0.536635625,-3436.24892,
0.536835625,-3437.53069,
0.537035625,-3438.81247,
0.537235625,-3440.09425,
0.537435625,-3441.37602,
0.537635625,-3442.6578,
0.537835625,-3443.93958,
0.538035625,-3445.22135,
0.538235625,-3446.50313,
0.538435625,-3447.78491,
0.538635625,-3449.06669,
0.538835625,-3450.34846,
0.539035625,-3451.63024,
0.539235625,-3452.91202,
0.539435625,-3454.1938,
0.539635625,-3455.47558,
0.539835625,-3456.75736,
0.540035625,-3458.03914,
0.540235625,-3459.32092,
0.540435625,-3460.6027,
0.540635625,-3461.88448,
0.540835625,-3463.16626,
0.541035625,-3464.44804,
0.541235625,-3465.72982,
0.541435625,-3467.0116,
0.541635625,-3468.29338,
0.541835625,-3469.57516,
0.542035625,-3470.85694,
0.542235625,-3472.13872,
0.542435625,-3473.4205,
0.542635625,-3474.70228,
0.542835625,-3475.98406,
0.543035625,-3477.26585,
0.543235625,-3478.54763,
0.543435625,-3479.82941,
0.543635625,-3481.11119,
0.543835625,-3482.39298,
0.544035625,-3483.67476,
0.544235625,-3484.95654,
0.544435625,-3486.23832,
0.544635625,-3487.52011,
0.544835625,-3488.80189,
0.545035625,-3490.08367,
0.545235625,-3491.36546,
0.545435625,-3492.64724,
0.545635625,-3493.92903,
0.545835625,-3495.21081,
0.546035625,-3496.4926,
0.546235625,-3497.77438,
0.546435625,-3499.05616,
0.546635625,-3500.33795,
0.546835625,-3501.61974,
0.547035625,-3502.90152,
0.547235625,-3504.18331,
0.547435625,-3505.46509,
0.547635625,-3506.74688,
0.547835625,-3508.02866,
0.548035625,-3509.31045,
0.548235625,-3510.59224,
0.548435625,-3511.87402,
0.548635625,-3513.15581,
0.548835625,-3514.4376,
0.549035625,-3515.71938,
0.549235625,-3517.00117,
0.549435625,-3518.28296,
0.549635625,-3519.56475,
0.549835625,-3520.84653,
0.550035625,-3522.12832,
0.550235625,-3523.41011,
0.550435625,-3524.6919,
0.550635625,-3525.97369,
0.550835625,-3527.25548,
0.551035625,-3528.53727,
0.551235625,-3529.81905,
0.551435625,-3531.10084,
0.551635625,-3532.38263,
0.551835625,-3533.66442,
0.552035625,-3534.94621,
0.552235625,-3536.228,
0.552435625,-3537.50979,
0.552635625,-3538.79158,
0.552835625,-3540.07337,
0.553035625,-3541.35516,
0.553235625,-3542.63696,
0.553435625,-3543.91875,
0.553635625,-3545.20054,
0.553835625,-3546.48233,
0.554035625,-3547.76412,
0.554235625,-3549.04591,
0.554435625,-3550.3277,
0.554635625,-3551.6095,
0.554835625,-3552.89129,
0.555035625,-3554.17308,
0.555235625,-3555.45487,
0.555435625,-3556.73667,
0.555635625,-3558.01846,
0.555835625,-3559.30025,
0.556035625,-3560.58205,
0.556235625,-3561.86384,
0.556435625,-3563.14563,
0.556635625,-3564.42743,
0.556835625,-3565.70922,
0.557035625,-3566.99101,
0.557235625,-3568.27281,
0.557435625,-3569.5546,
0.557635625,-3570.8364,
0.557835625,-3572.11819,
0.558035625,-3573.39999,
0.558235625,-3574.68178,
0.558435625,-3575.96358,
0.558635625,-3577.24537,
0.558835625,-3578.52717,
0.559035625,-3579.80896,
0.559235625,-3581.09076,
0.559435625,-3582.37256,
0.559635625,-3583.65435,
0.559835625,-3584.93615,
0.560035625,-3586.21795,
0.560235625,-3587.49974,
0.560435625,-3588.78154,
0.560635625,-3590.06334,
0.560835625,-3591.34514,
0.561035625,-3592.62693,
0.561235625,-3593.90873,
0.561435625,-3595.19053,
0.561635625,-3596.47233,
0.561835625,-3597.75412,
0.562035625,-3599.03592,
0.562235625,-3600.31772,
0.562435625,-3601.59952,
0.562635625,-3602.88132,
0.562835625,-3604.16312,
0.563035625,-3605.44492,
0.563235625,-3606.72672,
0.563435625,-3608.00852,
0.563635625,-3609.29032,
0.563835625,-3610.57212,
0.564035625,-3611.85392,
0.564235625,-3613.13572,
0.564435625,-3614.41752,
0.564635625,-3615.69932,
0.564835625,-3616.98112,
0.565035625,-3618.26292,
0.565235625,-3619.54472,
0.565435625,-3620.82652,
0.565635625,-3622.10832,
0.565835625,-3623.39012,
0.566035625,-3624.67193,
0.566235625,-3625.95373,
0.566435625,-3627.23553,
0.566635625,-3628.51733,
0.566835625,-3629.79914,
0.567035625,-3631.08094,
0.567235625,-3632.36274,
0.567435625,-3633.64454,
0.567635625,-3634.92635,
0.567835625,-3636.20815,
0.568035625,-3637.48995,
0.568235625,-3638.77176,
0.568435625,-3640.05356,
0.568635625,-3641.33537,
0.568835625,-3642.61717,
0.569035625,-3643.89897,
0.569235625,-3645.18078,
0.569435625,-3646.46258,
0.569635625,-3647.74439,
0.569835625,-3649.02619,
0.570035625,-3650.308,
0.570235625,-3651.5898,
0.570435625,-3652.87161,
0.570635625,-3654.15341,
0.570835625,-3655.43522,
0.571035625,-3656.71703,
0.571235625,-3657.99883,
0.571435625,-3659.28064,
0.571635625,-3660.56244,
0.571835625,-3661.84425,
0.572035625,-3663.12606,
0.572235625,-3664.40787,
0.572435625,-3665.68967,
0.572635625,-3666.97148,
0.572835625,-3668.25329,
0.573035625,-3669.53509,
0.573235625,-3670.8169,
0.573435625,-3672.09871,
0.573635625,-3673.38052,
0.573835625,-3674.66233,
0.574035625,-3675.94414,
0.574235625,-3677.22594,
0.574435625,-3678.50775,
0.574635625,-3679.78956,
0.574835625,-3681.07137,
0.575035625,-3682.35318,
0.575235625,-3683.63499,
0.575435625,-3684.9168,
0.575635625,-3686.19861,
0.575835625,-3687.48042,
0.576035625,-3688.76223,
0.576235625,-3690.04404,
0.576435625,-3691.32585,
0.576635625,-3692.60766,
0.576835625,-3693.88947,
0.577035625,-3695.17128,
0.577235625,-3696.45309,
0.577435625,-3697.7349,
0.577635625,-3699.01672,
0.577835625,-3700.29853,
0.578035625,-3701.58034,
0.578235625,-3702.86215,
0.578435625,-3704.14396,
0.578635625,-3705.42577,
0.578835625,-3706.70759,
0.579035625,-3707.9894,
0.579235625,-3709.27121,
0.579435625,-3710.55303,
0.579635625,-3711.83484,
0.579835625,-3713.11665,
0.580035625,-3714.39846,
0.580235625,-3715.68028,
0.580435625,-3716.96209,
0.580635625,-3718.24391,
0.580835625,-3719.52572,
0.581035625,-3720.80753,
0.581235625,-3722.08935,
0.581435625,-3723.37116,
0.581635625,-3724.65298,
0.581835625,-3725.93479,
0.582035625,-3727.21661,
0.582235625,-3728.49842,
0.582435625,-3729.78024,
0.582635625,-3731.06205,
0.582835625,-3732.34387,
0.583035625,-3733.62568,
0.583235625,-3734.9075,
0.583435625,-3736.18932,
0.583635625,-3737.47113,
0.583835625,-3738.75295,
0.584035625,-3740.03477,
0.584235625,-3741.31658,
0.584435625,-3742.5984,
0.584635625,-3743.88022,
0.584835625,-3745.16203,
0.585035625,-3746.44385,
0.585235625,-3747.72567,
0.585435625,-3749.00749,
0.585635625,-3750.2893,
0.585835625,-3751.57112,
0.586035625,-3752.85294,
0.586235625,-3754.13476,
0.586435625,-3755.41658,
0.586635625,-3756.6984,
0.586835625,-3757.98022,
0.587035625,-3759.26203,
0.587235625,-3760.54385,
0.587435625,-3761.82567,
0.587635625,-3763.10749,
0.587835625,-3764.38931,
0.588035625,-3765.67113,
0.588235625,-3766.95295,
0.588435625,-3768.23477,
0.588635625,-3769.51659,
0.588835625,-3770.79841,
0.589035625,-3772.08023,
0.589235625,-3773.36205,
0.589435625,-3774.64387,
0.589635625,-3775.9257,
0.589835625,-3777.20752,
0.590035625,-3778.48934,
0.590235625,-3779.77116,
0.590435625,-3781.05298,
0.590635625,-3782.3348,
0.590835625,-3783.61663,
0.591035625,-3784.89845,
0.591235625,-3786.18027,
0.591435625,-3787.46209,
0.591635625,-3788.74391,
0.591835625,-3790.02574,
0.592035625,-3791.30756,
0.592235625,-3792.58938,
0.592435625,-3793.87121,
0.592635625,-3795.15303,
0.592835625,-3796.43485,
0.593035625,-3797.71668,
0.593235625,-3798.9985,
0.593435625,-3800.28033,
0.593635625,-3801.56215,
0.593835625,-3802.84397,
0.594035625,-3804.1258,
0.594235625,-3805.40762,
0.594435625,-3806.68945,
0.594635625,-3807.97127,
0.594835625,-3809.2531,
0.595035625,-3810.53492,
0.595235625,-3811.81675,
0.595435625,-3813.09857,
0.595635625,-3814.3804,
0.595835625,-3815.66223,
0.596035625,-3816.94405,
0.596235625,-3818.22588,
0.596435625,-3819.50771,
0.596635625,-3820.78953,
0.596835625,-3822.07136,
0.597035625,-3823.35319,
0.597235625,-3824.63501,
0.597435625,-3825.91684,
0.597635625,-3827.19867,
0.597835625,-3828.48049,
0.598035625,-3829.76232,
0.598235625,-3831.04415,
0.598435625,-3832.32598,
0.598635625,-3833.60781,
0.598835625,-3834.88963,
0.599035625,-3836.17146,
0.599235625,-3837.45329,
0.599435625,-3838.73512,
0.599635625,-3840.01695,
0.599835625,-3841.29878,
0.600035625,-3842.58061,
0.600235625,-3843.86244,
0.600435625,-3845.14427,
0.600635625,-3846.4261,
0.600835625,-3847.70793,
