TIME, FY_4,
0.201235625,-1287.10557,
0.201435625,-1288.38672,
0.201635625,-1289.66786,
0.201835625,-1290.949,
0.202035625,-1292.23015,
0.202235625,-1293.51129,
0.202435625,-1294.79244,
0.202635625,-1296.07359,
0.202835625,-1297.35474,
0.203035625,-1298.63589,
0.203235625,-1299.91704,
0.203435625,-1301.19819,
0.203635625,-1302.47934,
0.203835625,-1303.76049,
0.204035625,-1305.04165,
0.204235625,-1306.3228,
0.204435625,-1307.60396,
0.204635625,-1308.88511,
0.204835625,-1310.16627,
0.205035625,-1311.44743,
0.205235625,-1312.72859,
0.205435625,-1314.00974,
0.205635625,-1315.29091,
0.205835625,-1316.57207,
0.206035625,-1317.85323,
0.206235625,-1319.13439,
0.206435625,-1320.41556,
0.206635625,-1321.69672,
0.206835625,-1322.97789,
0.207035625,-1324.25905,
0.207235625,-1325.54022,
0.207435625,-1326.82139,
0.207635625,-1328.10256,
0.207835625,-1329.38373,
0.208035625,-1330.6649,
0.208235625,-1331.94607,
0.208435625,-1333.22724,
0.208635625,-1334.50841,
0.208835625,-1335.78959,
0.209035625,-1337.07076,
0.209235625,-1338.35194,
0.209435625,-1339.63311,
0.209635625,-1340.91429,
0.209835625,-1342.19547,
0.210035625,-1343.47665,
0.210235625,-1344.75783,
0.210435625,-1346.03901,
0.210635625,-1347.32019,
0.210835625,-1348.60137,
0.211035625,-1349.88255,
0.211235625,-1351.16374,
0.211435625,-1352.44492,
0.211635625,-1353.72611,
0.211835625,-1355.00729,
0.212035625,-1356.28848,
0.212235625,-1357.56967,
0.212435625,-1358.85086,
0.212635625,-1360.13205,
0.212835625,-1361.41324,
0.213035625,-1362.69443,
0.213235625,-1363.97562,
0.213435625,-1365.25681,
0.213635625,-1366.53801,
0.213835625,-1367.8192,
0.214035625,-1369.10039,
0.214235625,-1370.38159,
0.214435625,-1371.66279,
0.214635625,-1372.94398,
0.214835625,-1374.22518,
0.215035625,-1375.50638,
0.215235625,-1376.78758,
0.215435625,-1378.06878,
0.215635625,-1379.34998,
0.215835625,-1380.63118,
0.216035625,-1381.91239,
0.216235625,-1383.19359,
0.216435625,-1384.47479,
0.216635625,-1385.756,
0.216835625,-1387.03721,
0.217035625,-1388.31841,
0.217235625,-1389.59962,
0.217435625,-1390.88083,
0.217635625,-1392.16204,
0.217835625,-1393.44325,
0.218035625,-1394.72446,
0.218235625,-1396.00567,
0.218435625,-1397.28688,
0.218635625,-1398.56809,
0.218835625,-1399.84931,
0.219035625,-1401.13052,
0.219235625,-1402.41174,
0.219435625,-1403.69295,
0.219635625,-1404.97417,
0.219835625,-1406.25539,
0.220035625,-1407.5366,
0.220235625,-1408.81782,
0.220435625,-1410.09904,
0.220635625,-1411.38026,
0.220835625,-1412.66148,
0.221035625,-1413.94271,
0.221235625,-1415.22393,
0.221435625,-1416.50515,
0.221635625,-1417.78638,
0.221835625,-1419.0676,
0.222035625,-1420.34883,
0.222235625,-1421.63005,
0.222435625,-1422.91128,
0.222635625,-1424.19251,
0.222835625,-1425.47373,
0.223035625,-1426.75496,
0.223235625,-1428.03619,
0.223435625,-1429.31742,
0.223635625,-1430.59866,
0.223835625,-1431.87989,
0.224035625,-1433.16112,
0.224235625,-1434.44235,
0.224435625,-1435.72359,
0.224635625,-1437.00482,
0.224835625,-1438.28606,
0.225035625,-1439.5673,
0.225235625,-1440.84853,
0.225435625,-1442.12977,
0.225635625,-1443.41101,
0.225835625,-1444.69225,
0.226035625,-1445.97349,
0.226235625,-1447.25473,
0.226435625,-1448.53597,
0.226635625,-1449.81721,
0.226835625,-1451.09846,
0.227035625,-1452.3797,
0.227235625,-1453.66094,
0.227435625,-1454.94219,
0.227635625,-1456.22344,
0.227835625,-1457.50468,
0.228035625,-1458.78593,
0.228235625,-1460.06718,
0.228435625,-1461.34843,
0.228635625,-1462.62968,
0.228835625,-1463.91093,
0.229035625,-1465.19218,
0.229235625,-1466.47343,
0.229435625,-1467.75468,
0.229635625,-1469.03593,
0.229835625,-1470.31719,
0.230035625,-1471.59844,
0.230235625,-1472.87969,
0.230435625,-1474.16095,
0.230635625,-1475.44221,
0.230835625,-1476.72346,
0.231035625,-1478.00472,
0.231235625,-1479.28598,
0.231435625,-1480.56724,
0.231635625,-1481.8485,
0.231835625,-1483.12976,
0.232035625,-1484.41102,
0.232235625,-1485.69228,
0.232435625,-1486.97354,
0.232635625,-1488.25481,
0.232835625,-1489.53607,
0.233035625,-1490.81734,
0.233235625,-1492.0986,
0.233435625,-1493.37987,
0.233635625,-1494.66113,
0.233835625,-1495.9424,
0.234035625,-1497.22367,
0.234235625,-1498.50494,
0.234435625,-1499.78621,
0.234635625,-1501.06748,
0.234835625,-1502.34875,
0.235035625,-1503.63002,
0.235235625,-1504.91129,
0.235435625,-1506.19256,
0.235635625,-1507.47383,
0.235835625,-1508.75511,
0.236035625,-1510.03638,
0.236235625,-1511.31766,
0.236435625,-1512.59893,
0.236635625,-1513.88021,
0.236835625,-1515.16149,
0.237035625,-1516.44277,
0.237235625,-1517.72404,
0.237435625,-1519.00532,
0.237635625,-1520.2866,
0.237835625,-1521.56788,
0.238035625,-1522.84916,
0.238235625,-1524.13045,
0.238435625,-1525.41173,
0.238635625,-1526.69301,
0.238835625,-1527.9743,
0.239035625,-1529.25558,
0.239235625,-1530.53687,
0.239435625,-1531.81815,
0.239635625,-1533.09944,
0.239835625,-1534.38072,
0.240035625,-1535.66201,
0.240235625,-1536.9433,
0.240435625,-1538.22459,
0.240635625,-1539.50588,
0.240835625,-1540.78717,
0.241035625,-1542.06846,
0.241235625,-1543.34975,
0.241435625,-1544.63104,
0.241635625,-1545.91234,
0.241835625,-1547.19363,
0.242035625,-1548.47492,
0.242235625,-1549.75622,
0.242435625,-1551.03751,
0.242635625,-1552.31881,
0.242835625,-1553.60011,
0.243035625,-1554.8814,
0.243235625,-1556.1627,
0.243435625,-1557.444,
0.243635625,-1558.7253,
0.243835625,-1560.0066,
0.244035625,-1561.2879,
0.244235625,-1562.5692,
0.244435625,-1563.8505,
0.244635625,-1565.1318,
0.244835625,-1566.41311,
0.245035625,-1567.69441,
0.245235625,-1568.97571,
0.245435625,-1570.25702,
0.245635625,-1571.53832,
0.245835625,-1572.81963,
0.246035625,-1574.10094,
0.246235625,-1575.38224,
0.246435625,-1576.66355,
0.246635625,-1577.94486,
0.246835625,-1579.22617,
0.247035625,-1580.50748,
0.247235625,-1581.78879,
0.247435625,-1583.0701,
0.247635625,-1584.35141,
0.247835625,-1585.63272,
0.248035625,-1586.91403,
0.248235625,-1588.19535,
0.248435625,-1589.47666,
0.248635625,-1590.75798,
0.248835625,-1592.03929,
0.249035625,-1593.32061,
0.249235625,-1594.60192,
0.249435625,-1595.88324,
0.249635625,-1597.16456,
0.249835625,-1598.44587,
0.250035625,-1599.72719,
0.250235625,-1601.00851,
0.250435625,-1602.28983,
0.250635625,-1603.57115,
0.250835625,-1604.85247,
0.251035625,-1606.1338,
0.251235625,-1607.41512,
0.251435625,-1608.69644,
0.251635625,-1609.97776,
0.251835625,-1611.25909,
0.252035625,-1612.54041,
0.252235625,-1613.82174,
0.252435625,-1615.10306,
0.252635625,-1616.38439,
0.252835625,-1617.66572,
0.253035625,-1618.94705,
0.253235625,-1620.22837,
0.253435625,-1621.5097,
0.253635625,-1622.79103,
0.253835625,-1624.07236,
0.254035625,-1625.35369,
0.254235625,-1626.63502,
0.254435625,-1627.91635,
0.254635625,-1629.19769,
0.254835625,-1630.47902,
0.255035625,-1631.76035,
0.255235625,-1633.04169,
0.255435625,-1634.32302,
0.255635625,-1635.60436,
0.255835625,-1636.88569,
0.256035625,-1638.16703,
0.256235625,-1639.44837,
0.256435625,-1640.7297,
0.256635625,-1642.01104,
0.256835625,-1643.29238,
0.257035625,-1644.57372,
0.257235625,-1645.85506,
0.257435625,-1647.1364,
0.257635625,-1648.41774,
0.257835625,-1649.69908,
0.258035625,-1650.98042,
0.258235625,-1652.26177,
0.258435625,-1653.54311,
0.258635625,-1654.82445,
0.258835625,-1656.1058,
0.259035625,-1657.38714,
0.259235625,-1658.66849,
0.259435625,-1659.94983,
0.259635625,-1661.23118,
0.259835625,-1662.51253,
0.260035625,-1663.79387,
0.260235625,-1665.07522,
0.260435625,-1666.35657,
0.260635625,-1667.63792,
0.260835625,-1668.91927,
0.261035625,-1670.20062,
0.261235625,-1671.48197,
0.261435625,-1672.76332,
0.261635625,-1674.04468,
0.261835625,-1675.32603,
0.262035625,-1676.60738,
0.262235625,-1677.88874,
0.262435625,-1679.17009,
0.262635625,-1680.45145,
0.262835625,-1681.7328,
0.263035625,-1683.01416,
0.263235625,-1684.29551,
0.263435625,-1685.57687,
0.263635625,-1686.85823,
0.263835625,-1688.13959,
0.264035625,-1689.42094,
0.264235625,-1690.7023,
0.264435625,-1691.98366,
0.264635625,-1693.26502,
0.264835625,-1694.54639,
0.265035625,-1695.82775,
0.265235625,-1697.10911,
0.265435625,-1698.39047,
0.265635625,-1699.67183,
0.265835625,-1700.9532,
0.266035625,-1702.23456,
0.266235625,-1703.51593,
0.266435625,-1704.79729,
0.266635625,-1706.07866,
0.266835625,-1707.36002,
0.267035625,-1708.64139,
0.267235625,-1709.92276,
0.267435625,-1711.20413,
0.267635625,-1712.48549,
0.267835625,-1713.76686,
0.268035625,-1715.04823,
0.268235625,-1716.3296,
0.268435625,-1717.61097,
0.268635625,-1718.89234,
0.268835625,-1720.17372,
0.269035625,-1721.45509,
0.269235625,-1722.73646,
0.269435625,-1724.01783,
0.269635625,-1725.29921,
0.269835625,-1726.58058,
0.270035625,-1727.86196,
0.270235625,-1729.14333,
0.270435625,-1730.42471,
0.270635625,-1731.70608,
0.270835625,-1732.98746,
0.271035625,-1734.26884,
0.271235625,-1735.55022,
0.271435625,-1736.8316,
0.271635625,-1738.11297,
0.271835625,-1739.39435,
0.272035625,-1740.67573,
0.272235625,-1741.95711,
0.272435625,-1743.2385,
0.272635625,-1744.51988,
0.272835625,-1745.80126,
0.273035625,-1747.08264,
0.273235625,-1748.36403,
0.273435625,-1749.64541,
0.273635625,-1750.92679,
0.273835625,-1752.20818,
0.274035625,-1753.48956,
0.274235625,-1754.77095,
0.274435625,-1756.05233,
0.274635625,-1757.33372,
0.274835625,-1758.61511,
0.275035625,-1759.8965,
0.275235625,-1761.17788,
0.275435625,-1762.45927,
0.275635625,-1763.74066,
0.275835625,-1765.02205,
0.276035625,-1766.30344,
0.276235625,-1767.58483,
0.276435625,-1768.86622,
0.276635625,-1770.14762,
0.276835625,-1771.42901,
0.277035625,-1772.7104,
0.277235625,-1773.9918,
0.277435625,-1775.27319,
0.277635625,-1776.55458,
0.277835625,-1777.83598,
0.278035625,-1779.11737,
0.278235625,-1780.39877,
0.278435625,-1781.68017,
0.278635625,-1782.96156,
0.278835625,-1784.24296,
0.279035625,-1785.52436,
0.279235625,-1786.80576,
0.279435625,-1788.08715,
0.279635625,-1789.36855,
0.279835625,-1790.64995,
0.280035625,-1791.93135,
0.280235625,-1793.21275,
0.280435625,-1794.49416,
0.280635625,-1795.77556,
0.280835625,-1797.05696,
0.281035625,-1798.33836,
0.281235625,-1799.61977,
0.281435625,-1800.90117,
0.281635625,-1802.18257,
0.281835625,-1803.46398,
0.282035625,-1804.74538,
0.282235625,-1806.02679,
0.282435625,-1807.3082,
0.282635625,-1808.5896,
0.282835625,-1809.87101,
0.283035625,-1811.15242,
0.283235625,-1812.43383,
0.283435625,-1813.71523,
0.283635625,-1814.99664,
0.283835625,-1816.27805,
0.284035625,-1817.55946,
0.284235625,-1818.84087,
0.284435625,-1820.12228,
0.284635625,-1821.4037,
0.284835625,-1822.68511,
0.285035625,-1823.96652,
0.285235625,-1825.24793,
0.285435625,-1826.52935,
0.285635625,-1827.81076,
0.285835625,-1829.09218,
0.286035625,-1830.37359,
0.286235625,-1831.65501,
0.286435625,-1832.93642,
0.286635625,-1834.21784,
0.286835625,-1835.49925,
0.287035625,-1836.78067,
0.287235625,-1838.06209,
0.287435625,-1839.34351,
0.287635625,-1840.62493,
0.287835625,-1841.90635,
0.288035625,-1843.18777,
0.288235625,-1844.46919,
0.288435625,-1845.75061,
0.288635625,-1847.03203,
0.288835625,-1848.31345,
0.289035625,-1849.59487,
0.289235625,-1850.87629,
0.289435625,-1852.15772,
0.289635625,-1853.43914,
0.289835625,-1854.72056,
0.290035625,-1856.00199,
0.290235625,-1857.28341,
0.290435625,-1858.56484,
0.290635625,-1859.84626,
0.290835625,-1861.12769,
0.291035625,-1862.40912,
0.291235625,-1863.69054,
0.291435625,-1864.97197,
0.291635625,-1866.2534,
0.291835625,-1867.53483,
0.292035625,-1868.81626,
0.292235625,-1870.09769,
0.292435625,-1871.37912,
0.292635625,-1872.66055,
0.292835625,-1873.94198,
0.293035625,-1875.22341,
0.293235625,-1876.50484,
0.293435625,-1877.78627,
0.293635625,-1879.0677,
0.293835625,-1880.34914,
0.294035625,-1881.63057,
0.294235625,-1882.91201,
0.294435625,-1884.19344,
0.294635625,-1885.47487,
0.294835625,-1886.75631,
0.295035625,-1888.03775,
0.295235625,-1889.31918,
0.295435625,-1890.60062,
0.295635625,-1891.88206,
0.295835625,-1893.16349,
0.296035625,-1894.44493,
0.296235625,-1895.72637,
0.296435625,-1897.00781,
0.296635625,-1898.28925,
0.296835625,-1899.57069,
0.297035625,-1900.85213,
0.297235625,-1902.13357,
0.297435625,-1903.41501,
0.297635625,-1904.69645,
0.297835625,-1905.97789,
0.298035625,-1907.25934,
0.298235625,-1908.54078,
0.298435625,-1909.82222,
0.298635625,-1911.10367,
0.298835625,-1912.38511,
0.299035625,-1913.66656,
0.299235625,-1914.948,
0.299435625,-1916.22945,
0.299635625,-1917.51089,
0.299835625,-1918.79234,
0.300035625,-1920.07379,
0.300235625,-1921.35523,
0.300435625,-1922.63668,
0.300635625,-1923.91813,
0.300835625,-1925.19958,
0.301035625,-1926.48103,
0.301235625,-1927.76248,
0.301435625,-1929.04393,
0.301635625,-1930.32538,
0.301835625,-1931.60683,
0.302035625,-1932.88828,
0.302235625,-1934.16973,
0.302435625,-1935.45119,
0.302635625,-1936.73264,
0.302835625,-1938.01409,
0.303035625,-1939.29555,
0.303235625,-1940.577,
0.303435625,-1941.85845,
0.303635625,-1943.13991,
0.303835625,-1944.42136,
0.304035625,-1945.70282,
0.304235625,-1946.98428,
0.304435625,-1948.26573,
0.304635625,-1949.54719,
0.304835625,-1950.82865,
0.305035625,-1952.11011,
0.305235625,-1953.39156,
0.305435625,-1954.67302,
0.305635625,-1955.95448,
0.305835625,-1957.23594,
0.306035625,-1958.5174,
0.306235625,-1959.79886,
0.306435625,-1961.08032,
0.306635625,-1962.36178,
0.306835625,-1963.64325,
0.307035625,-1964.92471,
0.307235625,-1966.20617,
0.307435625,-1967.48763,
0.307635625,-1968.7691,
0.307835625,-1970.05056,
0.308035625,-1971.33202,
0.308235625,-1972.61349,
0.308435625,-1973.89495,
0.308635625,-1975.17642,
0.308835625,-1976.45789,
0.309035625,-1977.73935,
0.309235625,-1979.02082,
0.309435625,-1980.30229,
0.309635625,-1981.58375,
0.309835625,-1982.86522,
0.310035625,-1984.14669,
0.310235625,-1985.42816,
0.310435625,-1986.70963,
0.310635625,-1987.9911,
0.310835625,-1989.27257,
0.311035625,-1990.55404,
0.311235625,-1991.83551,
0.311435625,-1993.11698,
0.311635625,-1994.39845,
0.311835625,-1995.67993,
0.312035625,-1996.9614,
0.312235625,-1998.24287,
0.312435625,-1999.52435,
0.312635625,-2000.80582,
0.312835625,-2002.08729,
0.313035625,-2003.36877,
0.313235625,-2004.65024,
0.313435625,-2005.93172,
0.313635625,-2007.2132,
0.313835625,-2008.49467,
0.314035625,-2009.77615,
0.314235625,-2011.05763,
0.314435625,-2012.3391,
0.314635625,-2013.62058,
0.314835625,-2014.90206,
0.315035625,-2016.18354,
0.315235625,-2017.46502,
0.315435625,-2018.7465,
0.315635625,-2020.02798,
0.315835625,-2021.30946,
0.316035625,-2022.59094,
0.316235625,-2023.87242,
0.316435625,-2025.1539,
0.316635625,-2026.43538,
0.316835625,-2027.71687,
0.317035625,-2028.99835,
0.317235625,-2030.27983,
0.317435625,-2031.56132,
0.317635625,-2032.8428,
0.317835625,-2034.12429,
0.318035625,-2035.40577,
0.318235625,-2036.68726,
0.318435625,-2037.96874,
0.318635625,-2039.25023,
0.318835625,-2040.53171,
0.319035625,-2041.8132,
0.319235625,-2043.09469,
0.319435625,-2044.37618,
0.319635625,-2045.65766,
0.319835625,-2046.93915,
0.320035625,-2048.22064,
0.320235625,-2049.50213,
0.320435625,-2050.78362,
0.320635625,-2052.06511,
0.320835625,-2053.3466,
0.321035625,-2054.62809,
0.321235625,-2055.90958,
0.321435625,-2057.19107,
0.321635625,-2058.47257,
0.321835625,-2059.75406,
0.322035625,-2061.03555,
0.322235625,-2062.31705,
0.322435625,-2063.59854,
0.322635625,-2064.88003,
0.322835625,-2066.16153,
0.323035625,-2067.44302,
0.323235625,-2068.72452,
0.323435625,-2070.00601,
0.323635625,-2071.28751,
0.323835625,-2072.56901,
0.324035625,-2073.8505,
0.324235625,-2075.132,
0.324435625,-2076.4135,
0.324635625,-2077.69499,
0.324835625,-2078.97649,
0.325035625,-2080.25799,
0.325235625,-2081.53949,
0.325435625,-2082.82099,
0.325635625,-2084.10249,
0.325835625,-2085.38399,
0.326035625,-2086.66549,
0.326235625,-2087.94699,
0.326435625,-2089.22849,
0.326635625,-2090.51,
0.326835625,-2091.7915,
0.327035625,-2093.073,
0.327235625,-2094.3545,
0.327435625,-2095.63601,
0.327635625,-2096.91751,
0.327835625,-2098.19901,
0.328035625,-2099.48052,
0.328235625,-2100.76202,
0.328435625,-2102.04353,
0.328635625,-2103.32504,
0.328835625,-2104.60654,
0.329035625,-2105.88805,
0.329235625,-2107.16955,
0.329435625,-2108.45106,
0.329635625,-2109.73257,
0.329835625,-2111.01408,
0.330035625,-2112.29559,
0.330235625,-2113.57709,
0.330435625,-2114.8586,
0.330635625,-2116.14011,
0.330835625,-2117.42162,
0.331035625,-2118.70313,
0.331235625,-2119.98464,
0.331435625,-2121.26615,
0.331635625,-2122.54767,
0.331835625,-2123.82918,
0.332035625,-2125.11069,
0.332235625,-2126.3922,
0.332435625,-2127.67371,
0.332635625,-2128.95523,
0.332835625,-2130.23674,
0.333035625,-2131.51826,
0.333235625,-2132.79977,
0.333435625,-2134.08128,
0.333635625,-2135.3628,
0.333835625,-2136.64432,
0.334035625,-2137.92583,
0.334235625,-2139.20735,
0.334435625,-2140.48886,
0.334635625,-2141.77038,
0.334835625,-2143.0519,
0.335035625,-2144.33342,
0.335235625,-2145.61493,
0.335435625,-2146.89645,
0.335635625,-2148.17797,
0.335835625,-2149.45949,
0.336035625,-2150.74101,
0.336235625,-2152.02253,
0.336435625,-2153.30405,
0.336635625,-2154.58557,
0.336835625,-2155.86709,
0.337035625,-2157.14861,
0.337235625,-2158.43013,
0.337435625,-2159.71166,
0.337635625,-2160.99318,
0.337835625,-2162.2747,
0.338035625,-2163.55622,
0.338235625,-2164.83775,
0.338435625,-2166.11927,
0.338635625,-2167.4008,
0.338835625,-2168.68232,
0.339035625,-2169.96385,
0.339235625,-2171.24537,
0.339435625,-2172.5269,
0.339635625,-2173.80842,
0.339835625,-2175.08995,
0.340035625,-2176.37148,
0.340235625,-2177.653,
0.340435625,-2178.93453,
0.340635625,-2180.21606,
0.340835625,-2181.49759,
0.341035625,-2182.77912,
0.341235625,-2184.06065,
0.341435625,-2185.34217,
0.341635625,-2186.6237,
0.341835625,-2187.90523,
0.342035625,-2189.18676,
0.342235625,-2190.4683,
0.342435625,-2191.74983,
0.342635625,-2193.03136,
0.342835625,-2194.31289,
0.343035625,-2195.59442,
0.343235625,-2196.87595,
0.343435625,-2198.15749,
0.343635625,-2199.43902,
0.343835625,-2200.72055,
0.344035625,-2202.00209,
0.344235625,-2203.28362,
0.344435625,-2204.56516,
0.344635625,-2205.84669,
0.344835625,-2207.12823,
0.345035625,-2208.40976,
0.345235625,-2209.6913,
0.345435625,-2210.97284,
0.345635625,-2212.25437,
0.345835625,-2213.53591,
0.346035625,-2214.81745,
0.346235625,-2216.09899,
0.346435625,-2217.38052,
0.346635625,-2218.66206,
0.346835625,-2219.9436,
0.347035625,-2221.22514,
0.347235625,-2222.50668,
0.347435625,-2223.78822,
0.347635625,-2225.06976,
0.347835625,-2226.3513,
0.348035625,-2227.63284,
0.348235625,-2228.91438,
0.348435625,-2230.19592,
0.348635625,-2231.47747,
0.348835625,-2232.75901,
0.349035625,-2234.04055,
0.349235625,-2235.3221,
0.349435625,-2236.60364,
0.349635625,-2237.88518,
0.349835625,-2239.16673,
0.350035625,-2240.44827,
0.350235625,-2241.72982,
0.350435625,-2243.01136,
0.350635625,-2244.29291,
0.350835625,-2245.57445,
0.351035625,-2246.856,
0.351235625,-2248.13755,
0.351435625,-2249.41909,
0.351635625,-2250.70064,
0.351835625,-2251.98219,
0.352035625,-2253.26373,
0.352235625,-2254.54528,
0.352435625,-2255.82683,
0.352635625,-2257.10838,
0.352835625,-2258.38993,
0.353035625,-2259.67148,
0.353235625,-2260.95303,
0.353435625,-2262.23458,
0.353635625,-2263.51613,
0.353835625,-2264.79768,
0.354035625,-2266.07923,
0.354235625,-2267.36078,
0.354435625,-2268.64234,
0.354635625,-2269.92389,
0.354835625,-2271.20544,
0.355035625,-2272.48699,
0.355235625,-2273.76855,
0.355435625,-2275.0501,
0.355635625,-2276.33166,
0.355835625,-2277.61321,
0.356035625,-2278.89476,
0.356235625,-2280.17632,
0.356435625,-2281.45787,
0.356635625,-2282.73943,
0.356835625,-2284.02099,
0.357035625,-2285.30254,
0.357235625,-2286.5841,
0.357435625,-2287.86566,
0.357635625,-2289.14721,
0.357835625,-2290.42877,
0.358035625,-2291.71033,
0.358235625,-2292.99189,
0.358435625,-2294.27345,
0.358635625,-2295.55501,
0.358835625,-2296.83657,
0.359035625,-2298.11812,
0.359235625,-2299.39968,
0.359435625,-2300.68125,
0.359635625,-2301.96281,
0.359835625,-2303.24437,
0.360035625,-2304.52593,
0.360235625,-2305.80749,
0.360435625,-2307.08905,
0.360635625,-2308.37061,
0.360835625,-2309.65218,
0.361035625,-2310.93374,
0.361235625,-2312.2153,
0.361435625,-2313.49687,
0.361635625,-2314.77843,
0.361835625,-2316.06,
0.362035625,-2317.34156,
0.362235625,-2318.62313,
0.362435625,-2319.90469,
0.362635625,-2321.18626,
0.362835625,-2322.46782,
0.363035625,-2323.74939,
0.363235625,-2325.03095,
0.363435625,-2326.31252,
0.363635625,-2327.59409,
0.363835625,-2328.87566,
0.364035625,-2330.15722,
0.364235625,-2331.43879,
0.364435625,-2332.72036,
0.364635625,-2334.00193,
0.364835625,-2335.2835,
0.365035625,-2336.56507,
0.365235625,-2337.84664,
0.365435625,-2339.12821,
0.365635625,-2340.40978,
0.365835625,-2341.69135,
0.366035625,-2342.97292,
0.366235625,-2344.25449,
0.366435625,-2345.53606,
0.366635625,-2346.81764,
0.366835625,-2348.09921,
0.367035625,-2349.38078,
0.367235625,-2350.66236,
0.367435625,-2351.94393,
0.367635625,-2353.2255,
0.367835625,-2354.50708,
0.368035625,-2355.78865,
0.368235625,-2357.07023,
0.368435625,-2358.3518,
0.368635625,-2359.63338,
0.368835625,-2360.91495,
0.369035625,-2362.19653,
0.369235625,-2363.4781,
0.369435625,-2364.75968,
0.369635625,-2366.04126,
0.369835625,-2367.32283,
0.370035625,-2368.60441,
0.370235625,-2369.88599,
0.370435625,-2371.16757,
0.370635625,-2372.44915,
0.370835625,-2373.73073,
0.371035625,-2375.0123,
0.371235625,-2376.29388,
0.371435625,-2377.57546,
0.371635625,-2378.85704,
0.371835625,-2380.13862,
0.372035625,-2381.4202,
0.372235625,-2382.70179,
0.372435625,-2383.98337,
0.372635625,-2385.26495,
0.372835625,-2386.54653,
0.373035625,-2387.82811,
0.373235625,-2389.1097,
0.373435625,-2390.39128,
0.373635625,-2391.67286,
0.373835625,-2392.95444,
0.374035625,-2394.23603,
0.374235625,-2395.51761,
0.374435625,-2396.7992,
0.374635625,-2398.08078,
0.374835625,-2399.36237,
0.375035625,-2400.64395,
0.375235625,-2401.92554,
0.375435625,-2403.20712,
0.375635625,-2404.48871,
0.375835625,-2405.7703,
0.376035625,-2407.05188,
0.376235625,-2408.33347,
0.376435625,-2409.61506,
0.376635625,-2410.89665,
0.376835625,-2412.17823,
0.377035625,-2413.45982,
0.377235625,-2414.74141,
0.377435625,-2416.023,
0.377635625,-2417.30459,
0.377835625,-2418.58618,
0.378035625,-2419.86777,
0.378235625,-2421.14936,
0.378435625,-2422.43095,
0.378635625,-2423.71254,
0.378835625,-2424.99413,
0.379035625,-2426.27572,
0.379235625,-2427.55732,
0.379435625,-2428.83891,
0.379635625,-2430.1205,
0.379835625,-2431.40209,
0.380035625,-2432.68369,
0.380235625,-2433.96528,
0.380435625,-2435.24687,
0.380635625,-2436.52847,
0.380835625,-2437.81006,
0.381035625,-2439.09166,
0.381235625,-2440.37325,
0.381435625,-2441.65485,
0.381635625,-2442.93644,
0.381835625,-2444.21804,
0.382035625,-2445.49963,
0.382235625,-2446.78123,
0.382435625,-2448.06283,
0.382635625,-2449.34442,
0.382835625,-2450.62602,
0.383035625,-2451.90762,
0.383235625,-2453.18922,
0.383435625,-2454.47082,
0.383635625,-2455.75241,
0.383835625,-2457.03401,
0.384035625,-2458.31561,
0.384235625,-2459.59721,
0.384435625,-2460.87881,
0.384635625,-2462.16041,
0.384835625,-2463.44201,
0.385035625,-2464.72361,
0.385235625,-2466.00521,
0.385435625,-2467.28681,
0.385635625,-2468.56842,
0.385835625,-2469.85002,
0.386035625,-2471.13162,
0.386235625,-2472.41322,
0.386435625,-2473.69482,
0.386635625,-2474.97643,
0.386835625,-2476.25803,
0.387035625,-2477.53963,
0.387235625,-2478.82124,
0.387435625,-2480.10284,
0.387635625,-2481.38445,
0.387835625,-2482.66605,
0.388035625,-2483.94766,
0.388235625,-2485.22926,
0.388435625,-2486.51087,
0.388635625,-2487.79247,
0.388835625,-2489.07408,
0.389035625,-2490.35569,
0.389235625,-2491.63729,
0.389435625,-2492.9189,
0.389635625,-2494.20051,
0.389835625,-2495.48211,
0.390035625,-2496.76372,
0.390235625,-2498.04533,
0.390435625,-2499.32694,
0.390635625,-2500.60855,
0.390835625,-2501.89016,
0.391035625,-2503.17177,
0.391235625,-2504.45338,
0.391435625,-2505.73499,
0.391635625,-2507.0166,
0.391835625,-2508.29821,
0.392035625,-2509.57982,
0.392235625,-2510.86143,
0.392435625,-2512.14304,
0.392635625,-2513.42465,
0.392835625,-2514.70626,
0.393035625,-2515.98788,
0.393235625,-2517.26949,
0.393435625,-2518.5511,
0.393635625,-2519.83272,
0.393835625,-2521.11433,
0.394035625,-2522.39594,
0.394235625,-2523.67756,
0.394435625,-2524.95917,
0.394635625,-2526.24079,
0.394835625,-2527.5224,
0.395035625,-2528.80402,
0.395235625,-2530.08563,
0.395435625,-2531.36725,
0.395635625,-2532.64886,
0.395835625,-2533.93048,
0.396035625,-2535.2121,
0.396235625,-2536.49371,
0.396435625,-2537.77533,
0.396635625,-2539.05695,
0.396835625,-2540.33857,
0.397035625,-2541.62018,
0.397235625,-2542.9018,
0.397435625,-2544.18342,
0.397635625,-2545.46504,
0.397835625,-2546.74666,
0.398035625,-2548.02828,
0.398235625,-2549.3099,
0.398435625,-2550.59152,
0.398635625,-2551.87314,
0.398835625,-2553.15476,
0.399035625,-2554.43638,
0.399235625,-2555.718,
0.399435625,-2556.99962,
0.399635625,-2558.28124,
0.399835625,-2559.56287,
0.400035625,-2560.84449,
0.400235625,-2562.12611,
0.400435625,-2563.40773,
0.400635625,-2564.68936,
0.400835625,-2565.97098,
0.401035625,-2567.2526,
