TIME, FX_2
2.E-04, -99.9420874
4.E-04, -199.88418
7.E-04, -349.797316
1.15E-03, -574.667019
1.825E-03, -911.971573
2.825E-03, -1411.68202
3.825E-03, -1911.39248
4.825E-03, -2411.10293
5.825E-03, -2910.81337
6.825E-03, -3410.52383
7.825E-03, -3910.23428
8.825E-03, -4409.94473
9.825E-03, -4909.65518
1.0825E-02, -5409.36563
1.1825E-02, -5909.07608
1.2825E-02, -6408.78653
1.3825E-02, -6908.49698
1.4825E-02, -7408.20743
1.5825E-02, -7907.91788
1.6825E-02, -8407.62833
1.7825E-02, -8907.33878
1.8825E-02, -9407.04923
1.9825E-02, -9906.75968
2.0825E-02, -10406.4701
2.1825E-02, -10906.1806
2.2825E-02, -11405.891
2.3825E-02, -11905.6015
2.4825E-02, -12405.3119
2.5825E-02, -12905.0224
2.6825E-02, -13404.7328
2.7825E-02, -13904.4433
2.8825E-02, -14404.1537
2.9825E-02, -14903.8642
3.0825E-02, -15403.5746
3.1825E-02, -15903.2851
3.2825E-02, -16402.9955
3.3825E-02, -16902.706
3.4825E-02, -17402.4164
3.5825E-02, -17902.1269
3.6825E-02, -18401.8373
3.7825E-02, -18901.5478
3.8825E-02, -19401.2582
3.9825E-02, -19900.9687
4.0825E-02, -20400.6791
4.1825E-02, -20900.3896
4.2825E-02, -21400.1
4.3825E-02, -21899.8105
4.4825E-02, -22399.5209
4.5825E-02, -22899.2314
4.6825E-02, -23398.9418
4.7825E-02, -23898.6523
4.8825E-02, -24398.3627
4.9825E-02, -24898.0732
5.0825E-02, -25397.7837
5.1825E-02, -25897.4941
5.2825E-02, -26397.2046
5.3825E-02, -26896.915
5.4825E-02, -27396.6255
5.5825E-02, -27896.3359
5.6825E-02, -28396.0464
5.7825E-02, -28895.7568
5.8825E-02, -29395.4673
5.9825E-02, -29895.1777
6.0825E-02, -30394.8882
6.1825E-02, -30894.5986
6.2825E-02, -31394.3091
6.3825E-02, -31894.0195
6.4825E-02, -32393.73
6.5825E-02, -32893.4404
6.6825E-02, -33393.1509
6.7825E-02, -33892.8613
6.8825E-02, -34392.5718
6.9825E-02, -34892.2822
7.0825E-02, -35391.9927
7.1825E-02, -35891.7031
7.2825E-02, -36391.4136
7.3825E-02, -36891.124
7.4825E-02, -37390.8345
7.5825E-02, -37890.5449
7.6825E-02, -38390.2554
7.7825E-02, -38889.9658
7.8825E-02, -39389.6763
7.9825E-02, -39889.3867
8.0825E-02, -40389.0972
8.1825E-02, -40888.8076
8.2825E-02, -41388.5181
8.3825E-02, -41888.2285
8.4825E-02, -42387.939
8.5825E-02, -42887.6494
8.6825E-02, -43387.3599
8.7825E-02, -43887.0703
8.8825E-02, -44386.7808
8.9825E-02, -44886.4912
9.0825E-02, -45386.2017
9.1825E-02, -45885.9121
9.2825E-02, -46385.6226
9.3825E-02, -46885.333
9.4825E-02, -47385.0435
9.5825E-02, -47884.7539
9.6825E-02, -48384.4644
9.7825E-02, -48884.1748
9.8825E-02, -49383.8853
9.9825E-02, -49883.5957
0.100825, -50383.3062
0.101825, -50883.0166
0.102825, -51382.7271
0.103825, -51882.4375
0.104825, -52382.148
0.105825, -52881.8584
0.106825, -53381.5689
0.107825, -53881.2793
0.108825, -54380.9898
0.109825, -54880.7002
0.110825, -55380.4107
0.111825, -55880.1211
0.112825, -56379.8316
0.113825, -56879.542
0.114825, -57379.2525
0.115825, -57878.9629
0.116825, -58378.6734
0.117825, -58878.3838
0.118825, -59378.0943
0.119825, -59877.8047
0.120825, -60377.5152
0.121825, -60877.2256
0.122825, -61376.9361
0.123825, -61876.6465
0.124825, -62376.357
0.125825, -62876.0674
0.126825, -63375.7779
0.127825, -63875.4883
0.128825, -64375.1988
0.129825, -64874.9092
0.130825, -65374.6197
0.131825, -65874.3301
0.132825, -66374.0406
