TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
2.00E-04,5.92E-05,0.104528446,-0.507206165,-0.487315726,0.99,-0.10,0.06,,,
4.00E-04,1.18E-04,0.209056897,-1.01441236,-0.974631478,1.99,-0.21,0.12,,,
7.00E-04,2.07E-04,0.365849579,-1.77522166,-1.70560511,3.48,-0.37,0.21,,,
1.15E-03,3.40E-04,0.601038392,-2.9164357,-2.80206561,5.72,-0.60,0.34,,,
1.83E-03,5.40E-04,0.953820635,-4.62825687,-4.44675638,9.08,-0.95,0.54,,,
2.84E-03,8.40E-04,1.48298864,-7.19598825,-6.91379177,14.11,-1.48,0.84,,,
4.36E-03,1.29E-03,2.27671208,-11.04758,-10.6143384,21.66,-2.28,1.29,,,
6.36E-03,1.88E-03,3.32187783,-16.1196207,-15.4874689,31.61,-3.32,1.88,,,
8.36E-03,2.48E-03,4.36711612,-21.1916873,-20.3606208,41.55,-4.37,2.48,,,
1.04E-02,3.07E-03,5.41240711,-26.2637742,-25.2337874,51.50,-5.41,3.07,,,
1.24E-02,3.66E-03,6.45769832,-31.335865,-30.1069511,61.44,-6.46,3.66,,,
1.44E-02,4.26E-03,7.50298916,-36.4079595,-34.98011,71.39,-7.50,4.26,,,
1.64E-02,4.85E-03,8.54827994,-41.4800588,-39.8532642,81.33,-8.55,4.85,,,
1.84E-02,5.44E-03,9.59357068,-46.5521636,-44.7264128,91.28,-9.59,5.44,,,
2.04E-02,6.04E-03,10.6388614,-51.6242747,-49.5995553,101.22,-10.64,6.04,,,
2.24E-02,6.63E-03,11.6841521,-56.6963926,-54.4726908,111.17,-11.68,6.63,,,
2.44E-02,7.23E-03,12.7294427,-61.7685182,-59.3458189,121.11,-12.73,7.23,,,
2.64E-02,7.83E-03,13.7747333,-66.8406521,-64.2189388,131.06,-13.77,7.83,,,
2.84E-02,8.42E-03,14.8200238,-71.9127949,-69.0920497,141.00,-14.82,8.42,,,
3.04E-02,9.02E-03,15.8653143,-76.9849474,-73.9651511,150.95,-15.87,9.02,,,
3.24E-02,9.62E-03,16.9106047,-82.0571102,-78.8382421,160.90,-16.91,9.62,,,
3.44E-02,1.02E-02,17.9558952,-87.1292841,-83.7113223,170.84,-17.96,10.21,,-17.58450656,167.3070868
3.64E-02,1.08E-02,19.0011855,-92.2014697,-88.5843907,180.79,-19.00,10.81,,,
3.84E-02,1.14E-02,20.0464758,-97.2736677,-93.4574468,190.73,-20.05,11.41,,,
4.04E-02,1.20E-02,21.0917661,-102.345879,-98.3304898,200.68,-21.09,12.00,,,
4.24E-02,1.26E-02,22.1370563,-107.418104,-103.203519,210.62,-22.14,12.60,,,
4.44E-02,1.32E-02,23.1823465,-112.490343,-108.076534,220.57,-23.18,13.20,,,
4.64E-02,1.38E-02,24.2276366,-117.562598,-112.949534,230.51,-24.23,13.80,,,
4.84E-02,1.44E-02,25.2729267,-122.634868,-117.822518,240.46,-25.27,14.40,,,
5.04E-02,1.50E-02,26.3182168,-127.707155,-122.695485,250.40,-26.32,15.00,,,
5.24E-02,1.56E-02,27.3635067,-132.77946,-127.568435,260.35,-27.36,15.60,,,
5.44E-02,1.62E-02,28.4087967,-137.851782,-132.441367,270.29,-28.41,16.19,,,
5.64E-02,1.68E-02,29.4540866,-142.924123,-137.314281,280.24,-29.45,16.79,,,
5.84E-02,1.74E-02,30.4993764,-147.996484,-142.187175,290.18,-30.50,17.39,,,
6.04E-02,1.80E-02,31.5446662,-153.068864,-147.060049,300.13,-31.54,17.99,,,
6.24E-02,1.86E-02,32.5899559,-158.141265,-151.932902,310.07,-32.59,18.59,,,
6.44E-02,1.92E-02,33.6352456,-163.213688,-156.805734,320.02,-33.64,19.19,,,
6.64E-02,1.98E-02,34.6805352,-168.286133,-161.678544,329.96,-34.68,19.80,,,
6.84E-02,2.04E-02,35.7258248,-173.358601,-166.551331,339.91,-35.73,20.40,,,
7.04E-02,2.10E-02,36.7711097,-178.431093,-171.424094,349.86,-36.77,21.00,,,
7.24E-02,2.16E-02,37.8163948,-183.50361,-176.296833,359.80,-37.82,21.60,,,
7.44E-02,2.22E-02,38.8616801,-188.576151,-181.169547,369.75,-38.86,22.20,,,
7.64E-02,2.28E-02,39.9069654,-193.648718,-186.042236,379.69,-39.91,22.80,,,
7.84E-02,2.34E-02,40.9522509,-198.721312,-190.914898,389.64,-40.95,23.40,,,
8.04E-02,2.40E-02,41.9975366,-203.793933,-195.787533,399.58,-42.00,24.00,,,
8.24E-02,2.46E-02,43.0428222,-208.866582,-200.66014,409.53,-43.04,24.61,,,
8.44E-02,2.52E-02,44.0881082,-213.939259,-205.532718,419.47,-44.09,25.21,,,
8.64E-02,2.58E-02,45.133394,-219.011966,-210.405267,429.42,-45.13,25.81,,,
8.84E-02,2.64E-02,46.1786802,-224.084702,-215.277786,439.36,-46.18,26.41,,,
9.04E-02,2.70E-02,47.2239663,-229.15747,-220.150275,449.31,-47.22,27.02,,,
9.24E-02,2.76E-02,48.2692528,-234.230269,-225.022731,459.25,-48.27,27.62,,,
9.44E-02,2.82E-02,49.3145393,-239.3031,-229.895156,469.20,-49.31,28.22,,,
9.64E-02,2.88E-02,50.359826,-244.375964,-234.767548,479.14,-50.36,28.82,,,
9.84E-02,2.94E-02,51.4051126,-249.448862,-239.639906,489.09,-51.41,29.43,,,
0.10035625,3.00E-02,52.4503995,-254.521794,-244.51223,499.03,-52.45,30.03,,,
0.10235625,3.06E-02,53.4956865,-259.594762,-249.384518,508.98,-53.50,30.63,,,
0.10435625,3.12E-02,54.5409735,-264.667765,-254.256771,518.92,-54.54,31.24,,,
0.10635625,3.18E-02,55.5862608,-269.740805,-259.128987,528.87,-55.59,31.84,,,
0.10835625,3.24E-02,56.6315483,-274.813881,-264.001167,538.82,-56.63,32.44,,,
0.11035625,3.30E-02,57.6768358,-279.886996,-268.873308,548.76,-57.68,33.05,,,
0.11235625,3.36E-02,58.7221234,-284.96015,-273.74541,558.71,-58.72,33.65,,,
0.11435625,3.43E-02,59.7674111,-290.033343,-278.617473,568.65,-59.77,34.25,,,
0.11635625,3.49E-02,60.8126989,-295.106576,-283.489496,578.60,-60.81,34.86,,,
0.11835625,3.55E-02,61.857987,-300.17985,-288.361478,588.54,-61.86,35.46,,,
0.12035625,3.61E-02,62.9032752,-305.253166,-293.233418,598.49,-62.90,36.06,,,
0.12235625,3.67E-02,63.9485635,-310.326523,-298.105316,608.43,-63.95,36.67,,,
0.12435625,3.73E-02,64.9938518,-315.399925,-302.977171,618.38,-64.99,37.27,,,
0.12635625,3.79E-02,66.0391403,-320.473369,-307.848982,628.32,-66.04,37.87,,,
0.12835625,3.85E-02,67.0844291,-325.546859,-312.720748,638.27,-67.08,38.48,,,
0.13035625,3.91E-02,68.1297179,-330.620393,-317.59247,648.21,-68.13,39.08,,,
0.13235625,3.97E-02,69.1750066,-335.693974,-322.464145,658.16,-69.18,39.69,,,
0.13435625,4.03E-02,70.2202958,-340.767601,-327.335773,668.10,-70.22,40.29,,,
0.13635625,4.09E-02,71.2655849,-345.841275,-332.207354,678.05,-71.27,40.89,,,
0.13835625,4.15E-02,72.3108742,-350.914998,-337.078887,687.99,-72.31,41.50,,,
0.14035625,4.21E-02,73.3561636,-355.98877,-341.950371,697.94,-73.36,42.10,,,
0.14235625,4.27E-02,74.4014532,-361.062591,-346.821805,707.88,-74.40,42.70,,,
0.14435625,4.33E-02,75.4467429,-366.136463,-351.693189,717.83,-75.45,43.31,,,
0.14635625,4.39E-02,76.4920326,-371.210385,-356.564522,727.77,-76.49,43.91,,,
0.14835625,4.45E-02,77.5373225,-376.28436,-361.435802,737.72,-77.54,44.52,,,
0.15035625,4.51E-02,78.5826126,-381.358387,-366.307031,747.67,-78.58,45.12,,,
0.15235625,4.57E-02,79.6279029,-386.432467,-371.178206,757.61,-79.63,45.72,,,
0.15435625,4.63E-02,80.673193,-391.506601,-376.049326,767.56,-80.67,46.33,,,
0.15635625,4.69E-02,81.7184836,-396.58079,-380.920392,777.50,-81.72,46.93,,,
0.15835625,4.75E-02,82.763774,-401.655035,-385.791403,787.45,-82.76,47.53,,,
0.16035625,4.81E-02,83.8090646,-406.729335,-390.662357,797.39,-83.81,48.14,,,
0.16235625,4.87E-02,84.8543555,-411.803693,-395.533255,807.34,-84.85,48.74,,,
0.16435625,4.93E-02,85.8996464,-416.878108,-400.404094,817.28,-85.90,49.34,,,
0.16635625,4.99E-02,86.9449375,-421.952581,-405.274875,827.23,-86.94,49.95,,,
0.16835625,5.05E-02,87.9902287,-427.027114,-410.145597,837.17,-87.99,50.55,,,
0.17035625,5.12E-02,89.035517,-432.101707,-415.016259,847.12,-89.04,51.15,,,
0.17235625,5.18E-02,90.0808034,-437.176361,-419.886861,857.06,-90.08,51.75,,,
0.17435625,5.24E-02,91.1260899,-442.251076,-424.757402,867.01,-91.13,52.36,,,
0.17635625,5.30E-02,92.1713762,-447.325853,-429.62788,876.95,-92.17,52.96,,,
0.17835625,5.36E-02,93.2166625,-452.400694,-434.498296,886.90,-93.22,53.56,,,
0.18035625,5.42E-02,94.2619488,-457.475597,-439.368648,896.84,-94.26,54.16,,,
0.18235625,5.48E-02,95.3072349,-462.550565,-444.238936,906.79,-95.31,54.77,,,
0.18435625,5.54E-02,96.352521,-467.625598,-449.109158,916.73,-96.35,55.37,,,
0.18635625,5.60E-02,97.3978071,-472.700697,-453.979315,926.68,-97.40,55.97,,,
0.18835625,5.66E-02,98.4430931,-477.775862,-458.849406,936.63,-98.44,56.57,,,
0.19035625,5.72E-02,99.488379,-482.851095,-463.71943,946.57,-99.49,57.17,,,
0.19235625,5.78E-02,100.533665,-487.926395,-468.589385,956.52,-100.53,57.78,,,
0.19435625,5.84E-02,101.578951,-493.001764,-473.459271,966.46,-101.58,58.38,,,
0.19635625,5.90E-02,102.624236,-498.077202,-478.329088,976.41,-102.62,58.98,,,
0.19835625,5.96E-02,103.669522,-503.152711,-483.198836,986.35,-103.67,59.58,,,
0.20035625,6.02E-02,104.714808,-508.22829,-488.068512,996.30,-104.71,60.18,,,
0.20235625,6.08E-02,105.760093,-513.303941,-492.938116,1006.24,-105.76,60.78,,,
0.20435625,6.14E-02,106.805379,-518.379665,-497.807648,1016.19,-106.81,61.38,,,
0.20635625,6.20E-02,107.850664,-523.455461,-502.677107,1026.13,-107.85,61.98,,,
0.20835625,6.26E-02,108.895949,-528.531331,-507.546492,1036.08,-108.90,62.58,,,
0.21035625,6.32E-02,109.941235,-533.607276,-512.415804,1046.02,-109.94,63.18,,,
0.21235625,6.38E-02,110.98652,-538.683296,-517.285039,1055.97,-110.99,63.78,,,
0.21435625,6.44E-02,112.031805,-543.759392,-522.154199,1065.91,-112.03,64.38,,,
0.21635625,6.50E-02,113.07709,-548.835565,-527.023281,1075.86,-113.08,64.98,,,
0.21835625,6.56E-02,114.122375,-553.911815,-531.892287,1085.80,-114.12,65.58,,,
0.22035625,6.62E-02,115.16766,-558.988143,-536.761214,1095.75,-115.17,66.18,,,
0.22235625,6.68E-02,116.212945,-564.06455,-541.630062,1105.69,-116.21,66.78,,,
0.22435625,6.74E-02,117.25823,-569.141036,-546.49883,1115.64,-117.26,67.37,,,
0.22635625,6.80E-02,118.303515,-574.217603,-551.367519,1125.59,-118.30,67.97,,,
0.22835625,6.86E-02,119.3488,-579.294251,-556.236126,1135.53,-119.35,68.57,,,
0.23035625,6.92E-02,120.394084,-584.370981,-561.104651,1145.48,-120.39,69.17,,,
0.23235625,6.98E-02,121.439369,-589.447793,-565.973094,1155.42,-121.44,69.76,,,
0.23435625,7.04E-02,122.484654,-594.524689,-570.841454,1165.37,-122.48,70.36,,,
0.23635625,7.10E-02,123.529938,-599.601668,-575.709729,1175.31,-123.53,70.96,,,
0.23835625,7.16E-02,124.575223,-604.678732,-580.57792,1185.26,-124.58,71.55,,,
0.24035625,7.22E-02,125.620507,-609.755882,-585.446026,1195.20,-125.62,72.15,,,
0.24235625,7.27E-02,126.665791,-614.833117,-590.314045,1205.15,-126.67,72.75,,,
0.24435625,7.33E-02,127.711076,-619.91044,-595.181978,1215.09,-127.71,73.34,,,
0.24635625,7.39E-02,128.75636,-624.98785,-600.049822,1225.04,-128.76,73.94,,,
0.24835625,7.45E-02,129.801644,-630.065348,-604.917579,1234.98,-129.80,74.53,,,
0.25035625,7.51E-02,130.846928,-635.142935,-609.785246,1244.93,-130.85,75.13,,,
0.25235625,7.57E-02,131.892212,-640.220612,-614.652824,1254.87,-131.89,75.72,,,
0.25435625,7.63E-02,132.937496,-645.298379,-619.520312,1264.82,-132.94,76.32,,,
0.25635625,7.69E-02,133.98278,-650.376237,-624.387708,1274.76,-133.98,76.91,,,
0.25835625,7.75E-02,135.028064,-655.454187,-629.255012,1284.71,-135.03,77.50,,,
0.26035625,7.81E-02,136.073348,-660.53223,-634.122224,1294.65,-136.07,78.10,,,
0.26235625,7.87E-02,137.118631,-665.610366,-638.989342,1304.60,-137.12,78.69,,,
0.26435625,7.93E-02,138.163915,-670.688596,-643.856367,1314.54,-138.16,79.28,,,
0.26635625,7.99E-02,139.209199,-675.76692,-648.723296,1324.49,-139.21,79.87,,,
0.26835625,8.05E-02,140.254482,-680.84534,-653.59013,1334.44,-140.25,80.46,,,
0.27035625,8.11E-02,141.299766,-685.923857,-658.456868,1344.38,-141.30,81.05,,,
0.27235625,8.16E-02,142.34505,-691.002469,-663.32351,1354.33,-142.35,81.65,,,
0.27435625,8.22E-02,143.390333,-696.08118,-668.190053,1364.27,-143.39,82.24,,,
