TIME, UX_2
2.E-05, 2.378016997E-07
4.E-05, 4.750947674E-07
7.E-05, 8.300997709E-07
1.15E-04, 1.360561391E-06
1.825E-04, 2.151836182E-06
2.8375E-04, 3.329403683E-06
4.35625E-04, 5.076589234E-06
6.35625E-04, 7.346630936E-06
8.35625E-04, 9.586856748E-06
1.035625E-03, 1.180213521E-05
1.235625E-03, 1.399660841E-05
1.435625E-03, 1.617379491E-05
1.635625E-03, 1.833669879E-05
1.835625E-03, 2.048788919E-05
2.035625E-03, 2.262956642E-05
2.235625E-03, 2.476361719E-05
2.435625E-03, 2.689166085E-05
2.635625E-03, 2.901508827E-05
2.835625E-03, 3.113509457E-05
3.035625E-03, 3.32527069E-05
3.235625E-03, 3.536880792E-05
3.435625E-03, 3.748415578E-05
3.635625E-03, 3.95994012E-05
3.835625E-03, 4.171510197E-05
4.035625E-03, 4.383173551E-05
4.235625E-03, 4.594970951E-05
4.435625E-03, 4.806937118E-05
4.635625E-03, 5.01910152E-05
4.835625E-03, 5.231489056E-05
5.035625E-03, 5.44412065E-05
5.235625E-03, 5.657013766E-05
5.435625E-03, 5.870182856E-05
5.635625E-03, 6.083639743E-05
5.835625E-03, 6.297393964E-05
6.035625E-03, 6.511453064E-05
6.235625E-03, 6.725822849E-05
6.435625E-03, 6.940507616E-05
6.635625E-03, 7.155510343E-05
6.835625E-03, 7.370832869E-05
7.035625E-03, 7.586476037E-05
7.235625E-03, 7.802439831E-05
7.435625E-03, 8.018723491E-05
7.635625E-03, 8.235325612E-05
7.835625E-03, 8.452244239E-05
8.035625E-03, 8.669476941E-05
8.235625E-03, 8.88702088E-05
8.435625E-03, 9.104872877E-05
8.635625E-03, 9.32302946E-05
8.835625E-03, 9.541486913E-05
9.035625E-03, 9.760241318E-05
9.235625E-03, 9.979288591E-05
9.435625E-03, 1.019862451E-04
9.635625E-03, 1.041824476E-04
9.835625E-03, 1.063814493E-04
1.0035625E-02, 1.085832056E-04
1.0235625E-02, 1.107876714E-04
1.0435625E-02, 1.129948013E-04
1.0635625E-02, 1.152045501E-04
1.0835625E-02, 1.174168724E-04
1.1035625E-02, 1.196317229E-04
1.1235625E-02, 1.218490566E-04
1.1435625E-02, 1.24068829E-04
1.1635625E-02, 1.262909956E-04
1.1835625E-02, 1.285155128E-04
1.2035625E-02, 1.307423371E-04
1.2235625E-02, 1.329714258E-04
1.2435625E-02, 1.352027366E-04
1.2635625E-02, 1.374362281E-04
1.2835625E-02, 1.396718592E-04
1.3035625E-02, 1.419095898E-04
1.3235625E-02, 1.4414938E-04
1.3435625E-02, 1.463911911E-04
1.3635625E-02, 1.486349848E-04
1.3835625E-02, 1.508807236E-04
1.4035625E-02, 1.531283706E-04
1.4235625E-02, 1.553778898E-04
1.4435625E-02, 1.576292457E-04
1.4635625E-02, 1.598824035E-04
1.4835625E-02, 1.621373294E-04
1.5035625E-02, 1.643939899E-04
1.5235625E-02, 1.666523525E-04
1.5435625E-02, 1.689123851E-04
1.5635625E-02, 1.711740565E-04
1.5835625E-02, 1.734373361E-04
1.6035625E-02, 1.757021938E-04
1.6235625E-02, 1.779686004E-04
1.6435625E-02, 1.802365272E-04
1.6635625E-02, 1.825059459E-04
1.6835625E-02, 1.847768293E-04
1.7035625E-02, 1.870491503E-04
1.7235625E-02, 1.893228827E-04
1.7435625E-02, 1.915980008E-04
1.7635625E-02, 1.938744795E-04
1.7835625E-02, 1.96152294E-04
1.8035625E-02, 1.984314204E-04
1.8235625E-02, 2.00711835E-04
1.8435625E-02, 2.02993515E-04
1.8635625E-02, 2.052764377E-04
1.8835625E-02, 2.075605811E-04
1.9035625E-02, 2.098459237E-04
1.9235625E-02, 2.121324445E-04
1.9435625E-02, 2.144201227E-04
1.9635625E-02, 2.167089383E-04
1.9835625E-02, 2.189988715E-04
2.0035625E-02, 2.212899031E-04
2.0235625E-02, 2.235820141E-04
2.0435625E-02, 2.258751862E-04
2.0635625E-02, 2.281694011E-04
2.0835625E-02, 2.304646414E-04
2.1035625E-02, 2.327608896E-04
2.1235625E-02, 2.350581289E-04
2.1435625E-02, 2.373563428E-04
2.1635625E-02, 2.396555149E-04
2.1835625E-02, 2.419556295E-04
2.2035625E-02, 2.44256671E-04
2.2235625E-02, 2.465586243E-04
2.2435625E-02, 2.488614745E-04
2.2635625E-02, 2.51165207E-04
2.2835625E-02, 2.534698076E-04
2.3035625E-02, 2.557752623E-04
2.3235625E-02, 2.580815575E-04
2.3435625E-02, 2.603886799E-04
2.3635625E-02, 2.626966162E-04
2.3835625E-02, 2.650053538E-04
2.4035625E-02, 2.6731488E-04
2.4235625E-02, 2.696251826E-04
2.4435625E-02, 2.719362494E-04
2.4635625E-02, 2.742480688E-04
2.4835625E-02, 2.76560629E-04
2.5035625E-02, 2.788739189E-04
2.5235625E-02, 2.811879273E-04
2.5435625E-02, 2.835026433E-04
2.5635625E-02, 2.858180563E-04
2.5835625E-02, 2.881341558E-04
2.6035625E-02, 2.904509317E-04
2.6235625E-02, 2.927683738E-04
2.6435625E-02, 2.950864723E-04
2.6635625E-02, 2.974052176E-04
2.6835625E-02, 2.997246002E-04
2.7035625E-02, 3.020446109E-04
2.7235625E-02, 3.043652405E-04
