TIME, UY_5
2.E-04, 2.420493854E-05
4.E-04, 4.842251653E-05
7.E-04, 8.477260336E-05
1.15E-03, 1.393511635E-04
1.825E-03, 2.213394228E-04
2.8375E-03, 3.445934048E-04
4.35625E-03, 5.300875055E-04
6.35625E-03, 7.754880651E-04
8.35625E-03, 1.022184737E-03
1.035625E-02, 1.270187076E-03
1.235625E-02, 1.519503723E-03
1.435625E-02, 1.770144873E-03
1.635625E-02, 2.022120841E-03
1.835625E-02, 2.275442036E-03
2.035625E-02, 2.530118972E-03
2.235625E-02, 2.786162262E-03
2.435625E-02, 3.04358263E-03
2.635625E-02, 3.3023909E-03
2.835625E-02, 3.562598009E-03
3.035625E-02, 3.824215E-03
3.235625E-02, 4.087253026E-03
3.435625E-02, 4.351723351E-03
3.635625E-02, 4.617637352E-03
3.835625E-02, 4.885006521E-03
4.035625E-02, 5.153842461E-03
4.235625E-02, 5.424156897E-03
4.435625E-02, 5.695961666E-03
4.635625E-02, 5.969268728E-03
4.835625E-02, 6.244090161E-03
5.035625E-02, 6.520438166E-03
5.235625E-02, 6.798325067E-03
5.435625E-02, 7.077763311E-03
5.635625E-02, 7.358765473E-03
5.835625E-02, 7.641344255E-03
6.035625E-02, 7.925512485E-03
6.235625E-02, 8.211283126E-03
6.435625E-02, 8.498669268E-03
6.635625E-02, 8.787684137E-03
6.835625E-02, 9.078341093E-03
7.035625E-02, 9.370653633E-03
7.235625E-02, 9.66463539E-03
7.435625E-02, 9.960300138E-03
7.635625E-02, 1.025766179E-02
7.835625E-02, 1.055673441E-02
8.035625E-02, 1.085753218E-02
8.235625E-02, 1.116006947E-02
8.435625E-02, 1.146436077E-02
8.635625E-02, 1.177042071E-02
8.835625E-02, 1.207826409E-02
9.035625E-02, 1.238790585E-02
9.235625E-02, 1.269936111E-02
9.435625E-02, 1.301264511E-02
9.635625E-02, 1.332777327E-02
9.835625E-02, 1.364476116E-02
0.10035625, 1.396362452E-02
0.10235625, 1.428437924E-02
0.10435625, 1.460704139E-02
0.10635625, 1.49316272E-02
0.10835625, 1.525815305E-02
0.11035625, 1.558663553E-02
0.11235625, 1.591709136E-02
0.11435625, 1.624953747E-02
0.11635625, 1.658399094E-02
0.11835625, 1.692046904E-02
0.12035625, 1.725898922E-02
0.12235625, 1.75995691E-02
0.12435625, 1.79422265E-02
