TIME, UY_5, FY_3, FY_4, FX_2,Reaction,Load,Deflection,,,,,,
0.84035625,4.84E-02,-871.744486,-837.273981,-3838.51836,3838.52,1709.02,48.42,,,,,,
0.84235625,4.85E-02,-873.819548,-839.266286,-3847.65381,3847.65,1713.09,48.47,,,,,,
0.84435625,4.85E-02,-875.894612,-841.258588,-3856.78926,3856.79,1717.15,48.53,,,,,,
0.84635625,4.86E-02,-877.969677,-843.250889,-3865.92472,3865.92,1721.22,48.58,,,,,,
0.84835625,4.86E-02,-880.044743,-845.24319,-3875.06017,3875.06,1725.29,48.64,,,,,,
0.85035625,4.87E-02,-882.11981,-847.235488,-3884.19563,3884.20,1729.36,48.69,,,,,,
0.85235625,4.87E-02,-884.194879,-849.227785,-3893.33108,3893.33,1733.42,48.74,,,,,,
0.85435625,4.88E-02,-886.26995,-851.220081,-3902.46653,3902.47,1737.49,48.80,,,,,,
0.85635625,4.89E-02,-888.345021,-853.212376,-3911.60199,3911.60,1741.56,48.85,,,,,,
0.85835625,4.89E-02,-890.420095,-855.204669,-3920.73744,3920.74,1745.62,48.91,,,,,,
0.86035625,4.90E-02,-892.495169,-857.196961,-3929.8729,3929.87,1749.69,48.96,,,,,,
0.86235625,4.90E-02,-894.570245,-859.189252,-3939.00835,3939.01,1753.76,49.02,,,,,,
0.86435625,4.91E-02,-896.645322,-861.181541,-3948.1438,3948.14,1757.83,49.07,,,,,,
0.86635625,4.91E-02,-898.7204,-863.173829,-3957.27926,3957.28,1761.89,49.12,,,,,,
0.86835625,4.92E-02,-900.79548,-865.166116,-3966.41471,3966.41,1765.96,49.18,,,,,,
0.87035625,4.92E-02,-902.870561,-867.158401,-3975.55017,3975.55,1770.03,49.23,,,,,,
0.87235625,4.93E-02,-904.945643,-869.150685,-3984.68562,3984.69,1774.10,49.28,,,,,,
0.87435625,4.93E-02,-907.020727,-871.142967,-3993.82107,3993.82,1778.16,49.34,,,,,,
0.87635625,4.94E-02,-909.095812,-873.135248,-4002.95653,4002.96,1782.23,49.39,,,,,,
0.87835625,4.94E-02,-911.170898,-875.127528,-4012.09198,4012.09,1786.30,49.44,,,,,,
0.88035625,4.95E-02,-913.245986,-877.119807,-4021.22744,4021.23,1790.37,49.49,,,,,,
0.88235625,4.95E-02,-915.321075,-879.112084,-4030.36289,4030.36,1794.43,49.55,,,,,,
0.88435625,4.96E-02,-917.396165,-881.10436,-4039.49834,4039.50,1798.50,49.60,,,,,,
0.88635625,4.97E-02,-919.471257,-883.096634,-4048.6338,4048.63,1802.57,49.65,,,,,,
0.88835625,4.97E-02,-921.54635,-885.088908,-4057.76925,4057.77,1806.64,49.70,,,,,,
0.89035625,4.98E-02,-923.621444,-887.08118,-4066.90471,4066.90,1810.70,49.75,,,,,,
0.89235625,4.98E-02,-925.69654,-889.073451,-4076.04016,4076.04,1814.77,49.81,,,,,,
0.89435625,4.99E-02,-927.771637,-891.06572,-4085.17561,4085.18,1818.84,49.86,,,,,,
0.89635625,4.99E-02,-929.846735,-893.057988,-4094.31107,4094.31,1822.90,49.91,,,,,,
0.89835625,5.00E-02,-931.921834,-895.050255,-4103.44652,4103.45,1826.97,49.96,,,,,,
0.90035625,5.00E-02,-933.996935,-897.04252,-4112.58198,4112.58,1831.04,50.01,,,,,,
0.90235625,5.01E-02,-936.072037,-899.034785,-4121.71743,4121.72,1835.11,50.06,,,,,,
0.90435625,5.01E-02,-938.14714,-901.027048,-4130.85288,4130.85,1839.17,50.12,,,,,,
0.90635625,5.02E-02,-940.222245,-903.019309,-4139.98834,4139.99,1843.24,50.17,,,,,,
0.90835625,5.02E-02,-942.297351,-905.01157,-4149.12379,4149.12,1847.31,50.22,,,,,,
0.91035625,5.03E-02,-944.372458,-907.003829,-4158.25925,4158.26,1851.38,50.27,,,,,,
0.91235625,5.03E-02,-946.447566,-908.996087,-4167.3947,4167.39,1855.44,50.32,,,,,,
0.91435625,5.04E-02,-948.522676,-910.988343,-4176.53016,4176.53,1859.51,50.37,,,,,,
0.91635625,5.04E-02,-950.597787,-912.980598,-4185.66561,4185.67,1863.58,50.42,,,,,,
0.91835625,5.05E-02,-952.672899,-914.972852,-4194.80106,4194.80,1867.65,50.47,,,,,,
0.92035625,5.05E-02,-954.748013,-916.965105,-4203.93652,4203.94,1871.71,50.52,,,,,,
0.92235625,5.06E-02,-956.823128,-918.957357,-4213.07197,4213.07,1875.78,50.57,,,,,,
0.92435625,5.06E-02,-958.898244,-920.949607,-4222.20743,4222.21,1879.85,50.62,,,,,,
0.92635625,5.07E-02,-960.973361,-922.941856,-4231.34288,4231.34,1883.92,50.67,,,,,,
0.92835625,5.07E-02,-963.04848,-924.934103,-4240.47833,4240.48,1887.98,50.72,,,,,,
0.93035625,5.08E-02,-965.1236,-926.92635,-4249.61379,4249.61,1892.05,50.77,,,,,,
0.93235625,5.08E-02,-967.198721,-928.918595,-4258.74924,4258.75,1896.12,50.82,,,,,,
0.93435625,5.09E-02,-969.273843,-930.910839,-4267.8847,4267.88,1900.18,50.87,,,,,,
0.93635625,5.09E-02,-971.348967,-932.903082,-4277.02015,4277.02,1904.25,50.92,,,,,,
0.93835625,5.10E-02,-973.424092,-934.895323,-4286.1556,4286.16,1908.32,50.97,,,,,,
0.94035625,5.10E-02,-975.499218,-936.887563,-4295.29106,4295.29,1912.39,51.02,,,,,,
0.94235625,5.11E-02,-977.574345,-938.879802,-4304.42651,4304.43,1916.45,51.07,,,,,,
0.94435625,5.11E-02,-979.649474,-940.87204,-4313.56197,4313.56,1920.52,51.11,,,,,,
0.94635625,5.12E-02,-981.724604,-942.864276,-4322.69742,4322.70,1924.59,51.16,,,,,,
0.94835625,5.12E-02,-983.799735,-944.856511,-4331.83287,4331.83,1928.66,51.21,,,,,,
0.95035625,5.13E-02,-985.874867,-946.848745,-4340.96833,4340.97,1932.72,51.26,,,,,,
0.95235625,5.13E-02,-987.950001,-948.840978,-4350.10378,4350.10,1936.79,51.31,,,,,,
0.95435625,5.14E-02,-990.025136,-950.833209,-4359.23924,4359.24,1940.86,51.36,,,,,,
0.95635625,5.14E-02,-992.100272,-952.82544,-4368.37469,4368.37,1944.93,51.41,,,,,,
0.95835625,5.15E-02,-994.175409,-954.817669,-4377.51015,4377.51,1948.99,51.45,,,,,,
0.96035625,5.15E-02,-996.250547,-956.809897,-4386.6456,4386.65,1953.06,51.50,,,,,,
0.96235625,5.15E-02,-998.325687,-958.802123,-4395.78105,4395.78,1957.13,51.55,,,,,,
0.96435625,5.16E-02,-1000.40083,-960.794349,-4404.91651,4404.92,1961.20,51.60,,,,,,
0.96635625,5.16E-02,-1002.47597,-962.786573,-4414.05196,4414.05,1965.26,51.64,,,,,,
0.96835625,5.17E-02,-1004.55111,-964.778796,-4423.18742,4423.19,1969.33,51.69,,,,,,
0.97035625,5.17E-02,-1006.62626,-966.771017,-4432.32287,4432.32,1973.40,51.74,,,,,,
0.97235625,5.18E-02,-1008.7014,-968.763238,-4441.45832,4441.46,1977.46,51.79,,,,,,
0.97435625,5.18E-02,-1010.77655,-970.755458,-4450.59378,4450.59,1981.53,51.83,,,,,,
0.97635625,5.19E-02,-1012.8517,-972.747676,-4459.72923,4459.73,1985.60,51.88,,,,,,
0.97835625,5.19E-02,-1014.92685,-974.739893,-4468.86469,4468.86,1989.67,51.93,,,,,,
0.98035625,5.20E-02,-1017.002,-976.732108,-4478.00014,4478.00,1993.73,51.98,,,,,,
0.98235625,5.20E-02,-1019.07715,-978.724323,-4487.13559,4487.14,1997.80,52.02,,,,,,
0.98435625,5.21E-02,-1021.1523,-980.716536,-4496.27105,4496.27,2001.87,52.07,,,,,,
0.98635625,5.21E-02,-1023.22746,-982.708748,-4505.4065,4505.41,2005.94,52.12,,,,,,
0.98835625,5.22E-02,-1025.30261,-984.700959,-4514.54196,4514.54,2010.00,52.16,,,,,,
0.99035625,5.22E-02,-1027.37777,-986.693169,-4523.67741,4523.68,2014.07,52.21,,,,,,
0.99235625,5.23E-02,-1029.45293,-988.685378,-4532.81287,4532.81,2018.14,52.25,,,,,,
0.99435625,5.23E-02,-1031.52809,-990.677585,-4541.94832,4541.95,2022.21,52.30,,,,,,
0.99635625,5.23E-02,-1033.60325,-992.669791,-4551.08377,4551.08,2026.27,52.35,,,,,,
0.99835625,5.24E-02,-1035.67841,-994.661996,-4560.21923,4560.22,2030.34,52.39,,,,,,
1,5.24E-02,-1037.38392,-996.299333,-4567.72739,4567.73,2033.68,52.43,,,,,,
