TIME, UY_5, FX_2, FY_3, FY_4,Reaction,Load,deflection,,,
2.00E-04,3.50E-05,-0.809017007,-0.299770478,-0.288014773,0.81,0.59,0.03,,,
4.00E-04,6.99E-05,-1.61803408,-0.59954098,-0.576029569,1.62,1.18,0.07,,,
7.00E-04,1.22E-04,-2.8315598,-1.04919675,-1.00805178,2.83,2.06,0.12,,,
1.15E-03,2.01E-04,-4.65184915,-1.72368062,-1.6560853,4.65,3.38,0.20,,,
1.83E-03,3.18E-04,-7.38228665,-2.73540735,-2.62813647,7.38,5.36,0.32,,,
2.84E-03,4.95E-04,-11.4779594,-4.25300194,-4.08621756,11.48,8.34,0.49,,,
4.36E-03,7.58E-04,-17.6215471,-6.52941567,-6.27336041,17.62,12.80,0.76,,,
6.36E-03,1.10E-03,-25.7120415,-9.52721092,-9.15359582,25.71,18.68,1.10,,,
8.36E-03,1.45E-03,-33.8023588,-12.5249558,-12.0337809,33.80,24.56,1.45,,,
1.04E-02,1.79E-03,-41.8925372,-15.5226631,-14.9139281,41.89,30.44,1.79,,,
1.24E-02,2.13E-03,-49.9827139,-18.5203709,-17.7940743,49.98,36.31,2.13,,,
1.44E-02,2.47E-03,-58.0728928,-21.5180799,-20.6742201,58.07,42.19,2.47,,,
1.64E-02,2.81E-03,-66.1630716,-24.5157899,-23.554365,66.16,48.07,2.81,,,
1.84E-02,3.14E-03,-74.2532502,-27.5135008,-26.4345089,74.25,53.95,3.14,,,
2.04E-02,3.48E-03,-82.3434286,-30.5112129,-29.3146515,82.34,59.83,3.48,,,
2.24E-02,3.81E-03,-90.4336068,-33.5089263,-32.1947928,90.43,65.70,3.81,,,
2.44E-02,4.14E-03,-98.5237849,-36.506641,-35.0749327,98.52,71.58,4.14,,,
2.64E-02,4.47E-03,-106.613963,-39.5043573,-37.9550711,106.61,77.46,4.47,,,
2.84E-02,4.80E-03,-114.70414,-42.5020752,-40.8352078,114.70,83.34,4.80,,,
3.04E-02,5.13E-03,-122.794318,-45.4997948,-43.7153428,122.79,89.22,5.13,,,
3.24E-02,5.45E-03,-130.884495,-48.4975162,-46.5954759,130.88,95.09,5.45,,,
3.44E-02,5.78E-03,-138.974672,-51.4952395,-49.475607,138.97,100.97,5.78,,,
3.64E-02,6.10E-03,-147.064849,-54.4929649,-52.3557361,147.06,106.85,6.10,,,
3.84E-02,6.42E-03,-155.155026,-57.4906924,-55.235863,155.16,112.73,6.42,,,
4.04E-02,6.74E-03,-163.245203,-60.4884222,-58.1159876,163.25,118.60,6.74,,,
4.24E-02,7.06E-03,-171.335379,-63.4861543,-60.9961099,171.34,124.48,7.06,,,
4.44E-02,7.38E-03,-179.425555,-66.4838888,-63.8762297,179.43,130.36,7.38,,,
4.64E-02,7.69E-03,-187.515732,-69.4816259,-66.7563469,187.52,136.24,7.69,,,
4.84E-02,8.01E-03,-195.605908,-72.4793656,-69.6364615,195.61,142.12,8.01,,,
5.04E-02,8.32E-03,-203.696083,-75.477108,-72.5165734,203.70,147.99,8.32,,,
5.24E-02,8.63E-03,-211.786259,-78.4748532,-75.3966824,211.79,153.87,8.63,,,
5.44E-02,8.94E-03,-219.876435,-81.4726013,-78.2767884,219.88,159.75,8.94,,,
5.64E-02,9.25E-03,-227.96661,-84.4703524,-81.1568915,227.97,165.63,9.25,,,
5.84E-02,9.56E-03,-236.056785,-87.4681065,-84.0369915,236.06,171.51,9.56,,,
6.04E-02,9.86E-03,-244.146961,-90.4658638,-86.9170883,244.15,177.38,9.86,,247.8134631,180.0468208
6.24E-02,1.02E-02,-252.237136,-93.4636243,-89.7971818,252.24,183.26,10.17,,,
6.44E-02,1.05E-02,-260.32731,-96.4613882,-92.6772721,260.33,189.14,10.47,,,
6.64E-02,1.08E-02,-268.417485,-99.4591554,-95.5573588,268.42,195.02,10.77,,,
6.84E-02,1.11E-02,-276.50766,-102.456926,-98.437442,276.51,200.89,11.07,,,
7.04E-02,1.14E-02,-284.597834,-105.4547,-101.317522,284.60,206.77,11.37,,,
7.24E-02,1.17E-02,-292.688009,-108.452478,-104.197598,292.69,212.65,11.67,,,
7.44E-02,1.20E-02,-300.778183,-111.45026,-107.07767,300.78,218.53,11.97,,,
7.64E-02,1.23E-02,-308.868357,-114.448045,-109.957739,308.87,224.41,12.26,,,
7.84E-02,1.26E-02,-316.958531,-117.445834,-112.837803,316.96,230.28,12.56,,,
8.04E-02,1.28E-02,-325.048705,-120.443627,-115.717864,325.05,236.16,12.85,,,
8.24E-02,1.31E-02,-333.138878,-123.441425,-118.597921,333.14,242.04,13.14,,,
8.44E-02,1.34E-02,-341.229052,-126.439226,-121.477973,341.23,247.92,13.43,,,
8.64E-02,1.37E-02,-349.319226,-129.437031,-124.358022,349.32,253.80,13.72,,,
8.84E-02,1.40E-02,-357.409399,-132.43484,-127.238066,357.41,259.67,14.01,,,
9.04E-02,1.43E-02,-365.499572,-135.432654,-130.118106,365.50,265.55,14.30,,,
9.24E-02,1.46E-02,-373.589746,-138.430472,-132.998142,373.59,271.43,14.58,,,
9.44E-02,1.49E-02,-381.679919,-141.428294,-135.878173,381.68,277.31,14.87,,,
9.64E-02,1.51E-02,-389.770092,-144.426121,-138.7582,389.77,283.18,15.15,,,
9.84E-02,1.54E-02,-397.860265,-147.423952,-141.638222,397.86,289.06,15.43,,,
0.10035625,1.57E-02,-405.950437,-150.421788,-144.51824,405.95,294.94,15.71,,,
0.10235625,1.60E-02,-414.04061,-153.419629,-147.398253,414.04,300.82,15.99,,,
0.10435625,1.63E-02,-422.130783,-156.417474,-150.278261,422.13,306.70,16.27,,,
0.10635625,1.65E-02,-430.220955,-159.415324,-153.158265,430.22,312.57,16.55,,,
0.10835625,1.68E-02,-438.311128,-162.413178,-156.038264,438.31,318.45,16.82,,,
0.11035625,1.71E-02,-446.4013,-165.411038,-158.918258,446.40,324.33,17.10,,,
0.11235625,1.74E-02,-454.491472,-168.408902,-161.798247,454.49,330.21,17.37,,,
0.11435625,1.76E-02,-462.581644,-171.406771,-164.678231,462.58,336.09,17.64,,,
0.11635625,1.79E-02,-470.671816,-174.404645,-167.558211,470.67,341.96,17.91,,,
0.11835625,1.82E-02,-478.761988,-177.402524,-170.438185,478.76,347.84,18.18,,,
0.12035625,1.85E-02,-486.85216,-180.400409,-173.318154,486.85,353.72,18.45,,,
0.12235625,1.87E-02,-494.942332,-183.398298,-176.198117,494.94,359.60,18.72,,,
0.12435625,1.90E-02,-503.032504,-186.396193,-179.078076,503.03,365.47,18.99,,,
0.12635625,1.93E-02,-511.122676,-189.394093,-181.95803,511.12,371.35,19.25,,,
0.12835625,1.95E-02,-519.212847,-192.391998,-184.837978,519.21,377.23,19.52,,,
0.13035625,1.98E-02,-527.303019,-195.389908,-187.71792,527.30,383.11,19.78,,,
0.13235625,2.00E-02,-535.39319,-198.387824,-190.597858,535.39,388.99,20.05,,,
0.13435625,2.03E-02,-543.483362,-201.385745,-193.47779,543.48,394.86,20.31,,,
0.13635625,2.06E-02,-551.573533,-204.383671,-196.357717,551.57,400.74,20.57,,,
0.13835625,2.08E-02,-559.663704,-207.381604,-199.237638,559.66,406.62,20.83,,,
0.14035625,2.11E-02,-567.753875,-210.379541,-202.117553,567.75,412.50,21.09,,,
0.14235625,2.13E-02,-575.844046,-213.377484,-204.997463,575.84,418.37,21.34,,,
0.14435625,2.16E-02,-583.934217,-216.375433,-207.877368,583.93,424.25,21.60,,,
0.14635625,2.19E-02,-592.024388,-219.373387,-210.757266,592.02,430.13,21.85,,,
0.14835625,2.21E-02,-600.114559,-222.371347,-213.637159,600.11,436.01,22.11,,,
0.15035625,2.24E-02,-608.20473,-225.369313,-216.517047,608.20,441.89,22.36,,,
0.15235625,2.26E-02,-616.294901,-228.367284,-219.396928,616.29,447.76,22.61,,,
0.15435625,2.29E-02,-624.385072,-231.365261,-222.276804,624.39,453.64,22.86,,,
0.15635625,2.31E-02,-632.475242,-234.363244,-225.156674,632.48,459.52,23.11,,,
0.15835625,2.34E-02,-640.565413,-237.361233,-228.036538,640.57,465.40,23.36,,,
0.16035625,2.36E-02,-648.655583,-240.359228,-230.916396,648.66,471.28,23.61,,,
0.16235625,2.39E-02,-656.745754,-243.357229,-233.796248,656.75,477.15,23.86,,,
0.16435625,2.41E-02,-664.835924,-246.355235,-236.676095,664.84,483.03,24.10,,,
0.16635625,2.44E-02,-672.926095,-249.353248,-239.555935,672.93,488.91,24.35,,,
0.16835625,2.46E-02,-681.016265,-252.351266,-242.435769,681.02,494.79,24.59,,,
0.17035625,2.48E-02,-689.106435,-255.349291,-245.315598,689.11,500.66,24.84,,,
0.17235625,2.51E-02,-697.196606,-258.347321,-248.19542,697.20,506.54,25.08,,,
0.17435625,2.53E-02,-705.286776,-261.345358,-251.075236,705.29,512.42,25.32,,,
0.17635625,2.56E-02,-713.376946,-264.343401,-253.955046,713.38,518.30,25.56,,,
0.17835625,2.58E-02,-721.467116,-267.34145,-256.83485,721.47,524.18,25.80,,,
0.18035625,2.60E-02,-729.557286,-270.339505,-259.714647,729.56,530.05,26.04,,,
0.18235625,2.63E-02,-737.647456,-273.337566,-262.594439,737.65,535.93,26.28,,,
0.18435625,2.65E-02,-745.737626,-276.335633,-265.474224,745.74,541.81,26.51,,,
0.18635625,2.67E-02,-753.827796,-279.333707,-268.354003,753.83,547.69,26.75,,,
0.18835625,2.70E-02,-761.917965,-282.331787,-271.233776,761.92,553.57,26.98,,,
0.19035625,2.72E-02,-770.008135,-285.329873,-274.113542,770.01,559.44,27.22,,,
0.19235625,2.75E-02,-778.098305,-288.327966,-276.993302,778.10,565.32,27.45,,,
0.19435625,2.77E-02,-786.188475,-291.326065,-279.873056,786.19,571.20,27.68,,,
0.19635625,2.79E-02,-794.278644,-294.32417,-282.752803,794.28,577.08,27.91,,,
0.19835625,2.81E-02,-802.368814,-297.322282,-285.632544,802.37,582.95,28.14,,,
0.20035625,2.84E-02,-810.458984,-300.3204,-288.512279,810.46,588.83,28.37,,,
0.20235625,2.86E-02,-818.549153,-303.318524,-291.392007,818.55,594.71,28.60,,,
0.20435625,2.88E-02,-826.639323,-306.316655,-294.271729,826.64,600.59,28.83,,,
0.20635625,2.91E-02,-834.729492,-309.314792,-297.151444,834.73,606.47,29.06,,,
0.20835625,2.93E-02,-842.819662,-312.312936,-300.031153,842.82,612.34,29.28,,,
0.21035625,2.95E-02,-850.909831,-315.311086,-302.910855,850.91,618.22,29.51,,,
0.21235625,2.97E-02,-859,-318.309243,-305.790551,859.00,624.10,29.73,,,
0.21435625,3.00E-02,-867.09017,-321.307406,-308.67024,867.09,629.98,29.95,,,
0.21635625,3.02E-02,-875.180339,-324.305576,-311.549923,875.18,635.86,30.18,,,
0.21835625,3.04E-02,-883.270508,-327.303752,-314.429599,883.27,641.73,30.40,,,
0.22035625,3.06E-02,-891.360677,-330.301935,-317.309268,891.36,647.61,30.62,,,
0.22235625,3.08E-02,-899.450847,-333.300125,-320.188931,899.45,653.49,30.84,,,
0.22435625,3.11E-02,-907.541016,-336.298321,-323.068587,907.54,659.37,31.06,,,
0.22635625,3.13E-02,-915.631185,-339.296524,-325.948237,915.63,665.24,31.27,,,
0.22835625,3.15E-02,-923.721354,-342.294733,-328.82788,923.72,671.12,31.49,,,
0.23035625,3.17E-02,-931.811523,-345.292949,-331.707516,931.81,677.00,31.71,,,
0.23235625,3.19E-02,-939.901692,-348.291172,-334.587146,939.90,682.88,31.92,,,
0.23435625,3.21E-02,-947.991861,-351.289402,-337.466769,947.99,688.76,32.14,,,
0.23635625,3.24E-02,-956.08203,-354.287638,-340.346385,956.08,694.63,32.35,,,
0.23835625,3.26E-02,-964.172199,-357.28588,-343.225995,964.17,700.51,32.57,,,
0.24035625,3.28E-02,-972.262368,-360.28413,-346.105597,972.26,706.39,32.78,,,
0.24235625,3.30E-02,-980.352537,-363.282386,-348.985194,980.35,712.27,32.99,,,
0.24435625,3.32E-02,-988.442706,-366.280649,-351.864783,988.44,718.15,33.20,,,
0.24635625,3.34E-02,-996.532875,-369.278919,-354.744366,996.53,724.02,33.41,,,
0.24835625,3.36E-02,-1004.62304,-372.277195,-357.623941,1004.62,729.90,33.62,,,
0.25035625,3.38E-02,-1012.71321,-375.275479,-360.50351,1012.71,735.78,33.83,,,
0.25235625,3.40E-02,-1020.80338,-378.273769,-363.383073,1020.80,741.66,34.04,,,
0.25435625,3.42E-02,-1028.89355,-381.272065,-366.262628,1028.89,747.53,34.25,,,
0.25635625,3.45E-02,-1036.98372,-384.270369,-369.142177,1036.98,753.41,34.45,,,
0.25835625,3.47E-02,-1045.07389,-387.268679,-372.021719,1045.07,759.29,34.66,,,
0.26035625,3.49E-02,-1053.16406,-390.266997,-374.901254,1053.16,765.17,34.86,,,
0.26235625,3.51E-02,-1061.25422,-393.265321,-377.780782,1061.25,771.05,35.07,,,
0.26435625,3.53E-02,-1069.34439,-396.263652,-380.660303,1069.34,776.92,35.27,,,
0.26635625,3.55E-02,-1077.43456,-399.261989,-383.539817,1077.43,782.80,35.47,,,
0.26835625,3.57E-02,-1085.52473,-402.260334,-386.419325,1085.52,788.68,35.67,,,
0.27035625,3.59E-02,-1093.6149,-405.258685,-389.298826,1093.61,794.56,35.87,,,
0.27235625,3.61E-02,-1101.70507,-408.257044,-392.17832,1101.71,800.44,36.08,,,
0.27435625,3.63E-02,-1109.79524,-411.255409,-395.057807,1109.80,806.31,36.27,,,
0.27635625,3.65E-02,-1117.88541,-414.253781,-397.937287,1117.89,812.19,36.47,,,
0.27835625,3.67E-02,-1125.97557,-417.25216,-400.81676,1125.98,818.07,36.67,,,
0.28035625,3.69E-02,-1134.06574,-420.250546,-403.696226,1134.07,823.95,36.87,,,
0.28235625,3.71E-02,-1142.15591,-423.248938,-406.575686,1142.16,829.82,37.07,,,
0.28435625,3.73E-02,-1150.24608,-426.247338,-409.455138,1150.25,835.70,37.26,,,
0.28635625,3.75E-02,-1158.33625,-429.245744,-412.334584,1158.34,841.58,37.46,,,
0.28835625,3.77E-02,-1166.42642,-432.244158,-415.214023,1166.43,847.46,37.65,,,
0.29035625,3.78E-02,-1174.51658,-435.242578,-418.093454,1174.52,853.34,37.85,,,
0.29235625,3.80E-02,-1182.60675,-438.241005,-420.972879,1182.61,859.21,38.04,,,
0.29435625,3.82E-02,-1190.69692,-441.23944,-423.852297,1190.70,865.09,38.23,,,
0.29635625,3.84E-02,-1198.78709,-444.237881,-426.731708,1198.79,870.97,38.42,,,
0.29835625,3.86E-02,-1206.87726,-447.236329,-429.611112,1206.88,876.85,38.62,,,
0.30035625,3.88E-02,-1214.96743,-450.234784,-432.490509,1214.97,882.73,38.81,,,
0.30235625,3.90E-02,-1223.05759,-453.233246,-435.369899,1223.06,888.60,39.00,,,
0.30435625,3.92E-02,-1231.14776,-456.231714,-438.249283,1231.15,894.48,39.19,,,
0.30635625,3.94E-02,-1239.23793,-459.23019,-441.128659,1239.24,900.36,39.37,,,
0.30835625,3.96E-02,-1247.3281,-462.228673,-444.008028,1247.33,906.24,39.56,,,
0.31035625,3.97E-02,-1255.41827,-465.227163,-446.887391,1255.42,912.11,39.75,,,
0.31235625,3.99E-02,-1263.50844,-468.225659,-449.766746,1263.51,917.99,39.94,,,
0.31435625,4.01E-02,-1271.5986,-471.224163,-452.646094,1271.60,923.87,40.12,,,
0.31635625,4.03E-02,-1279.68877,-474.222673,-455.525436,1279.69,929.75,40.31,,,
0.31835625,4.05E-02,-1287.77894,-477.221191,-458.40477,1287.78,935.63,40.49,,,
0.32035625,4.07E-02,-1295.86911,-480.219715,-461.284098,1295.87,941.50,40.68,,,
0.32235625,4.09E-02,-1303.95928,-483.218247,-464.163419,1303.96,947.38,40.86,,,
0.32435625,4.10E-02,-1312.04945,-486.216785,-467.042732,1312.05,953.26,41.04,,,
0.32635625,4.12E-02,-1320.13961,-489.21533,-469.922039,1320.14,959.14,41.22,,,
0.32835625,4.14E-02,-1328.22978,-492.213883,-472.801338,1328.23,965.02,41.40,,,
0.33035625,4.16E-02,-1336.31995,-495.212442,-475.680631,1336.32,970.89,41.59,,,
0.33235625,4.18E-02,-1344.41012,-498.211008,-478.559917,1344.41,976.77,41.77,,,
0.33435625,4.19E-02,-1352.50029,-501.209581,-481.439196,1352.50,982.65,41.95,,,
0.33635625,4.21E-02,-1360.59045,-504.208161,-484.318468,1360.59,988.53,42.12,,,
0.33835625,4.23E-02,-1368.68062,-507.206748,-487.197732,1368.68,994.40,42.30,,,
0.34035625,4.25E-02,-1376.77079,-510.205342,-490.076991,1376.77,1000.28,42.48,,,
0.34235625,4.27E-02,-1384.86096,-513.203943,-492.956242,1384.86,1006.16,42.66,,,
0.34435625,4.28E-02,-1392.95113,-516.202551,-495.835485,1392.95,1012.04,42.83,,,
0.34635625,4.30E-02,-1401.0413,-519.201166,-498.714723,1401.04,1017.92,43.01,,,
0.34835625,4.32E-02,-1409.13146,-522.199788,-501.593953,1409.13,1023.79,43.19,,,
0.35035625,4.34E-02,-1417.22163,-525.198417,-504.473176,1417.22,1029.67,43.36,,,
0.35235625,4.35E-02,-1425.3118,-528.197052,-507.352392,1425.31,1035.55,43.53,,,
0.35435625,4.37E-02,-1433.40197,-531.195695,-510.231601,1433.40,1041.43,43.71,,,
0.35635625,4.39E-02,-1441.49214,-534.194345,-513.110803,1441.49,1047.31,43.88,,,
0.35835625,4.41E-02,-1449.5823,-537.193001,-515.989999,1449.58,1053.18,44.05,,,
0.36035625,4.42E-02,-1457.67247,-540.191665,-518.869187,1457.67,1059.06,44.22,,,
0.36235625,4.44E-02,-1465.76264,-543.190335,-521.748368,1465.76,1064.94,44.40,,,
0.36435625,4.46E-02,-1473.85281,-546.189013,-524.627543,1473.85,1070.82,44.57,,,
0.36635625,4.47E-02,-1481.94298,-549.187697,-527.50671,1481.94,1076.69,44.74,,,
0.36835625,4.49E-02,-1490.03314,-552.186388,-530.385871,1490.03,1082.57,44.91,,,
0.37035625,4.51E-02,-1498.12331,-555.185086,-533.265025,1498.12,1088.45,45.08,,,
0.37235625,4.52E-02,-1506.21348,-558.183792,-536.144171,1506.21,1094.33,45.24,,,
0.37435625,4.54E-02,-1514.30365,-561.182504,-539.023312,1514.30,1100.21,45.41,,,
0.37635625,4.56E-02,-1522.39382,-564.181223,-541.902444,1522.39,1106.08,45.58,,,
0.37835625,4.57E-02,-1530.48398,-567.179949,-544.78157,1530.48,1111.96,45.75,,,
0.38035625,4.59E-02,-1538.57415,-570.178681,-547.660689,1538.57,1117.84,45.91,,,
0.38235625,4.61E-02,-1546.66432,-573.177421,-550.539801,1546.66,1123.72,46.08,,,
0.38435625,4.62E-02,-1554.75449,-576.176168,-553.418906,1554.75,1129.60,46.24,,,
0.38635625,4.64E-02,-1562.84466,-579.174921,-556.298005,1562.84,1135.47,46.41,,,
0.38835625,4.66E-02,-1570.93483,-582.173682,-559.177096,1570.93,1141.35,46.57,,,
0.39035625,4.67E-02,-1579.02499,-585.172449,-562.056181,1579.02,1147.23,46.73,,,
0.39235625,4.69E-02,-1587.11516,-588.171223,-564.935259,1587.12,1153.11,46.90,,,
0.39435625,4.71E-02,-1595.20533,-591.170004,-567.814329,1595.21,1158.98,47.06,,,
0.39635625,4.72E-02,-1603.2955,-594.168792,-570.693393,1603.30,1164.86,47.22,,,
0.39835625,4.74E-02,-1611.38567,-597.167587,-573.57245,1611.39,1170.74,47.38,,,
0.40035625,4.75E-02,-1619.47583,-600.166389,-576.4515,1619.48,1176.62,47.54,,,
0.40235625,4.77E-02,-1627.566,-603.165198,-579.330543,1627.57,1182.50,47.70,,,
0.40435625,4.79E-02,-1635.65617,-606.164013,-582.20958,1635.66,1188.37,47.86,,,
0.40635625,4.80E-02,-1643.74634,-609.162835,-585.088609,1643.75,1194.25,48.02,,,
0.40835625,4.82E-02,-1651.83651,-612.161665,-587.967632,1651.84,1200.13,48.18,,,
0.41035625,4.83E-02,-1659.92667,-615.160501,-590.846647,1659.93,1206.01,48.34,,,
0.41235625,4.85E-02,-1668.01684,-618.159344,-593.725656,1668.02,1211.89,48.50,,,
0.41435625,4.87E-02,-1676.10701,-621.158193,-596.604658,1676.11,1217.76,48.65,,,
0.41635625,4.88E-02,-1684.19718,-624.15705,-599.483654,1684.20,1223.64,48.81,,,
0.41835625,4.90E-02,-1692.28735,-627.155913,-602.362642,1692.29,1229.52,48.97,,,
0.42035625,4.91E-02,-1700.37751,-630.154784,-605.241623,1700.38,1235.40,49.12,,,
0.42235625,4.93E-02,-1708.46768,-633.153661,-608.120598,1708.47,1241.27,49.28,,,
0.42435625,4.94E-02,-1716.55785,-636.152544,-610.999566,1716.56,1247.15,49.43,,,
0.42635625,4.96E-02,-1724.64802,-639.151435,-613.878527,1724.65,1253.03,49.59,,,
0.42835625,4.97E-02,-1732.73819,-642.150333,-616.757481,1732.74,1258.91,49.74,,,
0.43035625,4.99E-02,-1740.82835,-645.149237,-619.636429,1740.83,1264.79,49.89,,,
0.43235625,5.00E-02,-1748.91852,-648.148148,-622.51537,1748.92,1270.66,50.05,,,
0.43435625,5.02E-02,-1757.00869,-651.147066,-625.394304,1757.01,1276.54,50.20,,,
0.43635625,5.04E-02,-1765.09886,-654.14599,-628.273231,1765.10,1282.42,50.35,,,
0.43835625,5.05E-02,-1773.18903,-657.144922,-631.152151,1773.19,1288.30,50.50,,,
0.44035625,5.07E-02,-1781.27919,-660.14386,-634.031065,1781.28,1294.17,50.65,,,
0.44235625,5.08E-02,-1789.36936,-663.142805,-636.909972,1789.37,1300.05,50.80,,,
0.44435625,5.10E-02,-1797.45953,-666.141756,-639.788872,1797.46,1305.93,50.95,,,
0.44635625,5.11E-02,-1805.5497,-669.140715,-642.667765,1805.55,1311.81,51.10,,,
0.44835625,5.13E-02,-1813.63987,-672.13968,-645.546652,1813.64,1317.69,51.25,,,
0.45035625,5.14E-02,-1821.73003,-675.138652,-648.425532,1821.73,1323.56,51.40,,,
0.45235625,5.15E-02,-1829.8202,-678.137631,-651.304405,1829.82,1329.44,51.55,,,
0.45435625,5.17E-02,-1837.91037,-681.136616,-654.183271,1837.91,1335.32,51.69,,,
0.45635625,5.18E-02,-1846.00054,-684.135608,-657.062131,1846.00,1341.20,51.84,,,
