TIME, UX_2, FY_5, FY_6, FX_4,,,,
0.802825,9.58E-03,-6795.71458,-6513.18846,-401191.809,9.58,-13308.90304,,
0.803825,9.59E-03,-6804.17369,-6521.30694,-401691.535,9.59,-13325.48063,,
0.804825,9.60E-03,-6812.6328,-6529.42542,-402191.26,9.60,-13342.05822,,
0.805825,9.61E-03,-6821.0919,-6537.54391,-402690.985,9.61,-13358.63581,,
0.806825,9.63E-03,-6829.551,-6545.6624,-403190.71,9.63,-13375.2134,,
0.807825,9.64E-03,-6838.0101,-6553.78089,-403690.435,9.64,-13391.79099,,
0.808825,9.65E-03,-6846.4692,-6561.89938,-404190.16,9.65,-13408.36858,,
0.809825,9.66E-03,-6854.92829,-6570.01788,-404689.885,9.66,-13424.94617,,
0.810825,9.68E-03,-6863.38737,-6578.13638,-405189.61,9.68,-13441.52375,,
0.811825,9.69E-03,-6871.84646,-6586.25489,-405689.335,9.69,-13458.10135,,
0.812825,9.70E-03,-6880.30554,-6594.37339,-406189.061,9.70,-13474.67893,,
0.813825,9.71E-03,-6888.76462,-6602.49191,-406688.786,9.71,-13491.25653,,
0.814825,9.72E-03,-6897.22369,-6610.61042,-407188.511,9.72,-13507.83411,,
0.815825,9.74E-03,-6905.68277,-6618.72894,-407688.236,9.74,-13524.41171,,
0.816825,9.75E-03,-6914.14183,-6626.84746,-408187.961,9.75,-13540.98929,,
0.817825,9.76E-03,-6922.6009,-6634.96598,-408687.686,9.76,-13557.56688,,
0.818825,9.77E-03,-6931.05996,-6643.08451,-409187.411,9.77,-13574.14447,,
0.819825,9.79E-03,-6939.51902,-6651.20304,-409687.136,9.79,-13590.72206,,
0.820825,9.80E-03,-6947.97808,-6659.32157,-410186.861,9.80,-13607.29965,,
0.821825,9.81E-03,-6956.43713,-6667.44011,-410686.587,9.81,-13623.87724,,
0.822825,9.82E-03,-6964.89618,-6675.55865,-411186.312,9.82,-13640.45483,,
0.823825,9.84E-03,-6973.35523,-6683.67719,-411686.037,9.84,-13657.03242,,
0.824825,9.85E-03,-6981.81427,-6691.79573,-412185.762,9.85,-13673.61,,
0.825825,9.86E-03,-6990.27331,-6699.91428,-412685.487,9.86,-13690.18759,,
0.826825,9.87E-03,-6998.73235,-6708.03283,-413185.212,9.87,-13706.76518,,
0.827825,9.88E-03,-7007.19139,-6716.15139,-413684.937,9.88,-13723.34278,,
0.828825,9.90E-03,-7015.65042,-6724.26995,-414184.662,9.90,-13739.92037,,
0.829825,9.91E-03,-7024.10944,-6732.38851,-414684.387,9.91,-13756.49795,,
0.830825,9.92E-03,-7032.56847,-6740.50707,-415184.112,9.92,-13773.07554,,
0.831825,9.93E-03,-7041.02749,-6748.62564,-415683.838,9.93,-13789.65313,,
0.832825,9.95E-03,-7049.48651,-6756.74421,-416183.563,9.95,-13806.23072,,
0.833825,9.96E-03,-7057.94553,-6764.86278,-416683.288,9.96,-13822.80831,,
0.834825,9.97E-03,-7066.40454,-6772.98136,-417183.013,9.97,-13839.3859,,
0.835825,9.98E-03,-7074.86355,-6781.09994,-417682.738,9.98,-13855.96349,,
0.836825,9.99E-03,-7083.32256,-6789.21852,-418182.463,9.99,-13872.54108,,
0.837825,1.00E-02,-7091.78156,-6797.3371,-418682.188,10.01,-13889.11866,-418413.8862,-13880.21818
0.838825,1.00E-02,-7100.24056,-6805.45569,-419181.913,10.02,-13905.69625,,
0.839825,1.00E-02,-7108.69956,-6813.57428,-419681.638,10.03,-13922.27384,,
0.840825,1.00E-02,-7117.15856,-6821.69288,-420181.364,10.04,-13938.85144,,
0.841825,1.01E-02,-7125.61755,-6829.81147,-420681.089,10.06,-13955.42902,,
0.842825,1.01E-02,-7134.07654,-6837.93007,-421180.814,10.07,-13972.00661,,
0.843825,1.01E-02,-7142.53552,-6846.04868,-421680.539,10.08,-13988.5842,,
0.844825,1.01E-02,-7150.99451,-6854.16728,-422180.264,10.09,-14005.16179,,
0.845825,1.01E-02,-7159.45348,-6862.28589,-422679.989,10.10,-14021.73937,,
0.846825,1.01E-02,-7167.91246,-6870.40451,-423179.714,10.12,-14038.31697,,
0.847825,1.01E-02,-7176.37144,-6878.52312,-423679.439,10.13,-14054.89456,,
0.848825,1.01E-02,-7184.83041,-6886.64174,-424179.164,10.14,-14071.47215,,
0.849825,1.02E-02,-7193.28937,-6894.76036,-424678.89,10.15,-14088.04973,,
0.850825,1.02E-02,-7201.74834,-6902.87898,-425178.615,10.17,-14104.62732,,
0.851825,1.02E-02,-7210.2073,-6910.99761,-425678.34,10.18,-14121.20491,,
0.852825,1.02E-02,-7218.66626,-6919.11624,-426178.065,10.19,-14137.7825,,
0.853825,1.02E-02,-7227.12522,-6927.23488,-426677.79,10.20,-14154.3601,,
0.854825,1.02E-02,-7235.58417,-6935.35351,-427177.515,10.21,-14170.93768,,
0.855825,1.02E-02,-7244.04312,-6943.47215,-427677.24,10.23,-14187.51527,,
0.856825,1.02E-02,-7252.50207,-6951.59079,-428176.965,10.24,-14204.09286,,
0.857825,1.03E-02,-7260.96101,-6959.70944,-428676.69,10.25,-14220.67045,,
0.858825,1.03E-02,-7269.41995,-6967.82808,-429176.415,10.26,-14237.24803,,
0.859825,1.03E-02,-7277.87889,-6975.94674,-429676.141,10.28,-14253.82563,,
0.860825,1.03E-02,-7286.33783,-6984.06539,-430175.866,10.29,-14270.40322,,
0.861825,1.03E-02,-7294.79676,-6992.18405,-430675.591,10.30,-14286.98081,,
0.862825,1.03E-02,-7303.25569,-7000.30271,-431175.316,10.31,-14303.5584,,
0.863825,1.03E-02,-7311.71462,-7008.42137,-431675.041,10.33,-14320.13599,,
0.864825,1.03E-02,-7320.17354,-7016.54003,-432174.766,10.34,-14336.71357,,
0.865825,1.03E-02,-7328.63246,-7024.6587,-432674.491,10.35,-14353.29116,,
0.866825,1.04E-02,-7337.09138,-7032.77737,-433174.216,10.36,-14369.86875,,
0.867825,1.04E-02,-7345.55029,-7040.89605,-433673.941,10.37,-14386.44634,,
0.868825,1.04E-02,-7354.00921,-7049.01472,-434173.667,10.39,-14403.02393,,
0.869825,1.04E-02,-7362.46812,-7057.1334,-434673.392,10.40,-14419.60152,,
0.870825,1.04E-02,-7370.92702,-7065.25209,-435173.117,10.41,-14436.17911,,
0.871825,1.04E-02,-7379.38593,-7073.37077,-435672.842,10.42,-14452.7567,,
0.872825,1.04E-02,-7387.84483,-7081.48946,-436172.567,10.44,-14469.33429,,
0.873825,1.04E-02,-7396.30373,-7089.60815,-436672.292,10.45,-14485.91188,,
0.874825,1.05E-02,-7404.76262,-7097.72684,-437172.017,10.46,-14502.48946,,
0.875825,1.05E-02,-7413.22151,-7105.84554,-437671.742,10.47,-14519.06705,,
0.876825,1.05E-02,-7421.6804,-7113.96424,-438171.467,10.48,-14535.64464,,
0.877825,1.05E-02,-7430.13929,-7122.08294,-438671.193,10.50,-14552.22223,,
0.878825,1.05E-02,-7438.59817,-7130.20165,-439170.918,10.51,-14568.79982,,
0.879825,1.05E-02,-7447.05705,-7138.32036,-439670.643,10.52,-14585.37741,,
0.880825,1.05E-02,-7455.51593,-7146.43907,-440170.368,10.53,-14601.955,,
0.881825,1.05E-02,-7463.97481,-7154.55778,-440670.093,10.55,-14618.53259,,
0.882825,1.06E-02,-7472.43368,-7162.6765,-441169.818,10.56,-14635.11018,,
0.883825,1.06E-02,-7480.89255,-7170.79522,-441669.543,10.57,-14651.68777,,
0.884825,1.06E-02,-7489.35142,-7178.91394,-442169.268,10.58,-14668.26536,,
0.885825,1.06E-02,-7497.81028,-7187.03267,-442668.993,10.60,-14684.84295,,
0.886825,1.06E-02,-7506.26914,-7195.15139,-443168.719,10.61,-14701.42053,,
0.887825,1.06E-02,-7514.728,-7203.27012,-443668.444,10.62,-14717.99812,,
0.888825,1.06E-02,-7523.18686,-7211.38886,-444168.169,10.63,-14734.57572,,
0.889825,1.06E-02,-7531.64571,-7219.50759,-444667.894,10.64,-14751.1533,,
0.890825,1.07E-02,-7540.10456,-7227.62633,-445167.619,10.66,-14767.73089,,
0.891825,1.07E-02,-7548.56341,-7235.74507,-445667.344,10.67,-14784.30848,,
0.892825,1.07E-02,-7557.02225,-7243.86382,-446167.069,10.68,-14800.88607,,
0.893825,1.07E-02,-7565.48109,-7251.98257,-446666.794,10.69,-14817.46366,,
0.894825,1.07E-02,-7573.93993,-7260.10132,-447166.519,10.71,-14834.04125,,
0.895825,1.07E-02,-7582.39877,-7268.22007,-447666.244,10.72,-14850.61884,,
0.896825,1.07E-02,-7590.8576,-7276.33883,-448165.97,10.73,-14867.19643,,
0.897825,1.07E-02,-7599.31643,-7284.45758,-448665.695,10.74,-14883.77401,,
0.898825,1.08E-02,-7607.77526,-7292.57635,-449165.42,10.75,-14900.35161,,
0.899825,1.08E-02,-7616.23409,-7300.69511,-449665.145,10.77,-14916.9292,,
0.900825,1.08E-02,-7624.69291,-7308.81388,-450164.87,10.78,-14933.50679,,
0.901825,1.08E-02,-7633.15173,-7316.93264,-450664.595,10.79,-14950.08437,,
0.902825,1.08E-02,-7641.61055,-7325.05142,-451164.32,10.80,-14966.66197,,
0.903825,1.08E-02,-7650.06936,-7333.17019,-451664.045,10.82,-14983.23955,,
0.904825,1.08E-02,-7658.52817,-7341.28897,-452163.77,10.83,-14999.81714,,
0.905825,1.08E-02,-7666.98698,-7349.40775,-452663.496,10.84,-15016.39473,,
0.906825,1.09E-02,-7675.44579,-7357.52653,-453163.221,10.85,-15032.97232,,
0.907825,1.09E-02,-7683.90459,-7365.64532,-453662.946,10.87,-15049.54991,,
0.908825,1.09E-02,-7692.36339,-7373.76411,-454162.671,10.88,-15066.1275,,
0.909825,1.09E-02,-7700.82219,-7381.8829,-454662.396,10.89,-15082.70509,,
0.910825,1.09E-02,-7709.28098,-7390.00169,-455162.121,10.90,-15099.28267,,
0.911825,1.09E-02,-7717.73978,-7398.12049,-455661.846,10.91,-15115.86027,,
0.912825,1.09E-02,-7726.19857,-7406.23929,-456161.571,10.93,-15132.43786,,
0.913825,1.09E-02,-7734.65735,-7414.35809,-456661.296,10.94,-15149.01544,,
0.914825,1.10E-02,-7743.11614,-7422.47689,-457161.022,10.95,-15165.59303,,
0.915825,1.10E-02,-7751.57492,-7430.5957,-457660.747,10.96,-15182.17062,,
0.916825,1.10E-02,-7760.0337,-7438.71451,-458160.472,10.98,-15198.74821,,
0.917825,1.10E-02,-7768.49248,-7446.83332,-458660.197,10.99,-15215.3258,,
0.918825,1.10E-02,-7776.95125,-7454.95214,-459159.922,11.00,-15231.90339,,
0.919825,1.10E-02,-7785.41002,-7463.07096,-459659.647,11.01,-15248.48098,,
0.920825,1.10E-02,-7793.86879,-7471.18978,-460159.372,11.02,-15265.05857,,
0.921825,1.10E-02,-7802.32756,-7479.3086,-460659.097,11.04,-15281.63616,,
0.922825,1.10E-02,-7810.78632,-7487.42743,-461158.822,11.05,-15298.21375,,
0.923825,1.11E-02,-7819.24508,-7495.54625,-461658.547,11.06,-15314.79133,,
0.924825,1.11E-02,-7827.70384,-7503.66508,-462158.273,11.07,-15331.36892,,
0.925825,1.11E-02,-7836.1626,-7511.78392,-462657.998,11.09,-15347.94652,,
0.926825,1.11E-02,-7844.62135,-7519.90275,-463157.723,11.10,-15364.5241,,
0.927825,1.11E-02,-7853.0801,-7528.02159,-463657.448,11.11,-15381.10169,,
0.928825,1.11E-02,-7861.53885,-7536.14044,-464157.173,11.12,-15397.67929,,
0.929825,1.11E-02,-7869.99759,-7544.25928,-464656.898,11.14,-15414.25687,,
0.930825,1.11E-02,-7878.45633,-7552.37813,-465156.623,11.15,-15430.83446,,
0.931825,1.12E-02,-7886.91507,-7560.49698,-465656.348,11.16,-15447.41205,,
0.932825,1.12E-02,-7895.37381,-7568.61583,-466156.073,11.17,-15463.98964,,
0.933825,1.12E-02,-7903.83254,-7576.73468,-466655.799,11.18,-15480.56722,,
0.934825,1.12E-02,-7912.29128,-7584.85354,-467155.524,11.20,-15497.14482,,
0.935825,1.12E-02,-7920.75001,-7592.9724,-467655.249,11.21,-15513.72241,,
0.936825,1.12E-02,-7929.20873,-7601.09126,-468154.974,11.22,-15530.29999,,
0.937825,1.12E-02,-7937.66746,-7609.21013,-468654.699,11.23,-15546.87759,,
0.938825,1.12E-02,-7946.12618,-7617.32899,-469154.424,11.25,-15563.45517,,
0.939825,1.13E-02,-7954.5849,-7625.44786,-469654.149,11.26,-15580.03276,,
0.940825,1.13E-02,-7963.04361,-7633.56674,-470153.874,11.27,-15596.61035,,
0.941825,1.13E-02,-7971.50233,-7641.68561,-470653.599,11.28,-15613.18794,,
0.942825,1.13E-02,-7979.96104,-7649.80449,-471153.325,11.30,-15629.76553,,
0.943825,1.13E-02,-7988.41975,-7657.92337,-471653.05,11.31,-15646.34312,,
0.944825,1.13E-02,-7996.87845,-7666.04225,-472152.775,11.32,-15662.9207,,
0.945825,1.13E-02,-8005.33716,-7674.16114,-472652.5,11.33,-15679.4983,,
0.946825,1.13E-02,-8013.79586,-7682.28003,-473152.225,11.34,-15696.07589,,
0.947825,1.14E-02,-8022.25456,-7690.39892,-473651.95,11.36,-15712.65348,,
0.948825,1.14E-02,-8030.71325,-7698.51781,-474151.675,11.37,-15729.23106,,
0.949825,1.14E-02,-8039.17195,-7706.63671,-474651.4,11.38,-15745.80866,,
0.950825,1.14E-02,-8047.63064,-7714.7556,-475151.125,11.39,-15762.38624,,
0.951825,1.14E-02,-8056.08933,-7722.87451,-475650.85,11.41,-15778.96384,,
0.952825,1.14E-02,-8064.54801,-7730.99341,-476150.576,11.42,-15795.54142,,
0.953825,1.14E-02,-8073.0067,-7739.11231,-476650.301,11.43,-15812.11901,,
0.954825,1.14E-02,-8081.46538,-7747.23122,-477150.026,11.44,-15828.6966,,
0.955825,1.15E-02,-8089.92406,-7755.35013,-477649.751,11.46,-15845.27419,,
0.956825,1.15E-02,-8098.38273,-7763.46905,-478149.476,11.47,-15861.85178,,
0.957825,1.15E-02,-8106.84141,-7771.58796,-478649.201,11.48,-15878.42937,,
0.958825,1.15E-02,-8115.30008,-7779.70688,-479148.926,11.49,-15895.00696,,
0.959825,1.15E-02,-8123.75874,-7787.8258,-479648.651,11.50,-15911.58454,,
0.960825,1.15E-02,-8132.21741,-7795.94473,-480148.376,11.52,-15928.16214,,
0.961825,1.15E-02,-8140.67607,-7804.06365,-480648.102,11.53,-15944.73972,,
0.962825,1.15E-02,-8149.13473,-7812.18258,-481147.827,11.54,-15961.31731,,
0.963825,1.16E-02,-8157.59339,-7820.30151,-481647.552,11.55,-15977.8949,,
0.964825,1.16E-02,-8166.05205,-7828.42044,-482147.277,11.57,-15994.47249,,
0.965825,1.16E-02,-8174.5107,-7836.53938,-482647.002,11.58,-16011.05008,,
0.966825,1.16E-02,-8182.96935,-7844.65832,-483146.727,11.59,-16027.62767,,
0.967825,1.16E-02,-8191.428,-7852.77726,-483646.452,11.60,-16044.20526,,
0.968825,1.16E-02,-8199.88665,-7860.8962,-484146.177,11.62,-16060.78285,,
0.969825,1.16E-02,-8208.34529,-7869.01515,-484645.902,11.63,-16077.36044,,
0.970825,1.16E-02,-8216.80393,-7877.1341,-485145.628,11.64,-16093.93803,,
0.971825,1.17E-02,-8225.26257,-7885.25305,-485645.353,11.65,-16110.51562,,
0.972825,1.17E-02,-8233.72121,-7893.372,-486145.078,11.66,-16127.09321,,
0.973825,1.17E-02,-8242.17984,-7901.49095,-486644.803,11.68,-16143.67079,,
0.974825,1.17E-02,-8250.63847,-7909.60991,-487144.528,11.69,-16160.24838,,
0.975825,1.17E-02,-8259.0971,-7917.72887,-487644.253,11.70,-16176.82597,,
0.976825,1.17E-02,-8267.55573,-7925.84784,-488143.978,11.71,-16193.40357,,
0.977825,1.17E-02,-8276.01435,-7933.9668,-488643.703,11.73,-16209.98115,,
0.978825,1.17E-02,-8284.47297,-7942.08577,-489143.428,11.74,-16226.55874,,
0.979825,1.18E-02,-8292.93159,-7950.20474,-489643.154,11.75,-16243.13633,,
0.980825,1.18E-02,-8301.39021,-7958.32371,-490142.879,11.76,-16259.71392,,
0.981825,1.18E-02,-8309.84882,-7966.44269,-490642.604,11.78,-16276.29151,,
0.982825,1.18E-02,-8318.30743,-7974.56166,-491142.329,11.79,-16292.86909,,
0.983825,1.18E-02,-8326.76604,-7982.68064,-491642.054,11.80,-16309.44668,,
0.984825,1.18E-02,-8335.22465,-7990.79963,-492141.779,11.81,-16326.02428,,
0.985825,1.18E-02,-8343.68326,-7998.91861,-492641.504,11.82,-16342.60187,,
0.986825,1.18E-02,-8352.14186,-8007.0376,-493141.229,11.84,-16359.17946,,
0.987825,1.18E-02,-8360.60046,-8015.15659,-493640.954,11.85,-16375.75705,,
0.988825,1.19E-02,-8369.05905,-8023.27558,-494140.679,11.86,-16392.33463,,
0.989825,1.19E-02,-8377.51765,-8031.39457,-494640.405,11.87,-16408.91222,,
0.990825,1.19E-02,-8385.97624,-8039.51357,-495140.13,11.89,-16425.48981,,
0.991825,1.19E-02,-8394.43483,-8047.63257,-495639.855,11.90,-16442.0674,,
0.992825,1.19E-02,-8402.89342,-8055.75157,-496139.58,11.91,-16458.64499,,
0.993825,1.19E-02,-8411.35201,-8063.87057,-496639.305,11.92,-16475.22258,,
0.994825,1.19E-02,-8419.81059,-8071.98958,-497139.03,11.94,-16491.80017,,
0.995825,1.19E-02,-8428.26917,-8080.10859,-497638.755,11.95,-16508.37776,,
0.996825,1.20E-02,-8436.72775,-8088.2276,-498138.48,11.96,-16524.95535,,
0.997825,1.20E-02,-8445.18632,-8096.34661,-498638.205,11.97,-16541.53293,,
0.998825,1.20E-02,-8453.6449,-8104.46563,-499137.931,11.98,-16558.11053,,
0.9994125,1.20E-02,-8458.61431,-8109.23555,-499431.519,11.99,-16567.84986,,
1,1.20E-02,-8463.58372,-8114.00548,-499725.108,12.00,-16577.5892,,
