TIME, FY_4
2.E-04, -0.327873995
4.E-04, -0.655748024
7.E-04, -1.14755909
1.15E-03, -1.88527597
1.825E-03, -2.9918525
2.8375E-03, -4.65172323
4.35625E-03, -7.14155824
6.35625E-03, -10.4204178
8.35625E-03, -13.6992095
1.035625E-02, -16.9779491
1.235625E-02, -20.2566873
1.435625E-02, -23.5354249
1.635625E-02, -26.8141612
1.835625E-02, -30.0928958
2.035625E-02, -33.3716287
2.235625E-02, -36.6503596
2.435625E-02, -39.9290884
2.635625E-02, -43.2078149
2.835625E-02, -46.486539
3.035625E-02, -49.7652604
3.235625E-02, -53.0439791
3.435625E-02, -56.3226948
3.635625E-02, -59.6014075
3.835625E-02, -62.8801169
4.035625E-02, -66.1588229
4.235625E-02, -69.4375254
4.435625E-02, -72.7162241
4.635625E-02, -75.994919
4.835625E-02, -79.27361
5.035625E-02, -82.5522969
5.235625E-02, -85.8309794
5.435625E-02, -89.1096576
5.635625E-02, -92.3883313
5.835625E-02, -95.6670004
6.035625E-02, -98.9456645
6.235625E-02, -102.224324
6.435625E-02, -105.502978
6.635625E-02, -108.781627
6.835625E-02, -112.060271
7.035625E-02, -115.33891
7.235625E-02, -118.617543
7.435625E-02, -121.89617
7.635625E-02, -125.174792
7.835625E-02, -128.453407
8.035625E-02, -131.732017
8.235625E-02, -135.010621
8.435625E-02, -138.289218
8.635625E-02, -141.56781
8.835625E-02, -144.846395
9.035625E-02, -148.124973
9.235625E-02, -151.403545
9.435625E-02, -154.68211
9.635625E-02, -157.960668
9.835625E-02, -161.23922
0.10035625, -164.517765
0.10235625, -167.796302
0.10435625, -171.074833
0.10635625, -174.353356
0.10835625, -177.631872
0.11035625, -180.91038
0.11235625, -184.188881
0.11435625, -187.467375
0.11635625, -190.74586
0.11835625, -194.024339
0.12035625, -197.302809
0.12235625, -200.581272
0.12435625, -203.859726
0.12635625, -207.138172
0.12835625, -210.416611
0.13035625, -213.695041
0.13235625, -216.973463
0.13435625, -220.251877
0.13635625, -223.530282
0.13835625, -226.808679
0.14035625, -230.087068
0.14235625, -233.365447
0.14435625, -236.643819
0.14635625, -239.922181
0.14835625, -243.200535
0.15035625, -246.47888
0.15235625, -249.757216
0.15435625, -253.035544
0.15635625, -256.313862
0.15835625, -259.592171
0.16035625, -262.870471
0.16235625, -266.148762
0.16435625, -269.427044
0.16635625, -272.705317
0.16835625, -275.98358
0.17035625, -279.261834
0.17235625, -282.540079
0.17435625, -285.818314
0.17635625, -289.096539
0.17835625, -292.374756
0.18035625, -295.652962
0.18235625, -298.931159
0.18435625, -302.209347
0.18635625, -305.487524
0.18835625, -308.765692
0.19035625, -312.04385
0.19235625, -315.321999
0.19435625, -318.600137
0.19635625, -321.878266
0.19835625, -325.156384
0.20035625, -328.434493
0.20235625, -331.712592
0.20435625, -334.99068
0.20635625, -338.268759
0.20835625, -341.546828
0.21035625, -344.824886
0.21235625, -348.102934
0.21435625, -351.380972
0.21635625, -354.659
0.21835625, -357.937017
0.22035625, -361.215025
0.22235625, -364.493021
0.22435625, -367.771008
0.22635625, -371.048984
0.22835625, -374.32695
0.23035625, -377.604906
0.23235625, -380.882851
0.23435625, -384.160785
0.23635625, -387.438709
0.23835625, -390.716623
0.24035625, -393.994525
0.24235625, -397.272418
0.24435625, -400.5503
0.24635625, -403.828171
0.24835625, -407.106032
0.25035625, -410.383881
0.25235625, -413.661721
0.25435625, -416.93955
0.25635625, -420.217367
0.25835625, -423.495174
0.26035625, -426.772971
0.26235625, -430.050757
0.26435625, -433.328531
0.26635625, -436.606296
0.26835625, -439.884049
0.27035625, -443.161792
0.27235625, -446.439523
0.27435625, -449.717244
0.27635625, -452.994954
0.27835625, -456.272653
0.28035625, -459.550341
0.28235625, -462.828019
0.28435625, -466.105685
0.28635625, -469.383341
0.28835625, -472.660985
0.29035625, -475.938619
0.29235625, -479.216242
0.29435625, -482.493854
0.29635625, -485.771454
0.29835625, -489.049044
0.30035625, -492.326623
0.30235625, -495.604191
0.30435625, -498.881748
0.30635625, -502.159293
0.30835625, -505.436828
0.31035625, -508.714352
0.31235625, -511.991864
0.31435625, -515.269366
0.31635625, -518.546856
0.31835625, -521.824336
0.32035625, -525.101805
0.32235625, -528.379262
0.32435625, -531.656709
0.32635625, -534.934144
0.32835625, -538.211568
0.33035625, -541.488981
0.33235625, -544.766383
0.33435625, -548.043774
0.33635625, -551.321155
0.33835625, -554.598523
0.34035625, -557.875881
0.34235625, -561.153227
0.34435625, -564.430563
0.34635625, -567.707887
0.34835625, -570.985201
0.35035625, -574.262503
0.35235625, -577.539794
0.35435625, -580.817074
0.35635625, -584.094343
0.35835625, -587.371601
0.36035625, -590.648848
0.36235625, -593.926083
0.36435625, -597.203308
0.36635625, -600.480521
0.36835625, -603.757724
0.37035625, -607.034915
0.37235625, -610.312095
0.37435625, -613.589264
0.37635625, -616.866422
0.37835625, -620.143569
0.38035625, -623.420704
0.38235625, -626.697829
0.38435625, -629.974943
0.38635625, -633.252045
0.38835625, -636.529137
0.39035625, -639.806217
0.39235625, -643.083287
0.39435625, -646.360345
0.39635625, -649.637392
0.39835625, -652.914428
0.40035625, -656.191453
0.40235625, -659.468467
0.40435625, -662.74547
0.40635625, -666.022462
0.40835625, -669.299443
0.41035625, -672.576413
0.41235625, -675.853372
0.41435625, -679.13032
0.41635625, -682.407257
0.41835625, -685.684183
0.42035625, -688.961098
0.42235625, -692.238001
0.42435625, -695.514894
0.42635625, -698.791776
0.42835625, -702.068647
0.43035625, -705.345508
0.43235625, -708.622357
0.43435625, -711.899195
0.43635625, -715.176022
0.43835625, -718.452838
0.44035625, -721.729643
0.44235625, -725.006437
0.44435625, -728.283221
0.44635625, -731.559993
0.44835625, -734.836755
0.45035625, -738.113506
0.45235625, -741.390246
0.45435625, -744.666974
0.45635625, -747.943693
0.45835625, -751.2204
0.46035625, -754.497096
0.46235625, -757.773782
0.46435625, -761.050457
0.46635625, -764.327121
0.46835625, -767.603774
0.47035625, -770.880416
0.47235625, -774.157048
0.47435625, -777.433668
0.47635625, -780.710278
0.47835625, -783.986877
0.48035625, -787.263466
0.48235625, -790.540044
0.48435625, -793.816611
0.48635625, -797.093167
0.48835625, -800.369712
0.49035625, -803.646248
0.49235625, -806.922772
0.49435625, -810.199285
0.49635625, -813.475787
0.49835625, -816.75228
0.50035625, -820.028762
0.50235625, -823.305232
0.50435625, -826.581692
0.50635625, -829.858141
0.50835625, -833.13458
0.51035625, -836.411009
0.51235625, -839.687426
0.51435625, -842.963834
0.51635625, -846.24023
0.51835625, -849.516616
0.52035625, -852.792992
0.52235625, -856.069357
0.52435625, -859.345711
0.52635625, -862.622055
0.52835625, -865.898389
0.53035625, -869.174712
0.53235625, -872.451024
0.53435625, -875.727326
0.53635625, -879.003618
0.53835625, -882.279899
0.54035625, -885.556169
0.54235625, -888.83243
0.54435625, -892.10868
0.54635625, -895.384919
0.54835625, -898.661148
0.55035625, -901.937367
0.55235625, -905.213575
0.55435625, -908.489773
0.55635625, -911.765961
0.55835625, -915.042138
0.56035625, -918.318305
0.56235625, -921.594462
0.56435625, -924.870609
0.56635625, -928.146745
0.56835625, -931.42287
0.57035625, -934.698986
0.57235625, -937.975092
0.57435625, -941.251187
0.57635625, -944.527272
0.57835625, -947.803347
0.58035625, -951.079411
0.58235625, -954.355466
0.58435625, -957.63151
0.58635625, -960.907544
0.58835625, -964.183568
0.59035625, -967.459582
0.59235625, -970.735586
0.59435625, -974.01158
0.59635625, -977.287563
0.59835625, -980.563537
0.60035625, -983.8395
0.60235625, -987.115454
0.60435625, -990.391397
0.60635625, -993.66733
0.60835625, -996.943254
0.61035625, -1000.21917
0.61235625, -1003.49507
0.61435625, -1006.77096
0.61635625, -1010.04685
0.61835625, -1013.32272
0.62035625, -1016.59859
0.62235625, -1019.87444
0.62435625, -1023.15028
0.62635625, -1026.42612
0.62835625, -1029.70194
0.63035625, -1032.97775
0.63235625, -1036.25356
0.63435625, -1039.52935
0.63635625, -1042.80514
0.63835625, -1046.08091
0.64035625, -1049.35668
0.64235625, -1052.63243
0.64435625, -1055.90818
0.64635625, -1059.18392
0.64835625, -1062.45964
0.65035625, -1065.73536
0.65235625, -1069.01106
0.65435625, -1072.28676
0.65635625, -1075.56245
0.65835625, -1078.83813
0.66035625, -1082.11379
0.66235625, -1085.38945
0.66435625, -1088.6651
0.66635625, -1091.94074
0.66835625, -1095.21637
0.67035625, -1098.49199
0.67235625, -1101.7676
0.67435625, -1105.0432
0.67635625, -1108.31879
0.67835625, -1111.59437
0.68035625, -1114.86995
0.68235625, -1118.14551
0.68435625, -1121.42106
0.68635625, -1124.69661
0.68835625, -1127.97214
0.69035625, -1131.24766
0.69235625, -1134.52318
0.69435625, -1137.79869
0.69635625, -1141.07418
0.69835625, -1144.34967
0.70035625, -1147.62515
0.70235625, -1150.90062
0.70435625, -1154.17607
0.70635625, -1157.45152
0.70835625, -1160.72696
0.71035625, -1164.0024
0.71235625, -1167.27782
0.71435625, -1170.55323
0.71635625, -1173.82863
0.71835625, -1177.10403
0.72035625, -1180.37941
0.72235625, -1183.65479
0.72435625, -1186.93015
0.72635625, -1190.20551
0.72835625, -1193.48086
0.73035625, -1196.7562
0.73235625, -1200.03153
0.73435625, -1203.30685
0.73635625, -1206.58216
0.73835625, -1209.85746
0.74035625, -1213.13275
0.74235625, -1216.40804
0.74435625, -1219.68331
0.74635625, -1222.95858
0.74835625, -1226.23383
0.75035625, -1229.50908
0.75235625, -1232.78432
0.75435625, -1236.05955
0.75635625, -1239.33477
0.75835625, -1242.60998
0.76035625, -1245.88518
0.76235625, -1249.16038
0.76435625, -1252.43556
0.76635625, -1255.71074
0.76835625, -1258.9859
0.77035625, -1262.26106
0.77235625, -1265.53621
0.77435625, -1268.81135
0.77635625, -1272.08648
0.77835625, -1275.3616
0.78035625, -1278.63672
0.78235625, -1281.91182
0.78435625, -1285.18692
0.78635625, -1288.462
0.78835625, -1291.73708
0.79035625, -1295.01215
0.79235625, -1298.28721
0.79435625, -1301.56226
0.79635625, -1304.83731
0.79835625, -1308.11234
0.80035625, -1311.38737
0.80235625, -1314.66239
0.80435625, -1317.93739
0.80635625, -1321.21239
0.80835625, -1324.48739
0.81035625, -1327.76237
0.81235625, -1331.03734
0.81435625, -1334.31231
0.81635625, -1337.58726
0.81835625, -1340.86221
0.82035625, -1344.13715
0.82235625, -1347.41208
0.82435625, -1350.68701
0.82635625, -1353.96192
0.82835625, -1357.23682
0.83035625, -1360.51172
0.83235625, -1363.78661
0.83435625, -1367.06149
0.83635625, -1370.33636
0.83835625, -1373.61122
0.84035625, -1376.88608
0.84235625, -1380.16092
0.84435625, -1383.43576
0.84635625, -1386.71059
0.84835625, -1389.98541
0.85035625, -1393.26022
0.85235625, -1396.53503
0.85435625, -1399.80982
0.85635625, -1403.08461
0.85835625, -1406.35939
0.86035625, -1409.63416
0.86235625, -1412.90892
0.86435625, -1416.18368
0.86635625, -1419.45842
0.86835625, -1422.73316
0.87035625, -1426.00789
0.87235625, -1429.28261
0.87435625, -1432.55733
0.87635625, -1435.83203
0.87835625, -1439.10673
0.88035625, -1442.38141
0.88235625, -1445.6561
0.88435625, -1448.93077
0.88635625, -1452.20543
0.88835625, -1455.48009
0.89035625, -1458.75474
0.89235625, -1462.02937
0.89435625, -1465.30401
0.89635625, -1468.57863
0.89835625, -1471.85324
0.90035625, -1475.12785
0.90235625, -1478.40245
0.90435625, -1481.67704
0.90635625, -1484.95163
0.90835625, -1488.2262
0.91035625, -1491.50077
0.91235625, -1494.77533
0.91435625, -1498.04988
0.91635625, -1501.32442
0.91835625, -1504.59896
0.92035625, -1507.87348
0.92235625, -1511.148
0.92435625, -1514.42252
0.92635625, -1517.69702
0.92835625, -1520.97152
0.93035625, -1524.246
0.93235625, -1527.52048
0.93435625, -1530.79496
0.93635625, -1534.06942
0.93835625, -1537.34388
0.94035625, -1540.61833
0.94235625, -1543.89277
0.94435625, -1547.1672
0.94635625, -1550.44162
0.94835625, -1553.71604
0.95035625, -1556.99045
0.95235625, -1560.26486
0.95435625, -1563.53925
0.95635625, -1566.81364
0.95835625, -1570.08802
0.96035625, -1573.36239
0.96235625, -1576.63675
0.96435625, -1579.91111
0.96635625, -1583.18546
0.96835625, -1586.4598
0.97035625, -1589.73413
0.97235625, -1593.00846
0.97435625, -1596.28277
0.97635625, -1599.55708
0.97835625, -1602.83139
0.98035625, -1606.10568
0.98235625, -1609.37997
0.98435625, -1612.65425
0.98635625, -1615.92852
0.98835625, -1619.20279
0.99035625, -1622.47705
0.99235625, -1625.7513
0.99435625, -1629.02554
0.99635625, -1632.29977
0.99835625, -1635.574
1, -1638.26496
