TIME, FY_4
2.E-04, -0.447637273
4.E-04, -0.895274542
7.E-04, -1.56673043
1.15E-03, -2.57391407
1.825E-03, -4.08468842
2.8375E-03, -6.35084368
4.35625E-03, -9.75004282
6.35625E-03, -14.2262745
8.35625E-03, -18.702588
1.035625E-02, -23.1789664
1.235625E-02, -27.6553436
1.435625E-02, -32.1317159
1.635625E-02, -36.6080843
1.835625E-02, -41.0844484
2.035625E-02, -45.5608077
2.235625E-02, -50.0371615
2.435625E-02, -54.5135094
2.635625E-02, -58.9898507
2.835625E-02, -63.4661849
3.035625E-02, -67.9425114
3.235625E-02, -72.4188295
3.435625E-02, -76.8951388
3.635625E-02, -81.3714386
3.835625E-02, -85.8477282
4.035625E-02, -90.3240072
4.235625E-02, -94.8002749
4.435625E-02, -99.2765307
4.635625E-02, -103.752774
4.835625E-02, -108.229004
5.035625E-02, -112.70522
5.235625E-02, -117.181422
5.435625E-02, -121.657609
5.635625E-02, -126.13378
5.835625E-02, -130.609935
6.035625E-02, -135.086072
6.235625E-02, -139.562192
6.435625E-02, -144.038294
6.635625E-02, -148.514376
6.835625E-02, -152.990439
7.035625E-02, -157.466482
7.235625E-02, -161.942503
7.435625E-02, -166.418503
7.635625E-02, -170.894482
7.835625E-02, -175.370438
8.035625E-02, -179.846371
8.235625E-02, -184.322279
8.435625E-02, -188.798162
8.635625E-02, -193.274019
8.835625E-02, -197.749849
9.035625E-02, -202.225652
9.235625E-02, -206.701427
9.435625E-02, -211.177173
9.635625E-02, -215.652889
9.835625E-02, -220.128575
0.10035625, -224.60423
0.10235625, -229.079853
0.10435625, -233.555443
0.10635625, -238.031
0.10835625, -242.506523
0.11035625, -246.98201
0.11235625, -251.457462
0.11435625, -255.932877
0.11635625, -260.408255
0.11835625, -264.883595
0.12035625, -269.358895
0.12235625, -273.834156
0.12435625, -278.309375
0.12635625, -282.784554
0.12835625, -287.259689
0.13035625, -291.734782
0.13235625, -296.20983
0.13435625, -300.684834
0.13635625, -305.159792
0.13835625, -309.634703
0.14035625, -314.109566
0.14235625, -318.584381
