TIME, UY_5, FY_3, FY_4, FX_2,Reaction,Load,Deflection,,,
0.90235625,0.117904754,-1863.44567,-1786.66294,-2651.95938,2651.96,3650.11,117.90,,,
0.90435625,0.118041766,-1867.58081,-1790.61797,-2657.83723,2657.84,3658.20,118.04,,,
0.90635625,0.118178485,-1871.71597,-1794.57298,-2663.71508,2663.72,3666.29,118.18,,,
0.90835625,0.11831491,-1875.85115,-1798.52797,-2669.59293,2669.59,3674.38,118.31,,,
0.91035625,0.118451044,-1879.98635,-1802.48294,-2675.47078,2675.47,3682.47,118.45,,,
0.91235625,0.118586886,-1884.12157,-1806.43789,-2681.34863,2681.35,3690.56,118.59,,,
0.91435625,0.118722438,-1888.2568,-1810.39282,-2687.22648,2687.23,3698.65,118.72,,,
0.91635625,0.118857701,-1892.39206,-1814.34773,-2693.10433,2693.10,3706.74,118.86,,,
0.91835625,0.118992675,-1896.52734,-1818.30262,-2698.98218,2698.98,3714.83,118.99,,,
0.92035625,0.119127362,-1900.66264,-1822.25749,-2704.86004,2704.86,3722.92,119.13,,,
0.92235625,0.119261762,-1904.79795,-1826.21234,-2710.73789,2710.74,3731.01,119.26,,,
0.92435625,0.119395877,-1908.93329,-1830.16717,-2716.61574,2716.62,3739.10,119.40,,,
0.92635625,0.119529707,-1913.06865,-1834.12198,-2722.49359,2722.49,3747.19,119.53,,,
0.92835625,0.119663254,-1917.20402,-1838.07678,-2728.37144,2728.37,3755.28,119.66,,,
0.93035625,0.119796517,-1921.33942,-1842.03155,-2734.24929,2734.25,3763.37,119.80,,,
0.93235625,0.119929499,-1925.47483,-1845.9863,-2740.12714,2740.13,3771.46,119.93,,,
0.93435625,0.120062199,-1929.61026,-1849.94104,-2746.00499,2746.00,3779.55,120.06,,,
0.93635625,0.12019462,-1933.74572,-1853.89575,-2751.88284,2751.88,3787.64,120.19,,,
0.93835625,0.120326761,-1937.88119,-1857.85045,-2757.76069,2757.76,3795.73,120.33,,,
0.94035625,0.120458624,-1942.01668,-1861.80513,-2763.63854,2763.64,3803.82,120.46,,,
0.94235625,0.120590209,-1946.15219,-1865.75978,-2769.51639,2769.52,3811.91,120.59,,,
0.94435625,0.120721517,-1950.28772,-1869.71442,-2775.39424,2775.39,3820.00,120.72,,,
0.94635625,0.12085255,-1954.42327,-1873.66904,-2781.27209,2781.27,3828.09,120.85,,,
0.94835625,0.120983308,-1958.55884,-1877.62364,-2787.14994,2787.15,3836.18,120.98,,,
0.95035625,0.121113792,-1962.69443,-1881.57822,-2793.02779,2793.03,3844.27,121.11,,,
0.95235625,0.121244003,-1966.83004,-1885.53278,-2798.90564,2798.91,3852.36,121.24,,,
0.95435625,0.121373941,-1970.96566,-1889.48732,-2804.78349,2804.78,3860.45,121.37,,,
0.95635625,0.121503608,-1975.10131,-1893.44184,-2810.66134,2810.66,3868.54,121.50,,,
0.95835625,0.121633005,-1979.23697,-1897.39635,-2816.53919,2816.54,3876.63,121.63,,,
0.96035625,0.121762131,-1983.37266,-1901.35083,-2822.41704,2822.42,3884.72,121.76,,,
0.96235625,0.121890989,-1987.50836,-1905.3053,-2828.29489,2828.29,3892.81,121.89,,,
0.96435625,0.122019579,-1991.64408,-1909.25974,-2834.17274,2834.17,3900.90,122.02,,,
0.96635625,0.122147902,-1995.77982,-1913.21417,-2840.05059,2840.05,3908.99,122.15,,,
0.96835625,0.122275958,-1999.91558,-1917.16858,-2845.92845,2845.93,3917.08,122.28,,,
0.97035625,0.122403749,-2004.05136,-1921.12297,-2851.8063,2851.81,3925.17,122.40,,,
0.97235625,0.122531275,-2008.18716,-1925.07734,-2857.68415,2857.68,3933.26,122.53,,,
0.97435625,0.122658538,-2012.32298,-1929.03169,-2863.562,2863.56,3941.35,122.66,,,
0.97635625,0.122785537,-2016.45881,-1932.98602,-2869.43985,2869.44,3949.44,122.79,,,
0.97835625,0.122912274,-2020.59467,-1936.94033,-2875.3177,2875.32,3957.54,122.91,,,
0.98035625,0.123038749,-2024.73054,-1940.89463,-2881.19555,2881.20,3965.63,123.04,,,
0.98235625,0.123164965,-2028.86644,-1944.8489,-2887.0734,2887.07,3973.72,123.16,,,
0.98435625,0.12329092,-2033.00235,-1948.80316,-2892.95125,2892.95,3981.81,123.29,,,
0.98635625,0.123416616,-2037.13828,-1952.7574,-2898.8291,2898.83,3989.90,123.42,,,
0.98835625,0.123542054,-2041.27423,-1956.71162,-2904.70695,2904.71,3997.99,123.54,,,
0.99035625,0.123667235,-2045.41019,-1960.66582,-2910.5848,2910.58,4006.08,123.67,,,
0.99235625,0.12379216,-2049.54618,-1964.62,-2916.46265,2916.46,4014.17,123.79,,,
0.99435625,0.123916828,-2053.68219,-1968.57416,-2922.3405,2922.34,4022.26,123.92,,,
0.99635625,0.124041242,-2057.81821,-1972.5283,-2928.21835,2928.22,4030.35,124.04,,,
0.99835625,0.124165401,-2061.95425,-1976.48243,-2934.0962,2934.10,4038.44,124.17,,,
1,0.124267254,-2065.35347,-1979.73211,-2938.92686,2938.93,4045.09,124.27,,,
