TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
2.00E-04,3.50E-05,0.809016979,-0.299770476,-0.288014771,0.59,-0.81,0.03,,,
4.00E-04,7.00E-05,1.61803396,-0.599540948,-0.576029537,1.18,-1.62,0.07,,,
7.00E-04,1.22E-04,2.83155941,-1.04919664,-1.00805167,2.06,-2.83,0.12,,,
1.15E-03,2.01E-04,4.65184716,-1.72368005,-1.65608474,3.38,-4.65,0.20,,,
1.83E-03,3.20E-04,7.38227651,-2.73540448,-2.62813364,5.36,-7.38,0.32,,,
2.84E-03,4.98E-04,11.4779081,-4.25298743,-4.08620328,8.34,-11.48,0.50,,,
4.36E-03,7.66E-04,17.6212882,-6.52934232,-6.27328828,12.80,-17.62,0.77,,,
6.36E-03,1.12E-03,25.7111754,-9.52696532,-9.15335429,18.68,-25.71,1.12,,,
8.36E-03,1.48E-03,33.8012254,-12.5246363,-12.0334666,24.56,-33.80,1.48,,,
1.04E-02,1.83E-03,41.8914074,-15.5223442,-14.9136142,30.44,-41.89,1.83,,,
1.24E-02,2.19E-03,49.9815917,-18.5200532,-17.7937613,36.31,-49.98,2.19,,,
1.44E-02,2.55E-03,58.0717734,-21.5177627,-20.6739071,42.19,-58.07,2.55,,,
1.64E-02,2.91E-03,66.1619553,-24.5154732,-23.5540519,48.07,-66.16,2.91,,,
1.84E-02,3.28E-03,74.2521375,-27.513185,-26.4341954,53.95,-74.25,3.28,,,
2.04E-02,3.64E-03,82.3423199,-30.5108982,-29.3143376,59.83,-82.34,3.64,,,
2.24E-02,4.01E-03,90.4325026,-33.5086129,-32.1944784,65.70,-90.43,4.01,,,
2.44E-02,4.38E-03,98.5226856,-36.5063294,-35.0746174,71.58,-98.52,4.38,,,
2.64E-02,4.75E-03,106.612869,-39.5040477,-37.9547545,77.46,-106.61,4.75,,,
2.84E-02,5.13E-03,114.703052,-42.5017681,-40.8348897,83.34,-114.70,5.13,,,
3.04E-02,5.50E-03,122.793236,-45.4994907,-43.7150227,89.21,-122.79,5.50,,,
3.24E-02,5.88E-03,130.88342,-48.4972158,-46.5951532,95.09,-130.88,5.88,,,
3.44E-02,6.25E-03,138.973605,-51.4949434,-49.4752812,100.97,-138.97,6.25,,,
3.64E-02,6.63E-03,147.063789,-54.4926738,-52.3554066,106.85,-147.06,6.63,,,
3.84E-02,7.02E-03,155.153974,-57.4904072,-55.2355289,112.73,-155.15,7.02,,,
4.04E-02,7.40E-03,163.244159,-60.4881437,-58.1156482,118.60,-163.24,7.40,,,
4.24E-02,7.79E-03,171.334345,-63.4858836,-60.9957641,124.48,-171.33,7.79,,,
4.44E-02,8.17E-03,179.424531,-66.4836269,-63.8758765,130.36,-179.42,8.17,,,
4.64E-02,8.56E-03,187.514717,-69.4813741,-66.7559853,136.24,-187.51,8.56,,,
4.84E-02,8.95E-03,195.604903,-72.4791251,-69.6360901,142.12,-195.60,8.95,,,
5.04E-02,9.35E-03,203.69509,-75.4768804,-72.5161908,147.99,-203.70,9.35,,,
5.24E-02,9.74E-03,211.785277,-78.4746399,-75.3962872,153.87,-211.79,9.74,,-217.0759698,157.7148341
5.44E-02,1.01E-02,219.875465,-81.4724041,-78.276379,159.75,-219.88,10.14,,,
5.64E-02,1.05E-02,227.965653,-84.470173,-81.1564662,165.63,-227.97,10.54,,,
5.84E-02,1.09E-02,236.055841,-87.4679469,-84.0365483,171.50,-236.06,10.94,,,
6.04E-02,1.13E-02,244.146029,-90.4657261,-86.9166253,177.38,-244.15,11.34,,,
6.24E-02,1.17E-02,252.236218,-93.4635107,-89.7966968,183.26,-252.24,11.74,,,
6.44E-02,1.22E-02,260.326408,-96.461301,-92.6767627,189.14,-260.33,12.15,,,
6.64E-02,1.26E-02,268.416597,-99.4590972,-95.5568226,195.02,-268.42,12.56,,,
6.84E-02,1.30E-02,276.506787,-102.4569,-98.4368766,200.89,-276.51,12.97,,,
7.04E-02,1.34E-02,284.596978,-105.454708,-101.316924,206.77,-284.60,13.38,,,
7.24E-02,1.38E-02,292.687168,-108.452524,-104.196965,212.65,-292.69,13.80,,,
7.44E-02,1.42E-02,300.77736,-111.450346,-107.076999,218.53,-300.78,14.21,,,
7.64E-02,1.46E-02,308.867551,-114.448176,-109.957026,224.41,-308.87,14.63,,,
