TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
0.13835625,3.84E-02,-143.830486,-345.132292,-331.534102,676.67,143.83,38.44,,,
0.14035625,3.90E-02,-145.909613,-350.122242,-336.32565,686.45,145.91,38.96,,,
0.14235625,3.95E-02,-147.98874,-355.11223,-341.11716,696.23,147.99,39.49,,,
0.14435625,4.00E-02,-150.067866,-360.102256,-345.908632,706.01,150.07,40.02,,,
0.14635625,4.05E-02,-152.146993,-365.09232,-350.700065,715.79,152.15,40.54,,,
0.14835625,4.11E-02,-154.226119,-370.082423,-355.491459,725.57,154.23,41.06,,,
0.15035625,4.16E-02,-156.305245,-375.072566,-360.282814,735.36,156.31,41.59,,,
0.15235625,4.21E-02,-158.384372,-380.062749,-365.074128,745.14,158.38,42.11,,,
0.15435625,4.26E-02,-160.463498,-385.052972,-369.865402,754.92,160.46,42.63,,,
0.15635625,4.31E-02,-162.542624,-390.043236,-374.656635,764.70,162.54,43.15,,,
0.15835625,4.37E-02,-164.62175,-395.03354,-379.447828,774.48,164.62,43.67,,,
0.16035625,4.42E-02,-166.700876,-400.023887,-384.238978,784.26,166.70,44.19,,,
0.16235625,4.47E-02,-168.780002,-405.014275,-389.030086,794.04,168.78,44.70,,,
0.16435625,4.52E-02,-170.859128,-410.004705,-393.821152,803.83,170.86,45.22,,,
0.16635625,4.57E-02,-172.938254,-414.995179,-398.612174,813.61,172.94,45.74,,,
0.16835625,4.63E-02,-175.01738,-419.985695,-403.403154,823.39,175.02,46.25,,,
0.17035625,4.68E-02,-177.096506,-424.976256,-408.19409,833.17,177.10,46.76,,,
0.17235625,4.73E-02,-179.175632,-429.96686,-412.984981,842.95,179.18,47.28,,,
0.17435625,4.78E-02,-181.254757,-434.957508,-417.775829,852.73,181.25,47.79,,,
0.17635625,4.83E-02,-183.333883,-439.948202,-422.566631,862.51,183.33,48.30,,,
0.17835625,4.88E-02,-185.413009,-444.93894,-427.357388,872.30,185.41,48.81,,,
0.18035625,4.93E-02,-187.492134,-449.929724,-432.148099,882.08,187.49,49.32,,,
0.18235625,4.98E-02,-189.57126,-454.920555,-436.938764,891.86,189.57,49.83,,,
0.18435625,5.03E-02,-191.650385,-459.911431,-441.729382,901.64,191.65,50.34,,,
0.18635625,5.08E-02,-193.72951,-464.902354,-446.519954,911.42,193.73,50.84,,,
0.18835625,5.14E-02,-195.808636,-469.893325,-451.310478,921.20,195.81,51.35,,,
0.19035625,5.19E-02,-197.887761,-474.884343,-456.100955,930.99,197.89,51.86,,,
0.19235625,5.24E-02,-199.966886,-479.875409,-460.891384,940.77,199.97,52.36,,,
0.19435625,5.29E-02,-202.046011,-484.866523,-465.681764,950.55,202.05,52.86,,,
0.19635625,5.34E-02,-204.125136,-489.857685,-470.472096,960.33,204.13,53.37,,,
0.19835625,5.39E-02,-206.204261,-494.848897,-475.262378,970.11,206.20,53.87,,,
0.20035625,5.44E-02,-208.283386,-499.840158,-480.052611,979.89,208.28,54.37,,,
0.20235625,5.49E-02,-210.362511,-504.831469,-484.842794,989.67,210.36,54.87,,,
0.20435625,5.54E-02,-212.441636,-509.82283,-489.632926,999.46,212.44,55.37,,,
0.20635625,5.59E-02,-214.520761,-514.814242,-494.423009,1009.24,214.52,55.86,,,
0.20835625,5.64E-02,-216.599886,-519.805704,-499.21304,1019.02,216.60,56.36,,,
0.21035625,5.69E-02,-218.67901,-524.797218,-504.00302,1028.80,218.68,56.86,,,
0.21235625,5.74E-02,-220.758135,-529.788783,-508.792948,1038.58,220.76,57.35,,,
0.21435625,5.78E-02,-222.837259,-534.7804,-513.582824,1048.36,222.84,57.85,,,
0.21635625,5.83E-02,-224.916384,-539.772069,-518.372648,1058.14,224.92,58.34,,,
0.21835625,5.88E-02,-226.995508,-544.763791,-523.162418,1067.93,227.00,58.83,,,
0.22035625,5.93E-02,-229.074633,-549.755566,-527.952136,1077.71,229.07,59.33,,,
0.22235625,5.98E-02,-231.153757,-554.747394,-532.741801,1087.49,231.15,59.82,,,
0.22435625,6.03E-02,-233.232881,-559.739276,-537.531412,1097.27,233.23,60.31,,,
0.22635625,6.08E-02,-235.312005,-564.731211,-542.320968,1107.05,235.31,60.80,,,
0.22835625,6.13E-02,-237.39113,-569.723201,-547.110471,1116.83,237.39,61.28,,,
0.23035625,6.18E-02,-239.470254,-574.715246,-551.899918,1126.62,239.47,61.77,,,
0.23235625,6.23E-02,-241.549378,-579.707345,-556.68931,1136.40,241.55,62.26,,,
0.23435625,6.27E-02,-243.628502,-584.6995,-561.478647,1146.18,243.63,62.74,,,
0.23635625,6.32E-02,-245.707626,-589.691711,-566.267929,1155.96,245.71,63.23,,,
0.23835625,6.37E-02,-247.786749,-594.683977,-571.057154,1165.74,247.79,63.71,,,
0.24035625,6.42E-02,-249.865873,-599.6763,-575.846323,1175.52,249.87,64.20,,,
0.24235625,6.47E-02,-251.944997,-604.66868,-580.635434,1185.30,251.94,64.68,,,
0.24435625,6.52E-02,-254.024121,-609.661116,-585.424489,1195.09,254.02,65.16,,,
0.24635625,6.56E-02,-256.103244,-614.653609,-590.213487,1204.87,256.10,65.64,,,
0.24835625,6.61E-02,-258.182368,-619.64616,-595.002427,1214.65,258.18,66.12,,,
0.25035625,6.66E-02,-260.261491,-624.638769,-599.791309,1224.43,260.26,66.60,,,
0.25235625,6.71E-02,-262.340615,-629.631436,-604.580133,1234.21,262.34,67.07,,,
0.25435625,6.76E-02,-264.419738,-634.624162,-609.368898,1243.99,264.42,67.55,,,
0.25635625,6.80E-02,-266.498861,-639.616946,-614.157604,1253.77,266.50,68.03,,,
0.25835625,6.85E-02,-268.577985,-644.609789,-618.946251,1263.56,268.58,68.50,,,
0.26035625,6.90E-02,-270.657108,-649.602692,-623.734839,1273.34,270.66,68.98,,,
0.26235625,6.94E-02,-272.736231,-654.595654,-628.523367,1283.12,272.74,69.45,,,
0.26435625,6.99E-02,-274.815354,-659.588677,-633.311834,1292.90,274.82,69.92,,,
0.26635625,7.04E-02,-276.894477,-664.581759,-638.100242,1302.68,276.89,70.39,,,
0.26835625,7.09E-02,-278.9736,-669.574903,-642.888588,1312.46,278.97,70.86,,,
0.27035625,7.13E-02,-281.052723,-674.568107,-647.676874,1322.24,281.05,71.33,,,
0.27235625,7.18E-02,-283.131846,-679.561372,-652.465098,1332.03,283.13,71.80,,,
0.27435625,7.23E-02,-285.210969,-684.554698,-657.253261,1341.81,285.21,72.27,,,
0.27635625,7.27E-02,-287.290092,-689.548087,-662.041363,1351.59,287.29,72.74,,,
0.27835625,7.32E-02,-289.369214,-694.541537,-666.829401,1361.37,289.37,73.20,,,
0.28035625,7.37E-02,-291.448337,-699.53505,-671.617378,1371.15,291.45,73.67,,,
0.28235625,7.41E-02,-293.527459,-704.528625,-676.405292,1380.93,293.53,74.13,,,
0.28435625,7.46E-02,-295.606582,-709.522262,-681.193143,1390.72,295.61,74.59,,,
0.28635625,7.51E-02,-297.685704,-714.515963,-685.980931,1400.50,297.69,75.06,,,
0.28835625,7.55E-02,-299.764827,-719.509728,-690.768655,1410.28,299.76,75.52,,,
0.29035625,7.60E-02,-301.843949,-724.503556,-695.556315,1420.06,301.84,75.98,,,
0.29235625,7.64E-02,-303.923072,-729.497448,-700.343912,1429.84,303.92,76.44,,,
0.29435625,7.69E-02,-306.002194,-734.491404,-705.131445,1439.62,306.00,76.90,,,
0.29635625,7.74E-02,-308.081316,-739.485424,-709.918912,1449.40,308.08,77.36,,,
0.29835625,7.78E-02,-310.160438,-744.479509,-714.706316,1459.19,310.16,77.81,,,
0.30035625,7.83E-02,-312.23956,-749.473659,-719.493653,1468.97,312.24,78.27,,,
0.30235625,7.87E-02,-314.318682,-754.467874,-724.280926,1478.75,314.32,78.72,,,
0.30435625,7.92E-02,-316.397804,-759.462155,-729.068133,1488.53,316.40,79.18,,,
0.30635625,7.96E-02,-318.476926,-764.456502,-733.855275,1498.31,318.48,79.63,,,
0.30835625,8.01E-02,-320.556048,-769.450914,-738.64235,1508.09,320.56,80.09,,,
0.31035625,8.05E-02,-322.63517,-774.445393,-743.429358,1517.87,322.64,80.54,,,
0.31235625,8.10E-02,-324.714291,-779.439938,-748.2163,1527.66,324.71,80.99,,,
0.31435625,8.14E-02,-326.793413,-784.43455,-753.003176,1537.44,326.79,81.44,,,
0.31635625,8.19E-02,-328.872535,-789.429228,-757.789985,1547.22,328.87,81.89,,,
0.31835625,8.23E-02,-330.951656,-794.423974,-762.576725,1557.00,330.95,82.34,,,
0.32035625,8.28E-02,-333.030778,-799.418788,-767.363399,1566.78,333.03,82.78,,,
0.32235625,8.32E-02,-335.109899,-804.413669,-772.150005,1576.56,335.11,83.23,,,
0.32435625,8.37E-02,-337.189021,-809.408618,-776.936543,1586.35,337.19,83.68,,,
0.32635625,8.41E-02,-339.268142,-814.403635,-781.723012,1596.13,339.27,84.12,,,
0.32835625,8.46E-02,-341.347263,-819.39872,-786.509413,1605.91,341.35,84.56,,,
0.33035625,8.50E-02,-343.426385,-824.393874,-791.295745,1615.69,343.43,85.01,,,
0.33235625,8.54E-02,-345.505506,-829.389097,-796.082009,1625.47,345.51,85.45,,,
0.33435625,8.59E-02,-347.584627,-834.384389,-800.868204,1635.25,347.58,85.89,,,
0.33635625,8.63E-02,-349.663748,-839.37975,-805.654328,1645.03,349.66,86.33,,,
0.33835625,8.68E-02,-351.742869,-844.375181,-810.440383,1654.82,351.74,86.77,,,
0.34035625,8.72E-02,-353.82199,-849.370681,-815.226369,1664.60,353.82,87.21,,,
0.34235625,8.76E-02,-355.901111,-854.366252,-820.012284,1674.38,355.90,87.65,,,
0.34435625,8.81E-02,-357.980232,-859.361893,-824.798129,1684.16,357.98,88.08,,,
0.34635625,8.85E-02,-360.059353,-864.357604,-829.583904,1693.94,360.06,88.52,,,
0.34835625,8.90E-02,-362.138474,-869.353385,-834.369608,1703.72,362.14,88.96,,,
0.35035625,8.94E-02,-364.217594,-874.349238,-839.15524,1713.50,364.22,89.39,,,
0.35235625,8.98E-02,-366.296715,-879.345161,-843.940802,1723.29,366.30,89.82,,,
0.35435625,9.03E-02,-368.375836,-884.341156,-848.726293,1733.07,368.38,90.26,,,
0.35635625,9.07E-02,-370.454956,-889.337222,-853.511712,1742.85,370.45,90.69,,,
0.35835625,9.11E-02,-372.534077,-894.33336,-858.297059,1752.63,372.53,91.12,,,
0.36035625,9.15E-02,-374.613197,-899.329569,-863.082334,1762.41,374.61,91.55,,,
0.36235625,9.20E-02,-376.692318,-904.325851,-867.867537,1772.19,376.69,91.98,,,
0.36435625,9.24E-02,-378.771438,-909.322205,-872.652667,1781.97,378.77,92.41,,,
0.36635625,9.28E-02,-380.850559,-914.318632,-877.437725,1791.76,380.85,92.83,,,
0.36835625,9.33E-02,-382.929679,-919.315131,-882.222711,1801.54,382.93,93.26,,,
0.37035625,9.37E-02,-385.008799,-924.311703,-887.007624,1811.32,385.01,93.69,,,
0.37235625,9.41E-02,-387.087919,-929.308348,-891.792463,1821.10,387.09,94.11,,,
0.37435625,9.45E-02,-389.167039,-934.305066,-896.577229,1830.88,389.17,94.54,,,
0.37635625,9.50E-02,-391.24616,-939.301858,-901.361922,1840.66,391.25,94.96,,,
0.37835625,9.54E-02,-393.32528,-944.298723,-906.14654,1850.45,393.33,95.38,,,
0.38035625,9.58E-02,-395.4044,-949.295663,-910.931085,1860.23,395.40,95.80,,,
0.38235625,9.62E-02,-397.48352,-954.292676,-915.715555,1870.01,397.48,96.22,,,
0.38435625,9.66E-02,-399.562639,-959.289763,-920.499952,1879.79,399.56,96.64,,,
0.38635625,9.71E-02,-401.641759,-964.286925,-925.284273,1889.57,401.64,97.06,,,
0.38835625,9.75E-02,-403.720879,-969.284161,-930.06852,1899.35,403.72,97.48,,,
0.39035625,9.79E-02,-405.799999,-974.281472,-934.852693,1909.13,405.80,97.90,,,
0.39235625,9.83E-02,-407.879119,-979.278858,-939.63679,1918.92,407.88,98.31,,,
0.39435625,9.87E-02,-409.958238,-984.276319,-944.420812,1928.70,409.96,98.73,,,
0.39635625,9.91E-02,-412.037358,-989.273856,-949.204759,1938.48,412.04,99.14,,,
0.39835625,9.96E-02,-414.116477,-994.271468,-953.98863,1948.26,414.12,99.56,,,
0.40035625,1.00E-01,-416.195597,-999.269155,-958.772426,1958.04,416.20,99.97,,,
0.40235625,0.100383463,-418.274716,-1004.26692,-963.556146,1967.82,418.27,100.38,,,
0.40435625,0.100794817,-420.353836,-1009.26476,-968.33979,1977.60,420.35,100.79,,,
0.40635625,0.101205332,-422.432955,-1014.26267,-973.123357,1987.39,422.43,101.21,,,
0.40835625,0.101615011,-424.512075,-1019.26066,-977.906848,1997.17,424.51,101.62,,,
0.41035625,0.102023854,-426.591194,-1024.25873,-982.690263,2006.95,426.59,102.02,,,
0.41235625,0.102431863,-428.670313,-1029.25688,-987.4736,2016.73,428.67,102.43,,,
0.41435625,0.102839038,-430.749432,-1034.2551,-992.256861,2026.51,430.75,102.84,,,
0.41635625,0.103245381,-432.828552,-1039.2534,-997.040045,2036.29,432.83,103.25,,,
0.41835625,0.103650894,-434.907671,-1044.25177,-1001.82315,2046.07,434.91,103.65,,,
0.42035625,0.104055576,-436.98679,-1049.25023,-1006.60618,2055.86,436.99,104.06,,,
0.42235625,0.10445943,-439.065909,-1054.24876,-1011.38913,2065.64,439.07,104.46,,,
0.42435625,0.104862457,-441.145028,-1059.24736,-1016.17201,2075.42,441.15,104.86,,,
0.42635625,0.105264657,-443.224147,-1064.24605,-1020.9548,2085.20,443.22,105.26,,,
0.42835625,0.105666032,-445.303266,-1069.24481,-1025.73752,2094.98,445.30,105.67,,,
0.43035625,0.106066584,-447.382385,-1074.24365,-1030.52016,2104.76,447.38,106.07,,,
0.43235625,0.106466314,-449.461503,-1079.24257,-1035.30272,2114.55,449.46,106.47,,,
0.43435625,0.106865222,-451.540622,-1084.24157,-1040.08521,2124.33,451.54,106.87,,,
0.43635625,0.10726331,-453.619741,-1089.24065,-1044.86761,2134.11,453.62,107.26,,,
0.43835625,0.10766058,-455.69886,-1094.2398,-1049.64994,2143.89,455.70,107.66,,,
0.44035625,0.108057032,-457.777978,-1099.23904,-1054.43219,2153.67,457.78,108.06,,,
0.44235625,0.108452668,-459.857097,-1104.23835,-1059.21435,2163.45,459.86,108.45,,,
0.44435625,0.108847489,-461.936216,-1109.23774,-1063.99644,2173.23,461.94,108.85,,,
0.44635625,0.109241496,-464.015334,-1114.23721,-1068.77845,2183.02,464.02,109.24,,,
0.44835625,0.109634691,-466.094453,-1119.23676,-1073.56038,2192.80,466.09,109.63,,,
0.45035625,0.110027076,-468.173571,-1124.23639,-1078.34223,2202.58,468.17,110.03,,,
0.45235625,0.11041865,-470.252689,-1129.2361,-1083.12401,2212.36,470.25,110.42,,,
0.45435625,0.110809416,-472.331808,-1134.23589,-1087.9057,2222.14,472.33,110.81,,,
0.45635625,0.111199375,-474.410926,-1139.23576,-1092.68731,2231.92,474.41,111.20,,,
0.45835625,0.111588528,-476.490045,-1144.23571,-1097.46884,2241.70,476.49,111.59,,,
0.46035625,0.111976877,-478.569163,-1149.23574,-1102.25029,2251.49,478.57,111.98,,,
0.46235625,0.112364423,-480.648281,-1154.23585,-1107.03166,2261.27,480.65,112.36,,,
0.46435625,0.112751167,-482.727399,-1159.23604,-1111.81295,2271.05,482.73,112.75,,,
0.46635625,0.11313711,-484.806517,-1164.23631,-1116.59416,2280.83,484.81,113.14,,,
0.46835625,0.113522254,-486.885635,-1169.23666,-1121.37529,2290.61,486.89,113.52,,,
0.47035625,0.113906601,-488.964754,-1174.2371,-1126.15634,2300.39,488.96,113.91,,,
0.47235625,0.114290151,-491.043872,-1179.23761,-1130.9373,2310.17,491.04,114.29,,,
0.47435625,0.114672906,-493.12299,-1184.2382,-1135.71819,2319.96,493.12,114.67,,,
0.47635625,0.115054867,-495.202108,-1189.23888,-1140.49899,2329.74,495.20,115.05,,,
0.47835625,0.115436037,-497.281225,-1194.23964,-1145.27972,2339.52,497.28,115.44,,,
0.48035625,0.115816415,-499.360343,-1199.24048,-1150.06036,2349.30,499.36,115.82,,,
0.48235625,0.116196003,-501.439461,-1204.24139,-1154.84092,2359.08,501.44,116.20,,,
0.48435625,0.116574804,-503.518579,-1209.2424,-1159.6214,2368.86,503.52,116.57,,,
0.48635625,0.116952818,-505.597697,-1214.24348,-1164.40179,2378.65,505.60,116.95,,,
0.48835625,0.117330046,-507.676815,-1219.24464,-1169.18211,2388.43,507.68,117.33,,,
0.49035625,0.11770649,-509.755932,-1224.24589,-1173.96234,2398.21,509.76,117.71,,,
0.49235625,0.118082152,-511.83505,-1229.24722,-1178.74249,2407.99,511.84,118.08,,,
0.49435625,0.118457032,-513.914168,-1234.24863,-1183.52256,2417.77,513.91,118.46,,,
0.49635625,0.118831133,-515.993285,-1239.25013,-1188.30254,2427.55,515.99,118.83,,,
0.49835625,0.119204455,-518.072403,-1244.2517,-1193.08245,2437.33,518.07,119.20,,,
0.50035625,0.119577,-520.15152,-1249.25336,-1197.86227,2447.12,520.15,119.58,,,
0.50235625,0.11994877,-522.230638,-1254.2551,-1202.642,2456.90,522.23,119.95,,,
0.50435625,0.120319766,-524.309755,-1259.25693,-1207.42166,2466.68,524.31,120.32,,,
0.50635625,0.120689988,-526.388873,-1264.25883,-1212.20123,2476.46,526.39,120.69,,,
0.50835625,0.12105944,-528.46799,-1269.26082,-1216.98072,2486.24,528.47,121.06,,,
0.51035625,0.121428122,-530.547108,-1274.2629,-1221.76013,2496.02,530.55,121.43,,,
0.51235625,0.121796035,-532.626225,-1279.26505,-1226.53945,2505.80,532.63,121.80,,,
0.51435625,0.122163181,-534.705342,-1284.26729,-1231.31869,2515.59,534.71,122.16,,,
0.51635625,0.122529562,-536.78446,-1289.26962,-1236.09784,2525.37,536.78,122.53,,,
0.51835625,0.122895178,-538.863577,-1294.27202,-1240.87692,2535.15,538.86,122.90,,,
0.52035625,0.123260032,-540.942694,-1299.27451,-1245.6559,2544.93,540.94,123.26,,,
0.52235625,0.123624125,-543.021811,-1304.27709,-1250.43481,2554.71,543.02,123.62,,,
0.52435625,0.123987458,-545.100928,-1309.27974,-1255.21363,2564.49,545.10,123.99,,,
0.52635625,0.124350033,-547.180045,-1314.28248,-1259.99237,2574.27,547.18,124.35,,,
0.52835625,0.12471185,-549.259163,-1319.28531,-1264.77102,2584.06,549.26,124.71,,,
0.53035625,0.125072913,-551.33828,-1324.28822,-1269.54959,2593.84,551.34,125.07,,,
0.53235625,0.125433221,-553.417397,-1329.29121,-1274.32807,2603.62,553.42,125.43,,,
0.53435625,0.125792777,-555.496514,-1334.29429,-1279.10647,2613.40,555.50,125.79,,,
0.53635625,0.126151582,-557.575631,-1339.29745,-1283.88479,2623.18,557.58,126.15,,,
0.53835625,0.126509637,-559.654748,-1344.3007,-1288.66302,2632.96,559.65,126.51,,,
0.54035625,0.126866945,-561.733864,-1349.30403,-1293.44117,2642.75,561.73,126.87,,,
0.54235625,0.127223505,-563.812981,-1354.30745,-1298.21923,2652.53,563.81,127.22,,,
0.54435625,0.127579321,-565.892098,-1359.31095,-1302.99721,2662.31,565.89,127.58,,,
0.54635625,0.127934393,-567.971215,-1364.31453,-1307.7751,2672.09,567.97,127.93,,,
0.54835625,0.128288722,-570.050332,-1369.3182,-1312.55291,2681.87,570.05,128.29,,,
0.55035625,0.128642311,-572.129449,-1374.32196,-1317.33063,2691.65,572.13,128.64,,,
0.55235625,0.128995161,-574.208565,-1379.3258,-1322.10827,2701.43,574.21,129.00,,,
0.55435625,0.129347273,-576.287682,-1384.32972,-1326.88582,2711.22,576.29,129.35,,,
0.55635625,0.129698649,-578.366799,-1389.33373,-1331.66329,2721.00,578.37,129.70,,,
0.55835625,0.13004929,-580.445915,-1394.33783,-1336.44067,2730.78,580.45,130.05,,,
0.56035625,0.130399198,-582.525032,-1399.34201,-1341.21796,2740.56,582.53,130.40,,,
0.56235625,0.130748374,-584.604149,-1404.34627,-1345.99518,2750.34,584.60,130.75,,,
0.56435625,0.131096819,-586.683265,-1409.35063,-1350.7723,2760.12,586.68,131.10,,,
0.56635625,0.131444536,-588.762382,-1414.35506,-1355.54934,2769.90,588.76,131.44,,,
0.56835625,0.131791525,-590.841498,-1419.35959,-1360.32629,2779.69,590.84,131.79,,,
0.57035625,0.132137789,-592.920615,-1424.3642,-1365.10316,2789.47,592.92,132.14,,,
0.57235625,0.132483328,-594.999731,-1429.36889,-1369.87995,2799.25,595.00,132.48,,,
0.57435625,0.132828145,-597.078848,-1434.37367,-1374.65664,2809.03,597.08,132.83,,,
0.57635625,0.13317224,-599.157964,-1439.37854,-1379.43325,2818.81,599.16,133.17,,,
