TIME, UY_3, UX_2, FX_4, FY_5, FY_6,Displacement,Deflection,Load,Reaction,,,
0.59435625,1.02E-02,0.181800149,-5939924.56,-105788.129,-101638.607,181.80,10.20,207426.74,5939924.56,,,
0.59635625,1.02E-02,0.182599341,-5959912.26,-106144.103,-101980.619,182.60,10.21,208124.72,5959912.26,,,
0.59835625,1.02E-02,0.183400266,-5979899.96,-106500.077,-102322.631,183.40,10.22,208822.71,5979899.96,,,
0.60035625,1.02E-02,0.184202931,-5999887.66,-106856.051,-102664.643,184.20,10.23,209520.69,5999887.66,,,
0.60235625,1.02E-02,0.185007342,-6019875.36,-107212.024,-103006.655,185.01,10.23,210218.68,6019875.36,,,
0.60435625,1.02E-02,0.185813507,-6039863.06,-107567.998,-103348.667,185.81,10.24,210916.67,6039863.06,,,
0.60635625,1.02E-02,0.186621434,-6059850.76,-107923.972,-103690.679,186.62,10.25,211614.65,6059850.76,,,
0.60835625,1.03E-02,0.187431127,-6079838.45,-108279.946,-104032.691,187.43,10.26,212312.64,6079838.45,,,
0.61035625,1.03E-02,0.188242596,-6099826.15,-108635.92,-104374.703,188.24,10.26,213010.62,6099826.15,,,
0.61235625,1.03E-02,0.189055847,-6119813.85,-108991.893,-104716.715,189.06,10.27,213708.61,6119813.85,,,
0.61435625,1.03E-02,0.189870887,-6139801.54,-109347.867,-105058.727,189.87,10.28,214406.59,6139801.54,,,
0.61635625,1.03E-02,0.190687724,-6159789.24,-109703.841,-105400.739,190.69,10.28,215104.58,6159789.24,,,
0.61835625,1.03E-02,0.191506364,-6179776.93,-110059.814,-105742.751,191.51,10.29,215802.57,6179776.93,,,
0.62035625,1.03E-02,0.192326816,-6199764.62,-110415.788,-106084.763,192.33,10.30,216500.55,6199764.62,,,
0.62235625,1.03E-02,0.193149085,-6219752.32,-110771.762,-106426.775,193.15,10.31,217198.54,6219752.32,,,
0.62435625,1.03E-02,0.193973181,-6239740.01,-111127.735,-106768.787,193.97,10.31,217896.52,6239740.01,,,
0.62635625,1.03E-02,0.194799109,-6259727.7,-111483.709,-107110.799,194.80,10.32,218594.51,6259727.70,,,
0.62835625,1.03E-02,0.195626879,-6279715.39,-111839.683,-107452.811,195.63,10.33,219292.49,6279715.39,,,
0.63035625,1.03E-02,0.196456496,-6299703.08,-112195.656,-107794.823,196.46,10.34,219990.48,6299703.08,,,
0.63235625,1.03E-02,0.19728797,-6319690.77,-112551.63,-108136.835,197.29,10.34,220688.47,6319690.77,,,
0.63435625,1.04E-02,0.198121306,-6339678.45,-112907.603,-108478.847,198.12,10.35,221386.45,6339678.45,,,
0.63635625,1.04E-02,0.198956514,-6359666.14,-113263.577,-108820.859,198.96,10.36,222084.44,6359666.14,,,
0.63835625,1.04E-02,0.199793601,-6379653.83,-113619.55,-109162.87,199.79,10.37,222782.42,6379653.83,,,
0.64035625,1.04E-02,0.200632574,-6399641.51,-113975.524,-109504.882,200.63,10.37,223480.41,6399641.51,,,
0.64235625,1.04E-02,0.201473442,-6419629.2,-114331.497,-109846.894,201.47,10.38,224178.39,6419629.20,,,
0.64435625,1.04E-02,0.202316211,-6439616.88,-114687.471,-110188.906,202.32,10.39,224876.38,6439616.88,,,
0.64635625,1.04E-02,0.203160891,-6459604.56,-115043.444,-110530.918,203.16,10.40,225574.36,6459604.56,,,
0.64835625,1.04E-02,0.204007489,-6479592.24,-115399.417,-110872.93,204.01,10.40,226272.35,6479592.24,,,
0.65035625,1.04E-02,0.204856014,-6499579.92,-115755.391,-111214.942,204.86,10.41,226970.33,6499579.92,,,
0.65235625,1.04E-02,0.205706472,-6519567.6,-116111.364,-111556.953,205.71,10.42,227668.32,6519567.60,,,
0.65435625,1.04E-02,0.206558872,-6539555.28,-116467.337,-111898.965,206.56,10.43,228366.30,6539555.28,,,
0.65635625,1.04E-02,0.207413223,-6559542.96,-116823.311,-112240.977,207.41,10.44,229064.29,6559542.96,,,
0.65835625,1.04E-02,0.208269533,-6579530.64,-117179.284,-112582.989,208.27,10.44,229762.27,6579530.64,,,
0.66035625,1.05E-02,0.209127809,-6599518.32,-117535.257,-112925.001,209.13,10.45,230460.26,6599518.32,,,
0.66235625,1.05E-02,0.209988061,-6619505.99,-117891.23,-113267.013,209.99,10.46,231158.24,6619505.99,,,
0.66435625,1.05E-02,0.210850296,-6639493.67,-118247.204,-113609.024,210.85,10.47,231856.23,6639493.67,,,
0.66635625,1.05E-02,0.211714523,-6659481.34,-118603.177,-113951.036,211.71,10.47,232554.21,6659481.34,,,
0.66835625,1.05E-02,0.212580751,-6679469.02,-118959.15,-114293.048,212.58,10.48,233252.20,6679469.02,,,
0.67035625,1.05E-02,0.213448988,-6699456.69,-119315.123,-114635.06,213.45,10.49,233950.18,6699456.69,,,
0.67235625,1.05E-02,0.214319242,-6719444.36,-119671.096,-114977.071,214.32,10.50,234648.17,6719444.36,,,
0.67435625,1.05E-02,0.215191522,-6739432.03,-120027.069,-115319.083,215.19,10.51,235346.15,6739432.03,,,
0.67635625,1.05E-02,0.216065838,-6759419.7,-120383.042,-115661.095,216.07,10.51,236044.14,6759419.70,,,
0.67835625,1.05E-02,0.216942197,-6779407.37,-120739.015,-116003.107,216.94,10.52,236742.12,6779407.37,,,
0.68035625,1.05E-02,0.217820608,-6799395.03,-121094.988,-116345.118,217.82,10.53,237440.11,6799395.03,,,
0.68235625,1.05E-02,0.21870108,-6819382.7,-121450.961,-116687.13,218.70,10.54,238138.09,6819382.70,,,
0.68435625,1.05E-02,0.219583623,-6839370.37,-121806.934,-117029.142,219.58,10.54,238836.08,6839370.37,,,
0.68635625,1.06E-02,0.220468245,-6859358.03,-122162.907,-117371.153,220.47,10.55,239534.06,6859358.03,,,
0.68835625,1.06E-02,0.221354955,-6879345.7,-122518.88,-117713.165,221.35,10.56,240232.05,6879345.70,,,
0.69035625,1.06E-02,0.222243763,-6899333.36,-122874.853,-118055.177,222.24,10.57,240930.03,6899333.36,,,
0.69235625,1.06E-02,0.223134676,-6919321.02,-123230.826,-118397.188,223.13,10.58,241628.01,6919321.02,,,
0.69435625,1.06E-02,0.224027706,-6939308.68,-123586.799,-118739.2,224.03,10.58,242326.00,6939308.68,,,
0.69635625,1.06E-02,0.22492286,-6959296.34,-123942.772,-119081.212,224.92,10.59,243023.98,6959296.34,,,
0.69835625,1.06E-02,0.225820149,-6979284,-124298.744,-119423.223,225.82,10.60,243721.97,6979284.00,,,
0.70035625,1.06E-02,0.226719581,-6999271.66,-124654.717,-119765.235,226.72,10.61,244419.95,6999271.66,,,
0.70235625,1.06E-02,0.227621166,-7019259.31,-125010.69,-120107.247,227.62,10.62,245117.94,7019259.31,,,
0.70435625,1.06E-02,0.228524914,-7039246.97,-125366.663,-120449.258,228.52,10.62,245815.92,7039246.97,,,
0.70635625,1.06E-02,0.229430834,-7059234.62,-125722.635,-120791.27,229.43,10.63,246513.91,7059234.62,,,
0.70835625,1.06E-02,0.230338936,-7079222.28,-126078.608,-121133.281,230.34,10.64,247211.89,7079222.28,,,
0.71035625,1.06E-02,0.231249229,-7099209.93,-126434.58,-121475.293,231.25,10.65,247909.87,7099209.93,,,
0.71235625,1.07E-02,0.232161724,-7119197.58,-126790.553,-121817.305,232.16,10.66,248607.86,7119197.58,,,
0.71435625,1.07E-02,0.233076429,-7139185.23,-127146.526,-122159.316,233.08,10.67,249305.84,7139185.23,,,
0.71635625,1.07E-02,0.233993356,-7159172.88,-127502.498,-122501.328,233.99,10.67,250003.83,7159172.88,,,
0.71835625,1.07E-02,0.234912514,-7179160.53,-127858.471,-122843.339,234.91,10.68,250701.81,7179160.53,,,
0.72035625,1.07E-02,0.235833912,-7199148.17,-128214.443,-123185.351,235.83,10.69,251399.79,7199148.17,,,
0.72235625,1.07E-02,0.236757562,-7219135.82,-128570.416,-123527.362,236.76,10.70,252097.78,7219135.82,,,
0.72435625,1.07E-02,0.237683473,-7239123.47,-128926.388,-123869.374,237.68,10.71,252795.76,7239123.47,,,
0.72635625,1.07E-02,0.238611655,-7259111.11,-129282.36,-124211.385,238.61,10.71,253493.75,7259111.11,,,
0.72835625,1.07E-02,0.239542119,-7279098.75,-129638.333,-124553.397,239.54,10.72,254191.73,7279098.75,,,
0.73035625,1.07E-02,0.240474876,-7299086.39,-129994.305,-124895.408,240.47,10.73,254889.71,7299086.39,,,
0.73235625,1.07E-02,0.241409935,-7319074.03,-130350.278,-125237.42,241.41,10.74,255587.70,7319074.03,,,
0.73435625,1.07E-02,0.242347307,-7339061.67,-130706.25,-125579.431,242.35,10.75,256285.68,7339061.67,,,
0.73635625,1.08E-02,0.243287002,-7359049.31,-131062.222,-125921.443,243.29,10.76,256983.67,7359049.31,,,
0.73835625,1.08E-02,0.244229033,-7379036.94,-131418.194,-126263.454,244.23,10.77,257681.65,7379036.94,,,
0.74035625,1.08E-02,0.245173408,-7399024.58,-131774.166,-126605.465,245.17,10.77,258379.63,7399024.58,,,
0.74235625,1.08E-02,0.246120139,-7419012.21,-132130.139,-126947.477,246.12,10.78,259077.62,7419012.21,,,
0.74435625,1.08E-02,0.247069237,-7438999.85,-132486.111,-127289.488,247.07,10.79,259775.60,7438999.85,,,
0.74635625,1.08E-02,0.248020713,-7458987.48,-132842.083,-127631.5,248.02,10.80,260473.58,7458987.48,,,
0.74835625,1.08E-02,0.248974578,-7478975.11,-133198.055,-127973.511,248.97,10.81,261171.57,7478975.11,,,
0.75035625,1.08E-02,0.249930842,-7498962.74,-133554.027,-128315.522,249.93,10.82,261869.55,7498962.74,,,
0.75235625,1.08E-02,0.250889518,-7518950.36,-133909.999,-128657.534,250.89,10.82,262567.53,7518950.36,,,
0.75435625,1.08E-02,0.251850615,-7538937.99,-134265.971,-128999.545,251.85,10.83,263265.52,7538937.99,,,
0.75635625,1.08E-02,0.252814147,-7558925.61,-134621.943,-129341.556,252.81,10.84,263963.50,7558925.61,,,
0.75835625,1.09E-02,0.253780124,-7578913.24,-134977.915,-129683.567,253.78,10.85,264661.48,7578913.24,,,
0.76035625,1.09E-02,0.254748557,-7598900.86,-135333.887,-130025.579,254.75,10.86,265359.47,7598900.86,,,
0.76235625,1.09E-02,0.255719459,-7618888.48,-135689.858,-130367.59,255.72,10.87,266057.45,7618888.48,,,
0.76435625,1.09E-02,0.25669284,-7638876.1,-136045.83,-130709.601,256.69,10.88,266755.43,7638876.10,,,
0.76635625,1.09E-02,0.257668713,-7658863.72,-136401.802,-131051.612,257.67,10.88,267453.41,7658863.72,,,
0.76835625,1.09E-02,0.25864709,-7678851.33,-136757.774,-131393.624,258.65,10.89,268151.40,7678851.33,,,
0.77035625,1.09E-02,0.259627982,-7698838.95,-137113.745,-131735.635,259.63,10.90,268849.38,7698838.95,,,
0.77235625,1.09E-02,0.260611401,-7718826.56,-137469.717,-132077.646,260.61,10.91,269547.36,7718826.56,,,
0.77435625,1.09E-02,0.26159736,-7738814.18,-137825.689,-132419.657,261.60,10.92,270245.35,7738814.18,,,
0.77635625,1.09E-02,0.26258587,-7758801.79,-138181.66,-132761.668,262.59,10.93,270943.33,7758801.79,,,
0.77835625,1.09E-02,0.263576945,-7778789.4,-138537.632,-133103.68,263.58,10.94,271641.31,7778789.40,,,
0.78035625,1.09E-02,0.264570595,-7798777,-138893.603,-133445.691,264.57,10.95,272339.29,7798777.00,,,
0.78235625,1.10E-02,0.265566835,-7818764.61,-139249.575,-133787.702,265.57,10.96,273037.28,7818764.61,,,
0.78435625,1.10E-02,0.266565675,-7838752.21,-139605.546,-134129.713,266.57,10.96,273735.26,7838752.21,,,
0.78635625,1.10E-02,0.26756713,-7858739.82,-139961.518,-134471.724,267.57,10.97,274433.24,7858739.82,,,
0.78835625,1.10E-02,0.268571211,-7878727.42,-140317.489,-134813.735,268.57,10.98,275131.22,7878727.42,,,
0.79035625,1.10E-02,0.269577931,-7898715.02,-140673.46,-135155.746,269.58,10.99,275829.21,7898715.02,,,
0.79235625,1.10E-02,0.270587304,-7918702.62,-141029.432,-135497.757,270.59,11.00,276527.19,7918702.62,,,
0.79435625,1.10E-02,0.271599342,-7938690.22,-141385.403,-135839.768,271.60,11.01,277225.17,7938690.22,,,
0.79635625,1.10E-02,0.272614058,-7958677.81,-141741.374,-136181.779,272.61,11.02,277923.15,7958677.81,,,
0.79835625,1.10E-02,0.273631466,-7978665.41,-142097.345,-136523.79,273.63,11.03,278621.14,7978665.41,,,
0.80035625,1.10E-02,0.274651579,-7998653,-142453.317,-136865.801,274.65,11.04,279319.12,7998653.00,,,
0.80235625,1.10E-02,0.27567441,-8018640.59,-142809.288,-137207.812,275.67,11.05,280017.10,8018640.59,,,
0.80435625,1.11E-02,0.276699972,-8038628.18,-143165.259,-137549.823,276.70,11.05,280715.08,8038628.18,,,
0.80635625,1.11E-02,0.27772828,-8058615.77,-143521.23,-137891.834,277.73,11.06,281413.06,8058615.77,,,
0.80835625,1.11E-02,0.278759347,-8078603.35,-143877.201,-138233.845,278.76,11.07,282111.05,8078603.35,,,
0.81035625,1.11E-02,0.279793187,-8098590.94,-144233.172,-138575.856,279.79,11.08,282809.03,8098590.94,,,
0.81235625,1.11E-02,0.280829813,-8118578.52,-144589.142,-138917.867,280.83,11.09,283507.01,8118578.52,,,
0.81435625,1.11E-02,0.28186924,-8138566.1,-144945.113,-139259.877,281.87,11.10,284204.99,8138566.10,,,
0.81635625,1.11E-02,0.282911481,-8158553.68,-145301.084,-139601.888,282.91,11.11,284902.97,8158553.68,,,
0.81835625,1.11E-02,0.283956552,-8178541.25,-145657.055,-139943.899,283.96,11.12,285600.95,8178541.25,,,
0.82035625,1.11E-02,0.285004465,-8198528.83,-146013.026,-140285.91,285.00,11.13,286298.94,8198528.83,,,
0.82235625,1.11E-02,0.286055237,-8218516.4,-146368.996,-140627.921,286.06,11.14,286996.92,8218516.40,,,
0.82435625,1.11E-02,0.28710888,-8238503.97,-146724.967,-140969.931,287.11,11.15,287694.90,8238503.97,,,
0.82635625,1.12E-02,0.288165411,-8258491.54,-147080.938,-141311.942,288.17,11.16,288392.88,8258491.54,,,
0.82835625,1.12E-02,0.289224843,-8278479.11,-147436.908,-141653.953,289.22,11.17,289090.86,8278479.11,,,
0.83035625,1.12E-02,0.290287192,-8298466.68,-147792.879,-141995.963,290.29,11.18,289788.84,8298466.68,,,
0.83235625,1.12E-02,0.291352472,-8318454.24,-148148.849,-142337.974,291.35,11.18,290486.82,8318454.24,,,
0.83435625,1.12E-02,0.292420698,-8338441.8,-148504.82,-142679.985,292.42,11.19,291184.81,8338441.80,,,
0.83635625,1.12E-02,0.293491886,-8358429.37,-148860.79,-143021.995,293.49,11.20,291882.79,8358429.37,,,
0.83835625,1.12E-02,0.294566052,-8378416.92,-149216.76,-143364.006,294.57,11.21,292580.77,8378416.92,,,
0.84035625,1.12E-02,0.29564321,-8398404.48,-149572.73,-143706.017,295.64,11.22,293278.75,8398404.48,,,
0.84235625,1.12E-02,0.296723376,-8418392.03,-149928.701,-144048.027,296.72,11.23,293976.73,8418392.03,,,
0.84435625,1.12E-02,0.297806566,-8438379.59,-150284.671,-144390.038,297.81,11.24,294674.71,8438379.59,,,
0.84635625,1.13E-02,0.298892795,-8458367.14,-150640.641,-144732.048,298.89,11.25,295372.69,8458367.14,,,
0.84835625,1.13E-02,0.299982081,-8478354.69,-150996.611,-145074.059,299.98,11.26,296070.67,8478354.69,,,
0.85035625,1.13E-02,0.301074437,-8498342.23,-151352.581,-145416.069,301.07,11.27,296768.65,8498342.23,,,
0.85235625,1.13E-02,0.302169882,-8518329.78,-151708.551,-145758.079,302.17,11.28,297466.63,8518329.78,,,
0.85435625,1.13E-02,0.303268431,-8538317.32,-152064.521,-146100.09,303.27,11.29,298164.61,8538317.32,,,
0.85635625,1.13E-02,0.3043701,-8558304.86,-152420.491,-146442.1,304.37,11.30,298862.59,8558304.86,,,
0.85835625,1.13E-02,0.305474907,-8578292.4,-152776.461,-146784.111,305.47,11.31,299560.57,8578292.40,,,
0.86035625,1.13E-02,0.306582868,-8598279.93,-153132.43,-147126.121,306.58,11.32,300258.55,8598279.93,,,
0.86235625,1.13E-02,0.307693999,-8618267.46,-153488.4,-147468.131,307.69,11.33,300956.53,8618267.46,,,
0.86435625,1.13E-02,0.308808318,-8638254.99,-153844.37,-147810.142,308.81,11.34,301654.51,8638254.99,,,
0.86635625,1.13E-02,0.309925842,-8658242.52,-154200.34,-148152.152,309.93,11.35,302352.49,8658242.52,,,
0.86835625,1.14E-02,0.311046589,-8678230.05,-154556.309,-148494.162,311.05,11.36,303050.47,8678230.05,,,
0.87035625,1.14E-02,0.312170574,-8698217.57,-154912.279,-148836.172,312.17,11.37,303748.45,8698217.57,,,
0.87235625,1.14E-02,0.313297817,-8718205.1,-155268.248,-149178.183,313.30,11.38,304446.43,8718205.10,,,
0.87435625,1.14E-02,0.314428335,-8738192.62,-155624.217,-149520.193,314.43,11.39,305144.41,8738192.62,,,
0.87635625,1.14E-02,0.315562145,-8758180.13,-155980.187,-149862.203,315.56,11.40,305842.39,8758180.13,,,
0.87835625,1.14E-02,0.316699266,-8778167.65,-156336.156,-150204.213,316.70,11.41,306540.37,8778167.65,,,
0.88035625,1.14E-02,0.317839716,-8798155.16,-156692.125,-150546.223,317.84,11.42,307238.35,8798155.16,,,
0.88235625,1.14E-02,0.318983513,-8818142.67,-157048.094,-150888.233,318.98,11.43,307936.33,8818142.67,,,
0.88435625,1.14E-02,0.320130675,-8838130.18,-157404.064,-151230.243,320.13,11.44,308634.31,8838130.18,,,
0.88635625,1.14E-02,0.321281221,-8858117.68,-157760.033,-151572.253,321.28,11.45,309332.29,8858117.68,,,
0.88835625,1.15E-02,0.32243517,-8878105.18,-158116.002,-151914.263,322.44,11.46,310030.27,8878105.18,,,
0.89035625,1.15E-02,0.323592541,-8898092.68,-158471.971,-152256.273,323.59,11.47,310728.24,8898092.68,,,
0.89235625,1.15E-02,0.324753352,-8918080.18,-158827.939,-152598.283,324.75,11.48,311426.22,8918080.18,,,
0.89435625,1.15E-02,0.325917624,-8938067.68,-159183.908,-152940.293,325.92,11.49,312124.20,8938067.68,,,
0.89635625,1.15E-02,0.327085374,-8958055.17,-159539.877,-153282.303,327.09,11.50,312822.18,8958055.17,,,
0.89835625,1.15E-02,0.328256624,-8978042.66,-159895.846,-153624.312,328.26,11.51,313520.16,8978042.66,,,
0.90035625,1.15E-02,0.329431391,-8998030.14,-160251.814,-153966.322,329.43,11.52,314218.14,8998030.14,,,
0.90235625,1.15E-02,0.330609698,-9018017.63,-160607.783,-154308.332,330.61,11.53,314916.12,9018017.63,,,
0.90435625,1.15E-02,0.331791562,-9038005.11,-160963.751,-154650.342,331.79,11.54,315614.09,9038005.11,,,
0.90635625,1.16E-02,0.332977006,-9057992.59,-161319.72,-154992.351,332.98,11.55,316312.07,9057992.59,,,
0.90835625,1.16E-02,0.334166048,-9077980.06,-161675.688,-155334.361,334.17,11.56,317010.05,9077980.06,,,
0.91035625,1.16E-02,0.33535871,-9097967.53,-162031.656,-155676.371,335.36,11.57,317708.03,9097967.53,,,
0.91235625,1.16E-02,0.336555012,-9117955,-162387.625,-156018.38,336.56,11.59,318406.01,9117955.00,,,
0.91435625,1.16E-02,0.337754976,-9137942.47,-162743.593,-156360.39,337.75,11.60,319103.98,9137942.47,,,
0.91635625,1.16E-02,0.338958622,-9157929.93,-163099.561,-156702.399,338.96,11.61,319801.96,9157929.93,,,
0.91835625,1.16E-02,0.340165971,-9177917.39,-163455.529,-157044.409,340.17,11.62,320499.94,9177917.39,,,
0.92035625,1.16E-02,0.341377045,-9197904.85,-163811.497,-157386.418,341.38,11.63,321197.92,9197904.85,,,
0.92235625,1.16E-02,0.342591867,-9217892.31,-164167.465,-157728.428,342.59,11.64,321895.89,9217892.31,,,
0.92435625,1.16E-02,0.343810456,-9237879.76,-164523.433,-158070.437,343.81,11.65,322593.87,9237879.76,,,
0.92635625,1.17E-02,0.345032837,-9257867.21,-164879.4,-158412.446,345.03,11.66,323291.85,9257867.21,,,
0.92835625,1.17E-02,0.34625903,-9277854.65,-165235.368,-158754.456,346.26,11.67,323989.82,9277854.65,,,
0.93035625,1.17E-02,0.347489058,-9297842.09,-165591.336,-159096.465,347.49,11.68,324687.80,9297842.09,,,
0.93235625,1.17E-02,0.348722944,-9317829.53,-165947.303,-159438.474,348.72,11.69,325385.78,9317829.53,,,
0.93435625,1.17E-02,0.349960711,-9337816.97,-166303.271,-159780.483,349.96,11.70,326083.75,9337816.97,,,
0.93635625,1.17E-02,0.351202381,-9357804.4,-166659.238,-160122.492,351.20,11.71,326781.73,9357804.40,,,
0.93835625,1.17E-02,0.352447979,-9377791.83,-167015.205,-160464.501,352.45,11.73,327479.71,9377791.83,,,
0.94035625,1.17E-02,0.353697527,-9397779.25,-167371.173,-160806.511,353.70,11.74,328177.68,9397779.25,,,
0.94235625,1.17E-02,0.354951049,-9417766.67,-167727.14,-161148.52,354.95,11.75,328875.66,9417766.67,,,
0.94435625,1.18E-02,0.356208569,-9437754.09,-168083.107,-161490.528,356.21,11.76,329573.64,9437754.09,,,
0.94635625,1.18E-02,0.357470111,-9457741.51,-168439.074,-161832.537,357.47,11.77,330271.61,9457741.51,,,
0.94835625,1.18E-02,0.358735699,-9477728.92,-168795.041,-162174.546,358.74,11.78,330969.59,9477728.92,,,
0.95035625,1.18E-02,0.360005358,-9497716.33,-169151.007,-162516.555,360.01,11.79,331667.56,9497716.33,,,
0.95235625,1.18E-02,0.361279112,-9517703.73,-169506.974,-162858.564,361.28,11.80,332365.54,9517703.73,,,
0.95435625,1.18E-02,0.362556988,-9537691.13,-169862.941,-163200.573,362.56,11.81,333063.51,9537691.13,,,
0.95635625,1.18E-02,0.363839009,-9557678.53,-170218.907,-163542.581,363.84,11.83,333761.49,9557678.53,,,
0.95835625,1.18E-02,0.365125201,-9577665.92,-170574.874,-163884.59,365.13,11.84,334459.46,9577665.92,,,
0.96035625,1.18E-02,0.36641559,-9597653.31,-170930.84,-164226.599,366.42,11.85,335157.44,9597653.31,,,
0.96235625,1.19E-02,0.367710202,-9617640.69,-171286.807,-164568.607,367.71,11.86,335855.41,9617640.69,,,
0.96435625,1.19E-02,0.369009063,-9637628.08,-171642.773,-164910.616,369.01,11.87,336553.39,9637628.08,,,
0.96635625,1.19E-02,0.3703122,-9657615.45,-171998.739,-165252.624,370.31,11.88,337251.36,9657615.45,,,
0.96835625,1.19E-02,0.371619638,-9677602.83,-172354.705,-165594.633,371.62,11.90,337949.34,9677602.83,,,
0.97035625,1.19E-02,0.372931406,-9697590.19,-172710.671,-165936.641,372.93,11.91,338647.31,9697590.19,,,
0.97235625,1.19E-02,0.374247529,-9717577.56,-173066.637,-166278.649,374.25,11.92,339345.29,9717577.56,,,
0.97435625,1.19E-02,0.375568037,-9737564.92,-173422.602,-166620.658,375.57,11.93,340043.26,9737564.92,,,
0.97635625,1.19E-02,0.376892955,-9757552.28,-173778.568,-166962.666,376.89,11.94,340741.23,9757552.28,,,
0.97835625,1.20E-02,0.378222313,-9777539.63,-174134.534,-167304.674,378.22,11.95,341439.21,9777539.63,,,
0.98035625,1.20E-02,0.379556138,-9797526.98,-174490.499,-167646.682,379.56,11.97,342137.18,9797526.98,,,
0.98235625,1.20E-02,0.380894459,-9817514.32,-174846.464,-167988.69,380.89,11.98,342835.15,9817514.32,,,
0.98435625,1.20E-02,0.382237305,-9837501.66,-175202.43,-168330.698,382.24,11.99,343533.13,9837501.66,,,
0.98635625,1.20E-02,0.383584704,-9857489,-175558.395,-168672.706,383.58,12.00,344231.10,9857489.00,,,
0.98835625,1.20E-02,0.384936687,-9877476.33,-175914.36,-169014.714,384.94,12.01,344929.07,9877476.33,,,
0.99035625,1.20E-02,0.386293282,-9897463.65,-176270.325,-169356.722,386.29,12.02,345627.05,9897463.65,,,
0.99235625,1.20E-02,0.387654519,-9917450.97,-176626.29,-169698.73,387.65,12.04,346325.02,9917450.97,,,
0.99435625,1.20E-02,0.38902043,-9937438.29,-176982.255,-170040.737,389.02,12.05,347022.99,9937438.29,,,
0.99635625,1.21E-02,0.390391043,-9957425.6,-177338.219,-170382.745,390.39,12.06,347720.96,9957425.60,,,
0.99835625,1.21E-02,0.391766391,-9977412.91,-177694.184,-170724.753,391.77,12.07,348418.94,9977412.91,,,
1,1.21E-02,0.392900916,-9993848.57,-177986.895,-171005.987,392.90,12.08,348992.88,9993848.57,,,
