TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection
0.80835625,3.55E-02,-3843.9625,-637.036038,-611.943081,1248.98,3843.96,35.49
0.81035625,3.55E-02,-3853.47306,-638.612311,-613.456978,1252.07,3853.47,35.53
0.81235625,3.56E-02,-3862.98363,-640.188585,-614.970874,1255.16,3862.98,35.57
0.81435625,3.56E-02,-3872.49419,-641.76486,-616.484769,1258.25,3872.49,35.61
0.81635625,3.57E-02,-3882.00476,-643.341135,-617.998664,1261.34,3882.00,35.66
0.81835625,3.57E-02,-3891.51532,-644.91741,-619.512558,1264.43,3891.52,35.70
0.82035625,3.57E-02,-3901.02589,-646.493687,-621.026452,1267.52,3901.03,35.74
0.82235625,3.58E-02,-3910.53645,-648.069963,-622.540345,1270.61,3910.54,35.78
0.82435625,3.58E-02,-3920.04702,-649.646241,-624.054238,1273.70,3920.05,35.82
0.82635625,3.59E-02,-3929.55758,-651.222519,-625.568129,1276.79,3929.56,35.86
0.82835625,3.59E-02,-3939.06815,-652.798797,-627.082021,1279.88,3939.07,35.91
0.83035625,3.59E-02,-3948.57871,-654.375076,-628.595912,1282.97,3948.58,35.95
0.83235625,3.60E-02,-3958.08928,-655.951356,-630.109802,1286.06,3958.09,35.99
0.83435625,3.60E-02,-3967.59984,-657.527636,-631.623691,1289.15,3967.60,36.03
0.83635625,3.61E-02,-3977.11041,-659.103917,-633.137581,1292.24,3977.11,36.07
0.83835625,3.61E-02,-3986.62097,-660.680198,-634.651469,1295.33,3986.62,36.11
0.84035625,3.62E-02,-3996.13154,-662.25648,-636.165357,1298.42,3996.13,36.15
0.84235625,3.62E-02,-4005.6421,-663.832762,-637.679245,1301.51,4005.64,36.19
0.84435625,3.62E-02,-4015.15267,-665.409045,-639.193131,1304.60,4015.15,36.23
0.84635625,3.63E-02,-4024.66323,-666.985329,-640.707018,1307.69,4024.66,36.27
0.84835625,3.63E-02,-4034.1738,-668.561613,-642.220904,1310.78,4034.17,36.31
0.85035625,3.64E-02,-4043.68436,-670.137898,-643.734789,1313.87,4043.68,36.35
0.85235625,3.64E-02,-4053.19493,-671.714183,-645.248673,1316.96,4053.19,36.39
0.85435625,3.64E-02,-4062.70549,-673.290469,-646.762558,1320.05,4062.71,36.43
0.85635625,3.65E-02,-4072.21605,-674.866755,-648.276441,1323.14,4072.22,36.47
0.85835625,3.65E-02,-4081.72662,-676.443042,-649.790324,1326.23,4081.73,36.51
0.86035625,3.66E-02,-4091.23718,-678.019329,-651.304206,1329.32,4091.24,36.55
0.86235625,3.66E-02,-4100.74775,-679.595617,-652.818088,1332.41,4100.75,36.59
0.86435625,3.66E-02,-4110.25831,-681.171906,-654.33197,1335.50,4110.26,36.63
0.86635625,3.67E-02,-4119.76888,-682.748195,-655.84585,1338.59,4119.77,36.67
0.86835625,3.67E-02,-4129.27944,-684.324484,-657.359731,1341.68,4129.28,36.71
0.87035625,3.67E-02,-4138.79001,-685.900775,-658.87361,1344.77,4138.79,36.75
0.87235625,3.68E-02,-4148.30057,-687.477065,-660.387489,1347.86,4148.30,36.79
0.87435625,3.68E-02,-4157.81114,-689.053357,-661.901368,1350.95,4157.81,36.83
0.87635625,3.69E-02,-4167.3217,-690.629648,-663.415246,1354.04,4167.32,36.87
0.87835625,3.69E-02,-4176.83227,-692.205941,-664.929124,1357.14,4176.83,36.91
0.88035625,3.69E-02,-4186.34283,-693.782234,-666.443001,1360.23,4186.34,36.94
0.88235625,3.70E-02,-4195.8534,-695.358527,-667.956877,1363.32,4195.85,36.98
0.88435625,3.70E-02,-4205.36396,-696.934821,-669.470753,1366.41,4205.36,37.02
0.88635625,3.71E-02,-4214.87453,-698.511115,-670.984628,1369.50,4214.87,37.06
0.88835625,3.71E-02,-4224.38509,-700.087411,-672.498503,1372.59,4224.39,37.10
0.89035625,3.71E-02,-4233.89566,-701.663706,-674.012378,1375.68,4233.90,37.14
0.89235625,3.72E-02,-4243.40622,-703.240002,-675.526251,1378.77,4243.41,37.17
0.89435625,3.72E-02,-4252.91679,-704.816299,-677.040125,1381.86,4252.92,37.21
0.89635625,3.73E-02,-4262.42735,-706.392596,-678.553998,1384.95,4262.43,37.25
0.89835625,3.73E-02,-4271.93792,-707.968894,-680.067869,1388.04,4271.94,37.29
0.90035625,3.73E-02,-4281.44848,-709.545192,-681.581741,1391.13,4281.45,37.33
0.90235625,3.74E-02,-4290.95905,-711.121491,-683.095612,1394.22,4290.96,37.36
0.90435625,3.74E-02,-4300.46961,-712.69779,-684.609483,1397.31,4300.47,37.40
0.90635625,3.74E-02,-4309.98018,-714.27409,-686.123353,1400.40,4309.98,37.44
0.90835625,3.75E-02,-4319.49074,-715.85039,-687.637223,1403.49,4319.49,37.48
0.91035625,3.75E-02,-4329.00131,-717.426691,-689.151091,1406.58,4329.00,37.51
0.91235625,3.76E-02,-4338.51187,-719.002992,-690.66496,1409.67,4338.51,37.55
0.91435625,3.76E-02,-4348.02244,-720.579294,-692.178828,1412.76,4348.02,37.59
0.91635625,3.76E-02,-4357.533,-722.155597,-693.692695,1415.85,4357.53,37.63
0.91835625,3.77E-02,-4367.04357,-723.7319,-695.206562,1418.94,4367.04,37.66
0.92035625,3.77E-02,-4376.55413,-725.308203,-696.720429,1422.03,4376.55,37.70
0.92235625,3.77E-02,-4386.0647,-726.884507,-698.234295,1425.12,4386.06,37.74
0.92435625,3.78E-02,-4395.57526,-728.460811,-699.74816,1428.21,4395.58,37.77
0.92635625,3.78E-02,-4405.08582,-730.037116,-701.262025,1431.30,4405.09,37.81
0.92835625,3.78E-02,-4414.59639,-731.613422,-702.775889,1434.39,4414.60,37.85
0.93035625,3.79E-02,-4424.10695,-733.189728,-704.289753,1437.48,4424.11,37.88
0.93235625,3.79E-02,-4433.61752,-734.766035,-705.803616,1440.57,4433.62,37.92
0.93435625,3.80E-02,-4443.12808,-736.342342,-707.317479,1443.66,4443.13,37.96
0.93635625,3.80E-02,-4452.63865,-737.918649,-708.831342,1446.75,4452.64,37.99
0.93835625,3.80E-02,-4462.14921,-739.494957,-710.345203,1449.84,4462.15,38.03
0.94035625,3.81E-02,-4471.65978,-741.071266,-711.859065,1452.93,4471.66,38.06
0.94235625,3.81E-02,-4481.17034,-742.647575,-713.372925,1456.02,4481.17,38.10
0.94435625,3.81E-02,-4490.68091,-744.223885,-714.886786,1459.11,4490.68,38.14
0.94635625,3.82E-02,-4500.19147,-745.800195,-716.400645,1462.20,4500.19,38.17
0.94835625,3.82E-02,-4509.70204,-747.376505,-717.914505,1465.29,4509.70,38.21
0.95035625,3.82E-02,-4519.2126,-748.952816,-719.428363,1468.38,4519.21,38.24
0.95235625,3.83E-02,-4528.72317,-750.529128,-720.942222,1471.47,4528.72,38.28
0.95435625,3.83E-02,-4538.23373,-752.10544,-722.456079,1474.56,4538.23,38.32
0.95635625,3.84E-02,-4547.7443,-753.681753,-723.969937,1477.65,4547.74,38.35
0.95835625,3.84E-02,-4557.25486,-755.258066,-725.483793,1480.74,4557.25,38.39
0.96035625,3.84E-02,-4566.76543,-756.83438,-726.99765,1483.83,4566.77,38.42
0.96235625,3.85E-02,-4576.27599,-758.410694,-728.511505,1486.92,4576.28,38.46
0.96435625,3.85E-02,-4585.78656,-759.987008,-730.025361,1490.01,4585.79,38.49
0.96635625,3.85E-02,-4595.29712,-761.563323,-731.539215,1493.10,4595.30,38.53
0.96835625,3.86E-02,-4604.80769,-763.139639,-733.05307,1496.19,4604.81,38.56
0.97035625,3.86E-02,-4614.31825,-764.715955,-734.566923,1499.28,4614.32,38.60
0.97235625,3.86E-02,-4623.82882,-766.292272,-736.080777,1502.37,4623.83,38.63
0.97435625,3.87E-02,-4633.33938,-767.868589,-737.59463,1505.46,4633.34,38.67
0.97635625,3.87E-02,-4642.84995,-769.444906,-739.108482,1508.55,4642.85,38.70
0.97835625,3.87E-02,-4652.36051,-771.021224,-740.622334,1511.64,4652.36,38.74
0.98035625,3.88E-02,-4661.87108,-772.597543,-742.136185,1514.73,4661.87,38.77
0.98235625,3.88E-02,-4671.38164,-774.173862,-743.650036,1517.82,4671.38,38.80
0.98435625,3.88E-02,-4680.89221,-775.750182,-745.163886,1520.91,4680.89,38.84
0.98635625,3.89E-02,-4690.40277,-777.326502,-746.677736,1524.00,4690.40,38.87
0.98835625,3.89E-02,-4699.91334,-778.902822,-748.191585,1527.09,4699.91,38.91
0.99035625,3.89E-02,-4709.4239,-780.479143,-749.705434,1530.18,4709.42,38.94
0.99235625,3.90E-02,-4718.93447,-782.055465,-751.219282,1533.27,4718.93,38.98
0.99435625,3.90E-02,-4728.44503,-783.631787,-752.733131,1536.36,4728.45,39.01
0.99635625,3.90E-02,-4737.9556,-785.208109,-754.246978,1539.46,4737.96,39.04
0.99835625,3.91E-02,-4747.46616,-786.784432,-755.760825,1542.55,4747.47,39.08
1,3.91E-02,-4755.28264,-788.07997,-757.005015,1545.08,4755.28,39.10
