TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,
2.00E-04,5.66E-05,-0.30901701,-0.485038818,-0.466017687,0.95,0.31,0.06,,,
4.00E-04,1.13E-04,-0.618034067,-0.970077701,-0.932035437,1.90,0.62,0.11,,,
7.00E-04,1.98E-04,-1.08155974,-1.69763607,-1.6310621,3.33,1.08,0.20,,,
1.15E-03,3.25E-04,-1.77684883,-2.78897405,-2.67960249,5.47,1.78,0.33,,,
1.83E-03,5.16E-04,-2.81978509,-4.42598288,-4.2524148,8.68,2.82,0.52,,,
2.84E-03,8.02E-04,-4.38420148,-6.8815046,-6.61164128,13.49,4.38,0.80,,,
4.36E-03,1.23E-03,-6.73088286,-10.5648268,-10.1505189,20.72,6.73,1.23,,,
6.36E-03,1.79E-03,-9.82128872,-15.4153806,-14.8108532,30.23,9.82,1.79,,,
8.36E-03,2.36E-03,-12.911575,-20.2658547,-19.4711057,39.74,12.91,2.36,,,
1.04E-02,2.92E-03,-16.0017606,-25.1162627,-24.1312888,49.25,16.00,2.92,,,
1.24E-02,3.48E-03,-19.0919439,-29.9666721,-28.7914674,58.76,19.09,3.48,,,
1.44E-02,4.04E-03,-22.1821299,-34.8170867,-33.451644,68.27,22.18,4.04,,,
1.64E-02,4.59E-03,-25.2723159,-39.6675055,-38.1118166,77.78,25.27,4.59,,,
1.84E-02,5.15E-03,-28.3625018,-44.5179288,-42.7719845,87.29,28.36,5.15,,,
2.04E-02,5.71E-03,-31.4526876,-49.3683572,-47.4321469,96.80,31.45,5.71,,,
2.24E-02,6.26E-03,-34.5428733,-54.2187913,-52.0923037,106.31,34.54,6.26,,,
2.44E-02,6.82E-03,-37.6330589,-59.0692316,-56.7524539,115.82,37.63,6.82,,,
2.64E-02,7.37E-03,-40.7232445,-63.9196786,-61.4125974,125.33,40.72,7.37,,,
2.84E-02,7.92E-03,-43.8134299,-68.770133,-66.0727333,134.84,43.81,7.92,,,
3.04E-02,8.47E-03,-46.9036152,-73.6205951,-70.7328613,144.35,46.90,8.47,,,
3.24E-02,9.02E-03,-49.9938005,-78.4710657,-75.3929806,153.86,49.99,9.02,,,
3.44E-02,9.57E-03,-53.0839856,-83.3215451,-80.053091,163.37,53.08,9.57,,170.8189016,55.50277965
3.64E-02,1.01E-02,-56.1741706,-88.1720339,-84.7131918,172.89,56.17,10.12,,,
3.84E-02,1.07E-02,-59.2643556,-93.0225327,-89.3732826,182.40,59.26,10.67,,,
4.04E-02,1.12E-02,-62.3545404,-97.8730419,-94.0333626,191.91,62.35,11.21,,,
4.24E-02,1.18E-02,-65.4447252,-102.723562,-98.6934316,201.42,65.44,11.76,,,
