TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Looad,,,
0.722483333,0.221013409,-6871187.31,-113883.522,-109376.048,221.01,6871187.31,223259.57,,,
0.72315,0.221294845,-6877527.65,-113988.588,-109476.994,221.29,6877527.65,223465.58,,,
0.723816667,0.221576492,-6883867.99,-114093.653,-109577.939,221.58,6883867.99,223671.59,,,
0.724483333,0.22185835,-6890208.33,-114198.719,-109678.884,221.86,6890208.33,223877.60,,,
0.72515,0.222140419,-6896548.66,-114303.785,-109779.829,222.14,6896548.66,224083.61,,,
0.725816667,0.2224227,-6902889,-114408.851,-109880.775,222.42,6902889.00,224289.63,,,
0.726483333,0.222705194,-6909229.34,-114513.917,-109981.72,222.71,6909229.34,224495.64,,,
0.72715,0.222987899,-6915569.68,-114618.983,-110082.665,222.99,6915569.68,224701.65,,,
0.727816667,0.223270818,-6921910.02,-114724.049,-110183.611,223.27,6921910.02,224907.66,,,
0.728483333,0.223553949,-6928250.36,-114829.115,-110284.556,223.55,6928250.36,225113.67,,,
0.72915,0.223837294,-6934590.7,-114934.181,-110385.501,223.84,6934590.70,225319.68,,,
0.729816667,0.224120853,-6940931.04,-115039.246,-110486.447,224.12,6940931.04,225525.69,,,
0.730483333,0.224404625,-6947271.38,-115144.312,-110587.392,224.40,6947271.38,225731.70,,,
0.73115,0.224688611,-6953611.72,-115249.378,-110688.337,224.69,6953611.72,225937.72,,,
0.731816667,0.224972812,-6959952.06,-115354.444,-110789.283,224.97,6959952.06,226143.73,,,
0.732483333,0.225257228,-6966292.4,-115459.51,-110890.228,225.26,6966292.40,226349.74,,,
0.73315,0.225541859,-6972632.74,-115564.575,-110991.174,225.54,6972632.74,226555.75,,,
0.733816667,0.225826705,-6978973.08,-115669.641,-111092.119,225.83,6978973.08,226761.76,,,
0.734483333,0.226111767,-6985313.42,-115774.707,-111193.065,226.11,6985313.42,226967.77,,,
0.73515,0.226397045,-6991653.75,-115879.773,-111294.01,226.40,6991653.75,227173.78,,,
0.735816667,0.226682539,-6997994.09,-115984.838,-111394.955,226.68,6997994.09,227379.79,,,
0.736483333,0.226968249,-7004334.43,-116089.904,-111495.901,226.97,7004334.43,227585.81,,,
0.73715,0.227254177,-7010674.77,-116194.97,-111596.846,227.25,7010674.77,227791.82,,,
0.737816667,0.227540322,-7017015.11,-116300.035,-111697.792,227.54,7017015.11,227997.83,,,
0.738483333,0.227826684,-7023355.45,-116405.101,-111798.737,227.83,7023355.45,228203.84,,,
0.73915,0.228113264,-7029695.79,-116510.167,-111899.683,228.11,7029695.79,228409.85,,,
0.739816667,0.228400062,-7036036.13,-116615.232,-112000.629,228.40,7036036.13,228615.86,,,
0.740483333,0.228687079,-7042376.47,-116720.298,-112101.574,228.69,7042376.47,228821.87,,,
0.74115,0.228974314,-7048716.81,-116825.364,-112202.52,228.97,7048716.81,229027.88,,,
0.741816667,0.229261768,-7055057.15,-116930.429,-112303.465,229.26,7055057.15,229233.89,,,
0.742483333,0.229549442,-7061397.49,-117035.495,-112404.411,229.55,7061397.49,229439.91,,,
0.74315,0.229837335,-7067737.82,-117140.56,-112505.356,229.84,7067737.82,229645.92,,,
0.743816667,0.230125448,-7074078.16,-117245.626,-112606.302,230.13,7074078.16,229851.93,,,
0.744483333,0.230413782,-7080418.5,-117350.692,-112707.248,230.41,7080418.50,230057.94,,,
0.74515,0.230702336,-7086758.84,-117455.757,-112808.193,230.70,7086758.84,230263.95,,,
0.745816667,0.230991111,-7093099.18,-117560.823,-112909.139,230.99,7093099.18,230469.96,,,
0.746483333,0.231280107,-7099439.52,-117665.888,-113010.085,231.28,7099439.52,230675.97,,,
0.74715,0.231569325,-7105779.86,-117770.954,-113111.03,231.57,7105779.86,230881.98,,,
0.747816667,0.231858764,-7112120.2,-117876.019,-113211.976,231.86,7112120.20,231088.00,,,
0.748483333,0.232148426,-7118460.54,-117981.085,-113312.922,232.15,7118460.54,231294.01,,,
0.74915,0.23243831,-7124800.88,-118086.15,-113413.867,232.44,7124800.88,231500.02,,,
0.749816667,0.232728416,-7131141.22,-118191.216,-113514.813,232.73,7131141.22,231706.03,,,
0.750483333,0.233018746,-7137481.55,-118296.281,-113615.759,233.02,7137481.55,231912.04,,,
0.75115,0.233309299,-7143821.89,-118401.347,-113716.705,233.31,7143821.89,232118.05,,,
0.751816667,0.233600076,-7150162.23,-118506.412,-113817.65,233.60,7150162.23,232324.06,,,
0.752483333,0.233891077,-7156502.57,-118611.477,-113918.596,233.89,7156502.57,232530.07,,,
0.75315,0.234182303,-7162842.91,-118716.543,-114019.542,234.18,7162842.91,232736.09,,,
0.753816667,0.234473753,-7169183.25,-118821.608,-114120.488,234.47,7169183.25,232942.10,,,
0.754483333,0.234765428,-7175523.59,-118926.674,-114221.433,234.77,7175523.59,233148.11,,,
0.75515,0.235057328,-7181863.93,-119031.739,-114322.379,235.06,7181863.93,233354.12,,,
0.755816667,0.235349454,-7188204.27,-119136.804,-114423.325,235.35,7188204.27,233560.13,,,
0.756483333,0.235641806,-7194544.61,-119241.87,-114524.271,235.64,7194544.61,233766.14,,,
0.75715,0.235934384,-7200884.94,-119346.935,-114625.217,235.93,7200884.94,233972.15,,,
0.757816667,0.236227189,-7207225.28,-119452,-114726.163,236.23,7207225.28,234178.16,,,
0.758483333,0.23652022,-7213565.62,-119557.066,-114827.108,236.52,7213565.62,234384.17,,,
0.75915,0.236813479,-7219905.96,-119662.131,-114928.054,236.81,7219905.96,234590.19,,,
0.759816667,0.237106966,-7226246.3,-119767.196,-115029,237.11,7226246.30,234796.20,,,
0.760483333,0.23740068,-7232586.64,-119872.262,-115129.946,237.40,7232586.64,235002.21,,,
0.76115,0.237694623,-7238926.98,-119977.327,-115230.892,237.69,7238926.98,235208.22,,,
0.761816667,0.237988794,-7245267.32,-120082.392,-115331.838,237.99,7245267.32,235414.23,,,
0.762483333,0.238283194,-7251607.65,-120187.457,-115432.784,238.28,7251607.65,235620.24,,,
0.76315,0.238577823,-7257947.99,-120292.523,-115533.73,238.58,7257947.99,235826.25,,,
0.763816667,0.238872682,-7264288.33,-120397.588,-115634.676,238.87,7264288.33,236032.26,,,
0.764483333,0.23916777,-7270628.67,-120502.653,-115735.622,239.17,7270628.67,236238.28,,,
0.76515,0.239463089,-7276969.01,-120607.718,-115836.568,239.46,7276969.01,236444.29,,,
0.765816667,0.239758638,-7283309.35,-120712.783,-115937.514,239.76,7283309.35,236650.30,,,
0.766483333,0.240054419,-7289649.69,-120817.849,-116038.46,240.05,7289649.69,236856.31,,,
0.76715,0.24035043,-7295990.03,-120922.914,-116139.406,240.35,7295990.03,237062.32,,,
0.767816667,0.240646673,-7302330.36,-121027.979,-116240.352,240.65,7302330.36,237268.33,,,
0.768483333,0.240943148,-7308670.7,-121133.044,-116341.298,240.94,7308670.70,237474.34,,,
0.76915,0.241239855,-7315011.04,-121238.109,-116442.244,241.24,7315011.04,237680.35,,,
0.769816667,0.241536794,-7321351.38,-121343.174,-116543.19,241.54,7321351.38,237886.36,,,
0.770483333,0.241833967,-7327691.72,-121448.239,-116644.136,241.83,7327691.72,238092.38,,,
0.77115,0.242131372,-7334032.06,-121553.304,-116745.082,242.13,7334032.06,238298.39,,,
0.771816667,0.242429011,-7340372.4,-121658.37,-116846.028,242.43,7340372.40,238504.40,,,
0.772483333,0.242726884,-7346712.74,-121763.435,-116946.974,242.73,7346712.74,238710.41,,,
0.77315,0.243024992,-7353053.07,-121868.5,-117047.92,243.02,7353053.07,238916.42,,,
0.773816667,0.243323334,-7359393.41,-121973.565,-117148.867,243.32,7359393.41,239122.43,,,
0.774483333,0.24362191,-7365733.75,-122078.63,-117249.813,243.62,7365733.75,239328.44,,,
0.77515,0.243920722,-7372074.09,-122183.695,-117350.759,243.92,7372074.09,239534.45,,,
0.775816667,0.24421977,-7378414.43,-122288.76,-117451.705,244.22,7378414.43,239740.47,,,
0.776483333,0.244519053,-7384754.77,-122393.825,-117552.651,244.52,7384754.77,239946.48,,,
0.77715,0.244818573,-7391095.11,-122498.89,-117653.597,244.82,7391095.11,240152.49,,,
0.777816667,0.245118329,-7397435.44,-122603.955,-117754.544,245.12,7397435.44,240358.50,,,
0.778483333,0.245418323,-7403775.78,-122709.02,-117855.49,245.42,7403775.78,240564.51,,,
0.77915,0.245718554,-7410116.12,-122814.085,-117956.436,245.72,7410116.12,240770.52,,,
0.779816667,0.246019022,-7416456.46,-122919.15,-118057.382,246.02,7416456.46,240976.53,,,
0.780483333,0.246319728,-7422796.8,-123024.215,-118158.328,246.32,7422796.80,241182.54,,,
0.78115,0.246620673,-7429137.14,-123129.28,-118259.275,246.62,7429137.14,241388.56,,,
0.781816667,0.246921856,-7435477.47,-123234.344,-118360.221,246.92,7435477.47,241594.57,,,
0.782483333,0.247223279,-7441817.81,-123339.409,-118461.167,247.22,7441817.81,241800.58,,,
0.78315,0.247524941,-7448158.15,-123444.474,-118562.113,247.52,7448158.15,242006.59,,,
0.783816667,0.247826842,-7454498.49,-123549.539,-118663.06,247.83,7454498.49,242212.60,,,
0.784483333,0.248128984,-7460838.83,-123654.604,-118764.006,248.13,7460838.83,242418.61,,,
0.78515,0.248431366,-7467179.17,-123759.669,-118864.952,248.43,7467179.17,242624.62,,,
0.785816667,0.248733989,-7473519.5,-123864.734,-118965.899,248.73,7473519.50,242830.63,,,
0.786483333,0.249036854,-7479859.84,-123969.799,-119066.845,249.04,7479859.84,243036.64,,,
0.78715,0.249339959,-7486200.18,-124074.863,-119167.791,249.34,7486200.18,243242.65,,,
0.787816667,0.249643307,-7492540.52,-124179.928,-119268.738,249.64,7492540.52,243448.67,,,
0.788483333,0.249946897,-7498880.86,-124284.993,-119369.684,249.95,7498880.86,243654.68,,,
0.78915,0.250250729,-7505221.2,-124390.058,-119470.63,250.25,7505221.20,243860.69,,,
0.789816667,0.250554805,-7511561.53,-124495.122,-119571.577,250.55,7511561.53,244066.70,,,
0.790483333,0.250859123,-7517901.87,-124600.187,-119672.523,250.86,7517901.87,244272.71,,,
0.79115,0.251163686,-7524242.21,-124705.252,-119773.47,251.16,7524242.21,244478.72,,,
0.791816667,0.251468492,-7530582.55,-124810.317,-119874.416,251.47,7530582.55,244684.73,,,
0.792483333,0.251773543,-7536922.89,-124915.381,-119975.363,251.77,7536922.89,244890.74,,,
0.79315,0.252078839,-7543263.23,-125020.446,-120076.309,252.08,7543263.23,245096.76,,,
0.793816667,0.25238438,-7549603.56,-125125.511,-120177.255,252.38,7549603.56,245302.77,,,
0.794483333,0.252690166,-7555943.9,-125230.576,-120278.202,252.69,7555943.90,245508.78,,,
0.79515,0.252996198,-7562284.24,-125335.64,-120379.148,253.00,7562284.24,245714.79,,,
0.795816667,0.253302476,-7568624.58,-125440.705,-120480.095,253.30,7568624.58,245920.80,,,
0.796483333,0.253609001,-7574964.92,-125545.77,-120581.041,253.61,7574964.92,246126.81,,,
0.79715,0.253915773,-7581305.25,-125650.834,-120681.988,253.92,7581305.25,246332.82,,,
0.797816667,0.254222793,-7587645.59,-125755.899,-120782.934,254.22,7587645.59,246538.83,,,
0.798483333,0.25453006,-7593985.93,-125860.964,-120883.881,254.53,7593985.93,246744.85,,,
0.79915,0.254837575,-7600326.27,-125966.028,-120984.828,254.84,7600326.27,246950.86,,,
0.799816667,0.255145338,-7606666.61,-126071.093,-121085.774,255.15,7606666.61,247156.87,,,
0.800483333,0.25545335,-7613006.95,-126176.157,-121186.721,255.45,7613006.95,247362.88,,,
0.80115,0.255761612,-7619347.28,-126281.222,-121287.667,255.76,7619347.28,247568.89,,,
0.801816667,0.256070123,-7625687.62,-126386.286,-121388.614,256.07,7625687.62,247774.90,,,
0.802483333,0.256378884,-7632027.96,-126491.351,-121489.56,256.38,7632027.96,247980.91,,,
0.80315,0.256687895,-7638368.3,-126596.416,-121590.507,256.69,7638368.30,248186.92,,,
0.803816667,0.256997157,-7644708.64,-126701.48,-121691.454,257.00,7644708.64,248392.93,,,
0.804483333,0.25730667,-7651048.97,-126806.545,-121792.4,257.31,7651048.97,248598.95,,,
0.80515,0.257616434,-7657389.31,-126911.609,-121893.347,257.62,7657389.31,248804.96,,,
0.805816667,0.25792645,-7663729.65,-127016.674,-121994.294,257.93,7663729.65,249010.97,,,
0.806483333,0.258236719,-7670069.99,-127121.738,-122095.24,258.24,7670069.99,249216.98,,,
0.80715,0.25854724,-7676410.33,-127226.803,-122196.187,258.55,7676410.33,249422.99,,,
0.807816667,0.258858014,-7682750.66,-127331.867,-122297.134,258.86,7682750.66,249629.00,,,
0.808483333,0.259169041,-7689091,-127436.932,-122398.08,259.17,7689091.00,249835.01,,,
0.80915,0.259480322,-7695431.34,-127541.996,-122499.027,259.48,7695431.34,250041.02,,,
0.809816667,0.259791857,-7701771.68,-127647.06,-122599.974,259.79,7701771.68,250247.03,,,
0.810483333,0.260103646,-7708112.01,-127752.125,-122700.92,260.10,7708112.01,250453.05,,,
0.81115,0.260415691,-7714452.35,-127857.189,-122801.867,260.42,7714452.35,250659.06,,,
0.811816667,0.260727991,-7720792.69,-127962.254,-122902.814,260.73,7720792.69,250865.07,,,
0.812483333,0.261040546,-7727133.03,-128067.318,-123003.761,261.04,7727133.03,251071.08,,,
0.81315,0.261353357,-7733473.37,-128172.382,-123104.707,261.35,7733473.37,251277.09,,,
0.813816667,0.261666425,-7739813.7,-128277.447,-123205.654,261.67,7739813.70,251483.10,,,
0.814483333,0.26197975,-7746154.04,-128382.511,-123306.601,261.98,7746154.04,251689.11,,,
0.81515,0.262293331,-7752494.38,-128487.576,-123407.548,262.29,7752494.38,251895.12,,,
0.815816667,0.262607171,-7758834.72,-128592.64,-123508.495,262.61,7758834.72,252101.14,,,
0.816483333,0.262921268,-7765175.05,-128697.704,-123609.442,262.92,7765175.05,252307.15,,,
0.81715,0.263235624,-7771515.39,-128802.768,-123710.388,263.24,7771515.39,252513.16,,,
0.817816667,0.263550239,-7777855.73,-128907.833,-123811.335,263.55,7777855.73,252719.17,,,
0.818483333,0.263865112,-7784196.07,-129012.897,-123912.282,263.87,7784196.07,252925.18,,,
0.81915,0.264180246,-7790536.41,-129117.961,-124013.229,264.18,7790536.41,253131.19,,,
0.819816667,0.264495639,-7796876.74,-129223.026,-124114.176,264.50,7796876.74,253337.20,,,
0.820483333,0.264811292,-7803217.08,-129328.09,-124215.123,264.81,7803217.08,253543.21,,,
0.82115,0.265127207,-7809557.42,-129433.154,-124316.07,265.13,7809557.42,253749.22,,,
0.821816667,0.265443382,-7815897.76,-129538.218,-124417.017,265.44,7815897.76,253955.24,,,
0.822483333,0.265759819,-7822238.09,-129643.283,-124517.963,265.76,7822238.09,254161.25,,,
0.82315,0.266076518,-7828578.43,-129748.347,-124618.91,266.08,7828578.43,254367.26,,,
0.823816667,0.26639348,-7834918.77,-129853.411,-124719.857,266.39,7834918.77,254573.27,,,
0.824483333,0.266710704,-7841259.11,-129958.475,-124820.804,266.71,7841259.11,254779.28,,,
0.82515,0.267028191,-7847599.44,-130063.539,-124921.751,267.03,7847599.44,254985.29,,,
0.825816667,0.267345942,-7853939.78,-130168.604,-125022.698,267.35,7853939.78,255191.30,,,
0.826483333,0.267663957,-7860280.12,-130273.668,-125123.645,267.66,7860280.12,255397.31,,,
0.82715,0.267982236,-7866620.46,-130378.732,-125224.592,267.98,7866620.46,255603.32,,,
0.827816667,0.26830078,-7872960.79,-130483.796,-125325.539,268.30,7872960.79,255809.34,,,
0.828483333,0.26861959,-7879301.13,-130588.86,-125426.486,268.62,7879301.13,256015.35,,,
0.82915,0.268938665,-7885641.47,-130693.924,-125527.433,268.94,7885641.47,256221.36,,,
0.829816667,0.269258005,-7891981.81,-130798.988,-125628.38,269.26,7891981.81,256427.37,,,
0.830483333,0.269577613,-7898322.14,-130904.052,-125729.327,269.58,7898322.14,256633.38,,,
0.83115,0.269897487,-7904662.48,-131009.116,-125830.274,269.90,7904662.48,256839.39,,,
0.831816667,0.270217628,-7911002.82,-131114.181,-125931.221,270.22,7911002.82,257045.40,,,
0.832483333,0.270538038,-7917343.16,-131219.245,-126032.169,270.54,7917343.16,257251.41,,,
0.83315,0.270858715,-7923683.49,-131324.309,-126133.116,270.86,7923683.49,257457.43,,,
0.833816667,0.271179661,-7930023.83,-131429.373,-126234.063,271.18,7930023.83,257663.44,,,
0.834483333,0.271500875,-7936364.17,-131534.437,-126335.01,271.50,7936364.17,257869.45,,,
0.83515,0.271822359,-7942704.5,-131639.501,-126435.957,271.82,7942704.50,258075.46,,,
0.835816667,0.272144113,-7949044.84,-131744.565,-126536.904,272.14,7949044.84,258281.47,,,
0.836483333,0.272466137,-7955385.18,-131849.629,-126637.851,272.47,7955385.18,258487.48,,,
0.83715,0.272788431,-7961725.52,-131954.693,-126738.798,272.79,7961725.52,258693.49,,,
0.837816667,0.273110997,-7968065.85,-132059.757,-126839.746,273.11,7968065.85,258899.50,,,
0.838483333,0.273433834,-7974406.19,-132164.821,-126940.693,273.43,7974406.19,259105.51,,,
0.83915,0.273756943,-7980746.53,-132269.885,-127041.64,273.76,7980746.53,259311.53,,,
0.839816667,0.274080324,-7987086.87,-132374.949,-127142.587,274.08,7987086.87,259517.54,,,
0.840483333,0.274403978,-7993427.2,-132480.012,-127243.534,274.40,7993427.20,259723.55,,,
0.84115,0.274727905,-7999767.54,-132585.076,-127344.482,274.73,7999767.54,259929.56,,,
0.841816667,0.275052106,-8006107.88,-132690.14,-127445.429,275.05,8006107.88,260135.57,,,
0.842483333,0.275376581,-8012448.21,-132795.204,-127546.376,275.38,8012448.21,260341.58,,,
0.84315,0.27570133,-8018788.55,-132900.268,-127647.323,275.70,8018788.55,260547.59,,,
0.843816667,0.276026354,-8025128.89,-133005.332,-127748.271,276.03,8025128.89,260753.60,,,
0.844483333,0.276351653,-8031469.22,-133110.396,-127849.218,276.35,8031469.22,260959.61,,,
0.84515,0.276677228,-8037809.56,-133215.46,-127950.165,276.68,8037809.56,261165.63,,,
0.845816667,0.27700308,-8044149.9,-133320.523,-128051.112,277.00,8044149.90,261371.64,,,
0.846483333,0.277329208,-8050490.24,-133425.587,-128152.06,277.33,8050490.24,261577.65,,,
0.84715,0.277655613,-8056830.57,-133530.651,-128253.007,277.66,8056830.57,261783.66,,,
0.847816667,0.277982295,-8063170.91,-133635.715,-128353.954,277.98,8063170.91,261989.67,,,
0.848483333,0.278309255,-8069511.25,-133740.779,-128454.902,278.31,8069511.25,262195.68,,,
0.84915,0.278636494,-8075851.58,-133845.842,-128555.849,278.64,8075851.58,262401.69,,,
0.849816667,0.278964012,-8082191.92,-133950.906,-128656.796,278.96,8082191.92,262607.70,,,
0.850483333,0.279291808,-8088532.26,-134055.97,-128757.744,279.29,8088532.26,262813.71,,,
0.85115,0.279619885,-8094872.59,-134161.034,-128858.691,279.62,8094872.59,263019.73,,,
0.851816667,0.279948241,-8101212.93,-134266.097,-128959.639,279.95,8101212.93,263225.74,,,
0.852483333,0.280276879,-8107553.27,-134371.161,-129060.586,280.28,8107553.27,263431.75,,,
0.85315,0.280605797,-8113893.61,-134476.225,-129161.533,280.61,8113893.61,263637.76,,,
0.853816667,0.280934996,-8120233.94,-134581.289,-129262.481,280.93,8120233.94,263843.77,,,
0.854483333,0.281264478,-8126574.28,-134686.352,-129363.428,281.26,8126574.28,264049.78,,,
0.85515,0.281594242,-8132914.62,-134791.416,-129464.376,281.59,8132914.62,264255.79,,,
0.855816667,0.281924289,-8139254.95,-134896.48,-129565.323,281.92,8139254.95,264461.80,,,
0.856483333,0.282254619,-8145595.29,-135001.543,-129666.271,282.25,8145595.29,264667.81,,,
0.85715,0.282585233,-8151935.63,-135106.607,-129767.218,282.59,8151935.63,264873.83,,,
0.857816667,0.28291613,-8158275.96,-135211.671,-129868.165,282.92,8158275.96,265079.84,,,
0.858483333,0.283247313,-8164616.3,-135316.734,-129969.113,283.25,8164616.30,265285.85,,,
0.85915,0.283578781,-8170956.64,-135421.798,-130070.06,283.58,8170956.64,265491.86,,,
0.859816667,0.283910534,-8177296.97,-135526.862,-130171.008,283.91,8177296.97,265697.87,,,
0.860483333,0.284242573,-8183637.31,-135631.925,-130271.955,284.24,8183637.31,265903.88,,,
0.86115,0.284574899,-8189977.65,-135736.989,-130372.903,284.57,8189977.65,266109.89,,,
0.861816667,0.284907511,-8196317.98,-135842.052,-130473.851,284.91,8196317.98,266315.90,,,
0.862483333,0.285240411,-8202658.32,-135947.116,-130574.798,285.24,8202658.32,266521.91,,,
0.86315,0.285573599,-8208998.66,-136052.179,-130675.746,285.57,8208998.66,266727.93,,,
0.863816667,0.285907075,-8215338.99,-136157.243,-130776.693,285.91,8215338.99,266933.94,,,
0.864483333,0.28624084,-8221679.33,-136262.306,-130877.641,286.24,8221679.33,267139.95,,,
0.86515,0.286574894,-8228019.66,-136367.37,-130978.588,286.57,8228019.66,267345.96,,,
0.865816667,0.286909238,-8234360,-136472.433,-131079.536,286.91,8234360.00,267551.97,,,
0.866483333,0.287243872,-8240700.34,-136577.497,-131180.484,287.24,8240700.34,267757.98,,,
0.86715,0.287578797,-8247040.67,-136682.56,-131281.431,287.58,8247040.67,267963.99,,,
0.867816667,0.287914012,-8253381.01,-136787.624,-131382.379,287.91,8253381.01,268170.00,,,
0.868483333,0.28824952,-8259721.35,-136892.687,-131483.327,288.25,8259721.35,268376.01,,,
0.86915,0.288585319,-8266061.68,-136997.751,-131584.274,288.59,8266061.68,268582.03,,,
0.869816667,0.288921411,-8272402.02,-137102.814,-131685.222,288.92,8272402.02,268788.04,,,
0.870483333,0.289257796,-8278742.36,-137207.878,-131786.17,289.26,8278742.36,268994.05,,,
0.87115,0.289594474,-8285082.69,-137312.941,-131887.117,289.59,8285082.69,269200.06,,,
0.871816667,0.289931447,-8291423.03,-137418.005,-131988.065,289.93,8291423.03,269406.07,,,
0.872483333,0.290268714,-8297763.37,-137523.068,-132089.013,290.27,8297763.37,269612.08,,,
0.87315,0.290606275,-8304103.7,-137628.131,-132189.96,290.61,8304103.70,269818.09,,,
0.873816667,0.290944132,-8310444.04,-137733.195,-132290.908,290.94,8310444.04,270024.10,,,
0.874483333,0.291282285,-8316784.37,-137838.258,-132391.856,291.28,8316784.37,270230.11,,,
0.87515,0.291620735,-8323124.71,-137943.322,-132492.804,291.62,8323124.71,270436.13,,,
0.875816667,0.291959481,-8329465.05,-138048.385,-132593.751,291.96,8329465.05,270642.14,,,
0.876483333,0.292298524,-8335805.38,-138153.448,-132694.699,292.30,8335805.38,270848.15,,,
0.87715,0.292637866,-8342145.72,-138258.512,-132795.647,292.64,8342145.72,271054.16,,,
0.877816667,0.292977505,-8348486.05,-138363.575,-132896.595,292.98,8348486.05,271260.17,,,
0.878483333,0.293317444,-8354826.39,-138468.638,-132997.542,293.32,8354826.39,271466.18,,,
0.87915,0.293657681,-8361166.73,-138573.701,-133098.49,293.66,8361166.73,271672.19,,,
0.879816667,0.293998219,-8367507.06,-138678.765,-133199.438,294.00,8367507.06,271878.20,,,
0.880483333,0.294339057,-8373847.4,-138783.828,-133300.386,294.34,8373847.40,272084.21,,,
0.88115,0.294680195,-8380187.74,-138888.891,-133401.334,294.68,8380187.74,272290.23,,,
0.881816667,0.295021635,-8386528.07,-138993.954,-133502.282,295.02,8386528.07,272496.24,,,
0.882483333,0.295363376,-8392868.41,-139099.018,-133603.23,295.36,8392868.41,272702.25,,,
0.88315,0.29570542,-8399208.74,-139204.081,-133704.177,295.71,8399208.74,272908.26,,,
0.883816667,0.296047767,-8405549.08,-139309.144,-133805.125,296.05,8405549.08,273114.27,,,
0.884483333,0.296390416,-8411889.42,-139414.207,-133906.073,296.39,8411889.42,273320.28,,,
0.88515,0.29673337,-8418229.75,-139519.271,-134007.021,296.73,8418229.75,273526.29,,,
0.885816667,0.297076627,-8424570.09,-139624.334,-134107.969,297.08,8424570.09,273732.30,,,
0.886483333,0.29742019,-8430910.42,-139729.397,-134208.917,297.42,8430910.42,273938.31,,,
0.88715,0.297764058,-8437250.76,-139834.46,-134309.865,297.76,8437250.76,274144.33,,,
0.887816667,0.298108231,-8443591.09,-139939.523,-134410.813,298.11,8443591.09,274350.34,,,
0.888483333,0.298452711,-8449931.43,-140044.586,-134511.761,298.45,8449931.43,274556.35,,,
0.88915,0.298797497,-8456271.77,-140149.65,-134612.709,298.80,8456271.77,274762.36,,,
0.889816667,0.299142591,-8462612.1,-140254.713,-134713.657,299.14,8462612.10,274968.37,,,
0.890483333,0.299487993,-8468952.44,-140359.776,-134814.605,299.49,8468952.44,275174.38,,,
0.89115,0.299833703,-8475292.77,-140464.839,-134915.553,299.83,8475292.77,275380.39,,,
0.891816667,0.300179722,-8481633.11,-140569.902,-135016.501,300.18,8481633.11,275586.40,,,
0.892483333,0.30052605,-8487973.44,-140674.965,-135117.449,300.53,8487973.44,275792.41,,,
0.89315,0.300872688,-8494313.78,-140780.028,-135218.397,300.87,8494313.78,275998.43,,,
0.893816667,0.301219636,-8500654.12,-140885.091,-135319.345,301.22,8500654.12,276204.44,,,
0.894483333,0.301566895,-8506994.45,-140990.154,-135420.293,301.57,8506994.45,276410.45,,,
0.89515,0.301914466,-8513334.79,-141095.217,-135521.241,301.91,8513334.79,276616.46,,,
0.895816667,0.302262349,-8519675.12,-141200.28,-135622.189,302.26,8519675.12,276822.47,,,
0.896483333,0.302610544,-8526015.46,-141305.343,-135723.137,302.61,8526015.46,277028.48,,,
0.89715,0.302959052,-8532355.79,-141410.406,-135824.085,302.96,8532355.79,277234.49,,,
0.897816667,0.303307873,-8538696.13,-141515.469,-135925.033,303.31,8538696.13,277440.50,,,
0.898483333,0.303657009,-8545036.46,-141620.532,-136025.981,303.66,8545036.46,277646.51,,,
0.89915,0.304006459,-8551376.8,-141725.595,-136126.929,304.01,8551376.80,277852.52,,,
0.899816667,0.304356224,-8557717.14,-141830.658,-136227.877,304.36,8557717.14,278058.54,,,
0.900483333,0.304706305,-8564057.47,-141935.721,-136328.826,304.71,8564057.47,278264.55,,,
0.90115,0.305056702,-8570397.81,-142040.784,-136429.774,305.06,8570397.81,278470.56,,,
0.901816667,0.305407416,-8576738.14,-142145.847,-136530.722,305.41,8576738.14,278676.57,,,
0.902483333,0.305758447,-8583078.48,-142250.91,-136631.67,305.76,8583078.48,278882.58,,,
0.90315,0.306109795,-8589418.81,-142355.973,-136732.618,306.11,8589418.81,279088.59,,,
0.903816667,0.306461462,-8595759.15,-142461.036,-136833.566,306.46,8595759.15,279294.60,,,
0.904483333,0.306813448,-8602099.48,-142566.099,-136934.515,306.81,8602099.48,279500.61,,,
0.90515,0.307165753,-8608439.82,-142671.161,-137035.463,307.17,8608439.82,279706.62,,,
0.905816667,0.307518378,-8614780.15,-142776.224,-137136.411,307.52,8614780.15,279912.64,,,
0.906483333,0.307871324,-8621120.49,-142881.287,-137237.359,307.87,8621120.49,280118.65,,,
0.90715,0.30822459,-8627460.82,-142986.35,-137338.308,308.22,8627460.82,280324.66,,,
0.907816667,0.308578179,-8633801.16,-143091.413,-137439.256,308.58,8633801.16,280530.67,,,
0.908483333,0.308932089,-8640141.49,-143196.476,-137540.204,308.93,8640141.49,280736.68,,,
0.90915,0.309286322,-8646481.83,-143301.538,-137641.152,309.29,8646481.83,280942.69,,,
0.909816667,0.309640878,-8652822.16,-143406.601,-137742.101,309.64,8652822.16,281148.70,,,
0.910483333,0.309995757,-8659162.5,-143511.664,-137843.049,310.00,8659162.50,281354.71,,,
0.91115,0.310350961,-8665502.83,-143616.727,-137943.997,310.35,8665502.83,281560.72,,,
0.911816667,0.31070649,-8671843.17,-143721.79,-138044.945,310.71,8671843.17,281766.74,,,
0.912483333,0.311062345,-8678183.51,-143826.852,-138145.894,311.06,8678183.51,281972.75,,,
0.91315,0.311418525,-8684523.84,-143931.915,-138246.842,311.42,8684523.84,282178.76,,,
