TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Looad,,,
2.00E-04,4.37E-05,-1901.88378,-31.8053332,-29.9911346,0.04,1901.88,61.80,,,
4.00E-04,8.56E-05,-3804.20661,-63.583512,-60.0232856,0.09,3804.21,123.61,,,
7.00E-04,1.47E-04,-6657.36156,-111.194063,-105.117833,0.15,6657.36,216.31,,,
1.15E-03,2.40E-04,-10937.094,-182.522628,-172.846916,0.24,10937.09,355.37,,,
1.82E-03,3.78E-04,-17277.4383,-288.062683,-273.318189,0.38,17277.44,561.38,,,
2.48E-03,5.20E-04,-23617.7827,-393.500251,-373.89195,0.52,23617.78,767.39,,,
3.15E-03,6.63E-04,-29958.127,-498.871215,-474.532316,0.66,29958.13,973.40,,,
3.82E-03,8.09E-04,-36298.4714,-604.196611,-575.218249,0.81,36298.47,1179.41,,,
4.48E-03,9.55E-04,-42638.8157,-709.489475,-675.936715,0.95,42638.82,1385.43,,,
5.15E-03,1.10E-03,-48979.1534,-814.758156,-776.679244,1.10,48979.15,1591.44,,,
5.82E-03,1.25E-03,-55319.4968,-920.008567,-877.440149,1.25,55319.50,1797.45,,,
6.48E-03,1.40E-03,-61659.8403,-1025.24454,-978.215491,1.40,61659.84,2003.46,,,
7.15E-03,1.55E-03,-68000.1838,-1130.46891,-1079.00243,1.55,68000.18,2209.47,,,
7.82E-03,1.70E-03,-74340.5272,-1235.68377,-1179.7989,1.70,74340.53,2415.48,,,
8.48E-03,1.85E-03,-80680.8707,-1340.89066,-1280.60332,1.85,80680.87,2621.49,,,
9.15E-03,2.00E-03,-87021.2141,-1446.09079,-1381.41451,2.00,87021.21,2827.51,,,
9.82E-03,2.15E-03,-93361.5576,-1551.28509,-1482.23152,2.15,93361.56,3033.52,,,
1.05E-02,2.30E-03,-99701.9011,-1656.47429,-1583.05363,2.30,99701.90,3239.53,,,
1.12E-02,2.45E-03,-106042.245,-1761.65899,-1683.88024,2.45,106042.25,3445.54,,,
1.18E-02,2.60E-03,-112382.588,-1866.83968,-1784.71087,2.60,112382.59,3651.55,,,
1.25E-02,2.75E-03,-118722.931,-1972.01676,-1885.54511,2.75,118722.93,3857.56,,,
1.32E-02,2.90E-03,-125063.275,-2077.19056,-1986.38262,2.90,125063.28,4063.57,,,
1.38E-02,3.05E-03,-131403.618,-2182.36137,-2087.22313,3.05,131403.62,4269.58,,,
1.45E-02,3.20E-03,-137743.962,-2287.52943,-2188.06638,3.20,137743.96,4475.60,,,
1.52E-02,3.36E-03,-144084.305,-2392.69495,-2288.91217,3.36,144084.31,4681.61,,,
1.58E-02,3.51E-03,-150424.649,-2497.85813,-2389.76031,3.51,150424.65,4887.62,,,
1.65E-02,3.66E-03,-156764.992,-2603.01911,-2490.61064,3.66,156764.99,5093.63,,,
1.72E-02,3.81E-03,-163105.336,-2708.17804,-2591.46302,3.81,163105.34,5299.64,,,
1.78E-02,3.96E-03,-169445.679,-2813.33504,-2692.31733,3.96,169445.68,5505.65,,,
1.85E-02,4.12E-03,-175786.023,-2918.49023,-2793.17345,4.12,175786.02,5711.66,,,
1.92E-02,4.27E-03,-182126.366,-3023.64372,-2894.03129,4.27,182126.37,5917.68,,,
1.98E-02,4.42E-03,-188466.709,-3128.79558,-2994.89074,4.42,188466.71,6123.69,,,
2.05E-02,4.57E-03,-194807.053,-3233.94591,-3095.75172,4.57,194807.05,6329.70,,,
2.12E-02,4.72E-03,-201147.396,-3339.09477,-3196.61417,4.72,201147.40,6535.71,,,
2.18E-02,4.88E-03,-207487.74,-3444.24225,-3297.47801,4.88,207487.74,6741.72,,,
2.25E-02,5.03E-03,-213828.083,-3549.3884,-3398.34317,5.03,213828.08,6947.73,,,
2.32E-02,5.18E-03,-220168.427,-3654.53328,-3499.2096,5.18,220168.43,7153.74,,,
2.38E-02,5.34E-03,-226508.77,-3759.67695,-3600.07725,5.34,226508.77,7359.75,,,
2.45E-02,5.49E-03,-232849.114,-3864.81945,-3700.94606,5.49,232849.11,7565.77,,,
2.52E-02,5.64E-03,-239189.457,-3969.96083,-3801.81599,5.64,239189.46,7771.78,,,
2.58E-02,5.80E-03,-245529.8,-4075.10115,-3902.68699,5.80,245529.80,7977.79,,,
2.65E-02,5.95E-03,-251870.144,-4180.24043,-4003.55902,5.95,251870.14,8183.80,,,
2.72E-02,6.10E-03,-258210.487,-4285.37871,-4104.43205,6.10,258210.49,8389.81,,,
2.78E-02,6.26E-03,-264550.831,-4390.51604,-4205.30604,6.26,264550.83,8595.82,,,
2.85E-02,6.41E-03,-270891.174,-4495.65244,-4306.18095,6.41,270891.17,8801.83,,,
2.92E-02,6.56E-03,-277231.518,-4600.78794,-4407.05676,6.56,277231.52,9007.84,,,
2.98E-02,6.72E-03,-283571.861,-4705.92258,-4507.93343,6.72,283571.86,9213.86,,,
3.05E-02,6.87E-03,-289912.204,-4811.05639,-4608.81094,6.87,289912.20,9419.87,,,
3.12E-02,7.02E-03,-296252.548,-4916.18938,-4709.68926,7.02,296252.55,9625.88,,,
3.18E-02,7.18E-03,-302592.891,-5021.32159,-4810.56836,7.18,302592.89,9831.89,,,
3.25E-02,7.33E-03,-308933.235,-5126.45303,-4911.44823,7.33,308933.24,10037.90,,,
3.32E-02,7.49E-03,-315273.578,-5231.58374,-5012.32884,7.49,315273.58,10243.91,,,
3.38E-02,7.64E-03,-321613.921,-5336.71373,-5113.21016,7.64,321613.92,10449.92,,,
3.45E-02,7.79E-03,-327954.265,-5441.84302,-5214.09218,7.79,327954.27,10655.94,,,
3.52E-02,7.95E-03,-334294.608,-5546.97164,-5314.97488,7.95,334294.61,10861.95,,,
3.58E-02,8.10E-03,-340634.952,-5652.09959,-5415.85824,8.10,340634.95,11067.96,,,
3.65E-02,8.26E-03,-346975.295,-5757.2269,-5516.74224,8.26,346975.30,11273.97,,,
3.72E-02,8.41E-03,-353315.639,-5862.35359,-5617.62686,8.41,353315.64,11479.98,,,
3.78E-02,8.57E-03,-359655.982,-5967.47967,-5718.5121,8.57,359655.98,11685.99,,,
3.85E-02,8.72E-03,-365996.325,-6072.60515,-5819.39792,8.72,365996.33,11892.00,,,
3.92E-02,8.88E-03,-372336.669,-6177.73006,-5920.28433,8.88,372336.67,12098.01,,,
3.98E-02,9.03E-03,-378677.012,-6282.8544,-6021.1713,9.03,378677.01,12304.03,,,
4.05E-02,9.19E-03,-385017.356,-6387.97818,-6122.05883,9.19,385017.36,12510.04,,,
4.12E-02,9.34E-03,-391357.699,-6493.10143,-6222.94689,9.34,391357.70,12716.05,,,
4.18E-02,9.50E-03,-397698.042,-6598.22416,-6323.83548,9.50,397698.04,12922.06,,,
4.25E-02,9.65E-03,-404038.386,-6703.34637,-6424.72458,9.65,404038.39,13128.07,,,
4.32E-02,9.81E-03,-410378.729,-6808.46807,-6525.61419,9.81,410378.73,13334.08,,,
4.38E-02,9.96E-03,-416719.073,-6913.58929,-6626.50429,9.96,416719.07,13540.09,,418224.9266,13589.02198
4.45E-02,1.01E-02,-423059.416,-7018.71002,-6727.39486,10.12,423059.42,13746.10,,,
4.52E-02,1.03E-02,-429399.759,-7123.83028,-6828.28591,10.27,429399.76,13952.12,,,
4.58E-02,1.04E-02,-435740.103,-7228.95009,-6929.17742,10.43,435740.10,14158.13,,,
4.65E-02,1.06E-02,-442080.446,-7334.06944,-7030.06938,10.59,442080.45,14364.14,,,
4.72E-02,1.07E-02,-448420.79,-7439.18835,-7130.96179,10.74,448420.79,14570.15,,,
4.78E-02,1.09E-02,-454761.133,-7544.30682,-7231.85462,10.90,454761.13,14776.16,,,
4.85E-02,1.11E-02,-461101.476,-7649.42487,-7332.74788,11.05,461101.48,14982.17,,,
4.92E-02,1.12E-02,-467441.82,-7754.54251,-7433.64156,11.21,467441.82,15188.18,,,
4.98E-02,1.14E-02,-473782.163,-7859.65973,-7534.53565,11.36,473782.16,15394.20,,,
5.05E-02,1.15E-02,-480122.507,-7964.77656,-7635.43013,11.52,480122.51,15600.21,,,
5.12E-02,1.17E-02,-486462.85,-8069.89299,-7736.32501,11.68,486462.85,15806.22,,,
5.18E-02,1.18E-02,-492803.193,-8175.00903,-7837.22028,11.83,492803.19,16012.23,,,
5.25E-02,1.20E-02,-499143.537,-8280.1247,-7938.11592,11.99,499143.54,16218.24,,,
5.32E-02,1.21E-02,-505483.88,-8385.23999,-8039.01194,12.15,505483.88,16424.25,,,
5.38E-02,1.23E-02,-511824.223,-8490.35492,-8139.90832,12.30,511824.22,16630.26,,,
5.45E-02,1.25E-02,-518164.567,-8595.46949,-8240.80506,12.46,518164.57,16836.27,,,
5.52E-02,1.26E-02,-524504.91,-8700.58371,-8341.70216,12.62,524504.91,17042.29,,,
5.58E-02,1.28E-02,-530845.254,-8805.69758,-8442.5996,12.77,530845.25,17248.30,,,
5.65E-02,1.29E-02,-537185.597,-8910.81111,-8543.49738,12.93,537185.60,17454.31,,,
5.72E-02,1.31E-02,-543525.94,-9015.9243,-8644.3955,13.09,543525.94,17660.32,,,
5.78E-02,1.32E-02,-549866.284,-9121.03717,-8745.29395,13.24,549866.28,17866.33,,,
5.85E-02,1.34E-02,-556206.627,-9226.14971,-8846.19272,13.40,556206.63,18072.34,,,
5.92E-02,1.36E-02,-562546.97,-9331.26193,-8947.09181,13.56,562546.97,18278.35,,,
5.98E-02,1.37E-02,-568887.314,-9436.37383,-9047.99121,13.71,568887.31,18484.37,,,
6.05E-02,1.39E-02,-575227.657,-9541.48543,-9148.89093,13.87,575227.66,18690.38,,,
6.12E-02,1.40E-02,-581568.001,-9646.59672,-9249.79095,14.03,581568.00,18896.39,,,
6.18E-02,1.42E-02,-587908.344,-9751.70771,-9350.69127,14.19,587908.34,19102.40,,,
6.25E-02,1.43E-02,-594248.687,-9856.81841,-9451.59188,14.34,594248.69,19308.41,,,
6.32E-02,1.45E-02,-600589.031,-9961.92882,-9552.49278,14.50,600589.03,19514.42,,,
6.38E-02,1.47E-02,-606929.374,-10067.0389,-9653.39397,14.66,606929.37,19720.43,,,
6.45E-02,1.48E-02,-613269.717,-10172.1488,-9754.29545,14.82,613269.72,19926.44,,,
6.52E-02,1.50E-02,-619610.061,-10277.2583,-9855.1972,14.97,619610.06,20132.46,,,
6.58E-02,1.51E-02,-625950.404,-10382.3676,-9956.09923,15.13,625950.40,20338.47,,,
6.65E-02,1.53E-02,-632290.747,-10487.4766,-10057.0015,15.29,632290.75,20544.48,,,
6.72E-02,1.54E-02,-638631.091,-10592.5854,-10157.9041,15.45,638631.09,20750.49,,,
6.78E-02,1.56E-02,-644971.434,-10697.6939,-10258.8069,15.61,644971.43,20956.50,,,
6.85E-02,1.58E-02,-651311.778,-10802.8021,-10359.71,15.76,651311.78,21162.51,,,
6.92E-02,1.59E-02,-657652.121,-10907.9101,-10460.6133,15.92,657652.12,21368.52,,,
6.98E-02,1.61E-02,-663992.464,-11013.0178,-10561.5169,16.08,663992.46,21574.53,,,
7.05E-02,1.62E-02,-670332.808,-11118.1252,-10662.4208,16.24,670332.81,21780.55,,,
7.12E-02,1.64E-02,-676673.151,-11223.2325,-10763.3249,16.40,676673.15,21986.56,,,
7.18E-02,1.66E-02,-683013.494,-11328.3395,-10864.2292,16.56,683013.49,22192.57,,,
7.25E-02,1.67E-02,-689353.838,-11433.4462,-10965.1337,16.72,689353.84,22398.58,,,
7.32E-02,1.69E-02,-695694.181,-11538.5527,-11066.0386,16.87,695694.18,22604.59,,,
7.38E-02,1.70E-02,-702034.524,-11643.659,-11166.9436,17.03,702034.52,22810.60,,,
7.45E-02,1.72E-02,-708374.868,-11748.765,-11267.8489,17.19,708374.87,23016.61,,,
7.52E-02,1.74E-02,-714715.211,-11853.8708,-11368.7544,17.35,714715.21,23222.63,,,
7.58E-02,1.75E-02,-721055.554,-11958.9764,-11469.6601,17.51,721055.55,23428.64,,,
7.65E-02,1.77E-02,-727395.898,-12064.0818,-11570.566,17.67,727395.90,23634.65,,,
7.72E-02,1.78E-02,-733736.241,-12169.1869,-11671.4722,17.83,733736.24,23840.66,,,
7.78E-02,1.80E-02,-740076.584,-12274.2919,-11772.3785,17.99,740076.58,24046.67,,,
7.85E-02,1.81E-02,-746416.928,-12379.3966,-11873.2851,18.15,746416.93,24252.68,,,
7.92E-02,1.83E-02,-752757.271,-12484.5011,-11974.1919,18.31,752757.27,24458.69,,,
7.98E-02,1.85E-02,-759097.614,-12589.6054,-12075.0989,18.46,759097.61,24664.70,,,
8.05E-02,1.86E-02,-765437.958,-12694.7095,-12176.0062,18.62,765437.96,24870.72,,,
8.12E-02,1.88E-02,-771778.301,-12799.8134,-12276.9136,18.78,771778.30,25076.73,,,
8.18E-02,1.89E-02,-778118.644,-12904.9171,-12377.8212,18.94,778118.64,25282.74,,,
8.25E-02,1.91E-02,-784458.988,-13010.0206,-12478.729,19.10,784458.99,25488.75,,,
8.32E-02,1.93E-02,-790799.331,-13115.1239,-12579.637,19.26,790799.33,25694.76,,,
8.38E-02,1.94E-02,-797139.674,-13220.227,-12680.5453,19.42,797139.67,25900.77,,,
8.45E-02,1.96E-02,-803480.018,-13325.3299,-12781.4537,19.58,803480.02,26106.78,,,
8.52E-02,1.97E-02,-809820.361,-13430.4326,-12882.3623,19.74,809820.36,26312.79,,,
8.58E-02,1.99E-02,-816160.704,-13535.5351,-12983.271,19.90,816160.70,26518.81,,,
8.65E-02,2.01E-02,-822501.048,-13640.6374,-13084.18,20.06,822501.05,26724.82,,,
8.72E-02,2.02E-02,-828841.391,-13745.7396,-13185.0892,20.22,828841.39,26930.83,,,
8.78E-02,2.04E-02,-835181.734,-13850.8416,-13285.9985,20.38,835181.73,27136.84,,,
8.85E-02,2.05E-02,-841522.077,-13955.9434,-13386.908,20.54,841522.08,27342.85,,,
8.92E-02,2.07E-02,-847862.421,-14061.045,-13487.8177,20.71,847862.42,27548.86,,,
8.98E-02,2.09E-02,-854202.764,-14166.1464,-13588.7276,20.87,854202.76,27754.87,,,
9.05E-02,2.10E-02,-860543.107,-14271.2477,-13689.6376,21.03,860543.11,27960.89,,,
9.12E-02,2.12E-02,-866883.451,-14376.3487,-13790.5479,21.19,866883.45,28166.90,,,
9.18E-02,2.13E-02,-873223.794,-14481.4497,-13891.4583,21.35,873223.79,28372.91,,,
9.25E-02,2.15E-02,-879564.137,-14586.5504,-13992.3688,21.51,879564.14,28578.92,,,
9.32E-02,2.17E-02,-885904.481,-14691.651,-14093.2796,21.67,885904.48,28784.93,,,
9.38E-02,2.18E-02,-892244.824,-14796.7514,-14194.1904,21.83,892244.82,28990.94,,,
9.45E-02,2.20E-02,-898585.167,-14901.8516,-14295.1015,21.99,898585.17,29196.95,,,
9.52E-02,2.22E-02,-904925.511,-15006.9517,-14396.0127,22.15,904925.51,29402.96,,,
9.58E-02,2.23E-02,-911265.854,-15112.0516,-14496.9241,22.31,911265.85,29608.98,,,
9.65E-02,2.25E-02,-917606.197,-15217.1514,-14597.8357,22.48,917606.20,29814.99,,,
9.72E-02,2.26E-02,-923946.54,-15322.251,-14698.7474,22.64,923946.54,30021.00,,,
9.78E-02,2.28E-02,-930286.884,-15427.3504,-14799.6592,22.80,930286.88,30227.01,,,
9.85E-02,2.30E-02,-936627.227,-15532.4497,-14900.5713,22.96,936627.23,30433.02,,,
9.92E-02,2.31E-02,-942967.57,-15637.5489,-15001.4834,23.12,942967.57,30639.03,,,
9.98E-02,2.33E-02,-949307.914,-15742.6479,-15102.3958,23.28,949307.91,30845.04,,,
0.100483333,2.34E-02,-955648.257,-15847.7467,-15203.3082,23.45,955648.26,31051.05,,,
0.10115,2.36E-02,-961988.6,-15952.8454,-15304.2209,23.61,961988.60,31257.07,,,
0.101816667,2.38E-02,-968328.943,-16057.9439,-15405.1336,23.77,968328.94,31463.08,,,
0.102483333,2.39E-02,-974669.287,-16163.0423,-15506.0466,23.93,974669.29,31669.09,,,
0.10315,2.41E-02,-981009.63,-16268.1405,-15606.9596,24.09,981009.63,31875.10,,,
0.103816667,2.43E-02,-987349.973,-16373.2386,-15707.8728,24.26,987349.97,32081.11,,,
0.104483333,2.44E-02,-993690.317,-16478.3366,-15808.7862,24.42,993690.32,32287.12,,,
0.10515,2.46E-02,-1000030.66,-16583.4344,-15909.6997,24.58,1000030.66,32493.13,,,
0.105816667,2.47E-02,-1006371,-16688.532,-16010.6133,24.74,1006371.00,32699.15,,,
0.106483333,2.49E-02,-1012711.35,-16793.6296,-16111.5271,24.91,1012711.35,32905.16,,,
0.10715,2.51E-02,-1019051.69,-16898.727,-16212.441,25.07,1019051.69,33111.17,,,
0.107816667,2.52E-02,-1025392.03,-17003.8242,-16313.3551,25.23,1025392.03,33317.18,,,
0.108483333,2.54E-02,-1031732.38,-17108.9213,-16414.2693,25.39,1031732.38,33523.19,,,
0.10915,2.56E-02,-1038072.72,-17214.0183,-16515.1836,25.56,1038072.72,33729.20,,,
0.109816667,2.57E-02,-1044413.06,-17319.1152,-16616.0981,25.72,1044413.06,33935.21,,,
0.110483333,2.59E-02,-1050753.41,-17424.2119,-16717.0127,25.88,1050753.41,34141.22,,,
0.11115,2.60E-02,-1057093.75,-17529.3085,-16817.9274,26.05,1057093.75,34347.24,,,
0.111816667,2.62E-02,-1063434.09,-17634.4049,-16918.8422,26.21,1063434.09,34553.25,,,
0.112483333,2.64E-02,-1069774.44,-17739.5012,-17019.7572,26.37,1069774.44,34759.26,,,
0.11315,2.65E-02,-1076114.78,-17844.5974,-17120.6723,26.54,1076114.78,34965.27,,,
0.113816667,2.67E-02,-1082455.12,-17949.6935,-17221.5876,26.70,1082455.12,35171.28,,,
0.114483333,2.69E-02,-1088795.47,-18054.7894,-17322.5029,26.86,1088795.47,35377.29,,,
0.11515,2.70E-02,-1095135.81,-18159.8853,-17423.4184,27.03,1095135.81,35583.30,,,
0.115816667,2.72E-02,-1101476.15,-18264.981,-17524.334,27.19,1101476.15,35789.32,,,
0.116483333,2.74E-02,-1107816.5,-18370.0765,-17625.2498,27.35,1107816.50,35995.33,,,
0.11715,2.75E-02,-1114156.84,-18475.172,-17726.1656,27.52,1114156.84,36201.34,,,
0.117816667,2.77E-02,-1120497.18,-18580.2673,-17827.0816,27.68,1120497.18,36407.35,,,
0.118483333,2.78E-02,-1126837.53,-18685.3625,-17927.9977,27.85,1126837.53,36613.36,,,
0.11915,2.80E-02,-1133177.87,-18790.4576,-18028.9139,28.01,1133177.87,36819.37,,,
0.119816667,2.82E-02,-1139518.21,-18895.5526,-18129.8303,28.17,1139518.21,37025.38,,,
0.120483333,2.83E-02,-1145858.55,-19000.6474,-18230.7467,28.34,1145858.55,37231.39,,,
0.12115,2.85E-02,-1152198.9,-19105.7421,-18331.6633,28.50,1152198.90,37437.41,,,
0.121816667,2.87E-02,-1158539.24,-19210.8368,-18432.58,28.67,1158539.24,37643.42,,,
0.122483333,2.88E-02,-1164879.58,-19315.9313,-18533.4968,28.83,1164879.58,37849.43,,,
0.12315,2.90E-02,-1171219.93,-19421.0256,-18634.4137,29.00,1171219.93,38055.44,,,
0.123816667,2.92E-02,-1177560.27,-19526.1199,-18735.3308,29.16,1177560.27,38261.45,,,
0.124483333,2.93E-02,-1183900.61,-19631.2141,-18836.2479,29.32,1183900.61,38467.46,,,
0.12515,2.95E-02,-1190240.96,-19736.3081,-18937.1652,29.49,1190240.96,38673.47,,,
0.125816667,2.97E-02,-1196581.3,-19841.4021,-19038.0825,29.65,1196581.30,38879.48,,,
0.126483333,2.98E-02,-1202921.64,-19946.4959,-19139,29.82,1202921.64,39085.50,,,
0.12715,3.00E-02,-1209261.99,-20051.5896,-19239.9176,29.98,1209261.99,39291.51,,,
0.127816667,3.01E-02,-1215602.33,-20156.6832,-19340.8353,30.15,1215602.33,39497.52,,,
0.128483333,3.03E-02,-1221942.67,-20261.7767,-19441.7531,30.31,1221942.67,39703.53,,,
0.12915,3.05E-02,-1228283.02,-20366.8701,-19542.671,30.48,1228283.02,39909.54,,,
0.129816667,3.06E-02,-1234623.36,-20471.9634,-19643.589,30.65,1234623.36,40115.55,,,
0.130483333,3.08E-02,-1240963.7,-20577.0566,-19744.5072,30.81,1240963.70,40321.56,,,
0.13115,3.10E-02,-1247304.05,-20682.1497,-19845.4254,30.98,1247304.05,40527.58,,,
0.131816667,3.11E-02,-1253644.39,-20787.2426,-19946.3437,31.14,1253644.39,40733.59,,,
0.132483333,3.13E-02,-1259984.73,-20892.3355,-20047.2622,31.31,1259984.73,40939.60,,,
0.13315,3.15E-02,-1266325.08,-20997.4283,-20148.1807,31.47,1266325.08,41145.61,,,
0.133816667,3.16E-02,-1272665.42,-21102.5209,-20249.0993,31.64,1272665.42,41351.62,,,
0.134483333,3.18E-02,-1279005.76,-21207.6135,-20350.0181,31.80,1279005.76,41557.63,,,
0.13515,3.20E-02,-1285346.11,-21312.706,-20450.9369,31.97,1285346.11,41763.64,,,
0.135816667,3.21E-02,-1291686.45,-21417.7983,-20551.8559,32.14,1291686.45,41969.65,,,
0.136483333,3.23E-02,-1298026.79,-21522.8906,-20652.7749,32.30,1298026.79,42175.67,,,
0.13715,3.25E-02,-1304367.14,-21627.9828,-20753.694,32.47,1304367.14,42381.68,,,
0.137816667,3.26E-02,-1310707.48,-21733.0748,-20854.6133,32.64,1310707.48,42587.69,,,
0.138483333,3.28E-02,-1317047.82,-21838.1668,-20955.5326,32.80,1317047.82,42793.70,,,
0.13915,3.30E-02,-1323388.16,-21943.2587,-21056.452,32.97,1323388.16,42999.71,,,
0.139816667,3.31E-02,-1329728.51,-22048.3505,-21157.3716,33.13,1329728.51,43205.72,,,
0.140483333,3.33E-02,-1336068.85,-22153.4421,-21258.2912,33.30,1336068.85,43411.73,,,
0.14115,3.35E-02,-1342409.19,-22258.5337,-21359.2109,33.47,1342409.19,43617.74,,,
0.141816667,3.36E-02,-1348749.54,-22363.6252,-21460.1307,33.63,1348749.54,43823.76,,,
0.142483333,3.38E-02,-1355089.88,-22468.7166,-21561.0506,33.80,1355089.88,44029.77,,,
0.14315,3.40E-02,-1361430.22,-22573.8079,-21661.9706,33.97,1361430.22,44235.78,,,
0.143816667,3.41E-02,-1367770.57,-22678.8991,-21762.8907,34.14,1367770.57,44441.79,,,
0.144483333,3.43E-02,-1374110.91,-22783.9903,-21863.8109,34.30,1374110.91,44647.80,,,
0.14515,3.45E-02,-1380451.25,-22889.0813,-21964.7312,34.47,1380451.25,44853.81,,,
0.145816667,3.46E-02,-1386791.6,-22994.1722,-22065.6515,34.64,1386791.60,45059.82,,,
0.146483333,3.48E-02,-1393131.94,-23099.2631,-22166.572,34.80,1393131.94,45265.84,,,
0.14715,3.50E-02,-1399472.28,-23204.3538,-22267.4925,34.97,1399472.28,45471.85,,,
0.147816667,3.51E-02,-1405812.63,-23309.4445,-22368.4132,35.14,1405812.63,45677.86,,,
0.148483333,3.53E-02,-1412152.97,-23414.5351,-22469.3339,35.31,1412152.97,45883.87,,,
0.14915,3.55E-02,-1418493.31,-23519.6256,-22570.2547,35.48,1418493.31,46089.88,,,
0.149816667,3.56E-02,-1424833.66,-23624.716,-22671.1756,35.64,1424833.66,46295.89,,,
0.150483333,3.58E-02,-1431174,-23729.8063,-22772.0966,35.81,1431174.00,46501.90,,,
0.15115,3.60E-02,-1437514.34,-23834.8966,-22873.0176,35.98,1437514.34,46707.91,,,
0.151816667,3.61E-02,-1443854.69,-23939.9867,-22973.9388,36.15,1443854.69,46913.93,,,
0.152483333,3.63E-02,-1450195.03,-24045.0768,-23074.86,36.31,1450195.03,47119.94,,,
0.15315,3.65E-02,-1456535.37,-24150.1668,-23175.7814,36.48,1456535.37,47325.95,,,
0.153816667,3.67E-02,-1462875.71,-24255.2566,-23276.7028,36.65,1462875.71,47531.96,,,
0.154483333,3.68E-02,-1469216.06,-24360.3465,-23377.6243,36.82,1469216.06,47737.97,,,
0.15515,3.70E-02,-1475556.4,-24465.4362,-23478.5458,36.99,1475556.40,47943.98,,,
0.155816667,3.72E-02,-1481896.74,-24570.5258,-23579.4675,37.16,1481896.74,48149.99,,,
0.156483333,3.73E-02,-1488237.09,-24675.6154,-23680.3892,37.33,1488237.09,48356.00,,,
0.15715,3.75E-02,-1494577.43,-24780.7049,-23781.3111,37.49,1494577.43,48562.02,,,
0.157816667,3.77E-02,-1500917.77,-24885.7943,-23882.233,37.66,1500917.77,48768.03,,,
0.158483333,3.78E-02,-1507258.12,-24990.8836,-23983.155,37.83,1507258.12,48974.04,,,
0.15915,3.80E-02,-1513598.46,-25095.9728,-24084.077,38.00,1513598.46,49180.05,,,
0.159816667,3.82E-02,-1519938.8,-25201.062,-24184.9992,38.17,1519938.80,49386.06,,,
0.160483333,3.83E-02,-1526279.15,-25306.1511,-24285.9214,38.34,1526279.15,49592.07,,,
0.16115,3.85E-02,-1532619.49,-25411.2401,-24386.8437,38.51,1532619.49,49798.08,,,
0.161816667,3.87E-02,-1538959.83,-25516.329,-24487.7661,38.68,1538959.83,50004.10,,,
0.162483333,3.88E-02,-1545300.18,-25621.4178,-24588.6886,38.85,1545300.18,50210.11,,,
0.16315,3.90E-02,-1551640.52,-25726.5066,-24689.6111,39.02,1551640.52,50416.12,,,
0.163816667,3.92E-02,-1557980.86,-25831.5953,-24790.5337,39.19,1557980.86,50622.13,,,
0.164483333,3.94E-02,-1564321.21,-25936.6839,-24891.4564,39.36,1564321.21,50828.14,,,
0.16515,3.95E-02,-1570661.55,-26041.7724,-24992.3792,39.52,1570661.55,51034.15,,,
0.165816667,3.97E-02,-1577001.89,-26146.8609,-25093.302,39.69,1577001.89,51240.16,,,
0.166483333,3.99E-02,-1583342.23,-26251.9492,-25194.225,39.86,1583342.23,51446.17,,,
0.16715,4.00E-02,-1589682.58,-26357.0375,-25295.148,40.03,1589682.58,51652.19,,,
0.167816667,4.02E-02,-1596022.92,-26462.1258,-25396.071,40.20,1596022.92,51858.20,,,
0.168483333,4.04E-02,-1602363.26,-26567.2139,-25496.9942,40.37,1602363.26,52064.21,,,
0.16915,4.05E-02,-1608703.61,-26672.302,-25597.9174,40.54,1608703.61,52270.22,,,
0.169816667,4.07E-02,-1615043.95,-26777.39,-25698.8407,40.72,1615043.95,52476.23,,,
0.170483333,4.09E-02,-1621384.29,-26882.4779,-25799.7641,40.89,1621384.29,52682.24,,,
0.17115,4.11E-02,-1627724.64,-26987.5658,-25900.6875,41.06,1627724.64,52888.25,,,
0.171816667,4.12E-02,-1634064.98,-27092.6536,-26001.611,41.23,1634064.98,53094.26,,,
0.172483333,4.14E-02,-1640405.32,-27197.7413,-26102.5346,41.40,1640405.32,53300.28,,,
0.17315,4.16E-02,-1646745.67,-27302.829,-26203.4583,41.57,1646745.67,53506.29,,,
0.173816667,4.17E-02,-1653086.01,-27407.9165,-26304.382,41.74,1653086.01,53712.30,,,
0.174483333,4.19E-02,-1659426.35,-27513.004,-26405.3058,41.91,1659426.35,53918.31,,,
0.17515,4.21E-02,-1665766.7,-27618.0915,-26506.2297,42.08,1665766.70,54124.32,,,
0.175816667,4.23E-02,-1672107.04,-27723.1788,-26607.1536,42.25,1672107.04,54330.33,,,
0.176483333,4.24E-02,-1678447.38,-27828.2661,-26708.0776,42.42,1678447.38,54536.34,,,
0.17715,4.26E-02,-1684787.72,-27933.3533,-26809.0017,42.59,1684787.72,54742.36,,,
0.177816667,4.28E-02,-1691128.07,-28038.4405,-26909.9259,42.77,1691128.07,54948.37,,,
0.178483333,4.29E-02,-1697468.41,-28143.5276,-27010.8501,42.94,1697468.41,55154.38,,,
0.17915,4.31E-02,-1703808.75,-28248.6146,-27111.7744,43.11,1703808.75,55360.39,,,
0.179816667,4.33E-02,-1710149.1,-28353.7015,-27212.6987,43.28,1710149.10,55566.40,,,
0.180483333,4.35E-02,-1716489.44,-28458.7884,-27313.6232,43.45,1716489.44,55772.41,,,
