TIME, UX_2, FY_4, FY_5, FX_3,Displacement,Load,Reaction,,,
0.13035625,-6.52E-04,-166.207326,-159.683556,-564.459805,-0.65,325.89,564.46,,,
0.13235625,-6.70E-04,-168.757452,-162.133429,-573.12006,-0.67,330.89,573.12,,,
0.13435625,-6.87E-04,-171.307583,-164.583299,-581.780315,-0.69,335.89,581.78,,,
0.13635625,-7.05E-04,-173.857716,-167.033166,-590.440569,-0.71,340.89,590.44,,,
0.13835625,-7.23E-04,-176.407853,-169.483029,-599.100824,-0.72,345.89,599.10,,,
0.14035625,-7.41E-04,-178.957993,-171.932889,-607.761078,-0.74,350.89,607.76,,,
0.14235625,-7.59E-04,-181.508136,-174.382746,-616.421333,-0.76,355.89,616.42,,,
0.14435625,-7.77E-04,-184.058283,-176.8326,-625.081587,-0.78,360.89,625.08,,,
0.14635625,-7.96E-04,-186.608433,-179.28245,-633.741842,-0.80,365.89,633.74,,,
0.14835625,-8.14E-04,-189.158586,-181.732297,-642.402096,-0.81,370.89,642.40,,,
0.15035625,-8.33E-04,-191.708743,-184.18214,-651.06235,-0.83,375.89,651.06,,,
0.15235625,-8.52E-04,-194.258903,-186.63198,-659.722605,-0.85,380.89,659.72,,,
0.15435625,-8.71E-04,-196.809066,-189.081817,-668.382859,-0.87,385.89,668.38,,,
0.15635625,-8.90E-04,-199.359233,-191.53165,-677.043113,-0.89,390.89,677.04,,,
0.15835625,-9.09E-04,-201.909404,-193.98148,-685.703367,-0.91,395.89,685.70,,,
0.16035625,-9.28E-04,-204.459578,-196.431306,-694.363621,-0.93,400.89,694.36,,,
0.16235625,-9.48E-04,-207.009755,-198.881128,-703.023875,-0.95,405.89,703.02,,,
0.16435625,-9.67E-04,-209.559936,-201.330948,-711.684129,-0.97,410.89,711.68,,,
0.16635625,-9.87E-04,-212.11012,-203.780763,-720.344383,-0.99,415.89,720.34,,,
0.16835625,-1.01E-03,-214.660308,-206.230575,-729.004637,-1.01,420.89,729.00,,,
0.17035625,-1.03E-03,-217.2105,-208.680384,-737.664891,-1.03,425.89,737.66,,,
0.17235625,-1.05E-03,-219.760695,-211.130188,-746.325145,-1.05,430.89,746.33,,,
0.17435625,-1.07E-03,-222.310894,-213.57999,-754.985399,-1.07,435.89,754.99,,,
0.17635625,-1.09E-03,-224.861096,-216.029787,-763.645652,-1.09,440.89,763.65,,,
0.17835625,-1.11E-03,-227.411302,-218.479581,-772.305906,-1.11,445.89,772.31,,,
0.18035625,-1.13E-03,-229.961512,-220.929372,-780.96616,-1.13,450.89,780.97,,,
0.18235625,-1.15E-03,-232.511725,-223.379158,-789.626414,-1.15,455.89,789.63,,,
0.18435625,-1.17E-03,-235.061942,-225.828941,-798.286667,-1.17,460.89,798.29,,,
0.18635625,-1.19E-03,-237.612163,-228.278721,-806.946921,-1.19,465.89,806.95,,,
0.18835625,-1.21E-03,-240.162387,-230.728496,-815.607175,-1.21,470.89,815.61,,,
0.19035625,-1.23E-03,-242.712615,-233.178268,-824.267428,-1.23,475.89,824.27,,,
0.19235625,-1.25E-03,-245.262847,-235.628036,-832.927682,-1.25,480.89,832.93,,,
0.19435625,-1.27E-03,-247.813082,-238.077801,-841.587935,-1.27,485.89,841.59,,,
0.19635625,-1.29E-03,-250.363322,-240.527562,-850.248189,-1.29,490.89,850.25,,,
0.19835625,-1.32E-03,-252.913565,-242.977319,-858.908442,-1.32,495.89,858.91,,,
0.20035625,-1.34E-03,-255.463811,-245.427072,-867.568696,-1.34,500.89,867.57,,,
0.20235625,-1.36E-03,-258.014062,-247.876821,-876.228949,-1.36,505.89,876.23,,,
0.20435625,-1.38E-03,-260.564316,-250.326567,-884.889202,-1.38,510.89,884.89,,,
0.20635625,-1.40E-03,-263.114574,-252.776309,-893.549456,-1.40,515.89,893.55,,,
0.20835625,-1.42E-03,-265.664836,-255.226047,-902.209709,-1.42,520.89,902.21,,,
0.21035625,-1.45E-03,-268.215102,-257.675781,-910.869963,-1.45,525.89,910.87,,,
0.21235625,-1.47E-03,-270.765371,-260.125511,-919.530216,-1.47,530.89,919.53,,,
0.21435625,-1.49E-03,-273.315645,-262.575238,-928.190469,-1.49,535.89,928.19,,,
0.21635625,-1.51E-03,-275.865922,-265.02496,-936.850722,-1.51,540.89,936.85,,,
0.21835625,-1.53E-03,-278.416203,-267.474679,-945.510976,-1.53,545.89,945.51,,,
0.22035625,-1.56E-03,-280.966488,-269.924394,-954.171229,-1.56,550.89,954.17,,,
0.22235625,-1.58E-03,-283.516777,-272.374105,-962.831482,-1.58,555.89,962.83,,,
0.22435625,-1.60E-03,-286.067069,-274.823812,-971.491735,-1.60,560.89,971.49,,,
0.22635625,-1.62E-03,-288.617366,-277.273515,-980.151988,-1.62,565.89,980.15,,,
0.22835625,-1.64E-03,-291.167666,-279.723215,-988.812241,-1.64,570.89,988.81,,,
0.23035625,-1.67E-03,-293.71797,-282.17291,-997.472495,-1.67,575.89,997.47,,,
0.23235625,-1.69E-03,-296.268279,-284.622602,-1006.13275,-1.69,580.89,1006.13,,,
0.23435625,-1.71E-03,-298.818591,-287.07229,-1014.793,-1.71,585.89,1014.79,,,
0.23635625,-1.73E-03,-301.368907,-289.521973,-1023.45325,-1.73,590.89,1023.45,,,
0.23835625,-1.76E-03,-303.919227,-291.971653,-1032.11351,-1.76,595.89,1032.11,,,
0.24035625,-1.78E-03,-306.469551,-294.421329,-1040.77376,-1.78,600.89,1040.77,,,
0.24235625,-1.80E-03,-309.019878,-296.871001,-1049.43401,-1.80,605.89,1049.43,,,
0.24435625,-1.83E-03,-311.57021,-299.320669,-1058.09427,-1.83,610.89,1058.09,,,
0.24635625,-1.85E-03,-314.120546,-301.770333,-1066.75452,-1.85,615.89,1066.75,,,
0.24835625,-1.87E-03,-316.670886,-304.219993,-1075.41477,-1.87,620.89,1075.41,,,
0.25035625,-1.89E-03,-319.221229,-306.669649,-1084.07502,-1.89,625.89,1084.08,,,
0.25235625,-1.92E-03,-321.771577,-309.119302,-1092.73528,-1.92,630.89,1092.74,,,
0.25435625,-1.94E-03,-324.321928,-311.56895,-1101.39553,-1.94,635.89,1101.40,,,
0.25635625,-1.96E-03,-326.872284,-314.018594,-1110.05578,-1.96,640.89,1110.06,,,
0.25835625,-1.99E-03,-329.422643,-316.468234,-1118.71604,-1.99,645.89,1118.72,,,
0.26035625,-2.01E-03,-331.973007,-318.917871,-1127.37629,-2.01,650.89,1127.38,,,
0.26235625,-2.03E-03,-334.523374,-321.367503,-1136.03654,-2.03,655.89,1136.04,,,
0.26435625,-2.06E-03,-337.073745,-323.817131,-1144.6968,-2.06,660.89,1144.70,,,
0.26635625,-2.08E-03,-339.624121,-326.266756,-1153.35705,-2.08,665.89,1153.36,,,
0.26835625,-2.10E-03,-342.1745,-328.716376,-1162.0173,-2.10,670.89,1162.02,,,
0.27035625,-2.13E-03,-344.724883,-331.165992,-1170.67755,-2.13,675.89,1170.68,,,
0.27235625,-2.15E-03,-347.275271,-333.615605,-1179.33781,-2.15,680.89,1179.34,,,
0.27435625,-2.17E-03,-349.825662,-336.065213,-1187.99806,-2.17,685.89,1188.00,,,
0.27635625,-2.20E-03,-352.376058,-338.514817,-1196.65831,-2.20,690.89,1196.66,,,
0.27835625,-2.22E-03,-354.926457,-340.964418,-1205.31856,-2.22,695.89,1205.32,,,
0.28035625,-2.25E-03,-357.47686,-343.414014,-1213.97882,-2.25,700.89,1213.98,,,
0.28235625,-2.27E-03,-360.027268,-345.863606,-1222.63907,-2.27,705.89,1222.64,,,
0.28435625,-2.29E-03,-362.577679,-348.313195,-1231.29932,-2.29,710.89,1231.30,,,
0.28635625,-2.32E-03,-365.128094,-350.762779,-1239.95958,-2.32,715.89,1239.96,,,
0.28835625,-2.34E-03,-367.678514,-353.212359,-1248.61983,-2.34,720.89,1248.62,,,
0.29035625,-2.36E-03,-370.228937,-355.661936,-1257.28008,-2.36,725.89,1257.28,,,
0.29235625,-2.39E-03,-372.779365,-358.111508,-1265.94033,-2.39,730.89,1265.94,,,
0.29435625,-2.41E-03,-375.329796,-360.561076,-1274.60059,-2.41,735.89,1274.60,,,
0.29635625,-2.44E-03,-377.880231,-363.01064,-1283.26084,-2.44,740.89,1283.26,,,
0.29835625,-2.46E-03,-380.430671,-365.4602,-1291.92109,-2.46,745.89,1291.92,,,
0.30035625,-2.48E-03,-382.981114,-367.909757,-1300.58134,-2.48,750.89,1300.58,,,
0.30235625,-2.51E-03,-385.531562,-370.359309,-1309.2416,-2.51,755.89,1309.24,,,
0.30435625,-2.53E-03,-388.082013,-372.808857,-1317.90185,-2.53,760.89,1317.90,,,
0.30635625,-2.56E-03,-390.632469,-375.258401,-1326.5621,-2.56,765.89,1326.56,,,
0.30835625,-2.58E-03,-393.182929,-377.707941,-1335.22236,-2.58,770.89,1335.22,,,
0.31035625,-2.60E-03,-395.733392,-380.157477,-1343.88261,-2.60,775.89,1343.88,,,
0.31235625,-2.63E-03,-398.28386,-382.607009,-1352.54286,-2.63,780.89,1352.54,,,
0.31435625,-2.65E-03,-400.834332,-385.056537,-1361.20311,-2.65,785.89,1361.20,,,
0.31635625,-2.68E-03,-403.384807,-387.506061,-1369.86337,-2.68,790.89,1369.86,,,
0.31835625,-2.70E-03,-405.935287,-389.955581,-1378.52362,-2.70,795.89,1378.52,,,
0.32035625,-2.73E-03,-408.485771,-392.405097,-1387.18387,-2.73,800.89,1387.18,,,
0.32235625,-2.75E-03,-411.036258,-394.854609,-1395.84412,-2.75,805.89,1395.84,,,
0.32435625,-2.77E-03,-413.58675,-397.304117,-1404.50438,-2.77,810.89,1404.50,,,
0.32635625,-2.80E-03,-416.137246,-399.75362,-1413.16463,-2.80,815.89,1413.16,,,
0.32835625,-2.82E-03,-418.687746,-402.20312,-1421.82488,-2.82,820.89,1421.82,,,
0.33035625,-2.85E-03,-421.238249,-404.652616,-1430.48513,-2.85,825.89,1430.49,,,
0.33235625,-2.87E-03,-423.788757,-407.102108,-1439.14539,-2.87,830.89,1439.15,,,
0.33435625,-2.90E-03,-426.339269,-409.551595,-1447.80564,-2.90,835.89,1447.81,,,
0.33635625,-2.92E-03,-428.889785,-412.001079,-1456.46589,-2.92,840.89,1456.47,,,
0.33835625,-2.94E-03,-431.440305,-414.450559,-1465.12614,-2.94,845.89,1465.13,,,
0.34035625,-2.97E-03,-433.990829,-416.900035,-1473.7864,-2.97,850.89,1473.79,,,
0.34235625,-2.99E-03,-436.541357,-419.349506,-1482.44665,-2.99,855.89,1482.45,,,
0.34435625,-3.02E-03,-439.091889,-421.798974,-1491.1069,-3.02,860.89,1491.11,,,
0.34635625,-3.04E-03,-441.642425,-424.248437,-1499.76715,-3.04,865.89,1499.77,,,
0.34835625,-3.07E-03,-444.192965,-426.697897,-1508.42741,-3.07,870.89,1508.43,,,
0.35035625,-3.09E-03,-446.743508,-429.147353,-1517.08766,-3.09,875.89,1517.09,,,
0.35235625,-3.12E-03,-449.294056,-431.596804,-1525.74791,-3.12,880.89,1525.75,,,
0.35435625,-3.14E-03,-451.844608,-434.046252,-1534.40816,-3.14,885.89,1534.41,,,
0.35635625,-3.16E-03,-454.395164,-436.495696,-1543.06842,-3.16,890.89,1543.07,,,
0.35835625,-3.19E-03,-456.945724,-438.945135,-1551.72867,-3.19,895.89,1551.73,,,
0.36035625,-3.21E-03,-459.496288,-441.394571,-1560.38892,-3.21,900.89,1560.39,,,
0.36235625,-3.24E-03,-462.046856,-443.844003,-1569.04918,-3.24,905.89,1569.05,,,
0.36435625,-3.26E-03,-464.597428,-446.29343,-1577.70943,-3.26,910.89,1577.71,,,
0.36635625,-3.29E-03,-467.148004,-448.742854,-1586.36968,-3.29,915.89,1586.37,,,
0.36835625,-3.31E-03,-469.698584,-451.192274,-1595.02993,-3.31,920.89,1595.03,,,
0.37035625,-3.34E-03,-472.249168,-453.641689,-1603.69019,-3.34,925.89,1603.69,,,
0.37235625,-3.36E-03,-474.799756,-456.091101,-1612.35044,-3.36,930.89,1612.35,,,
0.37435625,-3.38E-03,-477.350347,-458.540509,-1621.01069,-3.38,935.89,1621.01,,,
0.37635625,-3.41E-03,-479.900943,-460.989912,-1629.67094,-3.41,940.89,1629.67,,,
0.37835625,-3.43E-03,-482.451543,-463.439312,-1638.3312,-3.43,945.89,1638.33,,,
0.38035625,-3.46E-03,-485.002147,-465.888708,-1646.99145,-3.46,950.89,1646.99,,,
0.38235625,-3.48E-03,-487.552754,-468.3381,-1655.6517,-3.48,955.89,1655.65,,,
0.38435625,-3.51E-03,-490.103366,-470.787487,-1664.31195,-3.51,960.89,1664.31,,,
0.38635625,-3.53E-03,-492.653982,-473.236871,-1672.97221,-3.53,965.89,1672.97,,,
0.38835625,-3.56E-03,-495.204601,-475.686252,-1681.63246,-3.56,970.89,1681.63,,,
0.39035625,-3.58E-03,-497.755225,-478.135627,-1690.29271,-3.58,975.89,1690.29,,,
0.39235625,-3.61E-03,-500.305852,-480.584999,-1698.95296,-3.61,980.89,1698.95,,,
0.39435625,-3.63E-03,-502.856484,-483.034367,-1707.61322,-3.63,985.89,1707.61,,,
0.39635625,-3.65E-03,-505.407119,-485.483732,-1716.27347,-3.65,990.89,1716.27,,,
0.39835625,-3.68E-03,-507.957759,-487.933092,-1724.93372,-3.68,995.89,1724.93,,,
0.40035625,-3.70E-03,-510.508402,-490.382448,-1733.59397,-3.70,1000.89,1733.59,,,
0.40235625,-3.73E-03,-513.059049,-492.831801,-1742.25423,-3.73,1005.89,1742.25,,,
0.40435625,-3.75E-03,-515.6097,-495.281149,-1750.91448,-3.75,1010.89,1750.91,,,
0.40635625,-3.78E-03,-518.160355,-497.730493,-1759.57473,-3.78,1015.89,1759.57,,,
0.40835625,-3.80E-03,-520.711014,-500.179834,-1768.23498,-3.80,1020.89,1768.23,,,
0.41035625,-3.83E-03,-523.261677,-502.62917,-1776.89524,-3.83,1025.89,1776.90,,,
0.41235625,-3.85E-03,-525.812344,-505.078503,-1785.55549,-3.85,1030.89,1785.56,,,
0.41435625,-3.87E-03,-528.363015,-507.527832,-1794.21574,-3.87,1035.89,1794.22,,,
0.41635625,-3.90E-03,-530.913689,-509.977157,-1802.87599,-3.90,1040.89,1802.88,,,
0.41835625,-3.92E-03,-533.464368,-512.426478,-1811.53625,-3.92,1045.89,1811.54,,,
0.42035625,-3.95E-03,-536.01505,-514.875795,-1820.1965,-3.95,1050.89,1820.20,,,
0.42235625,-3.97E-03,-538.565737,-517.325108,-1828.85675,-3.97,1055.89,1828.86,,,
0.42435625,-4.00E-03,-541.116427,-519.774417,-1837.517,-4.00,1060.89,1837.52,,,
0.42635625,-4.02E-03,-543.667121,-522.223723,-1846.17726,-4.02,1065.89,1846.18,,,
0.42835625,-4.05E-03,-546.217819,-524.673024,-1854.83751,-4.05,1070.89,1854.84,,,
0.43035625,-4.07E-03,-548.768521,-527.122322,-1863.49776,-4.07,1075.89,1863.50,,,
0.43235625,-4.09E-03,-551.319227,-529.571616,-1872.15801,-4.09,1080.89,1872.16,,,
0.43435625,-4.12E-03,-553.869936,-532.020906,-1880.81827,-4.12,1085.89,1880.82,,,
0.43635625,-4.14E-03,-556.42065,-534.470192,-1889.47852,-4.14,1090.89,1889.48,,,
0.43835625,-4.17E-03,-558.971367,-536.919474,-1898.13877,-4.17,1095.89,1898.14,,,
0.44035625,-4.19E-03,-561.522088,-539.368752,-1906.79902,-4.19,1100.89,1906.80,,,
0.44235625,-4.22E-03,-564.072813,-541.818026,-1915.45928,-4.22,1105.89,1915.46,,,
0.44435625,-4.24E-03,-566.623542,-544.267297,-1924.11953,-4.24,1110.89,1924.12,,,
0.44635625,-4.27E-03,-569.174275,-546.716564,-1932.77978,-4.27,1115.89,1932.78,,,
0.44835625,-4.29E-03,-571.725012,-549.165827,-1941.44003,-4.29,1120.89,1941.44,,,
0.45035625,-4.31E-03,-574.275752,-551.615086,-1950.10029,-4.31,1125.89,1950.10,,,
0.45235625,-4.34E-03,-576.826497,-554.064341,-1958.76054,-4.34,1130.89,1958.76,,,
0.45435625,-4.36E-03,-579.377245,-556.513593,-1967.42079,-4.36,1135.89,1967.42,,,
0.45635625,-4.39E-03,-581.927997,-558.96284,-1976.08104,-4.39,1140.89,1976.08,,,
0.45835625,-4.41E-03,-584.478752,-561.412084,-1984.7413,-4.41,1145.89,1984.74,,,
0.46035625,-4.44E-03,-587.029512,-563.861324,-1993.40155,-4.44,1150.89,1993.40,,,
0.46235625,-4.46E-03,-589.580275,-566.31056,-2002.0618,-4.46,1155.89,2002.06,,,
0.46435625,-4.48E-03,-592.131042,-568.759793,-2010.72205,-4.48,1160.89,2010.72,,,
0.46635625,-4.51E-03,-594.681813,-571.209021,-2019.38231,-4.51,1165.89,2019.38,,,
0.46835625,-4.53E-03,-597.232588,-573.658246,-2028.04256,-4.53,1170.89,2028.04,,,
0.47035625,-4.56E-03,-599.783367,-576.107467,-2036.70281,-4.56,1175.89,2036.70,,,
0.47235625,-4.58E-03,-602.334149,-578.556684,-2045.36306,-4.58,1180.89,2045.36,,,
0.47435625,-4.61E-03,-604.884935,-581.005897,-2054.02332,-4.61,1185.89,2054.02,,,
0.47635625,-4.63E-03,-607.435725,-583.455107,-2062.68357,-4.63,1190.89,2062.68,,,
0.47835625,-4.65E-03,-609.986519,-585.904313,-2071.34382,-4.65,1195.89,2071.34,,,
0.48035625,-4.68E-03,-612.537316,-588.353515,-2080.00407,-4.68,1200.89,2080.00,,,
0.48235625,-4.70E-03,-615.088117,-590.802714,-2088.66433,-4.70,1205.89,2088.66,,,
0.48435625,-4.73E-03,-617.638922,-593.251908,-2097.32458,-4.73,1210.89,2097.32,,,
0.48635625,-4.75E-03,-620.189731,-595.701099,-2105.98483,-4.75,1215.89,2105.98,,,
0.48835625,-4.77E-03,-622.740543,-598.150286,-2114.64508,-4.77,1220.89,2114.65,,,
0.49035625,-4.80E-03,-625.291359,-600.599469,-2123.30534,-4.80,1225.89,2123.31,,,
0.49235625,-4.82E-03,-627.842179,-603.048649,-2131.96559,-4.82,1230.89,2131.97,,,
0.49435625,-4.85E-03,-630.393003,-605.497825,-2140.62584,-4.85,1235.89,2140.63,,,
0.49635625,-4.87E-03,-632.94383,-607.946997,-2149.28609,-4.87,1240.89,2149.29,,,
0.49835625,-4.89E-03,-635.494661,-610.396166,-2157.94635,-4.89,1245.89,2157.95,,,
0.50035625,-4.92E-03,-638.045496,-612.84533,-2166.6066,-4.92,1250.89,2166.61,,,
0.50235625,-4.94E-03,-640.596334,-615.294491,-2175.26685,-4.94,1255.89,2175.27,,,
0.50435625,-4.97E-03,-643.147177,-617.743649,-2183.92711,-4.97,1260.89,2183.93,,,
0.50635625,-4.99E-03,-645.698022,-620.192802,-2192.58736,-4.99,1265.89,2192.59,,,
0.50835625,-5.01E-03,-648.248872,-622.641952,-2201.24761,-5.01,1270.89,2201.25,,,
0.51035625,-5.04E-03,-650.799725,-625.091099,-2209.90786,-5.04,1275.89,2209.91,,,
0.51235625,-5.06E-03,-653.350582,-627.540241,-2218.56812,-5.06,1280.89,2218.57,,,
0.51435625,-5.09E-03,-655.901443,-629.98938,-2227.22837,-5.09,1285.89,2227.23,,,
0.51635625,-5.11E-03,-658.452307,-632.438515,-2235.88862,-5.11,1290.89,2235.89,,,
0.51835625,-5.13E-03,-661.003175,-634.887647,-2244.54887,-5.13,1295.89,2244.55,,,
0.52035625,-5.16E-03,-663.554047,-637.336775,-2253.20913,-5.16,1300.89,2253.21,,,
0.52235625,-5.18E-03,-666.104922,-639.785899,-2261.86938,-5.18,1305.89,2261.87,,,
0.52435625,-5.21E-03,-668.655801,-642.23502,-2270.52963,-5.21,1310.89,2270.53,,,
0.52635625,-5.23E-03,-671.206683,-644.684137,-2279.18988,-5.23,1315.89,2279.19,,,
0.52835625,-5.25E-03,-673.75757,-647.13325,-2287.85014,-5.25,1320.89,2287.85,,,
0.53035625,-5.28E-03,-676.308459,-649.58236,-2296.51039,-5.28,1325.89,2296.51,,,
0.53235625,-5.30E-03,-678.859353,-652.031466,-2305.17064,-5.30,1330.89,2305.17,,,
0.53435625,-5.32E-03,-681.41025,-654.480568,-2313.83089,-5.32,1335.89,2313.83,,,
0.53635625,-5.35E-03,-683.961151,-656.929667,-2322.49115,-5.35,1340.89,2322.49,,,
0.53835625,-5.37E-03,-686.512055,-659.378762,-2331.1514,-5.37,1345.89,2331.15,,,
0.54035625,-5.39E-03,-689.062963,-661.827854,-2339.81165,-5.39,1350.89,2339.81,,,
0.54235625,-5.42E-03,-691.613874,-664.276942,-2348.47191,-5.42,1355.89,2348.47,,,
0.54435625,-5.44E-03,-694.16479,-666.726026,-2357.13216,-5.44,1360.89,2357.13,,,
0.54635625,-5.47E-03,-696.715708,-669.175107,-2365.79241,-5.47,1365.89,2365.79,,,
0.54835625,-5.49E-03,-699.266631,-671.624184,-2374.45266,-5.49,1370.89,2374.45,,,
