TIME, UX_2, FY_4, FY_5, FX_3,Displacement,Load,Reaction,,,
8.84E-02,-1.09E-03,-195.129127,-187.465902,-220.891885,-1.09,382.60,220.89,,,
9.04E-02,-1.14E-03,-199.54624,-191.709054,-225.891896,-1.14,391.26,225.89,,,
9.24E-02,-1.18E-03,-203.963369,-195.95219,-230.891907,-1.18,399.92,230.89,,,
9.44E-02,-1.23E-03,-208.380513,-200.19531,-235.891918,-1.23,408.58,235.89,,,
9.64E-02,-1.28E-03,-212.797674,-204.438414,-240.891929,-1.28,417.24,240.89,,,
9.84E-02,-1.33E-03,-217.214851,-208.681501,-245.89194,-1.33,425.90,245.89,,,
0.10035625,-1.38E-03,-221.632045,-212.924571,-250.89195,-1.38,434.56,250.89,,,
0.10235625,-1.44E-03,-226.049256,-217.167624,-255.89196,-1.44,443.22,255.89,,,
0.10435625,-1.49E-03,-230.466485,-221.410659,-260.891971,-1.49,451.88,260.89,,,
0.10635625,-1.54E-03,-234.88373,-225.653677,-265.891981,-1.54,460.54,265.89,,,
0.10835625,-1.60E-03,-239.300994,-229.896678,-270.891991,-1.60,469.20,270.89,,,
0.11035625,-1.65E-03,-243.718275,-234.13966,-275.892,-1.65,477.86,275.89,,,
0.11235625,-1.71E-03,-248.135575,-238.382623,-280.89201,-1.71,486.52,280.89,,,
0.11435625,-1.76E-03,-252.552893,-242.625568,-285.892019,-1.76,495.18,285.89,,,
0.11635625,-1.82E-03,-256.97023,-246.868495,-290.892029,-1.82,503.84,290.89,,,
0.11835625,-1.88E-03,-261.387586,-251.111402,-295.892038,-1.88,512.50,295.89,,,
0.12035625,-1.94E-03,-265.804961,-255.35429,-300.892047,-1.94,521.16,300.89,,,
0.12235625,-2.00E-03,-270.222356,-259.597158,-305.892056,-2.00,529.82,305.89,,,
0.12435625,-2.06E-03,-274.63977,-263.840007,-310.892064,-2.06,538.48,310.89,,,
0.12635625,-2.12E-03,-279.057204,-268.082836,-315.892073,-2.12,547.14,315.89,,,
0.12835625,-2.18E-03,-283.474657,-272.325644,-320.892081,-2.18,555.80,320.89,,,
0.13035625,-2.24E-03,-287.892132,-276.568433,-325.89209,-2.24,564.46,325.89,,,
0.13235625,-2.30E-03,-292.309626,-280.8112,-330.892098,-2.30,573.12,330.89,,,
0.13435625,-2.37E-03,-296.727142,-285.053947,-335.892106,-2.37,581.78,335.89,,,
0.13635625,-2.43E-03,-301.144678,-289.296673,-340.892114,-2.43,590.44,340.89,,,
0.13835625,-2.50E-03,-305.562236,-293.539377,-345.892122,-2.50,599.10,345.89,,,
0.14035625,-2.56E-03,-309.979814,-297.782061,-350.892129,-2.56,607.76,350.89,,,
0.14235625,-2.63E-03,-314.397414,-302.024722,-355.892137,-2.63,616.42,355.89,,,
0.14435625,-2.69E-03,-318.815036,-306.267362,-360.892144,-2.69,625.08,360.89,,,
0.14635625,-2.76E-03,-323.23268,-310.509979,-365.892152,-2.76,633.74,365.89,,,
0.14835625,-2.83E-03,-327.650346,-314.752575,-370.892159,-2.83,642.40,370.89,,,
0.15035625,-2.90E-03,-332.068035,-318.995148,-375.892166,-2.90,651.06,375.89,,,
0.15235625,-2.97E-03,-336.485745,-323.237699,-380.892173,-2.97,659.72,380.89,,,
0.15435625,-3.04E-03,-340.903479,-327.480227,-385.892179,-3.04,668.38,385.89,,,
0.15635625,-3.11E-03,-345.321235,-331.722731,-390.892186,-3.11,677.04,390.89,,,
0.15835625,-3.18E-03,-349.739014,-335.965213,-395.892193,-3.18,685.70,395.89,,,
0.16035625,-3.25E-03,-354.156817,-340.207672,-400.892199,-3.25,694.36,400.89,,,
0.16235625,-3.32E-03,-358.574643,-344.450106,-405.892205,-3.32,703.02,405.89,,,
0.16435625,-3.40E-03,-362.992492,-348.692517,-410.892211,-3.40,711.69,410.89,,,
0.16635625,-3.47E-03,-367.410365,-352.934905,-415.892217,-3.47,720.35,415.89,,,
0.16835625,-3.54E-03,-371.828262,-357.177268,-420.892223,-3.54,729.01,420.89,,,
0.17035625,-3.62E-03,-376.246184,-361.419608,-425.892229,-3.62,737.67,425.89,,,
0.17235625,-3.69E-03,-380.664129,-365.661923,-430.892235,-3.69,746.33,430.89,,,
0.17435625,-3.77E-03,-385.082099,-369.904213,-435.892241,-3.77,754.99,435.89,,,
0.17635625,-3.85E-03,-389.500093,-374.146479,-440.892246,-3.85,763.65,440.89,,,
0.17835625,-3.92E-03,-393.918112,-378.38872,-445.892251,-3.92,772.31,445.89,,,
0.18035625,-4.00E-03,-398.336157,-382.630936,-450.892257,-4.00,780.97,450.89,,,
0.18235625,-4.08E-03,-402.754226,-386.873126,-455.892262,-4.08,789.63,455.89,,,
0.18435625,-4.16E-03,-407.17232,-391.115292,-460.892267,-4.16,798.29,460.89,,,
0.18635625,-4.24E-03,-411.590439,-395.357432,-465.892272,-4.24,806.95,465.89,,,
0.18835625,-4.32E-03,-416.008585,-399.599547,-470.892277,-4.32,815.61,470.89,,,
0.19035625,-4.40E-03,-420.426755,-403.841635,-475.892282,-4.40,824.27,475.89,,,
0.19235625,-4.48E-03,-424.844952,-408.083698,-480.892286,-4.48,832.93,480.89,,,
0.19435625,-4.56E-03,-429.263174,-412.325735,-485.892291,-4.56,841.59,485.89,,,
0.19635625,-4.64E-03,-433.681423,-416.567746,-490.892295,-4.64,850.25,490.89,,,
0.19835625,-4.72E-03,-438.099698,-420.80973,-495.8923,-4.72,858.91,495.89,,,
0.20035625,-4.81E-03,-442.517999,-425.051688,-500.892304,-4.81,867.57,500.89,,,
0.20235625,-4.89E-03,-446.936327,-429.29362,-505.892308,-4.89,876.23,505.89,,,
0.20435625,-4.97E-03,-451.354681,-433.535524,-510.892312,-4.97,884.89,510.89,,,
0.20635625,-5.06E-03,-455.773062,-437.777402,-515.892316,-5.06,893.55,515.89,,,
0.20835625,-5.14E-03,-460.19147,-442.019253,-520.89232,-5.14,902.21,520.89,,,
0.21035625,-5.22E-03,-464.609905,-446.261077,-525.892324,-5.22,910.87,525.89,,,
0.21235625,-5.31E-03,-469.028367,-450.502873,-530.892328,-5.31,919.53,530.89,,,
0.21435625,-5.40E-03,-473.446857,-454.744642,-535.892331,-5.40,928.19,535.89,,,
0.21635625,-5.48E-03,-477.865374,-458.986384,-540.892335,-5.48,936.85,540.89,,,
0.21835625,-5.57E-03,-482.283918,-463.228098,-545.892338,-5.57,945.51,545.89,,,
0.22035625,-5.66E-03,-486.70249,-467.469784,-550.892342,-5.66,954.17,550.89,,,
0.22235625,-5.74E-03,-491.12109,-471.711443,-555.892345,-5.74,962.83,555.89,,,
0.22435625,-5.83E-03,-495.539718,-475.953073,-560.892348,-5.83,971.49,560.89,,,
0.22635625,-5.92E-03,-499.958373,-480.194676,-565.892351,-5.92,980.15,565.89,,,
0.22835625,-6.01E-03,-504.377057,-484.43625,-570.892354,-6.01,988.81,570.89,,,
0.23035625,-6.10E-03,-508.795769,-488.677796,-575.892357,-6.10,997.47,575.89,,,
0.23235625,-6.19E-03,-513.21451,-492.919313,-580.89236,-6.19,1006.13,580.89,,,
0.23435625,-6.28E-03,-517.633278,-497.160802,-585.892363,-6.28,1014.79,585.89,,,
0.23635625,-6.37E-03,-522.052076,-501.402263,-590.892366,-6.37,1023.45,590.89,,,
0.23835625,-6.46E-03,-526.470902,-505.643694,-595.892368,-6.46,1032.11,595.89,,,
0.24035625,-6.55E-03,-530.889757,-509.885097,-600.892371,-6.55,1040.77,600.89,,,
0.24235625,-6.64E-03,-535.30864,-514.126471,-605.892373,-6.64,1049.44,605.89,,,
0.24435625,-6.73E-03,-539.727553,-518.367816,-610.892376,-6.73,1058.10,610.89,,,
0.24635625,-6.83E-03,-544.146495,-522.609131,-615.892378,-6.83,1066.76,615.89,,,
0.24835625,-6.92E-03,-548.565466,-526.850418,-620.89238,-6.92,1075.42,620.89,,,
0.25035625,-7.01E-03,-552.984466,-531.091675,-625.892383,-7.01,1084.08,625.89,,,
0.25235625,-7.11E-03,-557.403496,-535.332902,-630.892385,-7.11,1092.74,630.89,,,
0.25435625,-7.20E-03,-561.822555,-539.5741,-635.892387,-7.20,1101.40,635.89,,,
0.25635625,-7.29E-03,-566.241644,-543.815269,-640.892389,-7.29,1110.06,640.89,,,
0.25835625,-7.39E-03,-570.660762,-548.056408,-645.892391,-7.39,1118.72,645.89,,,
0.26035625,-7.48E-03,-575.07991,-552.297516,-650.892392,-7.48,1127.38,650.89,,,
0.26235625,-7.58E-03,-579.499088,-556.538596,-655.892394,-7.58,1136.04,655.89,,,
0.26435625,-7.67E-03,-583.918296,-560.779645,-660.892396,-7.67,1144.70,660.89,,,
0.26635625,-7.77E-03,-588.337534,-565.020664,-665.892398,-7.77,1153.36,665.89,,,
0.26835625,-7.86E-03,-592.756802,-569.261652,-670.892399,-7.86,1162.02,670.89,,,
0.27035625,-7.96E-03,-597.1761,-573.502611,-675.892401,-7.96,1170.68,675.89,,,
0.27235625,-8.06E-03,-601.595428,-577.743539,-680.892402,-8.06,1179.34,680.89,,,
0.27435625,-8.16E-03,-606.014787,-581.984437,-685.892403,-8.16,1188.00,685.89,,,
0.27635625,-8.25E-03,-610.434176,-586.225304,-690.892405,-8.25,1196.66,690.89,,,
0.27835625,-8.35E-03,-614.853596,-590.466141,-695.892406,-8.35,1205.32,695.89,,,
0.28035625,-8.45E-03,-619.273046,-594.706947,-700.892407,-8.45,1213.98,700.89,,,
0.28235625,-8.55E-03,-623.692527,-598.947723,-705.892408,-8.55,1222.64,705.89,,,
0.28435625,-8.64E-03,-628.112039,-603.188467,-710.892409,-8.64,1231.30,710.89,,,
0.28635625,-8.74E-03,-632.531581,-607.42918,-715.89241,-8.74,1239.96,715.89,,,
0.28835625,-8.84E-03,-636.951155,-611.669864,-720.892411,-8.84,1248.62,720.89,,,
0.29035625,-8.94E-03,-641.370759,-615.910515,-725.892412,-8.94,1257.28,725.89,,,
0.29235625,-9.04E-03,-645.790395,-620.151136,-730.892413,-9.04,1265.94,730.89,,,
0.29435625,-9.14E-03,-650.210061,-624.391726,-735.892414,-9.14,1274.60,735.89,,,
0.29635625,-9.24E-03,-654.629759,-628.632283,-740.892414,-9.24,1283.26,740.89,,,
0.29835625,-9.34E-03,-659.049488,-632.87281,-745.892415,-9.34,1291.92,745.89,,,
0.30035625,-9.44E-03,-663.469248,-637.113306,-750.892416,-9.44,1300.58,750.89,,,
0.30235625,-9.54E-03,-667.88904,-641.353771,-755.892416,-9.54,1309.24,755.89,,,
0.30435625,-9.65E-03,-672.308863,-645.594203,-760.892417,-9.65,1317.90,760.89,,,
0.30635625,-9.75E-03,-676.728717,-649.834604,-765.892417,-9.75,1326.56,765.89,,,
0.30835625,-9.85E-03,-681.148603,-654.074974,-770.892418,-9.85,1335.22,770.89,,,
0.31035625,-9.95E-03,-685.568521,-658.315312,-775.892418,-9.95,1343.88,775.89,,,
0.31235625,-1.01E-02,-689.98847,-662.555618,-780.892418,-10.05,1352.54,780.89,,778.2632642,1347.99026
0.31435625,-1.02E-02,-694.408451,-666.795892,-785.892418,-10.16,1361.20,785.89,,,
0.31635625,-1.03E-02,-698.828464,-671.036135,-790.892419,-10.26,1369.86,790.89,,,
0.31835625,-1.04E-02,-703.248509,-675.276346,-795.892419,-10.36,1378.52,795.89,,,
0.32035625,-1.05E-02,-707.668586,-679.516524,-800.892419,-10.47,1387.19,800.89,,,
0.32235625,-1.06E-02,-712.088694,-683.756671,-805.892419,-10.57,1395.85,805.89,,,
0.32435625,-1.07E-02,-716.508835,-687.996785,-810.892419,-10.67,1404.51,810.89,,,
0.32635625,-1.08E-02,-720.929008,-692.236867,-815.892419,-10.78,1413.17,815.89,,,
0.32835625,-1.09E-02,-725.349213,-696.476918,-820.892419,-10.88,1421.83,820.89,,,
0.33035625,-1.10E-02,-729.76945,-700.716936,-825.892419,-10.99,1430.49,825.89,,,
0.33235625,-1.11E-02,-734.189719,-704.956922,-830.892418,-11.09,1439.15,830.89,,,
0.33435625,-1.12E-02,-738.610021,-709.196875,-835.892418,-11.19,1447.81,835.89,,,
0.33635625,-1.13E-02,-743.030355,-713.436796,-840.892418,-11.30,1456.47,840.89,,,
0.33835625,-1.14E-02,-747.450721,-717.676685,-845.892418,-11.40,1465.13,845.89,,,
0.34035625,-1.15E-02,-751.87112,-721.916541,-850.892417,-11.51,1473.79,850.89,,,
0.34235625,-1.16E-02,-756.291551,-726.156365,-855.892417,-11.62,1482.45,855.89,,,
0.34435625,-1.17E-02,-760.712014,-730.396156,-860.892416,-11.72,1491.11,860.89,,,
0.34635625,-1.18E-02,-765.132511,-734.635914,-865.892416,-11.83,1499.77,865.89,,,
0.34835625,-1.19E-02,-769.553039,-738.87564,-870.892415,-11.93,1508.43,870.89,,,
0.35035625,-1.20E-02,-773.973601,-743.115333,-875.892415,-12.04,1517.09,875.89,,,
0.35235625,-1.21E-02,-778.394195,-747.354994,-880.892414,-12.15,1525.75,880.89,,,
0.35435625,-1.23E-02,-782.814822,-751.594622,-885.892414,-12.25,1534.41,885.89,,,
0.35635625,-1.24E-02,-787.235481,-755.834217,-890.892413,-12.36,1543.07,890.89,,,
0.35835625,-1.25E-02,-791.656174,-760.073779,-895.892412,-12.47,1551.73,895.89,,,
0.36035625,-1.26E-02,-796.076899,-764.313308,-900.892412,-12.57,1560.39,900.89,,,
0.36235625,-1.27E-02,-800.497657,-768.552804,-905.892411,-12.68,1569.05,905.89,,,
0.36435625,-1.28E-02,-804.918448,-772.792268,-910.89241,-12.79,1577.71,910.89,,,
0.36635625,-1.29E-02,-809.339272,-777.031698,-915.892409,-12.90,1586.37,915.89,,,
0.36835625,-1.30E-02,-813.760129,-781.271095,-920.892408,-13.01,1595.03,920.89,,,
0.37035625,-1.31E-02,-818.181019,-785.51046,-925.892407,-13.11,1603.69,925.89,,,
0.37235625,-1.32E-02,-822.601942,-789.749791,-930.892406,-13.22,1612.35,930.89,,,
0.37435625,-1.33E-02,-827.022898,-793.989089,-935.892405,-13.33,1621.01,935.89,,,
0.37635625,-1.34E-02,-831.443888,-798.228354,-940.892404,-13.44,1629.67,940.89,,,
0.37835625,-1.35E-02,-835.86491,-802.467586,-945.892403,-13.55,1638.33,945.89,,,
0.38035625,-1.37E-02,-840.285966,-806.706785,-950.892402,-13.66,1646.99,950.89,,,
0.38235625,-1.38E-02,-844.707054,-810.94595,-955.892401,-13.77,1655.65,955.89,,,
0.38435625,-1.39E-02,-849.128176,-815.185081,-960.8924,-13.87,1664.31,960.89,,,
0.38635625,-1.40E-02,-853.549332,-819.42418,-965.892399,-13.98,1672.97,965.89,,,
0.38835625,-1.41E-02,-857.97052,-823.663246,-970.892397,-14.09,1681.63,970.89,,,
0.39035625,-1.42E-02,-862.391742,-827.902278,-975.892396,-14.20,1690.29,975.89,,,
0.39235625,-1.43E-02,-866.812997,-832.141276,-980.892395,-14.31,1698.95,980.89,,,
0.39435625,-1.44E-02,-871.234286,-836.380242,-985.892394,-14.42,1707.61,985.89,,,
0.39635625,-1.45E-02,-875.655608,-840.619174,-990.892392,-14.53,1716.27,990.89,,,
0.39835625,-1.46E-02,-880.076963,-844.858072,-995.892391,-14.64,1724.94,995.89,,,
0.40035625,-1.48E-02,-884.498352,-849.096937,-1000.89239,-14.75,1733.60,1000.89,,,
0.40235625,-1.49E-02,-888.919775,-853.335768,-1005.89239,-14.86,1742.26,1005.89,,,
0.40435625,-1.50E-02,-893.34123,-857.574566,-1010.89239,-14.97,1750.92,1010.89,,,
0.40635625,-1.51E-02,-897.76272,-861.813331,-1015.89239,-15.08,1759.58,1015.89,,,
0.40835625,-1.52E-02,-902.184243,-866.052061,-1020.89238,-15.19,1768.24,1020.89,,,
0.41035625,-1.53E-02,-906.605799,-870.290759,-1025.89238,-15.30,1776.90,1025.89,,,
0.41235625,-1.54E-02,-911.027389,-874.529422,-1030.89238,-15.42,1785.56,1030.89,,,
0.41435625,-1.55E-02,-915.449013,-878.768052,-1035.89238,-15.53,1794.22,1035.89,,,
0.41635625,-1.56E-02,-919.87067,-883.006649,-1040.89238,-15.64,1802.88,1040.89,,,
0.41835625,-1.57E-02,-924.29236,-887.245211,-1045.89238,-15.75,1811.54,1045.89,,,
0.42035625,-1.59E-02,-928.714085,-891.48374,-1050.89237,-15.86,1820.20,1050.89,,,
0.42235625,-1.60E-02,-933.135843,-895.722235,-1055.89237,-15.97,1828.86,1055.89,,,
0.42435625,-1.61E-02,-937.557635,-899.960697,-1060.89237,-16.08,1837.52,1060.89,,,
0.42635625,-1.62E-02,-941.97946,-904.199125,-1065.89237,-16.19,1846.18,1065.89,,,
0.42835625,-1.63E-02,-946.40132,-908.437519,-1070.89237,-16.31,1854.84,1070.89,,,
0.43035625,-1.64E-02,-950.823212,-912.675879,-1075.89237,-16.42,1863.50,1075.89,,,
0.43235625,-1.65E-02,-955.245139,-916.914206,-1080.89236,-16.53,1872.16,1080.89,,,
0.43435625,-1.66E-02,-959.6671,-921.152499,-1085.89236,-16.64,1880.82,1085.89,,,
0.43635625,-1.68E-02,-964.089094,-925.390758,-1090.89236,-16.75,1889.48,1090.89,,,
0.43835625,-1.69E-02,-968.511122,-929.628984,-1095.89236,-16.87,1898.14,1095.89,,,
0.44035625,-1.70E-02,-972.933183,-933.867176,-1100.89236,-16.98,1906.80,1100.89,,,
0.44235625,-1.71E-02,-977.355279,-938.105332,-1105.89235,-17.09,1915.46,1105.89,,,
0.44435625,-1.72E-02,-981.777408,-942.343456,-1110.89235,-17.20,1924.12,1110.89,,,
0.44635625,-1.73E-02,-986.199571,-946.581547,-1115.89235,-17.32,1932.78,1115.89,,,
0.44835625,-1.74E-02,-990.621768,-950.819602,-1120.89235,-17.43,1941.44,1120.89,,,
0.45035625,-1.75E-02,-995.043999,-955.057625,-1125.89235,-17.54,1950.10,1125.89,,,
0.45235625,-1.77E-02,-999.466264,-959.295613,-1130.89234,-17.65,1958.76,1130.89,,,
0.45435625,-1.78E-02,-1003.88856,-963.533567,-1135.89234,-17.77,1967.42,1135.89,,,
0.45635625,-1.79E-02,-1008.31089,-967.771488,-1140.89234,-17.88,1976.08,1140.89,,,
0.45835625,-1.80E-02,-1012.73326,-972.009375,-1145.89234,-17.99,1984.74,1145.89,,,
0.46035625,-1.81E-02,-1017.15566,-976.247228,-1150.89234,-18.10,1993.40,1150.89,,,
0.46235625,-1.82E-02,-1021.5781,-980.485047,-1155.89233,-18.22,2002.06,1155.89,,,
0.46435625,-1.83E-02,-1026.00056,-984.722832,-1160.89233,-18.33,2010.72,1160.89,,,
0.46635625,-1.84E-02,-1030.42307,-988.960583,-1165.89233,-18.44,2019.38,1165.89,,,
0.46835625,-1.86E-02,-1034.8456,-993.1983,-1170.89233,-18.56,2028.04,1170.89,,,
0.47035625,-1.87E-02,-1039.26817,-997.435983,-1175.89233,-18.67,2036.70,1175.89,,,
0.47235625,-1.88E-02,-1043.69077,-1001.67363,-1180.89232,-18.78,2045.36,1180.89,,,
0.47435625,-1.89E-02,-1048.11341,-1005.91125,-1185.89232,-18.90,2054.02,1185.89,,,
0.47635625,-1.90E-02,-1052.53608,-1010.14883,-1190.89232,-19.01,2062.68,1190.89,,,
0.47835625,-1.91E-02,-1056.95879,-1014.38638,-1195.89232,-19.12,2071.35,1195.89,,,
0.48035625,-1.92E-02,-1061.38153,-1018.62389,-1200.89231,-19.24,2080.01,1200.89,,,
0.48235625,-1.94E-02,-1065.8043,-1022.86137,-1205.89231,-19.35,2088.67,1205.89,,,
0.48435625,-1.95E-02,-1070.22711,-1027.09882,-1210.89231,-19.46,2097.33,1210.89,,,
0.48635625,-1.96E-02,-1074.64995,-1031.33623,-1215.89231,-19.58,2105.99,1215.89,,,
0.48835625,-1.97E-02,-1079.07282,-1035.57361,-1220.89231,-19.69,2114.65,1220.89,,,
0.49035625,-1.98E-02,-1083.49573,-1039.81095,-1225.8923,-19.80,2123.31,1225.89,,,
0.49235625,-1.99E-02,-1087.91868,-1044.04826,-1230.8923,-19.92,2131.97,1230.89,,,
0.49435625,-2.00E-02,-1092.34165,-1048.28553,-1235.8923,-20.03,2140.63,1235.89,,,
0.49635625,-2.01E-02,-1096.76466,-1052.52278,-1240.8923,-20.15,2149.29,1240.89,,,
0.49835625,-2.03E-02,-1101.18771,-1056.75998,-1245.89229,-20.26,2157.95,1245.89,,,
0.50035625,-2.04E-02,-1105.61079,-1060.99716,-1250.89229,-20.37,2166.61,1250.89,,,
0.50235625,-2.05E-02,-1110.0339,-1065.2343,-1255.89229,-20.49,2175.27,1255.89,,,
0.50435625,-2.06E-02,-1114.45704,-1069.47141,-1260.89229,-20.60,2183.93,1260.89,,,
0.50635625,-2.07E-02,-1118.88022,-1073.70848,-1265.89228,-20.72,2192.59,1265.89,,,
0.50835625,-2.08E-02,-1123.30344,-1077.94551,-1270.89228,-20.83,2201.25,1270.89,,,
0.51035625,-2.09E-02,-1127.72669,-1082.18252,-1275.89228,-20.94,2209.91,1275.89,,,
0.51235625,-2.11E-02,-1132.14997,-1086.41949,-1280.89228,-21.06,2218.57,1280.89,,,
0.51435625,-2.12E-02,-1136.57329,-1090.65643,-1285.89227,-21.17,2227.23,1285.89,,,
0.51635625,-2.13E-02,-1140.99663,-1094.89333,-1290.89227,-21.29,2235.89,1290.89,,,
0.51835625,-2.14E-02,-1145.42002,-1099.1302,-1295.89227,-21.40,2244.55,1295.89,,,
0.52035625,-2.15E-02,-1149.84344,-1103.36703,-1300.89227,-21.51,2253.21,1300.89,,,
0.52235625,-2.16E-02,-1154.26689,-1107.60383,-1305.89226,-21.63,2261.87,1305.89,,,
0.52435625,-2.17E-02,-1158.69037,-1111.8406,-1310.89226,-21.74,2270.53,1310.89,,,
0.52635625,-2.19E-02,-1163.11389,-1116.07733,-1315.89226,-21.86,2279.19,1315.89,,,
0.52835625,-2.20E-02,-1167.53745,-1120.31403,-1320.89226,-21.97,2287.85,1320.89,,,
0.53035625,-2.21E-02,-1171.96103,-1124.5507,-1325.89225,-22.09,2296.51,1325.89,,,
0.53235625,-2.22E-02,-1176.38465,-1128.78733,-1330.89225,-22.20,2305.17,1330.89,,,
0.53435625,-2.23E-02,-1180.80831,-1133.02393,-1335.89225,-22.31,2313.83,1335.89,,,
0.53635625,-2.24E-02,-1185.232,-1137.26049,-1340.89225,-22.43,2322.49,1340.89,,,
0.53835625,-2.25E-02,-1189.65572,-1141.49702,-1345.89224,-22.54,2331.15,1345.89,,,
0.54035625,-2.27E-02,-1194.07947,-1145.73352,-1350.89224,-22.66,2339.81,1350.89,,,
0.54235625,-2.28E-02,-1198.50326,-1149.96998,-1355.89224,-22.77,2348.47,1355.89,,,
0.54435625,-2.29E-02,-1202.92709,-1154.20641,-1360.89224,-22.88,2357.13,1360.89,,,
0.54635625,-2.30E-02,-1207.35095,-1158.4428,-1365.89223,-23.00,2365.79,1365.89,,,
0.54835625,-2.31E-02,-1211.77484,-1162.67916,-1370.89223,-23.11,2374.45,1370.89,,,
