TIME, UX_5, FX_2, FY_3, FY_4,Displacement,Reaction,Load,,,
5.24E-02,-4.74E-04,130.890659,-115.623064,-111.086035,-0.47,-130.89,226.71,,,
5.44E-02,-5.13E-04,135.890686,-120.039978,-115.329397,-0.51,-135.89,235.37,,,
5.64E-02,-5.52E-04,140.890712,-124.456906,-119.572745,-0.55,-140.89,244.03,,,
5.84E-02,-5.94E-04,145.890739,-128.873848,-123.816079,-0.59,-145.89,252.69,,,
6.04E-02,-6.37E-04,150.890767,-133.290805,-128.059398,-0.64,-150.89,261.35,,,
6.24E-02,-6.82E-04,155.890794,-137.707778,-132.302702,-0.68,-155.89,270.01,,,
6.44E-02,-7.28E-04,160.890822,-142.124767,-136.54599,-0.73,-160.89,278.67,,,
6.64E-02,-7.76E-04,165.89085,-146.541774,-140.78926,-0.78,-165.89,287.33,,,
6.84E-02,-8.26E-04,170.890878,-150.958798,-145.032514,-0.83,-170.89,295.99,,,
7.04E-02,-8.78E-04,175.890907,-155.37584,-149.275749,-0.88,-175.89,304.65,,,
7.24E-02,-9.31E-04,180.890935,-159.792901,-153.518966,-0.93,-180.89,313.31,,,
7.44E-02,-9.86E-04,185.890965,-164.209981,-157.762164,-0.99,-185.89,321.97,,,
7.64E-02,-1.04E-03,190.890994,-168.627081,-162.005341,-1.04,-190.89,330.63,,,
7.84E-02,-1.10E-03,195.891024,-173.044202,-166.248498,-1.10,-195.89,339.29,,,
8.04E-02,-1.16E-03,200.891054,-177.461345,-170.491634,-1.16,-200.89,347.95,,,
8.24E-02,-1.22E-03,205.891084,-181.87851,-174.734748,-1.22,-205.89,356.61,,,
8.44E-02,-1.29E-03,210.891114,-186.295697,-178.97784,-1.29,-210.89,365.27,,,
8.64E-02,-1.35E-03,215.891145,-190.712908,-183.220908,-1.35,-215.89,373.93,,,
8.84E-02,-1.42E-03,220.891176,-195.130143,-187.463953,-1.42,-220.89,382.59,,,
9.04E-02,-1.49E-03,225.891208,-199.547402,-191.706973,-1.49,-225.89,391.25,,,
9.24E-02,-1.56E-03,230.891206,-203.96469,-195.94997,-1.56,-230.89,399.91,,,
9.44E-02,-1.63E-03,235.8912,-208.382004,-200.192942,-1.63,-235.89,408.57,,,
9.64E-02,-1.71E-03,240.891193,-212.799345,-204.435888,-1.71,-240.89,417.24,,,
9.84E-02,-1.78E-03,245.891186,-217.216714,-208.678806,-1.78,-245.89,425.90,,,
0.10035625,-1.86E-03,250.89118,-221.634112,-212.921696,-1.86,-250.89,434.56,,,
0.10235625,-1.94E-03,255.891173,-226.051538,-217.164558,-1.94,-255.89,443.22,,,
0.10435625,-2.02E-03,260.891166,-230.468995,-221.40739,-2.02,-260.89,451.88,,,
0.10635625,-2.11E-03,265.89116,-234.886482,-225.650192,-2.11,-265.89,460.54,,,
0.10835625,-2.19E-03,270.891153,-239.304,-229.892964,-2.19,-270.89,469.20,,,
0.11035625,-2.28E-03,275.891146,-243.721551,-234.135703,-2.28,-275.89,477.86,,,
0.11235625,-2.37E-03,280.891139,-248.139135,-238.378411,-2.37,-280.89,486.52,,,
0.11435625,-2.47E-03,285.891132,-252.556752,-242.621085,-2.47,-285.89,495.18,,,
0.11635625,-2.56E-03,290.891125,-256.974404,-246.863726,-2.56,-290.89,503.84,,,
0.11835625,-2.66E-03,295.891119,-261.392091,-251.106332,-2.66,-295.89,512.50,,,
0.12035625,-2.75E-03,300.891112,-265.809814,-255.348903,-2.75,-300.89,521.16,,,
0.12235625,-2.85E-03,305.891105,-270.227574,-259.591437,-2.85,-305.89,529.82,,,
0.12435625,-2.96E-03,310.891098,-274.645372,-263.833934,-2.96,-310.89,538.48,,,
0.12635625,-3.06E-03,315.891091,-279.063208,-268.076393,-3.06,-315.89,547.14,,,
0.12835625,-3.17E-03,320.891084,-283.481083,-272.318814,-3.17,-320.89,555.80,,,
0.13035625,-3.28E-03,325.891077,-287.898999,-276.561196,-3.28,-325.89,564.46,,,
0.13235625,-3.39E-03,330.89107,-292.316955,-280.803537,-3.39,-330.89,573.12,,,
0.13435625,-3.50E-03,335.891063,-296.734953,-285.045837,-3.50,-335.89,581.78,,,
0.13635625,-3.62E-03,340.891056,-301.152994,-289.288095,-3.62,-340.89,590.44,,,
0.13835625,-3.73E-03,345.891049,-305.571078,-293.53031,-3.73,-345.89,599.10,,,
0.14035625,-3.85E-03,350.891042,-309.989207,-297.772482,-3.85,-350.89,607.76,,,
0.14235625,-3.97E-03,355.891035,-314.407381,-302.014608,-3.97,-355.89,616.42,,,
0.14435625,-4.10E-03,360.891028,-318.825601,-306.25669,-4.10,-360.89,625.08,,,
0.14635625,-4.22E-03,365.891021,-323.243868,-310.498725,-4.22,-365.89,633.74,,,
0.14835625,-4.35E-03,370.891014,-327.662183,-314.740713,-4.35,-370.89,642.40,,,
0.15035625,-4.48E-03,375.891007,-332.080546,-318.982654,-4.48,-375.89,651.06,,,
0.15235625,-4.62E-03,380.891,-336.49896,-323.224545,-4.62,-380.89,659.72,,,
0.15435625,-4.75E-03,385.890993,-340.917424,-327.466386,-4.75,-385.89,668.38,,,
0.15635625,-4.89E-03,390.890986,-345.335939,-331.708176,-4.89,-390.89,677.04,,,
0.15835625,-5.03E-03,395.890979,-349.754507,-335.949915,-5.03,-395.89,685.70,,,
0.16035625,-5.17E-03,400.890972,-354.173129,-340.1916,-5.17,-400.89,694.36,,,
0.16235625,-5.32E-03,405.890965,-358.591804,-344.433233,-5.32,-405.89,703.03,,,
0.16435625,-5.46E-03,410.890959,-363.010536,-348.67481,-5.46,-410.89,711.69,,,
0.16635625,-5.61E-03,415.890952,-367.429323,-352.916333,-5.61,-415.89,720.35,,,
0.16835625,-5.76E-03,420.890945,-371.848168,-357.157798,-5.76,-420.89,729.01,,,
0.17035625,-5.92E-03,425.890938,-376.267071,-361.399206,-5.92,-425.89,737.67,,,
0.17235625,-6.08E-03,430.890932,-380.686033,-365.640556,-6.08,-430.89,746.33,,,
0.17435625,-6.23E-03,435.890925,-385.105055,-369.881846,-6.23,-435.89,754.99,,,
0.17635625,-6.40E-03,440.890919,-389.524139,-374.123076,-6.40,-440.89,763.65,,,
0.17835625,-6.56E-03,445.890912,-393.943285,-378.364244,-6.56,-445.89,772.31,,,
0.18035625,-6.73E-03,450.890906,-398.362495,-382.60535,-6.73,-450.89,780.97,,,
0.18235625,-6.90E-03,455.890899,-402.781768,-386.846392,-6.90,-455.89,789.63,,,
0.18435625,-7.07E-03,460.890893,-407.201107,-391.08737,-7.07,-460.89,798.29,,,
0.18635625,-7.24E-03,465.890887,-411.620513,-395.328282,-7.24,-465.89,806.95,,,
0.18835625,-7.42E-03,470.890881,-416.039985,-399.569127,-7.42,-470.89,815.61,,,
0.19035625,-7.60E-03,475.890874,-420.459527,-403.809905,-7.60,-475.89,824.27,,,
0.19235625,-7.78E-03,480.890868,-424.879138,-408.050614,-7.78,-480.89,832.93,,,
0.19435625,-7.97E-03,485.890862,-429.29882,-412.291252,-7.97,-485.89,841.59,,,
0.19635625,-8.15E-03,490.890857,-433.718573,-416.53182,-8.15,-490.89,850.25,,,
0.19835625,-8.34E-03,495.890851,-438.1384,-420.772316,-8.34,-495.89,858.91,,,
0.20035625,-8.54E-03,500.890845,-442.5583,-425.012739,-8.54,-500.89,867.57,,,
0.20235625,-8.73E-03,505.89084,-446.978276,-429.253088,-8.73,-505.89,876.23,,,
0.20435625,-8.93E-03,510.890834,-451.398328,-433.493361,-8.93,-510.89,884.89,,,
0.20635625,-9.13E-03,515.890829,-455.818457,-437.733557,-9.13,-515.89,893.55,,,
0.20835625,-9.33E-03,520.890824,-460.238665,-441.973676,-9.33,-520.89,902.21,,,
0.21035625,-9.54E-03,525.890818,-464.658952,-446.213716,-9.54,-525.89,910.87,,,
0.21235625,-9.75E-03,530.890814,-469.07932,-450.453676,-9.75,-530.89,919.53,,,
0.21435625,-9.96E-03,535.890809,-473.499771,-454.693556,-9.96,-535.89,928.19,,,
0.21635625,-1.02E-02,540.890804,-477.920304,-458.933352,-10.17,-540.89,936.85,,-536.8485703,929.8522342
0.21835625,-1.04E-02,545.890799,-482.340922,-463.173065,-10.39,-545.89,945.51,,,
0.22035625,-1.06E-02,550.890795,-486.761626,-467.412693,-10.61,-550.89,954.17,,,
0.22235625,-1.08E-02,555.890791,-491.182416,-471.652236,-10.83,-555.89,962.83,,,
0.22435625,-1.11E-02,560.890786,-495.603294,-475.891691,-11.06,-560.89,971.49,,,
0.22635625,-1.13E-02,565.890782,-500.024261,-480.131058,-11.29,-565.89,980.16,,,
0.22835625,-1.15E-02,570.890779,-504.445319,-484.370336,-11.52,-570.89,988.82,,,
0.23035625,-1.18E-02,575.890775,-508.866469,-488.609523,-11.75,-575.89,997.48,,,
0.23235625,-1.20E-02,580.890772,-513.287711,-492.848617,-11.99,-580.89,1006.14,,,
0.23435625,-1.22E-02,585.890768,-517.709048,-497.087619,-12.23,-585.89,1014.80,,,
0.23635625,-1.25E-02,590.890765,-522.13048,-501.326525,-12.47,-590.89,1023.46,,,
0.23835625,-1.27E-02,595.890762,-526.552009,-505.565336,-12.72,-595.89,1032.12,,,
0.24035625,-1.30E-02,600.89076,-530.973636,-509.80405,-12.97,-600.89,1040.78,,,
0.24235625,-1.32E-02,605.890757,-535.395362,-514.042665,-13.22,-605.89,1049.44,,,
0.24435625,-1.35E-02,610.890755,-539.817189,-518.281181,-13.48,-610.89,1058.10,,,
0.24635625,-1.37E-02,615.890753,-544.239118,-522.519595,-13.74,-615.89,1066.76,,,
0.24835625,-1.40E-02,620.890751,-548.661151,-526.757907,-14.00,-620.89,1075.42,,,
0.25035625,-1.43E-02,625.890749,-553.083287,-530.996116,-14.26,-625.89,1084.08,,,
0.25235625,-1.45E-02,630.890748,-557.50553,-535.234219,-14.53,-630.89,1092.74,,,
0.25435625,-1.48E-02,635.890747,-561.92788,-539.472216,-14.80,-635.89,1101.40,,,
0.25635625,-1.51E-02,640.890746,-566.350339,-543.710105,-15.07,-640.89,1110.06,,,
0.25835625,-1.53E-02,645.890745,-570.772907,-547.947886,-15.35,-645.89,1118.72,,,
0.26035625,-1.56E-02,650.890745,-575.195587,-552.185555,-15.63,-650.89,1127.38,,,
0.26235625,-1.59E-02,655.890745,-579.61838,-556.423113,-15.91,-655.89,1136.04,,,
0.26435625,-1.62E-02,660.890745,-584.041287,-560.660558,-16.20,-660.89,1144.70,,,
0.26635625,-1.65E-02,665.890745,-588.46431,-564.897887,-16.49,-665.89,1153.36,,,
0.26835625,-1.68E-02,670.890746,-592.887449,-569.1351,-16.78,-670.89,1162.02,,,
0.27035625,-1.71E-02,675.890747,-597.310707,-573.372197,-17.07,-675.89,1170.68,,,
0.27235625,-1.74E-02,680.890748,-601.734085,-577.609174,-17.37,-680.89,1179.34,,,
0.27435625,-1.77E-02,685.89075,-606.157584,-581.846031,-17.67,-685.89,1188.00,,,
0.27635625,-1.80E-02,690.890752,-610.581206,-586.082766,-17.98,-690.89,1196.66,,,
0.27835625,-1.83E-02,695.890754,-615.004952,-590.319377,-18.29,-695.89,1205.32,,,
0.28035625,-1.86E-02,700.890756,-619.428824,-594.555863,-18.60,-700.89,1213.98,,,
0.28235625,-1.89E-02,705.890759,-623.852822,-598.792224,-18.92,-705.89,1222.65,,,
0.28435625,-1.92E-02,710.890763,-628.27695,-603.028457,-19.23,-710.89,1231.31,,,
0.28635625,-1.96E-02,715.890766,-632.701207,-607.26456,-19.56,-715.89,1239.97,,,
0.28835625,-1.99E-02,720.89077,-637.125596,-611.500533,-19.88,-720.89,1248.63,,,
0.29035625,-2.02E-02,725.890775,-641.550119,-615.736373,-20.21,-725.89,1257.29,,,
0.29235625,-2.05E-02,730.890779,-645.974775,-619.97208,-20.54,-730.89,1265.95,,,
0.29435625,-2.09E-02,735.890784,-650.399569,-624.207651,-20.88,-735.89,1274.61,,,
0.29635625,-2.12E-02,740.89079,-654.824499,-628.443085,-21.21,-740.89,1283.27,,,
0.29835625,-2.16E-02,745.890796,-659.249569,-632.678381,-21.56,-745.89,1291.93,,,
0.30035625,-2.19E-02,750.890802,-663.67478,-636.913537,-21.90,-750.89,1300.59,,,
0.30235625,-2.22E-02,755.890809,-668.100133,-641.148552,-22.25,-755.89,1309.25,,,
0.30435625,-2.26E-02,760.890816,-672.525631,-645.383422,-22.60,-760.89,1317.91,,,
0.30635625,-2.30E-02,765.890823,-676.951273,-649.618149,-22.96,-765.89,1326.57,,,
0.30835625,-2.33E-02,770.890831,-681.377063,-653.852729,-23.32,-770.89,1335.23,,,
0.31035625,-2.37E-02,775.890839,-685.803002,-658.08716,-23.68,-775.89,1343.89,,,
0.31235625,-2.40E-02,780.890848,-690.229091,-662.321443,-24.04,-780.89,1352.55,,,
0.31435625,-2.44E-02,785.890858,-694.655331,-666.555574,-24.41,-785.89,1361.21,,,
0.31635625,-2.48E-02,790.890867,-699.081726,-670.789553,-24.79,-790.89,1369.87,,,
0.31835625,-2.52E-02,795.890878,-703.508275,-675.023376,-25.16,-795.89,1378.53,,,
0.32035625,-2.55E-02,800.890888,-707.934982,-679.257045,-25.54,-800.89,1387.19,,,
0.32235625,-2.59E-02,805.890899,-712.361847,-683.490554,-25.93,-805.89,1395.85,,,
0.32435625,-2.63E-02,810.890911,-716.788872,-687.723905,-26.31,-810.89,1404.51,,,
0.32635625,-2.67E-02,815.890923,-721.216059,-691.957093,-26.70,-815.89,1413.17,,,
0.32835625,-2.71E-02,820.890936,-725.643409,-696.19012,-27.10,-820.89,1421.83,,,
0.33035625,-2.75E-02,825.890949,-730.070925,-700.422982,-27.49,-825.89,1430.49,,,
0.33235625,-2.79E-02,830.890963,-734.498608,-704.655677,-27.90,-830.89,1439.15,,,
0.33435625,-2.83E-02,835.890977,-738.926459,-708.888205,-28.30,-835.89,1447.81,,,
0.33635625,-2.87E-02,840.890992,-743.35448,-713.120563,-28.71,-840.89,1456.48,,,
0.33835625,-2.91E-02,845.891007,-747.782674,-717.35275,-29.12,-845.89,1465.14,,,
0.34035625,-2.95E-02,850.891023,-752.211041,-721.584763,-29.54,-850.89,1473.80,,,
0.34235625,-3.00E-02,855.891039,-756.639584,-725.816602,-29.96,-855.89,1482.46,,,
0.34435625,-3.04E-02,860.891056,-761.068304,-730.048263,-30.38,-860.89,1491.12,,,
0.34635625,-3.08E-02,865.891074,-765.497202,-734.279746,-30.81,-865.89,1499.78,,,
0.34835625,-3.12E-02,870.891092,-769.926282,-738.511049,-31.24,-870.89,1508.44,,,
0.35035625,-3.17E-02,875.89111,-774.355544,-742.74217,-31.67,-875.89,1517.10,,,
0.35235625,-3.21E-02,880.89113,-778.78499,-746.973108,-32.11,-880.89,1525.76,,,
0.35435625,-3.25E-02,885.89115,-783.214623,-751.203859,-32.55,-885.89,1534.42,,,
0.35635625,-3.30E-02,890.89117,-787.644443,-755.434424,-32.99,-890.89,1543.08,,,
0.35835625,-3.34E-02,895.891191,-792.074453,-759.664798,-33.44,-895.89,1551.74,,,
0.36035625,-3.39E-02,900.891213,-796.504654,-763.894982,-33.90,-900.89,1560.40,,,
0.36235625,-3.44E-02,905.891235,-800.935049,-768.124974,-34.35,-905.89,1569.06,,,
0.36435625,-3.48E-02,910.891258,-805.365638,-772.35477,-34.81,-910.89,1577.72,,,
0.36635625,-3.53E-02,915.891281,-809.796425,-776.58437,-35.28,-915.89,1586.38,,,
0.36835625,-3.57E-02,920.891306,-814.22741,-780.813771,-35.74,-920.89,1595.04,,,
0.37035625,-3.62E-02,925.89133,-818.658596,-785.042973,-36.21,-925.89,1603.70,,,
0.37235625,-3.67E-02,930.891356,-823.089984,-789.271972,-36.69,-930.89,1612.36,,,
0.37435625,-3.72E-02,935.891382,-827.521577,-793.500767,-37.17,-935.89,1621.02,,,
0.37635625,-3.77E-02,940.891409,-831.953375,-797.729356,-37.65,-940.89,1629.68,,,
0.37835625,-3.81E-02,945.891436,-836.385382,-801.957737,-38.14,-945.89,1638.34,,,
0.38035625,-3.86E-02,950.891464,-840.817599,-806.185908,-38.63,-950.89,1647.00,,,
0.38235625,-3.91E-02,955.891493,-845.250027,-810.413869,-39.12,-955.89,1655.66,,,
0.38435625,-3.96E-02,960.891523,-849.682669,-814.641616,-39.62,-960.89,1664.32,,,
0.38635625,-4.01E-02,965.891553,-854.115526,-818.869147,-40.12,-965.89,1672.98,,,
0.38835625,-4.06E-02,970.891584,-858.548601,-823.096461,-40.63,-970.89,1681.65,,,
0.39035625,-4.11E-02,975.891615,-862.981896,-827.323556,-41.13,-975.89,1690.31,,,
0.39235625,-4.16E-02,980.891647,-867.415411,-831.550429,-41.65,-980.89,1698.97,,,
0.39435625,-4.22E-02,985.89168,-871.84915,-835.777079,-42.16,-985.89,1707.63,,,
0.39635625,-4.27E-02,990.891714,-876.283114,-840.003504,-42.69,-990.89,1716.29,,,
0.39835625,-4.32E-02,995.891749,-880.717305,-844.229702,-43.21,-995.89,1724.95,,,
0.40035625,-4.37E-02,1000.89178,-885.151725,-848.455671,-43.74,-1000.89,1733.61,,,
0.40235625,-4.43E-02,1005.89182,-889.586376,-852.681409,-44.27,-1005.89,1742.27,,,
0.40435625,-4.48E-02,1010.89186,-894.02126,-856.906913,-44.81,-1010.89,1750.93,,,
0.40635625,-4.53E-02,1015.89189,-898.456379,-861.132184,-45.35,-1015.89,1759.59,,,
0.40835625,-4.59E-02,1020.89193,-902.891735,-865.357216,-45.89,-1020.89,1768.25,,,
0.41035625,-4.64E-02,1025.89197,-907.32733,-869.58201,-46.44,-1025.89,1776.91,,,
0.41235625,-4.70E-02,1030.89201,-911.763165,-873.806563,-46.99,-1030.89,1785.57,,,
0.41435625,-4.75E-02,1035.89205,-916.199243,-878.030873,-47.54,-1035.89,1794.23,,,
0.41635625,-4.81E-02,1040.89209,-920.635566,-882.254938,-48.10,-1040.89,1802.89,,,
0.41835625,-4.87E-02,1045.89213,-925.072135,-886.478756,-48.66,-1045.89,1811.55,,,
0.42035625,-4.92E-02,1050.89217,-929.508954,-890.702324,-49.23,-1050.89,1820.21,,,
0.42235625,-4.98E-02,1055.89222,-933.946023,-894.925642,-49.80,-1055.89,1828.87,,,
0.42435625,-5.04E-02,1060.89226,-938.383345,-899.148706,-50.38,-1060.89,1837.53,,,
0.42635625,-5.10E-02,1065.89231,-942.820922,-903.371516,-50.95,-1065.89,1846.19,,,
0.42835625,-5.15E-02,1070.89235,-947.258755,-907.594068,-51.54,-1070.89,1854.85,,,
0.43035625,-5.21E-02,1075.8924,-951.696848,-911.81636,-52.12,-1075.89,1863.51,,,
0.43235625,-5.27E-02,1080.89244,-956.135201,-916.038392,-52.71,-1080.89,1872.17,,,
0.43435625,-5.33E-02,1085.89249,-960.573817,-920.260161,-53.31,-1085.89,1880.83,,,
0.43635625,-5.39E-02,1090.89254,-965.012698,-924.481663,-53.90,-1090.89,1889.49,,,
0.43835625,-5.45E-02,1095.89259,-969.451846,-928.702898,-54.50,-1095.89,1898.15,,,
0.44035625,-5.51E-02,1100.89264,-973.891264,-932.923864,-55.11,-1100.89,1906.82,,,
0.44235625,-5.57E-02,1105.89269,-978.330952,-937.144557,-55.72,-1105.89,1915.48,,,
0.44435625,-5.63E-02,1110.89274,-982.770913,-941.364977,-56.33,-1110.89,1924.14,,,
0.44635625,-5.69E-02,1115.89279,-987.21115,-945.585121,-56.95,-1115.89,1932.80,,,
0.44835625,-5.76E-02,1120.89284,-991.651664,-949.804988,-57.57,-1120.89,1941.46,,,
0.45035625,-5.82E-02,1125.8929,-996.092457,-954.024573,-58.19,-1125.89,1950.12,,,
0.45235625,-5.88E-02,1130.89295,-1000.53353,-958.243877,-58.82,-1130.89,1958.78,,,
0.45435625,-5.95E-02,1135.89301,-1004.97489,-962.462897,-59.45,-1135.89,1967.44,,,
0.45635625,-6.01E-02,1140.89306,-1009.41653,-966.68163,-60.09,-1140.89,1976.10,,,
0.45835625,-6.07E-02,1145.89312,-1013.85846,-970.900076,-60.73,-1145.89,1984.76,,,
0.46035625,-6.14E-02,1150.89317,-1018.30069,-975.11823,-61.37,-1150.89,1993.42,,,
0.46235625,-6.20E-02,1155.89323,-1022.7432,-979.336091,-62.02,-1155.89,2002.08,,,
0.46435625,-6.27E-02,1160.89329,-1027.18601,-983.553658,-62.67,-1160.89,2010.74,,,
0.46635625,-6.33E-02,1165.89335,-1031.62911,-987.770928,-63.33,-1165.89,2019.40,,,
0.46835625,-6.40E-02,1170.89341,-1036.07251,-991.987899,-63.99,-1170.89,2028.06,,,
0.47035625,-6.46E-02,1175.89347,-1040.51621,-996.204568,-64.65,-1175.89,2036.72,,,
0.47235625,-6.53E-02,1180.89353,-1044.96021,-1000.42093,-65.31,-1180.89,2045.38,,,
0.47435625,-6.60E-02,1185.89359,-1049.40452,-1004.637,-65.98,-1185.89,2054.04,,,
0.47635625,-6.67E-02,1190.89365,-1053.84914,-1008.85275,-66.66,-1190.89,2062.70,,,
0.47835625,-6.73E-02,1195.89372,-1058.29406,-1013.06819,-67.34,-1195.89,2071.36,,,
0.48035625,-6.80E-02,1200.89378,-1062.73929,-1017.28332,-68.02,-1200.89,2080.02,,,
0.48235625,-6.87E-02,1205.89384,-1067.18484,-1021.49814,-68.70,-1205.89,2088.68,,,
0.48435625,-6.94E-02,1210.89391,-1071.6307,-1025.71264,-69.39,-1210.89,2097.34,,,
0.48635625,-7.01E-02,1215.89397,-1076.07688,-1029.92682,-70.08,-1215.89,2106.00,,,
0.48835625,-7.08E-02,1220.89404,-1080.52338,-1034.14068,-70.78,-1220.89,2114.66,,,
0.49035625,-7.15E-02,1225.89411,-1084.9702,-1038.35422,-71.48,-1225.89,2123.32,,,
0.49235625,-7.22E-02,1230.89418,-1089.41735,-1042.56744,-72.18,-1230.89,2131.98,,,
0.49435625,-7.29E-02,1235.89424,-1093.86481,-1046.78033,-72.89,-1235.89,2140.65,,,
0.49635625,-7.36E-02,1240.89431,-1098.31261,-1050.99288,-73.60,-1240.89,2149.31,,,
0.49835625,-7.43E-02,1245.89438,-1102.76074,-1055.20511,-74.32,-1245.89,2157.97,,,
0.50035625,-7.50E-02,1250.89445,-1107.2092,-1059.417,-75.04,-1250.89,2166.63,,,
0.50235625,-7.58E-02,1255.89452,-1111.65799,-1063.62856,-75.76,-1255.89,2175.29,,,
0.50435625,-7.65E-02,1260.89459,-1116.10712,-1067.83978,-76.48,-1260.89,2183.95,,,
0.50635625,-7.72E-02,1265.89466,-1120.55659,-1072.05066,-77.21,-1265.89,2192.61,,,
0.50835625,-7.79E-02,1270.89473,-1125.0064,-1076.2612,-77.95,-1270.89,2201.27,,,
0.51035625,-7.87E-02,1275.89481,-1129.45655,-1080.47139,-78.68,-1275.89,2209.93,,,
0.51235625,-7.94E-02,1280.89488,-1133.90705,-1084.68124,-79.42,-1280.89,2218.59,,,
0.51435625,-8.02E-02,1285.89495,-1138.35789,-1088.89074,-80.17,-1285.89,2227.25,,,
0.51635625,-8.09E-02,1290.89503,-1142.80908,-1093.09989,-80.92,-1290.90,2235.91,,,
0.51835625,-8.17E-02,1295.8951,-1147.26063,-1097.30868,-81.67,-1295.90,2244.57,,,
0.52035625,-8.24E-02,1300.89518,-1151.71253,-1101.51712,-82.42,-1300.90,2253.23,,,
0.52235625,-8.32E-02,1305.89525,-1156.16478,-1105.7252,-83.18,-1305.90,2261.89,,,
0.52435625,-8.39E-02,1310.89533,-1160.61739,-1109.93293,-83.94,-1310.90,2270.55,,,
0.52635625,-8.47E-02,1315.8954,-1165.07036,-1114.14029,-84.71,-1315.90,2279.21,,,
0.52835625,-8.55E-02,1320.89548,-1169.5237,-1118.34728,-85.48,-1320.90,2287.87,,,
0.53035625,-8.62E-02,1325.89556,-1173.9774,-1122.55392,-86.25,-1325.90,2296.53,,,
0.53235625,-8.70E-02,1330.89563,-1178.43146,-1126.76018,-87.02,-1330.90,2305.19,,,
0.53435625,-8.78E-02,1335.89571,-1182.8859,-1130.96607,-87.80,-1335.90,2313.85,,,
0.53635625,-8.86E-02,1340.89579,-1187.3407,-1135.17159,-88.59,-1340.90,2322.51,,,
0.53835625,-8.94E-02,1345.89587,-1191.79588,-1139.37674,-89.37,-1345.90,2331.17,,,
0.54035625,-9.02E-02,1350.89595,-1196.25143,-1143.58151,-90.16,-1350.90,2339.83,,,
0.54235625,-9.10E-02,1355.89603,-1200.70736,-1147.7859,-90.96,-1355.90,2348.49,,,
0.54435625,-9.18E-02,1360.89611,-1205.16367,-1151.9899,-91.75,-1360.90,2357.15,,,
0.54635625,-9.26E-02,1365.89619,-1209.62036,-1156.19353,-92.55,-1365.90,2365.81,,,
0.54835625,-9.34E-02,1370.89627,-1214.07743,-1160.39677,-93.35,-1370.90,2374.47,,,
