TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Load,,,
0.12835625,-7.27E-05,638.265521,-34.2130963,-32.8713088,-0.07,-638.27,67.08,,,
0.13035625,-7.52E-05,648.210741,-34.7461942,-33.3834955,-0.08,-648.21,68.13,,,
0.13235625,-7.77E-05,658.155961,-35.2792921,-33.8956822,-0.08,-658.16,69.17,,,
0.13435625,-8.03E-05,668.101182,-35.8123902,-34.4078687,-0.08,-668.10,70.22,,,
0.13635625,-8.29E-05,678.046402,-36.3454884,-34.9200551,-0.08,-678.05,71.27,,,
0.13835625,-8.56E-05,687.991622,-36.8785866,-35.4322414,-0.09,-687.99,72.31,,,
0.14035625,-8.84E-05,697.936843,-37.4116851,-35.9444276,-0.09,-697.94,73.36,,,
0.14235625,-9.12E-05,707.882063,-37.9447836,-36.4566136,-0.09,-707.88,74.40,,,
0.14435625,-9.41E-05,717.827283,-38.4778823,-36.9687995,-0.09,-717.83,75.45,,,
0.14635625,-9.71E-05,727.772504,-39.010981,-37.4809853,-0.10,-727.77,76.49,,,
0.14835625,-1.00E-04,737.717724,-39.54408,-37.9931709,-0.10,-737.72,77.54,,,
0.15035625,-1.03E-04,747.662945,-40.077179,-38.5053564,-0.10,-747.66,78.58,,,
0.15235625,-1.06E-04,757.608165,-40.6102782,-39.0175418,-0.11,-757.61,79.63,,,
0.15435625,-1.10E-04,767.553386,-41.1433776,-39.529727,-0.11,-767.55,80.67,,,
0.15635625,-1.13E-04,777.498606,-41.6764771,-40.0419121,-0.11,-777.50,81.72,,,
0.15835625,-1.16E-04,787.443827,-42.2095768,-40.554097,-0.12,-787.44,82.76,,,
0.16035625,-1.20E-04,797.389047,-42.7426766,-41.0662817,-0.12,-797.39,83.81,,,
0.16235625,-1.23E-04,807.334268,-43.2757766,-41.5784663,-0.12,-807.33,84.85,,,
0.16435625,-1.27E-04,817.279489,-43.8088767,-42.0906507,-0.13,-817.28,85.90,,,
0.16635625,-1.31E-04,827.22471,-44.341977,-42.6028349,-0.13,-827.22,86.94,,,
0.16835625,-1.34E-04,837.16993,-44.8750775,-43.115019,-0.13,-837.17,87.99,,,
0.17035625,-1.38E-04,847.115151,-45.4081782,-43.6272029,-0.14,-847.12,89.04,,,
0.17235625,-1.42E-04,857.060372,-45.941279,-44.1393865,-0.14,-857.06,90.08,,,
0.17435625,-1.46E-04,867.005593,-46.4743801,-44.65157,-0.15,-867.01,91.13,,,
0.17635625,-1.50E-04,876.950814,-47.0074813,-45.1637533,-0.15,-876.95,92.17,,,
0.17835625,-1.55E-04,886.896035,-47.5405827,-45.6759364,-0.15,-886.90,93.22,,,
0.18035625,-1.59E-04,896.841256,-48.0736844,-46.1881193,-0.16,-896.84,94.26,,,
0.18235625,-1.63E-04,906.786477,-48.6067862,-46.7003019,-0.16,-906.79,95.31,,,
0.18435625,-1.68E-04,916.731698,-49.1398883,-47.2124844,-0.17,-916.73,96.35,,,
0.18635625,-1.72E-04,926.676919,-49.6729906,-47.7246666,-0.17,-926.68,97.40,,,
0.18835625,-1.77E-04,936.62214,-50.2060931,-48.2368485,-0.18,-936.62,98.44,,,
0.19035625,-1.82E-04,946.567362,-50.7391958,-48.7490303,-0.18,-946.57,99.49,,,
0.19235625,-1.87E-04,956.512583,-51.2722988,-49.2612118,-0.19,-956.51,100.53,,,
0.19435625,-1.92E-04,966.457804,-51.805402,-49.773393,-0.19,-966.46,101.58,,,
0.19635625,-1.97E-04,976.403025,-52.3385055,-50.2855741,-0.20,-976.40,102.62,,,
0.19835625,-2.02E-04,986.348247,-52.8716093,-50.7977547,-0.20,-986.35,103.67,,,
0.20035625,-2.08E-04,996.293468,-53.4047133,-51.3099352,-0.21,-996.29,104.71,,,
0.20235625,-2.13E-04,1006.23869,-53.9378175,-51.8221153,-0.21,-1006.24,105.76,,,
0.20435625,-2.19E-04,1016.18391,-54.4709221,-52.3342952,-0.22,-1016.18,106.81,,,
0.20635625,-2.24E-04,1026.12913,-55.0040269,-52.8464748,-0.22,-1026.13,107.85,,,
0.20835625,-2.30E-04,1036.07435,-55.537132,-53.3586542,-0.23,-1036.07,108.90,,,
0.21035625,-2.36E-04,1046.01958,-56.0702374,-53.8708331,-0.24,-1046.02,109.94,,,
0.21235625,-2.42E-04,1055.9648,-56.6033431,-54.3830118,-0.24,-1055.96,110.99,,,
0.21435625,-2.48E-04,1065.91002,-57.1364492,-54.8951902,-0.25,-1065.91,112.03,,,
0.21635625,-2.54E-04,1075.85524,-57.6695555,-55.4073682,-0.25,-1075.86,113.08,,,
0.21835625,-2.61E-04,1085.80046,-58.2026622,-55.9195459,-0.26,-1085.80,114.12,,,
0.22035625,-2.68E-04,1095.74569,-58.7357692,-56.4317232,-0.27,-1095.75,115.17,,,
0.22235625,-2.74E-04,1105.69091,-59.2688766,-56.9439001,-0.27,-1105.69,116.21,,,
0.22435625,-2.81E-04,1115.63613,-59.8019843,-57.4560768,-0.28,-1115.64,117.26,,,
0.22635625,-2.88E-04,1125.58135,-60.3350924,-57.968253,-0.29,-1125.58,118.30,,,
0.22835625,-2.95E-04,1135.52657,-60.8682009,-58.4804289,-0.30,-1135.53,119.35,,,
0.23035625,-3.03E-04,1145.4718,-61.4013097,-58.9926043,-0.30,-1145.47,120.39,,,
0.23235625,-3.10E-04,1155.41702,-61.9344189,-59.5047794,-0.31,-1155.42,121.44,,,
0.23435625,-3.18E-04,1165.36224,-62.4675286,-60.016954,-0.32,-1165.36,122.48,,,
0.23635625,-3.25E-04,1175.30746,-63.0006386,-60.5291282,-0.33,-1175.31,123.53,,,
0.23835625,-3.33E-04,1185.25269,-63.5337491,-61.041302,-0.33,-1185.25,124.58,,,
0.24035625,-3.41E-04,1195.19791,-64.06686,-61.5534753,-0.34,-1195.20,125.62,,,
0.24235625,-3.50E-04,1205.14313,-64.5999713,-62.0656481,-0.35,-1205.14,126.67,,,
0.24435625,-3.58E-04,1215.08835,-65.1330831,-62.5778205,-0.36,-1215.09,127.71,,,
0.24635625,-3.67E-04,1225.03358,-65.6661953,-63.0899925,-0.37,-1225.03,128.76,,,
0.24835625,-3.76E-04,1234.9788,-66.1993081,-63.6021639,-0.38,-1234.98,129.80,,,
0.25035625,-3.85E-04,1244.92402,-66.7324213,-64.1143347,-0.38,-1244.92,130.85,,,
0.25235625,-3.94E-04,1254.86924,-67.265535,-64.6265052,-0.39,-1254.87,131.89,,,
0.25435625,-4.03E-04,1264.81447,-67.7986492,-65.138675,-0.40,-1264.81,132.94,,,
0.25635625,-4.13E-04,1274.75969,-68.331764,-65.6508443,-0.41,-1274.76,133.98,,,
0.25835625,-4.23E-04,1284.70491,-68.8648793,-66.1630131,-0.42,-1284.70,135.03,,,
0.26035625,-4.33E-04,1294.65014,-69.3979951,-66.6751812,-0.43,-1294.65,136.07,,,
0.26235625,-4.43E-04,1304.59536,-69.9311115,-67.1873488,-0.44,-1304.60,137.12,,,
0.26435625,-4.53E-04,1314.54058,-70.4642285,-67.6995158,-0.45,-1314.54,138.16,,,
0.26635625,-4.64E-04,1324.48581,-70.9973461,-68.2116821,-0.46,-1324.49,139.21,,,
0.26835625,-4.75E-04,1334.43103,-71.5304643,-68.7238478,-0.47,-1334.43,140.25,,,
0.27035625,-4.86E-04,1344.37625,-72.0635831,-69.2360129,-0.49,-1344.38,141.30,,,
0.27235625,-4.97E-04,1354.32148,-72.5967026,-69.7481773,-0.50,-1354.32,142.34,,,
0.27435625,-5.09E-04,1364.2667,-73.1298227,-70.2603409,-0.51,-1364.27,143.39,,,
0.27635625,-5.20E-04,1374.21192,-73.6629435,-70.7725039,-0.52,-1374.21,144.44,,,
0.27835625,-5.32E-04,1384.15715,-74.196065,-71.2846662,-0.53,-1384.16,145.48,,,
0.28035625,-5.45E-04,1394.10237,-74.7291872,-71.7968278,-0.54,-1394.10,146.53,,,
0.28235625,-5.57E-04,1404.04759,-75.2623101,-72.3089885,-0.56,-1404.05,147.57,,,
0.28435625,-5.70E-04,1413.99282,-75.7954337,-72.8211484,-0.57,-1413.99,148.62,,,
0.28635625,-5.83E-04,1423.93804,-76.3285581,-73.3333076,-0.58,-1423.94,149.66,,,
0.28835625,-5.97E-04,1433.88327,-76.8616833,-73.8454659,-0.60,-1433.88,150.71,,,
0.29035625,-6.10E-04,1443.82849,-77.3948094,-74.3576235,-0.61,-1443.83,151.75,,,
0.29235625,-6.24E-04,1453.77371,-77.9279362,-74.86978,-0.62,-1453.77,152.80,,,
0.29435625,-6.39E-04,1463.71894,-78.4610638,-75.3819358,-0.64,-1463.72,153.84,,,
0.29635625,-6.53E-04,1473.66416,-78.9941924,-75.8940906,-0.65,-1473.66,154.89,,,
0.29835625,-6.68E-04,1483.60939,-79.5273218,-76.4062445,-0.67,-1483.61,155.93,,,
0.30035625,-6.83E-04,1493.55461,-80.0604521,-76.9183974,-0.68,-1493.55,156.98,,,
0.30235625,-6.99E-04,1503.49983,-80.5935834,-77.4305493,-0.70,-1503.50,158.02,,,
0.30435625,-7.15E-04,1513.44506,-81.1267156,-77.9427003,-0.71,-1513.45,159.07,,,
0.30635625,-7.31E-04,1523.39028,-81.6598488,-78.4548501,-0.73,-1523.39,160.11,,,
0.30835625,-7.48E-04,1533.33551,-82.192983,-78.966999,-0.75,-1533.34,161.16,,,
0.31035625,-7.65E-04,1543.28073,-82.7261183,-79.4791467,-0.76,-1543.28,162.21,,,
0.31235625,-7.82E-04,1553.22595,-83.2592546,-79.9912932,-0.78,-1553.23,163.25,,,
0.31435625,-8.00E-04,1563.17118,-83.792392,-80.5034386,-0.80,-1563.17,164.30,,,
0.31635625,-8.18E-04,1573.1164,-84.3255305,-81.0155828,-0.82,-1573.12,165.34,,,
0.31835625,-8.36E-04,1583.06163,-84.8586701,-81.5277259,-0.84,-1583.06,166.39,,,
0.32035625,-8.55E-04,1593.00685,-85.391811,-82.0398675,-0.86,-1593.01,167.43,,,
0.32235625,-8.75E-04,1602.95207,-85.924953,-82.552008,-0.87,-1602.95,168.48,,,
0.32435625,-8.94E-04,1612.8973,-86.4580963,-83.0641471,-0.89,-1612.90,169.52,,,
0.32635625,-9.14E-04,1622.84252,-86.9912408,-83.5762849,-0.91,-1622.84,170.57,,,
0.32835625,-9.35E-04,1632.78774,-87.5243867,-84.0884211,-0.94,-1632.79,171.61,,,
0.33035625,-9.56E-04,1642.73297,-88.0575339,-84.6005561,-0.96,-1642.73,172.66,,,
0.33235625,-9.78E-04,1652.67819,-88.5906824,-85.1126895,-0.98,-1652.68,173.70,,,
0.33435625,-1.00E-03,1662.62342,-89.1238324,-85.6248215,-1.00,-1662.62,174.75,,,
0.33635625,-1.02E-03,1672.56864,-89.6569838,-86.1369519,-1.02,-1672.57,175.79,,,
0.33835625,-1.05E-03,1682.51386,-90.1901367,-86.6490805,-1.05,-1682.51,176.84,,,
0.34035625,-1.07E-03,1692.45908,-90.7232912,-87.1612078,-1.07,-1692.46,177.88,,,
0.34235625,-1.09E-03,1702.40431,-91.2564472,-87.673333,-1.09,-1702.40,178.93,,,
0.34435625,-1.12E-03,1712.34953,-91.7896048,-88.1854568,-1.12,-1712.35,179.98,,,
0.34635625,-1.14E-03,1722.29475,-92.3227641,-88.6975785,-1.14,-1722.29,181.02,,,
0.34835625,-1.17E-03,1732.23997,-92.8559251,-89.2096986,-1.17,-1732.24,182.07,,,
0.35035625,-1.20E-03,1742.18519,-93.3890878,-89.7218168,-1.20,-1742.19,183.11,,,
0.35235625,-1.22E-03,1752.13042,-93.9222523,-90.2339329,-1.22,-1752.13,184.16,,,
0.35435625,-1.25E-03,1762.07564,-94.4554187,-90.746047,-1.25,-1762.08,185.20,,,
0.35635625,-1.28E-03,1772.02086,-94.9885869,-91.2581592,-1.28,-1772.02,186.25,,,
0.35835625,-1.31E-03,1781.96608,-95.5217572,-91.770269,-1.31,-1781.97,187.29,,,
0.36035625,-1.34E-03,1791.9113,-96.0549294,-92.2823769,-1.34,-1791.91,188.34,,,
0.36235625,-1.37E-03,1801.85652,-96.5881036,-92.7944824,-1.37,-1801.86,189.38,,,
0.36435625,-1.40E-03,1811.80173,-97.12128,-93.3065854,-1.40,-1811.80,190.43,,,
0.36635625,-1.43E-03,1821.74695,-97.6544586,-93.8186862,-1.43,-1821.75,191.47,,,
0.36835625,-1.46E-03,1831.69217,-98.1876394,-94.3307846,-1.46,-1831.69,192.52,,,
0.37035625,-1.49E-03,1841.63739,-98.7208225,-94.8428806,-1.49,-1841.64,193.56,,,
0.37235625,-1.53E-03,1851.5826,-99.2540079,-95.3549736,-1.53,-1851.58,194.61,,,
0.37435625,-1.56E-03,1861.52782,-99.7871958,-95.8670641,-1.56,-1861.53,195.65,,,
0.37635625,-1.60E-03,1871.47303,-100.320386,-96.3791519,-1.60,-1871.47,196.70,,,
0.37835625,-1.64E-03,1881.41825,-100.853579,-96.8912369,-1.64,-1881.42,197.74,,,
0.38035625,-1.67E-03,1891.36346,-101.386775,-97.4033188,-1.67,-1891.36,198.79,,,
0.38235625,-1.71E-03,1901.30867,-101.919973,-97.9153977,-1.71,-1901.31,199.84,,,
0.38435625,-1.75E-03,1911.25388,-102.453174,-98.4274737,-1.75,-1911.25,200.88,,,
0.38635625,-1.79E-03,1921.19909,-102.986378,-98.9395463,-1.79,-1921.20,201.93,,,
0.38835625,-1.83E-03,1931.1443,-103.519585,-99.4516155,-1.83,-1931.14,202.97,,,
0.39035625,-1.87E-03,1941.0895,-104.052795,-99.9636815,-1.87,-1941.09,204.02,,,
0.39235625,-1.92E-03,1951.03471,-104.586008,-100.475744,-1.92,-1951.03,205.06,,,
0.39435625,-1.96E-03,1960.97991,-105.119225,-100.987803,-1.96,-1960.98,206.11,,,
0.39635625,-2.01E-03,1970.92511,-105.652445,-101.499858,-2.01,-1970.93,207.15,,,
0.39835625,-2.05E-03,1980.87031,-106.185668,-102.011909,-2.05,-1980.87,208.20,,,
0.40035625,-2.10E-03,1990.81551,-106.718895,-102.523956,-2.10,-1990.82,209.24,,,
0.40235625,-2.15E-03,2000.7607,-107.252125,-103.035999,-2.15,-2000.76,210.29,,,
0.40435625,-2.20E-03,2010.7059,-107.785359,-103.548038,-2.20,-2010.71,211.33,,,
0.40635625,-2.25E-03,2020.65109,-108.318597,-104.060072,-2.25,-2020.65,212.38,,,
0.40835625,-2.30E-03,2030.59628,-108.851839,-104.572102,-2.30,-2030.60,213.42,,,
0.41035625,-2.36E-03,2040.54146,-109.385085,-105.084127,-2.36,-2040.54,214.47,,,
0.41235625,-2.41E-03,2050.48664,-109.918336,-105.596148,-2.41,-2050.49,215.51,,,
0.41435625,-2.47E-03,2060.43182,-110.45159,-106.108163,-2.47,-2060.43,216.56,,,
0.41635625,-2.53E-03,2070.377,-110.98485,-106.620174,-2.53,-2070.38,217.61,,,
0.41835625,-2.59E-03,2080.32217,-111.518113,-107.132179,-2.59,-2080.32,218.65,,,
0.42035625,-2.65E-03,2090.26734,-112.051382,-107.644178,-2.65,-2090.27,219.70,,,
0.42235625,-2.71E-03,2100.2125,-112.584656,-108.156172,-2.71,-2100.21,220.74,,,
0.42435625,-2.78E-03,2110.15766,-113.117934,-108.66816,-2.78,-2110.16,221.79,,,
0.42635625,-2.84E-03,2120.10281,-113.651218,-109.180142,-2.84,-2120.10,222.83,,,
0.42835625,-2.91E-03,2130.04796,-114.184508,-109.692118,-2.91,-2130.05,223.88,,,
0.43035625,-2.98E-03,2139.99311,-114.717803,-110.204087,-2.98,-2139.99,224.92,,,
0.43235625,-3.05E-03,2149.93824,-115.251104,-110.71605,-3.05,-2149.94,225.97,,,
0.43435625,-3.12E-03,2159.88337,-115.78441,-111.228006,-3.12,-2159.88,227.01,,,
0.43635625,-3.20E-03,2169.8285,-116.317723,-111.739954,-3.20,-2169.83,228.06,,,
0.43835625,-3.28E-03,2179.77362,-116.851043,-112.251895,-3.28,-2179.77,229.10,,,
0.44035625,-3.36E-03,2189.71872,-117.384368,-112.763829,-3.36,-2189.72,230.15,,,
0.44235625,-3.44E-03,2199.66383,-117.917701,-113.275755,-3.44,-2199.66,231.19,,,
0.44435625,-3.52E-03,2209.60892,-118.451041,-113.787672,-3.52,-2209.61,232.24,,,
0.44635625,-3.61E-03,2219.554,-118.984388,-114.299581,-3.61,-2219.55,233.28,,,
0.44835625,-3.70E-03,2229.49907,-119.517743,-114.811481,-3.70,-2229.50,234.33,,,
0.45035625,-3.79E-03,2239.44414,-120.051105,-115.323372,-3.79,-2239.44,235.37,,,
0.45235625,-3.88E-03,2249.38919,-120.584475,-115.835253,-3.88,-2249.39,236.42,,,
0.45435625,-3.98E-03,2259.33423,-121.117854,-116.347125,-3.98,-2259.33,237.46,,,
0.45635625,-4.08E-03,2269.27925,-121.651241,-116.858987,-4.08,-2269.28,238.51,,,
0.45835625,-4.18E-03,2279.22426,-122.184637,-117.370838,-4.18,-2279.22,239.56,,,
0.46035625,-4.29E-03,2289.16926,-122.718043,-117.882678,-4.29,-2289.17,240.60,,,
0.46235625,-4.39E-03,2299.11424,-123.251458,-118.394507,-4.39,-2299.11,241.65,,,
0.46435625,-4.51E-03,2309.05921,-123.784883,-118.906324,-4.51,-2309.06,242.69,,,
0.46635625,-4.62E-03,2319.00415,-124.318318,-119.418129,-4.62,-2319.00,243.74,,,
0.46835625,-4.74E-03,2328.94908,-124.851763,-119.929922,-4.74,-2328.95,244.78,,,
0.47035625,-4.86E-03,2338.89398,-125.38522,-120.441701,-4.86,-2338.89,245.83,,,
0.47235625,-4.98E-03,2348.83887,-125.918688,-120.953467,-4.98,-2348.84,246.87,,,
0.47435625,-5.11E-03,2358.78373,-126.452168,-121.465219,-5.11,-2358.78,247.92,,,
0.47635625,-5.25E-03,2368.72857,-126.98566,-121.976956,-5.25,-2368.73,248.96,,,
0.47835625,-5.38E-03,2378.67338,-127.519164,-122.488678,-5.38,-2378.67,250.01,,,
0.48035625,-5.52E-03,2388.61816,-128.052682,-123.000384,-5.52,-2388.62,251.05,,,
0.48235625,-5.67E-03,2398.56291,-128.586213,-123.512074,-5.67,-2398.56,252.10,,,
0.48435625,-5.82E-03,2408.50763,-129.119759,-124.023746,-5.82,-2408.51,253.14,,,
0.48635625,-5.97E-03,2418.45231,-129.653319,-124.535401,-5.97,-2418.45,254.19,,,
0.48835625,-6.13E-03,2428.39696,-130.186894,-125.047037,-6.13,-2428.40,255.23,,,
0.49035625,-6.30E-03,2438.34157,-130.720485,-125.558655,-6.30,-2438.34,256.28,,,
0.49235625,-6.46E-03,2448.28614,-131.254092,-126.070252,-6.46,-2448.29,257.32,,,
0.49435625,-6.64E-03,2458.23067,-131.787717,-126.581828,-6.64,-2458.23,258.37,,,
0.49635625,-6.82E-03,2468.17515,-132.321358,-127.093382,-6.82,-2468.18,259.41,,,
0.49835625,-7.00E-03,2478.11958,-132.855018,-127.604914,-7.00,-2478.12,260.46,,,
0.50035625,-7.20E-03,2488.06396,-133.388697,-128.116422,-7.20,-2488.06,261.51,,,
0.50235625,-7.39E-03,2498.00828,-133.922396,-128.627906,-7.39,-2498.01,262.55,,,
0.50435625,-7.60E-03,2507.95255,-134.456114,-129.139364,-7.60,-2507.95,263.60,,,
0.50635625,-7.81E-03,2517.89675,-134.989854,-129.650795,-7.81,-2517.90,264.64,,,
0.50835625,-8.03E-03,2527.84089,-135.523616,-130.162199,-8.03,-2527.84,265.69,,,
0.51035625,-8.25E-03,2537.78495,-136.057401,-130.673572,-8.25,-2537.78,266.73,,,
0.51235625,-8.49E-03,2547.72895,-136.591208,-131.184916,-8.49,-2547.73,267.78,,,
0.51435625,-8.73E-03,2557.67286,-137.125041,-131.696228,-8.73,-2557.67,268.82,,,
0.51635625,-8.97E-03,2567.6167,-137.658898,-132.207506,-8.97,-2567.62,269.87,,,
0.51835625,-9.23E-03,2577.56045,-138.192782,-132.718749,-9.23,-2577.56,270.91,,,
0.52035625,-9.50E-03,2587.5041,-138.726692,-133.229955,-9.50,-2587.50,271.96,,,
0.52235625,-9.77E-03,2597.44767,-139.260631,-133.741123,-9.77,-2597.45,273.00,,,
0.52435625,-1.01E-02,2607.39113,-139.794598,-134.252251,-10.06,-2607.39,274.05,,-2605.396769,273.8372342
0.52635625,-1.04E-02,2617.33449,-140.328595,-134.763336,-10.35,-2617.33,275.09,,,
0.52835625,-1.07E-02,2627.27775,-140.862623,-135.274376,-10.66,-2627.28,276.14,,,
0.53035625,-1.10E-02,2637.22088,-141.396682,-135.78537,-10.97,-2637.22,277.18,,,
0.53235625,-1.13E-02,2647.16391,-141.930774,-136.296314,-11.30,-2647.16,278.23,,,
0.53435625,-1.16E-02,2657.10681,-142.464899,-136.807207,-11.64,-2657.11,279.27,,,
0.53635625,-1.20E-02,2667.04958,-142.999059,-137.318044,-11.99,-2667.05,280.32,,,
0.53835625,-1.23E-02,2676.99222,-143.533254,-137.828823,-12.35,-2676.99,281.36,,,
