TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Load,Reaction,,,
0.90035625,-0.483832145,4403.49779,-486.570405,-449.455857,-483.83,936.03,-4403.50,,,
0.90235625,-0.486351593,4413.27852,-487.742708,-450.362575,-486.35,938.11,-4413.28,,,
0.90435625,-0.488862762,4423.05927,-488.91597,-451.268335,-488.86,940.18,-4423.06,,,
0.90635625,-0.491365654,4432.84003,-490.090198,-452.17313,-491.37,942.26,-4432.84,,,
0.90835625,-0.493860275,4442.6208,-491.265397,-453.076953,-493.86,944.34,-4442.62,,,
0.91035625,-0.496346628,4452.40157,-492.441576,-453.979797,-496.35,946.42,-4452.40,,,
0.91235625,-0.49882472,4462.18235,-493.61874,-454.881654,-498.82,948.50,-4462.18,,,
0.91435625,-0.501294557,4471.96315,-494.796898,-455.782519,-501.29,950.58,-4471.96,,,
0.91635625,-0.503756149,4481.74395,-495.976057,-456.682384,-503.76,952.66,-4481.74,,,
0.91835625,-0.506209503,4491.52475,-497.156222,-457.581242,-506.21,954.74,-4491.52,,,
0.92035625,-0.508654628,4501.30557,-498.337403,-458.479084,-508.65,956.82,-4501.31,,,
0.92235625,-0.511091536,4511.0864,-499.519605,-459.375905,-511.09,958.90,-4511.09,,,
0.92435625,-0.513520236,4520.86723,-500.702837,-460.271697,-513.52,960.97,-4520.87,,,
0.92635625,-0.515940741,4530.64807,-501.887106,-461.166451,-515.94,963.05,-4530.65,,,
0.92835625,-0.518353063,4540.42892,-503.072419,-462.060161,-518.35,965.13,-4540.43,,,
0.93035625,-0.520757215,4550.20978,-504.258785,-462.952819,-520.76,967.21,-4550.21,,,
0.93235625,-0.523153211,4559.99064,-505.44621,-463.844416,-523.15,969.29,-4559.99,,,
0.93435625,-0.525541066,4569.77152,-506.634703,-464.734946,-525.54,971.37,-4569.77,,,
0.93635625,-0.527920793,4579.5524,-507.824271,-465.624401,-527.92,973.45,-4579.55,,,
0.93835625,-0.53029241,4589.33328,-509.014923,-466.512772,-530.29,975.53,-4589.33,,,
0.94035625,-0.532655931,4599.11418,-510.206666,-467.400051,-532.66,977.61,-4599.11,,,
0.94235625,-0.535011374,4608.89508,-511.399509,-468.286231,-535.01,979.69,-4608.90,,,
0.94435625,-0.537358755,4618.67599,-512.593459,-469.171303,-537.36,981.76,-4618.68,,,
0.94635625,-0.539698093,4628.4569,-513.788525,-470.055259,-539.70,983.84,-4628.46,,,
0.94835625,-0.542029406,4638.23783,-514.984715,-470.938091,-542.03,985.92,-4638.24,,,
0.95035625,-0.544352711,4648.01875,-516.182038,-471.819789,-544.35,988.00,-4648.02,,,
0.95235625,-0.546668029,4657.79969,-517.380501,-472.700347,-546.67,990.08,-4657.80,,,
0.95435625,-0.548975379,4667.58063,-518.580115,-473.579754,-548.98,992.16,-4667.58,,,
0.95635625,-0.551274781,4677.36158,-519.780886,-474.458003,-551.27,994.24,-4677.36,,,
0.95835625,-0.553566254,4687.14253,-520.982825,-475.335084,-553.57,996.32,-4687.14,,,
0.96035625,-0.55584982,4696.9235,-522.185939,-476.21099,-555.85,998.40,-4696.92,,,
0.96235625,-0.5581255,4706.70446,-523.390238,-477.08571,-558.13,1000.48,-4706.70,,,
0.96435625,-0.560393315,4716.48544,-524.59573,-477.959237,-560.39,1002.55,-4716.49,,,
0.96635625,-0.562653287,4726.26641,-525.802426,-478.83156,-562.65,1004.63,-4726.27,,,
0.96835625,-0.564905438,4736.0474,-527.010333,-479.702671,-564.91,1006.71,-4736.05,,,
0.97035625,-0.567149791,4745.82839,-528.219461,-480.572561,-567.15,1008.79,-4745.83,,,
0.97235625,-0.569386367,4755.60939,-529.42982,-481.441219,-569.39,1010.87,-4755.61,,,
0.97435625,-0.57161519,4765.39039,-530.641418,-482.308638,-571.62,1012.95,-4765.39,,,
0.97635625,-0.573836283,4775.1714,-531.854266,-483.174806,-573.84,1015.03,-4775.17,,,
0.97835625,-0.57604967,4784.95241,-533.068373,-484.039715,-576.05,1017.11,-4784.95,,,
0.98035625,-0.578255375,4794.73343,-534.283748,-484.903356,-578.26,1019.19,-4794.73,,,
0.98235625,-0.58045342,4804.51445,-535.500402,-485.765717,-580.45,1021.27,-4804.51,,,
0.98435625,-0.582643831,4814.29548,-536.718344,-486.626789,-582.64,1023.35,-4814.30,,,
0.98635625,-0.584826632,4824.07651,-537.937585,-487.486563,-584.83,1025.42,-4824.08,,,
0.98835625,-0.587001848,4833.85755,-539.158134,-488.345027,-587.00,1027.50,-4833.86,,,
0.99035625,-0.589169502,4843.63859,-540.380001,-489.202173,-589.17,1029.58,-4843.64,,,
0.99235625,-0.591329621,4853.41964,-541.603198,-490.05799,-591.33,1031.66,-4853.42,,,
0.99435625,-0.593482229,4863.2007,-542.827733,-490.912467,-593.48,1033.74,-4863.20,,,
0.99635625,-0.595627351,4872.98175,-544.053618,-491.765593,-595.63,1035.82,-4872.98,,,
0.99835625,-0.597765014,4882.76282,-545.280863,-492.61736,-597.77,1037.90,-4882.76,,,
1,-0.599515186,4890.78518,-546.284017,-493.310264,-599.52,1039.59,-4890.79,,,
