TIME, UX_5, FY_4, FY_5, FX_3,Displacement,Load,Reaction,,,
0.12835625,-3.57E-03,-325.546859,-312.720748,67.084429,-3.57,638.27,-67.08,,,
0.13035625,-3.68E-03,-330.620393,-317.59247,68.1297177,-3.68,648.21,-68.13,,,
0.13235625,-3.79E-03,-335.693974,-322.464145,69.1750067,-3.79,658.16,-69.18,,,
0.13435625,-3.91E-03,-340.767601,-327.335773,70.2202957,-3.91,668.10,-70.22,,,
0.13635625,-4.03E-03,-345.841275,-332.207355,71.2655848,-4.03,678.05,-71.27,,,
0.13835625,-4.15E-03,-350.914998,-337.078887,72.3108741,-4.15,687.99,-72.31,,,
0.14035625,-4.27E-03,-355.98877,-341.950371,73.3561637,-4.27,697.94,-73.36,,,
0.14235625,-4.39E-03,-361.062591,-346.821805,74.4014532,-4.39,707.88,-74.40,,,
0.14435625,-4.52E-03,-366.136463,-351.693189,75.4467428,-4.52,717.83,-75.45,,,
0.14635625,-4.65E-03,-371.210385,-356.564522,76.4920326,-4.65,727.77,-76.49,,,
0.14835625,-4.78E-03,-376.28436,-361.435803,77.5373227,-4.78,737.72,-77.54,,,
0.15035625,-4.91E-03,-381.358387,-366.307031,78.5826126,-4.91,747.67,-78.58,,,
0.15235625,-5.04E-03,-386.432467,-371.178206,79.6279029,-5.04,757.61,-79.63,,,
0.15435625,-5.17E-03,-391.506601,-376.049327,80.6731931,-5.17,767.56,-80.67,,,
0.15635625,-5.31E-03,-396.58079,-380.920393,81.7184836,-5.31,777.50,-81.72,,,
0.15835625,-5.45E-03,-401.655035,-385.791403,82.763774,-5.45,787.45,-82.76,,,
0.16035625,-5.59E-03,-406.729335,-390.662357,83.8090649,-5.59,797.39,-83.81,,,
0.16235625,-5.73E-03,-411.803693,-395.533254,84.8543554,-5.73,807.34,-84.85,,,
0.16435625,-5.87E-03,-416.878108,-400.404094,85.8996465,-5.87,817.28,-85.90,,,
0.16635625,-6.02E-03,-421.952581,-405.274875,86.9449375,-6.02,827.23,-86.94,,,
0.16835625,-6.16E-03,-427.027114,-410.145597,87.9902286,-6.16,837.17,-87.99,,,
0.17035625,-6.31E-03,-432.101707,-415.016259,89.035517,-6.31,847.12,-89.04,,,
0.17235625,-6.46E-03,-437.176361,-419.886861,90.0808035,-6.46,857.06,-90.08,,,
0.17435625,-6.61E-03,-442.251076,-424.757402,91.1260899,-6.61,867.01,-91.13,,,
0.17635625,-6.77E-03,-447.325853,-429.62788,92.1713762,-6.77,876.95,-92.17,,,
0.17835625,-6.92E-03,-452.400694,-434.498296,93.2166625,-6.92,886.90,-93.22,,,
0.18035625,-7.08E-03,-457.475597,-439.368648,94.2619488,-7.08,896.84,-94.26,,,
0.18235625,-7.24E-03,-462.550565,-444.238936,95.3072349,-7.24,906.79,-95.31,,,
0.18435625,-7.40E-03,-467.625598,-449.109158,96.352521,-7.40,916.73,-96.35,,,
0.18635625,-7.56E-03,-472.700697,-453.979316,97.3978071,-7.56,926.68,-97.40,,,
0.18835625,-7.73E-03,-477.775862,-458.849406,98.4430931,-7.73,936.63,-98.44,,,
0.19035625,-7.89E-03,-482.851095,-463.719429,99.488379,-7.89,946.57,-99.49,,,
0.19235625,-8.06E-03,-487.926395,-468.589385,100.533665,-8.06,956.52,-100.53,,,
0.19435625,-8.23E-03,-493.001764,-473.459271,101.578951,-8.23,966.46,-101.58,,,
0.19635625,-8.40E-03,-498.077202,-478.329088,102.624236,-8.40,976.41,-102.62,,,
0.19835625,-8.57E-03,-503.152711,-483.198835,103.669522,-8.57,986.35,-103.67,,,
0.20035625,-8.75E-03,-508.22829,-488.068512,104.714808,-8.75,996.30,-104.71,,,
0.20235625,-8.92E-03,-513.303941,-492.938116,105.760093,-8.92,1006.24,-105.76,,,
0.20435625,-9.10E-03,-518.379665,-497.807648,106.805379,-9.10,1016.19,-106.81,,,
0.20635625,-9.28E-03,-523.455461,-502.677108,107.850664,-9.28,1026.13,-107.85,,,
0.20835625,-9.46E-03,-528.531331,-507.546493,108.895949,-9.46,1036.08,-108.90,,,
0.21035625,-9.65E-03,-533.607276,-512.415804,109.941235,-9.65,1046.02,-109.94,,,
0.21235625,-9.83E-03,-538.683296,-517.285039,110.98652,-9.83,1055.97,-110.99,,,
0.21435625,-1.00E-02,-543.759392,-522.154199,112.031805,-10.02,1065.91,-112.03,,-111.9232292,1064.880557
0.21635625,-1.02E-02,-548.835565,-527.023281,113.07709,-10.21,1075.86,-113.08,,,
0.21835625,-1.04E-02,-553.911815,-531.892286,114.122375,-10.40,1085.80,-114.12,,,
0.22035625,-1.06E-02,-558.988143,-536.761214,115.16766,-10.59,1095.75,-115.17,,,
0.22235625,-1.08E-02,-564.06455,-541.630062,116.212945,-10.78,1105.69,-116.21,,,
0.22435625,-1.10E-02,-569.141036,-546.49883,117.25823,-10.98,1115.64,-117.26,,,
0.22635625,-1.12E-02,-574.217603,-551.367519,118.303515,-11.18,1125.59,-118.30,,,
0.22835625,-1.14E-02,-579.294251,-556.236126,119.3488,-11.38,1135.53,-119.35,,,
0.23035625,-1.16E-02,-584.370981,-561.104651,120.394084,-11.58,1145.48,-120.39,,,
0.23235625,-1.18E-02,-589.447793,-565.973094,121.439369,-11.78,1155.42,-121.44,,,
0.23435625,-1.20E-02,-594.524689,-570.841454,122.484654,-11.98,1165.37,-122.48,,,
0.23635625,-1.22E-02,-599.601668,-575.709729,123.529938,-12.19,1175.31,-123.53,,,
0.23835625,-1.24E-02,-604.678732,-580.57792,124.575223,-12.39,1185.26,-124.58,,,
0.24035625,-1.26E-02,-609.755882,-585.446026,125.620507,-12.60,1195.20,-125.62,,,
0.24235625,-1.28E-02,-614.833117,-590.314045,126.665791,-12.81,1205.15,-126.67,,,
0.24435625,-1.30E-02,-619.91044,-595.181977,127.711076,-13.03,1215.09,-127.71,,,
0.24635625,-1.32E-02,-624.98785,-600.049822,128.75636,-13.24,1225.04,-128.76,,,
0.24835625,-1.35E-02,-630.065348,-604.917579,129.801644,-13.46,1234.98,-129.80,,,
0.25035625,-1.37E-02,-635.142935,-609.785247,130.846928,-13.67,1244.93,-130.85,,,
0.25235625,-1.39E-02,-640.220612,-614.652824,131.892212,-13.89,1254.87,-131.89,,,
0.25435625,-1.41E-02,-645.298379,-619.520311,132.937496,-14.11,1264.82,-132.94,,,
0.25635625,-1.43E-02,-650.376237,-624.387708,133.98278,-14.34,1274.76,-133.98,,,
0.25835625,-1.46E-02,-655.454187,-629.255012,135.028064,-14.56,1284.71,-135.03,,,
0.26035625,-1.48E-02,-660.53223,-634.122224,136.073348,-14.79,1294.65,-136.07,,,
0.26235625,-1.50E-02,-665.610366,-638.989342,137.118631,-15.01,1304.60,-137.12,,,
0.26435625,-1.52E-02,-670.688596,-643.856367,138.163915,-15.24,1314.54,-138.16,,,
0.26635625,-1.55E-02,-675.76692,-648.723296,139.209199,-15.47,1324.49,-139.21,,,
0.26835625,-1.57E-02,-680.84534,-653.59013,140.254482,-15.70,1334.44,-140.25,,,
0.27035625,-1.59E-02,-685.923857,-658.456868,141.299766,-15.94,1344.38,-141.30,,,
0.27235625,-1.62E-02,-691.002469,-663.32351,142.345049,-16.17,1354.33,-142.35,,,
0.27435625,-1.64E-02,-696.08118,-668.190053,143.390333,-16.41,1364.27,-143.39,,,
0.27635625,-1.66E-02,-701.159988,-673.056498,144.435616,-16.65,1374.22,-144.44,,,
0.27835625,-1.69E-02,-706.238896,-677.922845,145.4809,-16.89,1384.16,-145.48,,,
0.28035625,-1.71E-02,-711.317903,-682.789091,146.526183,-17.13,1394.11,-146.53,,,
0.28235625,-1.74E-02,-716.397011,-687.655238,147.571466,-17.38,1404.05,-147.57,,,
0.28435625,-1.76E-02,-721.476219,-692.521283,148.616749,-17.62,1414.00,-148.62,,,
0.28635625,-1.79E-02,-726.555529,-697.387226,149.662033,-17.87,1423.94,-149.66,,,
0.28835625,-1.81E-02,-731.634942,-702.253067,150.707316,-18.12,1433.89,-150.71,,,
0.29035625,-1.84E-02,-736.714458,-707.118805,151.752599,-18.37,1443.83,-151.75,,,
0.29235625,-1.86E-02,-741.794077,-711.984439,152.797882,-18.62,1453.78,-152.80,,,
0.29435625,-1.89E-02,-746.873802,-716.849967,153.843165,-18.87,1463.72,-153.84,,,
0.29635625,-1.91E-02,-751.953631,-721.715392,154.888447,-19.13,1473.67,-154.89,,,
0.29835625,-1.94E-02,-757.033566,-726.58071,155.93373,-19.38,1483.61,-155.93,,,
0.30035625,-1.96E-02,-762.113608,-731.445921,156.979013,-19.64,1493.56,-156.98,,,
0.30235625,-1.99E-02,-767.193757,-736.311025,158.024296,-19.90,1503.50,-158.02,,,
0.30435625,-2.02E-02,-772.274015,-741.17602,159.069578,-20.16,1513.45,-159.07,,,
0.30635625,-2.04E-02,-777.35438,-746.040907,160.114861,-20.42,1523.40,-160.11,,,
0.30835625,-2.07E-02,-782.434856,-750.905684,161.160144,-20.69,1533.34,-161.16,,,
0.31035625,-2.10E-02,-787.515441,-755.770352,162.205426,-20.95,1543.29,-162.21,,,
0.31235625,-2.12E-02,-792.596137,-760.634908,163.250709,-21.22,1553.23,-163.25,,,
0.31435625,-2.15E-02,-797.676945,-765.499354,164.295991,-21.49,1563.18,-164.30,,,
0.31635625,-2.18E-02,-802.757864,-770.363687,165.341274,-21.76,1573.12,-165.34,,,
0.31835625,-2.20E-02,-807.838897,-775.227907,166.386556,-22.03,1583.07,-166.39,,,
0.32035625,-2.23E-02,-812.920042,-780.092013,167.431838,-22.31,1593.01,-167.43,,,
0.32235625,-2.26E-02,-818.001302,-784.956005,168.477121,-22.58,1602.96,-168.48,,,
0.32435625,-2.29E-02,-823.082677,-789.819883,169.522403,-22.86,1612.90,-169.52,,,
0.32635625,-2.31E-02,-828.164168,-794.683644,170.567685,-23.13,1622.85,-170.57,,,
0.32835625,-2.34E-02,-833.245774,-799.54729,171.612967,-23.41,1632.79,-171.61,,,
0.33035625,-2.37E-02,-838.327498,-804.410818,172.658249,-23.70,1642.74,-172.66,,,
0.33235625,-2.40E-02,-843.409339,-809.274229,173.703531,-23.98,1652.68,-173.70,,,
0.33435625,-2.43E-02,-848.491298,-814.137522,174.748813,-24.26,1662.63,-174.75,,,
0.33635625,-2.45E-02,-853.573376,-819.000695,175.794095,-24.55,1672.57,-175.79,,,
0.33835625,-2.48E-02,-858.655573,-823.863749,176.839377,-24.83,1682.52,-176.84,,,
0.34035625,-2.51E-02,-863.737891,-828.726683,177.884659,-25.12,1692.46,-177.88,,,
0.34235625,-2.54E-02,-868.82033,-833.589495,178.929941,-25.41,1702.41,-178.93,,,
0.34435625,-2.57E-02,-873.90289,-838.452186,179.975223,-25.70,1712.36,-179.98,,,
0.34635625,-2.60E-02,-878.985573,-843.314755,181.020505,-26.00,1722.30,-181.02,,,
0.34835625,-2.63E-02,-884.068378,-848.1772,182.065787,-26.29,1732.25,-182.07,,,
0.35035625,-2.66E-02,-889.151307,-853.039523,183.111068,-26.59,1742.19,-183.11,,,
0.35235625,-2.69E-02,-894.23436,-857.90172,184.15635,-26.88,1752.14,-184.16,,,
0.35435625,-2.72E-02,-899.317538,-862.763794,185.201632,-27.18,1762.08,-185.20,,,
0.35635625,-2.75E-02,-904.400841,-867.62574,186.246913,-27.48,1772.03,-186.25,,,
0.35835625,-2.78E-02,-909.484271,-872.487562,187.292195,-27.79,1781.97,-187.29,,,
0.36035625,-2.81E-02,-914.567827,-877.349255,188.337476,-28.09,1791.92,-188.34,,,
0.36235625,-2.84E-02,-919.651511,-882.210822,189.382758,-28.39,1801.86,-189.38,,,
0.36435625,-2.87E-02,-924.735323,-887.07226,190.42804,-28.70,1811.81,-190.43,,,
0.36635625,-2.90E-02,-929.819264,-891.93357,191.473321,-29.01,1821.75,-191.47,,,
0.36835625,-2.93E-02,-934.903334,-896.794749,192.518602,-29.31,1831.70,-192.52,,,
0.37035625,-2.96E-02,-939.987534,-901.655799,193.563884,-29.62,1841.64,-193.56,,,
0.37235625,-2.99E-02,-945.071865,-906.516718,194.609165,-29.94,1851.59,-194.61,,,
0.37435625,-3.02E-02,-950.156328,-911.377506,195.654446,-30.25,1861.53,-195.65,,,
0.37635625,-3.06E-02,-955.240922,-916.238161,196.699728,-30.56,1871.48,-196.70,,,
0.37835625,-3.09E-02,-960.325649,-921.098683,197.745009,-30.88,1881.42,-197.75,,,
0.38035625,-3.12E-02,-965.410509,-925.959072,198.79029,-31.20,1891.37,-198.79,,,
0.38235625,-3.15E-02,-970.495503,-930.819328,199.835572,-31.51,1901.31,-199.84,,,
0.38435625,-3.18E-02,-975.580632,-935.679449,200.880853,-31.83,1911.26,-200.88,,,
0.38635625,-3.22E-02,-980.665896,-940.539433,201.926134,-32.16,1921.21,-201.93,,,
0.38835625,-3.25E-02,-985.751296,-945.399283,202.971415,-32.48,1931.15,-202.97,,,
0.39035625,-3.28E-02,-990.836832,-950.258996,204.016696,-32.80,1941.10,-204.02,,,
0.39235625,-3.31E-02,-995.922505,-955.11857,205.061977,-33.13,1951.04,-205.06,,,
0.39435625,-3.35E-02,-1001.00832,-959.978009,206.107258,-33.45,1960.99,-206.11,,,
0.39635625,-3.38E-02,-1006.09427,-964.837308,207.152539,-33.78,1970.93,-207.15,,,
0.39835625,-3.41E-02,-1011.18035,-969.696468,208.19782,-34.11,1980.88,-208.20,,,
0.40035625,-3.44E-02,-1016.26658,-974.555489,209.243101,-34.44,1990.82,-209.24,,,
0.40235625,-3.48E-02,-1021.35295,-979.414369,210.288382,-34.77,2000.77,-210.29,,,
0.40435625,-3.51E-02,-1026.43946,-984.273109,211.333663,-35.11,2010.71,-211.33,,,
0.40635625,-3.54E-02,-1031.52611,-989.131706,212.378944,-35.44,2020.66,-212.38,,,
0.40835625,-3.58E-02,-1036.6129,-993.990162,213.424225,-35.78,2030.60,-213.42,,,
0.41035625,-3.61E-02,-1041.69983,-998.848475,214.469506,-36.11,2040.55,-214.47,,,
0.41235625,-3.65E-02,-1046.78691,-1003.70665,215.514787,-36.45,2050.49,-215.51,,,
0.41435625,-3.68E-02,-1051.87413,-1008.56467,216.560068,-36.79,2060.44,-216.56,,,
0.41635625,-3.71E-02,-1056.9615,-1013.42255,217.605349,-37.13,2070.38,-217.61,,,
0.41835625,-3.75E-02,-1062.04901,-1018.28029,218.650629,-37.47,2080.33,-218.65,,,
0.42035625,-3.78E-02,-1067.13667,-1023.13788,219.69591,-37.82,2090.27,-219.70,,,
0.42235625,-3.82E-02,-1072.22447,-1027.99532,220.741191,-38.16,2100.22,-220.74,,,
0.42435625,-3.85E-02,-1077.31242,-1032.85262,221.786472,-38.51,2110.17,-221.79,,,
0.42635625,-3.89E-02,-1082.40052,-1037.70977,222.831752,-38.85,2120.11,-222.83,,,
0.42835625,-3.92E-02,-1087.48877,-1042.56677,223.877033,-39.20,2130.06,-223.88,,,
0.43035625,-3.96E-02,-1092.57716,-1047.42362,224.922314,-39.55,2140.00,-224.92,,,
0.43235625,-3.99E-02,-1097.66571,-1052.28032,225.967594,-39.90,2149.95,-225.97,,,
0.43435625,-4.03E-02,-1102.7544,-1057.13687,227.012875,-40.26,2159.89,-227.01,,,
0.43635625,-4.06E-02,-1107.84325,-1061.99327,228.058156,-40.61,2169.84,-228.06,,,
0.43835625,-4.10E-02,-1112.93224,-1066.84953,229.103436,-40.96,2179.78,-229.10,,,
0.44035625,-4.13E-02,-1118.02139,-1071.70562,230.148717,-41.32,2189.73,-230.15,,,
0.44235625,-4.17E-02,-1123.11069,-1076.56157,231.193998,-41.68,2199.67,-231.19,,,
0.44435625,-4.20E-02,-1128.20014,-1081.41736,232.239278,-42.03,2209.62,-232.24,,,
0.44635625,-4.24E-02,-1133.28974,-1086.273,233.284559,-42.39,2219.56,-233.28,,,
0.44835625,-4.28E-02,-1138.3795,-1091.12849,234.329839,-42.75,2229.51,-234.33,,,
0.45035625,-4.31E-02,-1143.46942,-1095.98382,235.37512,-43.11,2239.45,-235.38,,,
0.45235625,-4.35E-02,-1148.55949,-1100.839,236.420401,-43.48,2249.40,-236.42,,,
0.45435625,-4.38E-02,-1153.64971,-1105.69402,237.465681,-43.84,2259.34,-237.47,,,
0.45635625,-4.42E-02,-1158.74009,-1110.54888,238.510962,-44.21,2269.29,-238.51,,,
0.45835625,-4.46E-02,-1163.83063,-1115.40359,239.556242,-44.57,2279.23,-239.56,,,
0.46035625,-4.49E-02,-1168.92133,-1120.25814,240.601523,-44.94,2289.18,-240.60,,,
0.46235625,-4.53E-02,-1174.01218,-1125.11253,241.646803,-45.31,2299.12,-241.65,,,
0.46435625,-4.57E-02,-1179.10319,-1129.96676,242.692084,-45.68,2309.07,-242.69,,,
0.46635625,-4.60E-02,-1184.19436,-1134.82083,243.737364,-46.05,2319.02,-243.74,,,
0.46835625,-4.64E-02,-1189.2857,-1139.67475,244.782645,-46.42,2328.96,-244.78,,,
0.47035625,-4.68E-02,-1194.37719,-1144.5285,245.827925,-46.79,2338.91,-245.83,,,
0.47235625,-4.72E-02,-1199.46884,-1149.38209,246.873206,-47.17,2348.85,-246.87,,,
0.47435625,-4.75E-02,-1204.56065,-1154.23552,247.918486,-47.54,2358.80,-247.92,,,
0.47635625,-4.79E-02,-1209.65263,-1159.08879,248.963767,-47.92,2368.74,-248.96,,,
0.47835625,-4.83E-02,-1214.74476,-1163.9419,250.009047,-48.30,2378.69,-250.01,,,
0.48035625,-4.87E-02,-1219.83707,-1168.79484,251.054328,-48.67,2388.63,-251.05,,,
0.48235625,-4.91E-02,-1224.92953,-1173.64762,252.099608,-49.05,2398.58,-252.10,,,
0.48435625,-4.94E-02,-1230.02216,-1178.50023,253.144889,-49.43,2408.52,-253.14,,,
0.48635625,-4.98E-02,-1235.11495,-1183.35268,254.190169,-49.82,2418.47,-254.19,,,
0.48835625,-5.02E-02,-1240.20791,-1188.20497,255.23545,-50.20,2428.41,-255.24,,,
0.49035625,-5.06E-02,-1245.30103,-1193.05708,256.28073,-50.58,2438.36,-256.28,,,
0.49235625,-5.10E-02,-1250.39432,-1197.90904,257.32601,-50.97,2448.30,-257.33,,,
0.49435625,-5.14E-02,-1255.48778,-1202.76082,258.371291,-51.35,2458.25,-258.37,,,
0.49635625,-5.17E-02,-1260.58141,-1207.61244,259.416571,-51.74,2468.19,-259.42,,,
0.49835625,-5.21E-02,-1265.6752,-1212.46389,260.461852,-52.13,2478.14,-260.46,,,
0.50035625,-5.25E-02,-1270.76916,-1217.31517,261.507132,-52.52,2488.08,-261.51,,,
0.50235625,-5.29E-02,-1275.86329,-1222.16628,262.552413,-52.90,2498.03,-262.55,,,
0.50435625,-5.33E-02,-1280.95759,-1227.01722,263.597693,-53.30,2507.97,-263.60,,,
0.50635625,-5.37E-02,-1286.05206,-1231.868,264.642974,-53.69,2517.92,-264.64,,,
0.50835625,-5.41E-02,-1291.1467,-1236.7186,265.688254,-54.08,2527.87,-265.69,,,
0.51035625,-5.45E-02,-1296.24151,-1241.56903,266.733535,-54.47,2537.81,-266.73,,,
0.51235625,-5.49E-02,-1301.33649,-1246.41929,267.778815,-54.87,2547.76,-267.78,,,
0.51435625,-5.53E-02,-1306.43165,-1251.26937,268.824096,-55.26,2557.70,-268.82,,,
0.51635625,-5.57E-02,-1311.52697,-1256.11929,269.869376,-55.66,2567.65,-269.87,,,
0.51835625,-5.61E-02,-1316.62248,-1260.96903,270.914657,-56.06,2577.59,-270.91,,,
0.52035625,-5.65E-02,-1321.71815,-1265.81859,271.959937,-56.46,2587.54,-271.96,,,
0.52235625,-5.69E-02,-1326.814,-1270.66798,273.005217,-56.86,2597.48,-273.01,,,
0.52435625,-5.73E-02,-1331.91002,-1275.5172,274.050498,-57.26,2607.43,-274.05,,,
0.52635625,-5.77E-02,-1337.00622,-1280.36624,275.095778,-57.66,2617.37,-275.10,,,
0.52835625,-5.81E-02,-1342.10259,-1285.21511,276.141059,-58.06,2627.32,-276.14,,,
0.53035625,-5.85E-02,-1347.19914,-1290.0638,277.186339,-58.46,2637.26,-277.19,,,
0.53235625,-5.89E-02,-1352.29587,-1294.91231,278.23162,-58.87,2647.21,-278.23,,,
0.53435625,-5.93E-02,-1357.39277,-1299.76065,279.276901,-59.27,2657.15,-279.28,,,
0.53635625,-5.97E-02,-1362.48986,-1304.60881,280.322181,-59.68,2667.10,-280.32,,,
0.53835625,-6.01E-02,-1367.58712,-1309.45678,281.367462,-60.09,2677.04,-281.37,,,
0.54035625,-6.05E-02,-1372.68456,-1314.30459,282.412742,-60.49,2686.99,-282.41,,,
0.54235625,-6.09E-02,-1377.78217,-1319.15221,283.458023,-60.90,2696.93,-283.46,,,
0.54435625,-6.13E-02,-1382.87997,-1323.99965,284.503303,-61.31,2706.88,-284.50,,,
0.54635625,-6.17E-02,-1387.97795,-1328.84691,285.548584,-61.72,2716.82,-285.55,,,
0.54835625,-6.21E-02,-1393.07611,-1333.69399,286.593864,-62.13,2726.77,-286.59,,,
