TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Load,,,,
2.00E-04,-2.46E-05,-190.212356,-31.5197463,-30.2836297,-0.02,190.21,61.8,,,,
4.00E-04,-9.63E-05,-380.422725,-63.0396567,-60.5671664,-0.1,380.42,123.61,,,,
7.00E-04,-2.64E-04,-665.740339,-110.320001,-105.992095,-0.26,665.74,216.31,,,,
1.15E-03,-5.93E-04,-1093.73488,-181.244444,-174.13082,-0.59,1093.73,355.38,,,,
1.83E-03,-1.15E-03,-1736.13442,-287.687011,-276.386923,-1.15,1736.13,564.07,,,,
2.66E-03,-1.85E-03,-2528.84221,-419.066277,-402.587541,-1.85,2528.84,821.65,,,,
3.49E-03,-2.49E-03,-3320.81169,-550.33113,-528.66744,-2.49,3320.81,1079,,,,
4.33E-03,-3.05E-03,-4113.32743,-681.680493,-654.820392,-3.05,4113.33,1336.5,,,,
5.16E-03,-3.56E-03,-4914.21722,-814.018419,-781.883422,-3.56,4914.22,1595.9,,,,
5.99E-03,-4.00E-03,-5700.50811,-944.662259,-907.365623,-4,5700.51,1852.03,,,,
6.83E-03,-4.40E-03,-6511.20897,-1079.47209,-1036.74219,-4.4,6511.21,2116.21,,,,
7.66E-03,-4.75E-03,-7307.82339,-1211.25772,-1163.22925,-4.75,7307.82,2374.49,,,,
8.49E-03,-5.05E-03,-8087.15276,-1340.4066,-1287.30891,-5.05,8087.15,2627.72,,,,
9.33E-03,-5.33E-03,-8874.19522,-1470.83931,-1412.58733,-5.33,8874.2,2883.43,,,,
1.02E-02,-5.57E-03,-9665.14747,-1601.93156,-1538.46826,-5.57,9665.15,3140.4,,,,
1.10E-02,-5.80E-03,-10456.5728,-1733.11088,-1664.42824,-5.8,10456.57,3397.54,,,,
1.18E-02,-6.00E-03,-11248.2525,-1864.33761,-1790.43106,-6,11248.25,3654.77,,,,
1.27E-02,-6.18E-03,-12040.2143,-1995.61435,-1916.4781,-6.18,12040.21,3912.09,,,,
1.35E-02,-6.35E-03,-12832.3652,-2126.92462,-2042.55406,-6.35,12832.37,4169.48,,,,
1.43E-02,-6.51E-03,-13624.6372,-2258.25651,-2168.6481,-6.51,13624.64,4426.9,,,,
1.52E-02,-6.65E-03,-14416.9902,-2389.60299,-2294.7539,-6.65,14416.99,4684.36,,,,
1.60E-02,-6.78E-03,-15209.3984,-2520.95957,-2420.86746,-6.78,15209.4,4941.83,,,,
1.68E-02,-6.90E-03,-16001.8448,-2652.32327,-2546.98617,-6.9,16001.84,5199.31,,,,
1.77E-02,-7.01E-03,-16794.3179,-2783.69208,-2673.10831,-7.01,16794.32,5456.8,,,,
1.85E-02,-7.11E-03,-17586.81,-2915.06463,-2799.23275,-7.11,17586.81,5714.3,,,,
1.93E-02,-7.20E-03,-18379.3158,-3046.44,-2925.35872,-7.2,18379.32,5971.8,,,,
2.02E-02,-7.29E-03,-19171.8316,-3177.81749,-3051.48569,-7.29,19171.83,6229.3,,,,
2.10E-02,-7.38E-03,-19964.3547,-3309.19665,-3177.6133,-7.38,19964.35,6486.81,,,,
2.18E-02,-7.45E-03,-20756.8832,-3440.57711,-3303.7413,-7.45,20756.88,6744.32,,,,
2.27E-02,-7.52E-03,-21549.4159,-3571.95864,-3429.86952,-7.52,21549.42,7001.83,,,,
2.35E-02,-7.59E-03,-22341.9516,-3703.34102,-3555.99784,-7.59,22341.95,7259.34,,,,
2.43E-02,-7.65E-03,-23134.4898,-3834.72413,-3682.12616,-7.65,23134.49,7516.85,,,,
2.52E-02,-7.71E-03,-23927.0297,-3966.10785,-3808.25444,-7.71,23927.03,7774.36,,,,
2.60E-02,-7.77E-03,-24719.5711,-4097.4921,-3934.38263,-7.77,24719.57,8031.87,,,,
2.68E-02,-7.82E-03,-25512.1135,-4228.8768,-4060.51071,-7.82,25512.11,8289.39,,,,
2.77E-02,-7.87E-03,-26304.6569,-4360.2619,-4186.63865,-7.87,26304.66,8546.9,,,,
2.85E-02,-7.92E-03,-27097.2009,-4491.64735,-4312.76644,-7.92,27097.2,8804.41,,,,
2.93E-02,-7.96E-03,-27889.7455,-4623.03313,-4438.89408,-7.96,27889.75,9061.93,,,,
3.02E-02,-8.00E-03,-28682.2906,-4754.4192,-4565.02156,-8,28682.29,9319.44,,,,
3.10E-02,-8.04E-03,-29474.836,-4885.80553,-4691.14888,-8.04,29474.84,9576.95,,,,
3.18E-02,-8.07E-03,-30267.3816,-5017.19211,-4817.27605,-8.07,30267.38,9834.47,,,,
3.27E-02,-8.11E-03,-31059.9276,-5148.57892,-4943.40305,-8.11,31059.93,10091.98,,,,
3.35E-02,-8.14E-03,-31852.4737,-5279.96594,-5069.5299,-8.14,31852.47,10349.5,,,,
3.43E-02,-8.17E-03,-32645.0199,-5411.35315,-5195.65661,-8.17,32645.02,10607.01,,,,
3.52E-02,-8.20E-03,-33437.5663,-5542.74055,-5321.78316,-8.2,33437.57,10864.52,,,,
3.60E-02,-8.23E-03,-34230.1128,-5674.12813,-5447.90957,-8.23,34230.11,11122.04,,,,
3.68E-02,-8.25E-03,-35022.6594,-5805.51588,-5574.03584,-8.25,35022.66,11379.55,,,,
3.77E-02,-8.28E-03,-35815.2061,-5936.90378,-5700.16197,-8.28,35815.21,11637.07,,,,
3.85E-02,-8.30E-03,-36607.7528,-6068.29183,-5826.28797,-8.3,36607.75,11894.58,,,,
3.93E-02,-8.32E-03,-37400.2996,-6199.68003,-5952.41385,-8.32,37400.3,12152.09,,,,
4.02E-02,-8.34E-03,-38192.8464,-6331.06837,-6078.53959,-8.34,38192.85,12409.61,,,,
4.10E-02,-8.36E-03,-38985.3933,-6462.45683,-6204.66522,-8.36,38985.39,12667.12,,,,
4.18E-02,-8.37E-03,-39777.9402,-6593.84543,-6330.79073,-8.37,39777.94,12924.64,,,,
4.27E-02,-8.39E-03,-40570.4871,-6725.23414,-6456.91613,-8.39,40570.49,13182.15,,,,
4.35E-02,-8.41E-03,-41363.034,-6856.62297,-6583.04141,-8.41,41363.03,13439.66,,,,
4.43E-02,-8.42E-03,-42155.581,-6988.01192,-6709.16659,-8.42,42155.58,13697.18,,,,
4.52E-02,-8.43E-03,-42948.128,-7119.40097,-6835.29167,-8.43,42948.13,13954.69,,,,
4.60E-02,-8.45E-03,-43740.675,-7250.79013,-6961.41664,-8.45,43740.68,14212.21,,,,
4.68E-02,-8.46E-03,-44533.222,-7382.17939,-7087.54151,-8.46,44533.22,14469.72,,,,
4.77E-02,-8.47E-03,-45325.769,-7513.56875,-7213.66629,-8.47,45325.77,14727.24,,,,
4.85E-02,-8.48E-03,-46118.316,-7644.95821,-7339.79098,-8.48,46118.32,14984.75,,,,
4.93E-02,-8.49E-03,-46910.863,-7776.34776,-7465.91557,-8.49,46910.86,15242.26,,,,
5.02E-02,-8.50E-03,-47703.4101,-7907.7374,-7592.04008,-8.5,47703.41,15499.78,,,,
5.10E-02,-8.51E-03,-48495.9571,-8039.12712,-7718.1645,-8.51,48495.96,15757.29,,,,
5.18E-02,-8.51E-03,-49288.5042,-8170.51694,-7844.28884,-8.51,49288.5,16014.81,,,,
5.27E-02,-8.52E-03,-50081.0512,-8301.90683,-7970.4131,-8.52,50081.05,16272.32,,,,
5.35E-02,-8.53E-03,-50873.5983,-8433.2968,-8096.53728,-8.53,50873.6,16529.83,,,,
5.43E-02,-8.53E-03,-51666.1454,-8564.68686,-8222.66137,-8.53,51666.15,16787.35,,,,
5.52E-02,-8.54E-03,-52458.6924,-8696.07699,-8348.7854,-8.54,52458.69,17044.86,,,,
5.60E-02,-8.54E-03,-53251.2395,-8827.46719,-8474.90935,-8.54,53251.24,17302.38,,,,
5.68E-02,-8.55E-03,-54043.7866,-8958.85747,-8601.03323,-8.55,54043.79,17559.89,,,,
5.77E-02,-8.55E-03,-54836.3337,-9090.24782,-8727.15703,-8.55,54836.33,17817.4,,,,
5.85E-02,-8.55E-03,-55628.8807,-9221.63824,-8853.28077,-8.55,55628.88,18074.92,,,,
5.93E-02,-8.56E-03,-56421.4278,-9353.02872,-8979.40445,-8.56,56421.43,18332.43,,,,
6.02E-02,-8.56E-03,-57213.9749,-9484.41927,-9105.52805,-8.56,57213.97,18589.95,,,,
6.10E-02,-8.56E-03,-58006.522,-9615.80989,-9231.65159,-8.56,58006.52,18847.46,,,,
6.18E-02,-8.56E-03,-58799.0691,-9747.20057,-9357.77507,-8.56,58799.07,19104.98,,,,
6.27E-02,-8.56E-03,-59591.6162,-9878.59131,-9483.89849,-8.56,59591.62,19362.49,,,,
6.35E-02,-8.56E-03,-60384.1632,-10009.9821,-9610.02185,-8.56,60384.16,19620,,,,
6.43E-02,-8.56E-03,-61176.7103,-10141.373,-9736.14515,-8.56,61176.71,19877.52,,,,
6.52E-02,-8.56E-03,-61969.2574,-10272.7639,-9862.26839,-8.56,61969.26,20135.03,,,,
6.60E-02,-8.56E-03,-62761.8045,-10404.1549,-9988.39157,-8.56,62761.8,20392.55,,,,
6.68E-02,-8.56E-03,-63554.3516,-10535.5459,-10114.5147,-8.56,63554.35,20650.06,,,,
6.77E-02,-8.56E-03,-64346.8987,-10666.937,-10240.6378,-8.56,64346.9,20907.57,,,,
6.85E-02,-8.56E-03,-65139.4458,-10798.3281,-10366.7608,-8.56,65139.45,21165.09,,,,
6.93E-02,-8.56E-03,-65931.9929,-10929.7193,-10492.8838,-8.56,65931.99,21422.6,,,,
7.02E-02,-8.55E-03,-66724.54,-11061.1105,-10619.0067,-8.55,66724.54,21680.12,,,,
7.10E-02,-8.55E-03,-67517.0871,-11192.5018,-10745.1296,-8.55,67517.09,21937.63,,,,
7.18E-02,-8.55E-03,-68309.6341,-11323.8932,-10871.2524,-8.55,68309.63,22195.15,,,,
7.27E-02,-8.55E-03,-69102.1812,-11455.2846,-10997.3751,-8.55,69102.18,22452.66,,,,
7.35E-02,-8.54E-03,-69894.7283,-11586.676,-11123.4979,-8.54,69894.73,22710.17,,,,
7.43E-02,-8.54E-03,-70687.2754,-11718.0675,-11249.6205,-8.54,70687.28,22967.69,,,,
7.52E-02,-8.54E-03,-71479.8225,-11849.459,-11375.7432,-8.54,71479.82,23225.2,,,,
7.60E-02,-8.53E-03,-72272.3696,-11980.8506,-11501.8658,-8.53,72272.37,23482.72,,,,
7.68E-02,-8.53E-03,-73064.9167,-12112.2422,-11627.9883,-8.53,73064.92,23740.23,,,,
7.77E-02,-8.52E-03,-73857.4638,-12243.6339,-11754.1108,-8.52,73857.46,23997.74,,,,
7.85E-02,-8.52E-03,-74650.0109,-12375.0256,-11880.2333,-8.52,74650.01,24255.26,,,,
7.93E-02,-8.51E-03,-75442.558,-12506.4173,-12006.3557,-8.51,75442.56,24512.77,,,,
8.02E-02,-8.51E-03,-76235.1051,-12637.8091,-12132.478,-8.51,76235.11,24770.29,,,,
8.10E-02,-8.50E-03,-77027.6522,-12769.201,-12258.6004,-8.5,77027.65,25027.8,,,,
8.18E-02,-8.50E-03,-77820.1993,-12900.5928,-12384.7227,-8.5,77820.2,25285.32,,,,
8.27E-02,-8.49E-03,-78612.7464,-13031.9847,-12510.8449,-8.49,78612.75,25542.83,,,,
8.35E-02,-8.48E-03,-79405.2935,-13163.3767,-12636.9671,-8.48,79405.29,25800.34,,,,
8.43E-02,-8.48E-03,-80197.8405,-13294.7687,-12763.0893,-8.48,80197.84,26057.86,,,,
8.52E-02,-8.47E-03,-80990.3876,-13426.1607,-12889.2114,-8.47,80990.39,26315.37,,,,
8.60E-02,-8.46E-03,-81782.9347,-13557.5527,-13015.3335,-8.46,81782.93,26572.89,,,,
8.68E-02,-8.46E-03,-82575.4818,-13688.9448,-13141.4556,-8.46,82575.48,26830.4,,,,
8.77E-02,-8.45E-03,-83368.0289,-13820.337,-13267.5776,-8.45,83368.03,27087.91,,,,
8.85E-02,-8.44E-03,-84160.576,-13951.7291,-13393.6996,-8.44,84160.58,27345.43,,,,
8.93E-02,-8.44E-03,-84953.1231,-14083.1213,-13519.8216,-8.44,84953.12,27602.94,,,,
9.02E-02,-8.43E-03,-85745.6702,-14214.5136,-13645.9435,-8.43,85745.67,27860.46,,,,
9.10E-02,-8.42E-03,-86538.2173,-14345.9058,-13772.0654,-8.42,86538.22,28117.97,,,,
9.18E-02,-8.41E-03,-87330.7644,-14477.2981,-13898.1873,-8.41,87330.76,28375.49,,,,
9.27E-02,-8.41E-03,-88123.3115,-14608.6905,-14024.3091,-8.41,88123.31,28633,,,,
9.35E-02,-8.40E-03,-88915.8586,-14740.0828,-14150.4309,-8.4,88915.86,28890.51,,,,
9.43E-02,-8.39E-03,-89708.4057,-14871.4752,-14276.5527,-8.39,89708.41,29148.03,,,,
9.52E-02,-8.38E-03,-90500.9528,-15002.8677,-14402.6744,-8.38,90500.95,29405.54,,,,
9.60E-02,-8.37E-03,-91293.4999,-15134.2601,-14528.7961,-8.37,91293.5,29663.06,,,,
9.68E-02,-8.36E-03,-92086.047,-15265.6526,-14654.9178,-8.36,92086.05,29920.57,,,,
9.77E-02,-8.35E-03,-92878.5941,-15397.0451,-14781.0394,-8.35,92878.59,30178.08,,,,
9.85E-02,-8.35E-03,-93671.1412,-15528.4377,-14907.161,-8.35,93671.14,30435.6,,,,
9.93E-02,-8.34E-03,-94463.6882,-15659.8303,-15033.2826,-8.34,94463.69,30693.11,,,,
0.100158333,-8.33E-03,-95256.2353,-15791.2229,-15159.4041,-8.33,95256.24,30950.63,,,,
0.100991667,-8.32E-03,-96048.7824,-15922.6155,-15285.5257,-8.32,96048.78,31208.14,,,,
0.101825,-8.31E-03,-96841.3295,-16054.0082,-15411.6472,-8.31,96841.33,31465.66,,,,
0.102658333,-8.30E-03,-97633.8766,-16185.4009,-15537.7686,-8.3,97633.88,31723.17,,,,
0.103491667,-8.29E-03,-98426.4237,-16316.7936,-15663.8901,-8.29,98426.42,31980.68,,,,
0.104325,-8.28E-03,-99218.9708,-16448.1863,-15790.0115,-8.28,99218.97,32238.2,,,,
0.105158333,-8.27E-03,-100011.518,-16579.5791,-15916.1329,-8.27,100011.52,32495.71,,,,
0.105991667,-8.26E-03,-100804.065,-16710.9719,-16042.2542,-8.26,100804.07,32753.23,,,,
0.106825,-8.25E-03,-101596.612,-16842.3647,-16168.3756,-8.25,101596.61,33010.74,,,,
0.107658333,-8.24E-03,-102389.159,-16973.7576,-16294.4969,-8.24,102389.16,33268.25,,,,
0.108491667,-8.23E-03,-103181.706,-17105.1505,-16420.6182,-8.23,103181.71,33525.77,,,,
0.109325,-8.22E-03,-103974.253,-17236.5434,-16546.7394,-8.22,103974.25,33783.28,,,,
0.110158333,-8.21E-03,-104766.8,-17367.9363,-16672.8607,-8.21,104766.8,34040.8,,,,
0.110991667,-8.20E-03,-105559.348,-17499.3292,-16798.9819,-8.2,105559.35,34298.31,,,,
0.111825,-8.19E-03,-106351.895,-17630.7222,-16925.1031,-8.19,106351.9,34555.83,,,,
0.112658333,-8.18E-03,-107144.442,-17762.1152,-17051.2242,-8.18,107144.44,34813.34,,,,
0.113491667,-8.17E-03,-107936.989,-17893.5082,-17177.3454,-8.17,107936.99,35070.85,,,,
0.114325,-8.15E-03,-108729.536,-18024.9013,-17303.4665,-8.15,108729.54,35328.37,,,,
0.115158333,-8.14E-03,-109522.083,-18156.2943,-17429.5876,-8.14,109522.08,35585.88,,,,
0.115991667,-8.13E-03,-110314.63,-18287.6874,-17555.7087,-8.13,110314.63,35843.4,,,,
0.116825,-8.12E-03,-111107.177,-18419.0805,-17681.8297,-8.12,111107.18,36100.91,,,,
0.117658333,-8.11E-03,-111899.724,-18550.4737,-17807.9508,-8.11,111899.72,36358.42,,,,
0.118491667,-8.10E-03,-112692.271,-18681.8668,-17934.0718,-8.1,112692.27,36615.94,,,,
0.119325,-8.09E-03,-113484.819,-18813.26,-18060.1927,-8.09,113484.82,36873.45,,,,
0.120158333,-8.07E-03,-114277.366,-18944.6532,-18186.3137,-8.07,114277.37,37130.97,,,,
0.120991667,-8.06E-03,-115069.913,-19076.0464,-18312.4347,-8.06,115069.91,37388.48,,,,
0.121825,-8.05E-03,-115862.46,-19207.4396,-18438.5556,-8.05,115862.46,37646,,,,
0.122658333,-8.04E-03,-116655.007,-19338.8329,-18564.6765,-8.04,116655.01,37903.51,,,,
0.123491667,-8.03E-03,-117447.554,-19470.2262,-18690.7974,-8.03,117447.55,38161.02,,,,
0.124325,-8.02E-03,-118240.101,-19601.6195,-18816.9182,-8.02,118240.1,38418.54,,,,
0.125158333,-8.00E-03,-119032.648,-19733.0128,-18943.0391,-8,119032.65,38676.05,,,,
0.125991667,-7.99E-03,-119825.195,-19864.4061,-19069.1599,-7.99,119825.2,38933.57,,,,
0.126825,-7.98E-03,-120617.742,-19995.7995,-19195.2807,-7.98,120617.74,39191.08,,,,
0.127658333,-7.97E-03,-121410.289,-20127.1929,-19321.4015,-7.97,121410.29,39448.59,,,,
0.128491667,-7.96E-03,-122202.837,-20258.5862,-19447.5223,-7.96,122202.84,39706.11,,,,
0.129325,-7.94E-03,-122995.384,-20389.9797,-19573.643,-7.94,122995.38,39963.62,,,,
0.130158333,-7.93E-03,-123787.931,-20521.3731,-19699.7637,-7.93,123787.93,40221.14,,,,
0.130991667,-7.92E-03,-124580.478,-20652.7665,-19825.8844,-7.92,124580.48,40478.65,,,,
0.131825,-7.91E-03,-125373.025,-20784.16,-19952.0051,-7.91,125373.03,40736.17,,,,
0.132658333,-7.89E-03,-126165.572,-20915.5535,-20078.1258,-7.89,126165.57,40993.68,,,,
0.133491667,-7.88E-03,-126958.119,-21046.947,-20204.2465,-7.88,126958.12,41251.19,,,,
0.134325,-7.87E-03,-127750.666,-21178.3405,-20330.3671,-7.87,127750.67,41508.71,,,,
0.135158333,-7.85E-03,-128543.213,-21309.7341,-20456.4877,-7.85,128543.21,41766.22,,,,
0.135991667,-7.84E-03,-129335.76,-21441.1276,-20582.6083,-7.84,129335.76,42023.74,,,,
0.136825,-7.83E-03,-130128.308,-21572.5212,-20708.7289,-7.83,130128.31,42281.25,,,,
0.137658333,-7.82E-03,-130920.855,-21703.9148,-20834.8495,-7.82,130920.86,42538.76,,,,
0.138491667,-7.80E-03,-131713.402,-21835.3084,-20960.97,-7.8,131713.4,42796.28,,,,
0.139325,-7.79E-03,-132505.949,-21966.702,-21087.0906,-7.79,132505.95,43053.79,,,,
0.140158333,-7.78E-03,-133298.496,-22098.0956,-21213.2111,-7.78,133298.5,43311.31,,,,
0.140991667,-7.76E-03,-134091.043,-22229.4893,-21339.3316,-7.76,134091.04,43568.82,,,,
0.141825,-7.75E-03,-134883.59,-22360.883,-21465.4521,-7.75,134883.59,43826.34,,,,
0.142658333,-7.74E-03,-135676.137,-22492.2767,-21591.5726,-7.74,135676.14,44083.85,,,,
0.143491667,-7.72E-03,-136468.684,-22623.6704,-21717.693,-7.72,136468.68,44341.36,,,,
0.144325,-7.71E-03,-137261.231,-22755.0641,-21843.8135,-7.71,137261.23,44598.88,,,,
0.145158333,-7.70E-03,-138053.778,-22886.4578,-21969.9339,-7.7,138053.78,44856.39,,,,
0.145991667,-7.68E-03,-138846.326,-23017.8516,-22096.0543,-7.68,138846.33,45113.91,,,,
0.146825,-7.67E-03,-139638.873,-23149.2453,-22222.1747,-7.67,139638.87,45371.42,,,,
0.147658333,-7.66E-03,-140431.42,-23280.6391,-22348.2951,-7.66,140431.42,45628.93,,,,
0.148491667,-7.64E-03,-141223.967,-23412.0329,-22474.4155,-7.64,141223.97,45886.45,,,,
0.149325,-7.63E-03,-142016.514,-23543.4267,-22600.5358,-7.63,142016.51,46143.96,,,,
0.150158333,-7.61E-03,-142809.061,-23674.8205,-22726.6562,-7.61,142809.06,46401.48,,,,
0.150991667,-7.60E-03,-143601.608,-23806.2144,-22852.7765,-7.6,143601.61,46658.99,,,,
0.151825,-7.59E-03,-144394.155,-23937.6082,-22978.8968,-7.59,144394.16,46916.51,,,,
0.152658333,-7.57E-03,-145186.702,-24069.0021,-23105.0171,-7.57,145186.7,47174.02,,,,
0.153491667,-7.56E-03,-145979.249,-24200.396,-23231.1374,-7.56,145979.25,47431.53,,,,
0.154325,-7.55E-03,-146771.797,-24331.7898,-23357.2576,-7.55,146771.8,47689.05,,,,
0.155158333,-7.53E-03,-147564.344,-24463.1838,-23483.3779,-7.53,147564.34,47946.56,,,,
0.155991667,-7.52E-03,-148356.891,-24594.5777,-23609.4981,-7.52,148356.89,48204.08,,,,
0.156825,-7.50E-03,-149149.438,-24725.9716,-23735.6184,-7.5,149149.44,48461.59,,,,
0.157658333,-7.49E-03,-149941.985,-24857.3656,-23861.7386,-7.49,149941.99,48719.1,,,,
0.158491667,-7.48E-03,-150734.532,-24988.7595,-23987.8588,-7.48,150734.53,48976.62,,,,
0.159325,-7.46E-03,-151527.079,-25120.1535,-24113.979,-7.46,151527.08,49234.13,,,,
0.160158333,-7.45E-03,-152319.626,-25251.5475,-24240.0992,-7.45,152319.63,49491.65,,,,
0.160991667,-7.43E-03,-153112.173,-25382.9415,-24366.2193,-7.43,153112.17,49749.16,,,,
0.161825,-7.42E-03,-153904.72,-25514.3355,-24492.3395,-7.42,153904.72,50006.68,,,,
0.162658333,-7.40E-03,-154697.267,-25645.7295,-24618.4596,-7.4,154697.27,50264.19,,,,
0.163491667,-7.39E-03,-155489.815,-25777.1235,-24744.5797,-7.39,155489.82,50521.7,,,,
0.164325,-7.37E-03,-156282.362,-25908.5176,-24870.6998,-7.37,156282.36,50779.22,,,,
0.165158333,-7.36E-03,-157074.909,-26039.9116,-24996.8199,-7.36,157074.91,51036.73,,,,
0.165991667,-7.35E-03,-157867.456,-26171.3057,-25122.94,-7.35,157867.46,51294.25,,,,
0.166825,-7.33E-03,-158660.003,-26302.6998,-25249.0601,-7.33,158660,51551.76,,,,
0.167658333,-7.32E-03,-159452.55,-26434.0939,-25375.1802,-7.32,159452.55,51809.27,,,,
0.168491667,-7.30E-03,-160245.097,-26565.488,-25501.3002,-7.3,160245.1,52066.79,,,,
0.169325,-7.29E-03,-161037.644,-26696.8821,-25627.4203,-7.29,161037.64,52324.3,,,,
0.170158333,-7.27E-03,-161830.191,-26828.2762,-25753.5403,-7.27,161830.19,52581.82,,,,
0.170991667,-7.26E-03,-162622.738,-26959.6704,-25879.6603,-7.26,162622.74,52839.33,,,,
0.171825,-7.24E-03,-163415.285,-27091.0645,-26005.7803,-7.24,163415.29,53096.84,,,,
0.172658333,-7.23E-03,-164207.833,-27222.4587,-26131.9003,-7.23,164207.83,53354.36,,,,
0.173491667,-7.21E-03,-165000.38,-27353.8529,-26258.0203,-7.21,165000.38,53611.87,,,,
0.174325,-7.20E-03,-165792.927,-27485.2471,-26384.1403,-7.2,165792.93,53869.39,,,,
0.175158333,-7.18E-03,-166585.474,-27616.6413,-26510.2603,-7.18,166585.47,54126.9,,,,
0.175991667,-7.17E-03,-167378.021,-27748.0355,-26636.3802,-7.17,167378.02,54384.42,,,,
0.176825,-7.15E-03,-168170.568,-27879.4297,-26762.5002,-7.15,168170.57,54641.93,,,,
0.177658333,-7.14E-03,-168963.115,-28010.8239,-26888.6201,-7.14,168963.12,54899.44,,,,
0.178491667,-7.12E-03,-169755.662,-28142.2182,-27014.74,-7.12,169755.66,55156.96,,,,
0.179325,-7.11E-03,-170548.209,-28273.6124,-27140.8599,-7.11,170548.21,55414.47,,,,
0.180158333,-7.09E-03,-171340.756,-28405.0067,-27266.9798,-7.09,171340.76,55671.99,,,,
0.180991667,-7.08E-03,-172133.304,-28536.4009,-27393.0997,-7.08,172133.3,55929.5,,,,
0.181825,-7.06E-03,-172925.851,-28667.7952,-27519.2196,-7.06,172925.85,56187.01,,,,
0.182658333,-7.05E-03,-173718.398,-28799.1895,-27645.3395,-7.05,173718.4,56444.53,,,,
0.183491667,-7.03E-03,-174510.945,-28930.5838,-27771.4593,-7.03,174510.95,56702.04,,,,
0.184325,-7.02E-03,-175303.492,-29061.9781,-27897.5792,-7.02,175303.49,56959.56,,,,
0.185158333,-7.00E-03,-176096.039,-29193.3724,-28023.699,-7,176096.04,57217.07,,,,
0.185991667,-6.99E-03,-176888.586,-29324.7668,-28149.8188,-6.99,176888.59,57474.59,,,,
0.186825,-6.97E-03,-177681.133,-29456.1611,-28275.9387,-6.97,177681.13,57732.1,,,,
0.187658333,-6.96E-03,-178473.68,-29587.5555,-28402.0585,-6.96,178473.68,57989.61,,,,
0.188491667,-6.94E-03,-179266.227,-29718.9498,-28528.1783,-6.94,179266.23,58247.13,,,,
0.189325,-6.93E-03,-180058.774,-29850.3442,-28654.2981,-6.93,180058.77,58504.64,,,,
0.190158333,-6.91E-03,-180851.322,-29981.7386,-28780.4179,-6.91,180851.32,58762.16,,,,
0.190991667,-6.90E-03,-181643.869,-30113.133,-28906.5376,-6.9,181643.87,59019.67,,,,
0.191825,-6.88E-03,-182436.416,-30244.5273,-29032.6574,-6.88,182436.42,59277.18,,,,
0.192658333,-6.87E-03,-183228.963,-30375.9218,-29158.7771,-6.87,183228.96,59534.7,,,,
0.193491667,-6.85E-03,-184021.51,-30507.3162,-29284.8969,-6.85,184021.51,59792.21,,,,
0.194325,-6.83E-03,-184814.057,-30638.7106,-29411.0166,-6.83,184814.06,60049.73,,,,
0.195158333,-6.82E-03,-185606.604,-30770.105,-29537.1364,-6.82,185606.6,60307.24,,,,
0.195991667,-6.80E-03,-186399.151,-30901.4995,-29663.2561,-6.8,186399.15,60564.76,,,,
0.196825,-6.79E-03,-187191.698,-31032.8939,-29789.3758,-6.79,187191.7,60822.27,,,,
0.197658333,-6.77E-03,-187984.245,-31164.2884,-29915.4955,-6.77,187984.25,61079.78,,,,
0.198491667,-6.76E-03,-188776.793,-31295.6828,-30041.6152,-6.76,188776.79,61337.3,,,,
0.199325,-6.74E-03,-189569.34,-31427.0773,-30167.7349,-6.74,189569.34,61594.81,,,,
0.200158333,-6.73E-03,-190361.887,-31558.4718,-30293.8546,-6.73,190361.89,61852.33,,,,
0.200991667,-6.71E-03,-191154.434,-31689.8663,-30419.9742,-6.71,191154.43,62109.84,,,,
0.201825,-6.69E-03,-191946.981,-31821.2608,-30546.0939,-6.69,191946.98,62367.35,,,,
0.202658333,-6.68E-03,-192739.528,-31952.6553,-30672.2135,-6.68,192739.53,62624.87,,,,
0.203491667,-6.66E-03,-193532.075,-32084.0498,-30798.3332,-6.66,193532.08,62882.38,,,,
0.204325,-6.65E-03,-194324.622,-32215.4443,-30924.4528,-6.65,194324.62,63139.9,,,,
0.205158333,-6.63E-03,-195117.169,-32346.8389,-31050.5724,-6.63,195117.17,63397.41,,,,
0.205991667,-6.61E-03,-195909.716,-32478.2334,-31176.6921,-6.61,195909.72,63654.93,,,,
0.206825,-6.60E-03,-196702.263,-32609.628,-31302.8117,-6.6,196702.26,63912.44,,,,
0.207658333,-6.58E-03,-197494.811,-32741.0225,-31428.9313,-6.58,197494.81,64169.95,,,,
0.208491667,-6.57E-03,-198287.358,-32872.4171,-31555.0509,-6.57,198287.36,64427.47,,,,
0.209325,-6.55E-03,-199079.905,-33003.8117,-31681.1705,-6.55,199079.91,64684.98,,,,
0.210158333,-6.54E-03,-199872.452,-33135.2062,-31807.29,-6.54,199872.45,64942.5,,,,
0.210991667,-6.52E-03,-200664.999,-33266.6008,-31933.4096,-6.52,200665,65200.01,,,,
0.211825,-6.50E-03,-201457.546,-33397.9954,-32059.5292,-6.5,201457.55,65457.52,,,,
0.212658333,-6.49E-03,-202250.093,-33529.39,-32185.6487,-6.49,202250.09,65715.04,,,,
0.213491667,-6.47E-03,-203042.64,-33660.7846,-32311.7683,-6.47,203042.64,65972.55,,,,
0.214325,-6.46E-03,-203835.187,-33792.1793,-32437.8878,-6.46,203835.19,66230.07,,,,
0.215158333,-6.44E-03,-204627.734,-33923.5739,-32564.0074,-6.44,204627.73,66487.58,,,,
