TIME, UX_2, FY_4, FY_5, FX_3,Displacement,Load,Reaction,,,,
0.83835625,-9.25E-03,-1739.58355,-1670.3186,-7658.76566,-9.25,3409.90,7658.77,,,,
0.84035625,-9.27E-03,-1743.73447,-1674.30241,-7677.03657,-9.27,3418.04,7677.04,,,,
0.84235625,-9.28E-03,-1747.8854,-1678.28622,-7695.30747,-9.28,3426.17,7695.31,,,,
0.84435625,-9.29E-03,-1752.03632,-1682.27002,-7713.57838,-9.29,3434.31,7713.58,,,,
0.84635625,-9.31E-03,-1756.18725,-1686.25383,-7731.84929,-9.31,3442.44,7731.85,,,,
0.84835625,-9.32E-03,-1760.33818,-1690.23763,-7750.1202,-9.32,3450.58,7750.12,,,,
0.85035625,-9.33E-03,-1764.48912,-1694.22143,-7768.39111,-9.33,3458.71,7768.39,,,,
0.85235625,-9.35E-03,-1768.64006,-1698.20522,-7786.66201,-9.35,3466.85,7786.66,,,,
0.85435625,-9.36E-03,-1772.791,-1702.18901,-7804.93292,-9.36,3474.98,7804.93,,,,
0.85635625,-9.37E-03,-1776.94194,-1706.1728,-7823.20383,-9.37,3483.11,7823.20,,,,
0.85835625,-9.39E-03,-1781.09288,-1710.15659,-7841.47474,-9.39,3491.25,7841.47,,,,
0.86035625,-9.40E-03,-1785.24383,-1714.14038,-7859.74565,-9.40,3499.38,7859.75,,,,
0.86235625,-9.41E-03,-1789.39478,-1718.12416,-7878.01656,-9.41,3507.52,7878.02,,,,
0.86435625,-9.43E-03,-1793.54573,-1722.10794,-7896.28746,-9.43,3515.65,7896.29,,,,
0.86635625,-9.44E-03,-1797.69669,-1726.09172,-7914.55837,-9.44,3523.79,7914.56,,,,
0.86835625,-9.45E-03,-1801.84764,-1730.07549,-7932.82928,-9.45,3531.92,7932.83,,,,
0.87035625,-9.47E-03,-1805.9986,-1734.05927,-7951.10019,-9.47,3540.06,7951.10,,,,
0.87235625,-9.48E-03,-1810.14956,-1738.04304,-7969.3711,-9.48,3548.19,7969.37,,,,
0.87435625,-9.49E-03,-1814.30053,-1742.0268,-7987.642,-9.49,3556.33,7987.64,,,,
0.87635625,-9.50E-03,-1818.4515,-1746.01057,-8005.91291,-9.50,3564.46,8005.91,,,,
0.87835625,-9.52E-03,-1822.60247,-1749.99433,-8024.18382,-9.52,3572.60,8024.18,,,,
0.88035625,-9.53E-03,-1826.75344,-1753.97809,-8042.45473,-9.53,3580.73,8042.45,,,,
0.88235625,-9.54E-03,-1830.90441,-1757.96185,-8060.72564,-9.54,3588.87,8060.73,,,,
0.88435625,-9.56E-03,-1835.05539,-1761.94561,-8078.99654,-9.56,3597.00,8079.00,,,,
0.88635625,-9.57E-03,-1839.20637,-1765.92936,-8097.26745,-9.57,3605.14,8097.27,,,,
0.88835625,-9.58E-03,-1843.35735,-1769.91311,-8115.53836,-9.58,3613.27,8115.54,,,,
0.89035625,-9.59E-03,-1847.50833,-1773.89686,-8133.80927,-9.59,3621.41,8133.81,,,,
0.89235625,-9.61E-03,-1851.65932,-1777.88061,-8152.08018,-9.61,3629.54,8152.08,,,,
0.89435625,-9.62E-03,-1855.81031,-1781.86435,-8170.35109,-9.62,3637.67,8170.35,,,,
0.89635625,-9.63E-03,-1859.9613,-1785.84809,-8188.62199,-9.63,3645.81,8188.62,,,,
0.89835625,-9.64E-03,-1864.11229,-1789.83183,-8206.8929,-9.64,3653.94,8206.89,,,,
0.90035625,-9.66E-03,-1868.26329,-1793.81557,-8225.16381,-9.66,3662.08,8225.16,,,,
0.90235625,-9.67E-03,-1872.41429,-1797.7993,-8243.43472,-9.67,3670.21,8243.43,,,,
0.90435625,-9.68E-03,-1876.56529,-1801.78303,-8261.70563,-9.68,3678.35,8261.71,,,,
0.90635625,-9.69E-03,-1880.71629,-1805.76676,-8279.97653,-9.69,3686.48,8279.98,,,,
0.90835625,-9.71E-03,-1884.86729,-1809.75049,-8298.24744,-9.71,3694.62,8298.25,,,,
0.91035625,-9.72E-03,-1889.0183,-1813.73422,-8316.51835,-9.72,3702.75,8316.52,,,,
0.91235625,-9.73E-03,-1893.16931,-1817.71794,-8334.78926,-9.73,3710.89,8334.79,,,,
0.91435625,-9.74E-03,-1897.32032,-1821.70166,-8353.06017,-9.74,3719.02,8353.06,,,,
0.91635625,-9.76E-03,-1901.47134,-1825.68538,-8371.33108,-9.76,3727.16,8371.33,,,,
0.91835625,-9.77E-03,-1905.62236,-1829.66909,-8389.60198,-9.77,3735.29,8389.60,,,,
0.92035625,-9.78E-03,-1909.77337,-1833.65281,-8407.87289,-9.78,3743.43,8407.87,,,,
0.92235625,-9.79E-03,-1913.9244,-1837.63652,-8426.1438,-9.79,3751.56,8426.14,,,,
0.92435625,-9.80E-03,-1918.07542,-1841.62023,-8444.41471,-9.80,3759.70,8444.41,,,,
0.92635625,-9.82E-03,-1922.22645,-1845.60393,-8462.68562,-9.82,3767.83,8462.69,,,,
0.92835625,-9.83E-03,-1926.37747,-1849.58764,-8480.95653,-9.83,3775.97,8480.96,,,,
0.93035625,-9.84E-03,-1930.5285,-1853.57134,-8499.22743,-9.84,3784.10,8499.23,,,,
0.93235625,-9.85E-03,-1934.67954,-1857.55504,-8517.49834,-9.85,3792.23,8517.50,,,,
0.93435625,-9.87E-03,-1938.83057,-1861.53874,-8535.76925,-9.87,3800.37,8535.77,,,,
0.93635625,-9.88E-03,-1942.98161,-1865.52243,-8554.04016,-9.88,3808.50,8554.04,,,,
0.93835625,-9.89E-03,-1947.13265,-1869.50613,-8572.31107,-9.89,3816.64,8572.31,,,,
0.94035625,-9.90E-03,-1951.28369,-1873.48982,-8590.58198,-9.90,3824.77,8590.58,,,,
0.94235625,-9.91E-03,-1955.43473,-1877.47351,-8608.85288,-9.91,3832.91,8608.85,,,,
0.94435625,-9.92E-03,-1959.58578,-1881.45719,-8627.12379,-9.92,3841.04,8627.12,,,,
0.94635625,-9.94E-03,-1963.73683,-1885.44088,-8645.3947,-9.94,3849.18,8645.39,,,,
0.94835625,-9.95E-03,-1967.88788,-1889.42456,-8663.66561,-9.95,3857.31,8663.67,,,,
0.95035625,-9.96E-03,-1972.03893,-1893.40824,-8681.93652,-9.96,3865.45,8681.94,,,,
0.95235625,-9.97E-03,-1976.18999,-1897.39192,-8700.20743,-9.97,3873.58,8700.21,,,,
0.95435625,-9.98E-03,-1980.34104,-1901.37559,-8718.47833,-9.98,3881.72,8718.48,,,,
0.95635625,-1.00E-02,-1984.4921,-1905.35927,-8736.74924,-10.00,3889.85,8736.75,,,8743.8687,3893.02116
0.95835625,-1.00E-02,-1988.64316,-1909.34294,-8755.02015,-10.01,3897.99,8755.02,,,,
0.96035625,-1.00E-02,-1992.79423,-1913.32661,-8773.29106,-10.02,3906.12,8773.29,,,,
0.96235625,-1.00E-02,-1996.94529,-1917.31027,-8791.56197,-10.03,3914.26,8791.56,,,,
0.96435625,-1.00E-02,-2001.09636,-1921.29394,-8809.83288,-10.04,3922.39,8809.83,,,,
0.96635625,-1.01E-02,-2005.24743,-1925.2776,-8828.10378,-10.05,3930.53,8828.10,,,,
0.96835625,-1.01E-02,-2009.3985,-1929.26126,-8846.37469,-10.07,3938.66,8846.37,,,,
0.97035625,-1.01E-02,-2013.54958,-1933.24492,-8864.6456,-10.08,3946.79,8864.65,,,,
0.97235625,-1.01E-02,-2017.70065,-1937.22858,-8882.91651,-10.09,3954.93,8882.92,,,,
0.97435625,-1.01E-02,-2021.85173,-1941.21223,-8901.18742,-10.10,3963.06,8901.19,,,,
0.97635625,-1.01E-02,-2026.00281,-1945.19588,-8919.45833,-10.11,3971.20,8919.46,,,,
0.97835625,-1.01E-02,-2030.15389,-1949.17953,-8937.72923,-10.12,3979.33,8937.73,,,,
0.98035625,-1.01E-02,-2034.30498,-1953.16318,-8956.00014,-10.13,3987.47,8956.00,,,,
0.98235625,-1.01E-02,-2038.45606,-1957.14683,-8974.27105,-10.15,3995.60,8974.27,,,,
0.98435625,-1.02E-02,-2042.60715,-1961.13047,-8992.54196,-10.16,4003.74,8992.54,,,,
0.98635625,-1.02E-02,-2046.75824,-1965.11411,-9010.81287,-10.17,4011.87,9010.81,,,,
0.98835625,-1.02E-02,-2050.90934,-1969.09775,-9029.08378,-10.18,4020.01,9029.08,,,,
0.99035625,-1.02E-02,-2055.06043,-1973.08139,-9047.35468,-10.19,4028.14,9047.35,,,,
0.99235625,-1.02E-02,-2059.21153,-1977.06502,-9065.62559,-10.20,4036.28,9065.63,,,,
0.99435625,-1.02E-02,-2063.36263,-1981.04866,-9083.8965,-10.21,4044.41,9083.90,,,,
0.99635625,-1.02E-02,-2067.51373,-1985.03229,-9102.16741,-10.22,4052.55,9102.17,,,,
0.99835625,-1.02E-02,-2071.66483,-1989.01592,-9120.43832,-10.23,4060.68,9120.44,,,,
1,-1.02E-02,-2075.07651,-1992.28996,-9135.45469,-10.24,4067.37,9135.45,,,,
